Organisational Unit,Payment Date,Amount,Benificiary Name

CYPF,2016-05-10,600.00,REDACTED PERSONAL DATA
CYPF,2016-05-12,600.00,REDACTED PERSONAL DATA
CYPF,2016-05-09,3676.29,REDACTED PERSONAL DATA
CYPF,2016-05-03,60000.00,REDACTED PERSONAL DATA
RESOURCES,2016-05-03,8479.75,STOCKSBRIDGE REGENERATION COMPANY LIMITE
RESOURCES,2016-05-03,250.00,PENTAGON
RESOURCES,2016-05-03,6000.00,IRWIN MITCHELL
CYPF,2016-05-03,300.00,SUSAN RUSSELL
CYPF,2016-05-03,447.10,REDACTED PERSONAL DATA
CYPF,2016-05-03,300.00,SUSAN RUSSELL
CYPF,2016-05-03,794.99,REDACTED PERSONAL DATA
CYPF,2016-05-11,1908.00,REDACTED PERSONAL DATA
CYPF,2016-05-11,4042.64,REDACTED PERSONAL DATA
CYPF,2016-05-11,5570.60,REDACTED PERSONAL DATA
CYPF,2016-05-11,2582.44,REDACTED PERSONAL DATA
CA LEP,2016-05-03,1120.00,DICKINSON WOOD SOLICITORS
CA LEP,2016-05-03,1120.00,WILFREDA BEEHIVE
CA LEP,2016-05-03,1120.00,WOODTHORPE DEVELOPMENT TRUST
CA LEP,2016-05-03,1120.00,HAIR THERAPY
CA LEP,2016-05-03,1420.00,DAVID ATKIN T/A A D PLASTERING
CA LEP,2016-05-03,1420.00,J LITCHFIELD GAS SOLUTIONS
CA LEP,2016-05-03,1500.00,BALBY CENTRAL PRIMARY SCHOOL
CA LEP,2016-05-03,1120.00,PROUD INDEPENDENT FINANCIAL SERVICES
CA LEP,2016-05-03,1120.00,ABD ENTERPRISES
CA LEP,2016-05-03,1120.00,FUEL CATERING LTD (T.A. FEAST)
CA LEP,2016-05-03,1120.00,THE HAIRBAND UK LTD
CA LEP,2016-05-03,1120.00,CANNON APARTMENTS LTD T/AS KSPACE
COMMUNITIES,2016-05-03,400.00,HM COURTS & TRIBUNALS SERVICE
PLACE,2016-05-03,799.99,REDACTED PERSONAL DATA
CYPF,2016-05-03,398.45,REDACTED PERSONAL DATA
RESOURCES,2016-05-03,421.00,JOHN BEE MOTOR ENGINEERS LTD
CYPF,2016-05-03,744.00,EMILY MAY LOWE
RESOURCES,2016-05-03,1250.00,REDACTED PERSONAL DATA
CYPF,2016-05-03,300.00,REDACTED PERSONAL DATA
PLACE,2016-05-03,3268.29,RUDDLE MERZ WATER SERVICES LTD
COMMUNITIES,2016-05-03,15983.34,CLOVERLEAF ADVOCACY 2000 LTD
COMMUNITIES,2016-05-03,10910.67,CLOVERLEAF ADVOCACY 2000 LTD
PLACE,2016-05-03,2400.00,MHH CONTRACTING LTD
COMMUNITIES,2016-05-03,1980.00,ASPECT CONTRACTS LTD
COMMUNITIES,2016-05-03,19968.00,VOLUNTARY ACTION SHEFFIELD
CYPF,2016-05-03,4250.50,LANGUAGELINE SOLUTIONS
PLACE,2016-05-03,805.57,ROTHERHAM MBC
PLACE,2016-05-03,1373.59,MADE BY TALENTED LTD
PLACE,2016-05-03,66807.93,BT OPENREACH
PLACE,2016-05-03,574.90,CHINA-BRITAIN BUSINESS COUNCIL
PLACE,2016-05-03,270.00,CHINA-BRITAIN BUSINESS COUNCIL
PLACE,2016-05-03,500.00,LAMBERT AND FLANAGAN LIMITED
COMMUNITIES,2016-05-03,650.00,ASPECT CONTRACTS LTD
CYPF,2016-05-03,4166.00,STANLEY SECURITY SOLUTIONS LTD
CYPF,2016-05-03,20636.77,STANLEY SECURITY SOLUTIONS LTD
PLACE,2016-05-03,14564.00,NEPRO LTD
PLACE,2016-05-03,565.20,ARCO LTD
CYPF,2016-05-03,251.94,YORKSHIRE PURCHASING ORGANISATION
COMMUNITIES,2016-05-03,425.85,YORKSHIRE PURCHASING ORGANISATION
PLACE,2016-05-03,709.47,ARCO LTD
PLACE,2016-05-03,792.45,DERBYSHIRE COUNTY COUNCIL
CYPF,2016-05-03,17510.29,MEDINA CAPITAL DAIRY CO LTD
PLACE,2016-05-03,341.40,GROUNDSMAN TOOLS AND SUPPLIES LLP
COMMUNITIES,2016-05-03,590.00,SOLON SECURITY LTD
COMMUNITIES,2016-05-03,12296.00,VOICEABILITY ADVOCACY
POLICY PERFORMANCE AND COMMS,2016-05-03,375.00,KEY CHANGES-UNLOCKING WOMEN'S POTENTAIL
PLACE,2016-05-03,280.00,SPA LANDSCAPING LIMITED
RESOURCES,2016-05-03,18199.68,SOUTH YORKSHIRE COMMUNITY FOUNDATION
PLACE,2016-05-03,549.00,ELECTRIC MOTOR SUPPLIERS LTD
CYPF,2016-05-03,3001.15,PINEAPPLE CONTRACTS
PLACE,2016-05-03,320.84,EDMUNDSON ELECTRICAL  LTD
COMMUNITIES,2016-05-03,582.67,EXCHANGE SUPPLIES LTD
PLACE,2016-05-03,1094.69,THYSSENKRUPP ENCASA
CYPF,2016-05-03,4967.00,SHEFFIELD FUTURES
CYPF,2016-05-03,733.95,HANDS FREE COMPUTING LTD
CYPF,2016-05-03,479.12,YORKSHIRE PURCHASING ORGANISATION
CYPF,2016-05-03,778.47,YORKSHIRE PURCHASING ORGANISATION
PLACE,2016-05-03,250.00,COUNTRYWIDE INVESTIGATION GROUP
PLACE,2016-05-03,250.00,COUNTRYWIDE INVESTIGATION GROUP
PLACE,2016-05-04,250.00,COUNTRYWIDE INVESTIGATION GROUP
PLACE,2016-05-03,2223.00,SHEFFIELD WILDLIFE TRUST
PLACE,2016-05-03,8750.65,PREMIER PITCHES LIMITED
RESOURCES,2016-05-03,4178.60,PYRAMID SCHOOLS SHEFFIELD LTD
PLACE,2016-05-03,13807.71,BRITEL FUND TRUSTEES LTD
PLACE,2016-05-03,38742.31,BRITEL FUND TRUSTEES LTD
CYPF,2016-05-03,575.05,HAYS PERSONNEL
COMMUNITIES,2016-05-03,352.10,PETERS LTD
CYPF,2016-05-03,701.82,SHEAFPOWER LTD
COMMUNITIES,2016-05-03,522.00,MR H S CUTTS NEIL CONSTRUCTION
COMMUNITIES,2016-05-03,466.00,MR H S CUTTS NEIL CONSTRUCTION
COMMUNITIES,2016-05-03,636.00,MR H S CUTTS NEIL CONSTRUCTION
COMMUNITIES,2016-05-03,8649.67,CLOVERLEAF ADVOCACY 2000 LTD
CYPF,2016-05-03,250.00,MOORWOOD ELECTRICAL DES & INSTALL LTD
RESOURCES,2016-05-03,643.43,SHEFFIELD NEWSPAPERS LTD
RESOURCES,2016-05-03,704.71,SHEFFIELD NEWSPAPERS LTD
RESOURCES,2016-05-03,490.23,SHEFFIELD NEWSPAPERS LTD
RESOURCES,2016-05-03,582.15,SHEFFIELD NEWSPAPERS LTD
RESOURCES,2016-05-03,367.68,SHEFFIELD NEWSPAPERS LTD
RESOURCES,2016-05-03,337.04,SHEFFIELD NEWSPAPERS LTD
RESOURCES,2016-05-03,459.59,SHEFFIELD NEWSPAPERS LTD
RESOURCES,2016-05-03,398.31,SHEFFIELD NEWSPAPERS LTD
RESOURCES,2016-05-03,1631.75,SHEFFIELD NEWSPAPERS LTD
RESOURCES,2016-05-03,1164.30,SHEFFIELD NEWSPAPERS LTD
RESOURCES,2016-05-03,690.37,TIMES EDUCATIONAL SUPPLEMENT
RESOURCES,2016-05-03,690.37,TIMES EDUCATIONAL SUPPLEMENT
RESOURCES,2016-05-03,853.12,TIMES EDUCATIONAL SUPPLEMENT
CYPF,2016-05-03,818.61,DSP PSYCHOLOGY
RESOURCES,2016-05-03,690.37,TIMES EDUCATIONAL SUPPLEMENT
RESOURCES,2016-05-03,690.37,TIMES EDUCATIONAL SUPPLEMENT
CYPF,2016-05-03,586.87,DSP PSYCHOLOGY
RESOURCES,2016-05-03,853.12,TIMES EDUCATIONAL SUPPLEMENT
COMMUNITIES,2016-05-03,250.00,BANKHOUSE CHAMBERS
RESOURCES,2016-05-03,853.12,TIMES EDUCATIONAL SUPPLEMENT
CYPF,2016-05-03,405.00,CARTER BROWN
COMMUNITIES,2016-05-03,2875.16,LIFEWAYS COMMUNITY CARE LTD
COMMUNITIES,2016-05-03,3577.72,LIFEWAYS COMMUNITY CARE LTD
CYPF,2016-05-03,474.75,CARTER BROWN
COMMUNITIES,2016-05-03,892.30,EXCHANGE SUPPLIES LTD
RESOURCES,2016-05-03,299.15,INITSYS LIMTED
CYPF,2016-05-03,278.07,CARTER BROWN
PLACE,2016-05-03,261.00,CLEANQUEST
COMMUNITIES,2016-05-03,1658.37,ORBIS PROTECT LTD
CYPF,2016-05-03,18744.00,THE UNIVERSITY OF SHEFFIELD
CYPF,2016-05-03,5000.00,THE UNIVERSITY OF SHEFFIELD
COMMUNITIES,2016-05-03,1150.00,FIRTH PARK CENTRE FOR LIFE
COMMUNITIES,2016-05-03,3892.58,SOUTH YORKSHIRE HOUSING ASSOCIATION
PLACE,2016-05-03,1442.36,THYSSENKRUPP ENCASA
COMMUNITIES,2016-05-03,1265.00,VOICEPOWER LTD
CYPF,2016-05-03,17576.04,MEDINA CAPITAL DAIRY CO LTD
COMMUNITIES,2016-05-03,388.00,VIRIDOR WASTE MANAGEMENT
PLACE,2016-05-03,260.00,J T COMMERCIAL CLEANING LTD
PLACE,2016-05-03,1454.25,LCM
CYPF,2016-05-03,10517.96,WILLIAM BIRCH & SONS LTD
COMMUNITIES,2016-05-03,519.00,THE KNOWLEDGE ACADEMY
RESOURCES,2016-05-03,725.62,UKSEARCH LIMITED
RESOURCES,2016-05-03,362.39,UKSEARCH LIMITED
RESOURCES,2016-05-03,556.99,UKSEARCH LIMITED
