Organisational Unit,Payment Date,Amount,Benificiary Name
CA LEP,2017-03-14,4550.00,REDACTED PERSONAL DATA
RESOURCES,2017-03-01,11177.00,SPIRIT OF SHEFFIELD TRUST
PLACE,2017-03-01,1350.00,ANDY BROWN PHOTOGRAPHY
COMMUNITIES,2017-03-01,2756.55,REDACTED PERSONAL DATA
RESOURCES,2017-03-01,300.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-03-01,1980.00,LETHEBY & CHRISTOPHER
COMMUNITIES,2017-03-01,395.00,ALISON BYGRAVE
CA LEP,2017-03-01,1500.00,VALLEY MEDICAL CENTRE
CA LEP,2017-03-01,1120.00,MICK GARDNER RACING LTD
CA LEP,2017-03-01,1500.00,MAC SUPPORT SYSTEMS LIMITED
CA LEP,2017-03-01,1500.00,BALBY CENTRAL PRIMARY SCHOOL
CA LEP,2017-03-01,1500.00,BALBY CENTRAL PRIMARY SCHOOL
CA LEP,2017-03-01,1500.00,BALBY CENTRAL PRIMARY SCHOOL
CA LEP,2017-03-01,2000.00,DIVA CREATIVE  LTD
CA LEP,2017-03-01,1120.00,HD SPORTS LTD
CA LEP,2017-03-01,22488.13,PRO-ROLL LIMITED
CA LEP,2017-03-01,1120.00,COURTNEY JAY
CA LEP,2017-03-01,1420.00,SRC PAINTING + DECORATING
CA LEP,2017-03-01,1120.00,LRW TELECOM
CA LEP,2017-03-01,1500.00,NORTHFIELD UNDER 5S LTD
CA LEP,2017-03-01,2000.00,KUDOS CREATIVE LTD
CA LEP,2017-03-01,1420.00,FRE-FLO PLUMBING & HEATING LTD
CA LEP,2017-03-01,2000.00,AIR ACCESSORIES SHEFFIELD LTD
CA LEP,2017-03-01,1500.00,AFFINITY IT SERVICES LTD
CA LEP,2017-03-01,1500.00,AFFINITY IT SERVICES LTD
CA LEP,2017-03-01,1120.00,RISE & SHINE OOSC
CA LEP,2017-03-01,1120.00,SCAWSBY SALTERSGATE JUNIOR SCHOOL
CA LEP,2017-03-01,1120.00,HART SHAW
CA LEP,2017-03-01,1420.00,ELITE MECHANICAL (RK MECHANICAL SERVICES
CA LEP,2017-03-01,1420.00,CONNECT-ALL CABLING LTD
CA LEP,2017-03-01,1420.00,M WOOLHOUSE BUILDERS LTD
CA LEP,2017-03-01,1120.00,BARNSLEY COMMERCIAL SALES LTD
CA LEP,2017-03-01,1420.00,WOLFBRIGHT SERVICES GROUP
CA LEP,2017-03-01,1120.00,PH2 HAIRDRESSING
CA LEP,2017-03-01,1500.00,R S PARKIN LTD TA DARKSIDE DEVELOPMENTS
CA LEP,2017-03-01,1120.00,BRAMLEY SUNNYSIDE JUNIOR SCHOOL
CA LEP,2017-03-01,1120.00,CONISBROUGH IVANHOE PRIMARY ACADEMY
CA LEP,2017-03-01,1120.00,ASSOCIATED CHEMISTS (WICKER) LTD
CA LEP,2017-03-01,1500.00,MMTREESCAPE TREE SERVICES LTD
CA LEP,2017-03-01,1120.00,PHARMA CLINIC
COMMUNITIES,2017-03-01,2075.00,ZAHIRA NAZ
CA LEP,2017-03-01,1120.00,COMMUNITY TRAINING SERVICES LIMITED
CA LEP,2017-03-01,1120.00,THE BUSINESS HAIRDRESSING
CYPF,2017-03-01,833.00,FORENSIC TESTING SERVICE LTD
CYPF,2017-03-01,1200.00,REDACTED PERSONAL DATA
CYPF,2017-03-01,600.00,REDACTED PERSONAL DATA
CYPF,2017-03-01,600.00,FIONA WALKER
COMMUNITIES,2017-03-01,501.50,DISABILITY SHEFFIELD CENTRE
CYPF,2017-03-01,2520.00,LEEDS CITY COUNCIL
PLACE,2017-03-01,374.50,YORKSHIRE WATER
PLACE,2017-03-01,523.00,YORKSHIRE WATER
PLACE,2017-03-01,1400.00,HN WOODLAND & ESTATE MANAGEMENT
PLACE,2017-03-01,300.00,JES TRAFFIC LTD
CYPF,2017-03-01,6688.00,ENHANCE EHC LTD
CYPF,2017-03-01,1240.00,HEELEY DEVELOPMENT TRUST
PLACE,2017-03-01,13870.00,TGN CONSTRUCTION (YORKSHIRE) LTD
PLACE,2017-03-01,4144.46,SIG TRADING LTD
CYPF,2017-03-01,2200.00,BALTIMORE CONSULTING GROUP
COMMUNITIES,2017-03-01,54079.00,SHEFFIELD CHURCHES COUNCIL FOR COMM CARE
COMMUNITIES,2017-03-01,350.00,39 ESSEX CHAMBERS
COMMUNITIES,2017-03-01,2341.00,IAN THOMAS
PLACE,2017-03-01,4275.00,KEATING CHAMBERS
COMMUNITIES,2017-03-01,2975.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-03-01,6038.25,HIRE STATION LIMITED
COMMUNITIES,2017-03-01,5023.12,HIRE STATION LIMITED
COMMUNITIES,2017-03-01,12198.90,HIRE STATION LIMITED
PLACE,2017-03-01,8454.23,SIG TRADING LTD
COMMUNITIES,2017-03-01,2593.50,HIRE STATION LIMITED
PLACE,2017-03-01,12500.00,SHEFFIELD HEALTH AND SOCIAL CARE
CYPF,2017-03-01,700.00,THE SHEFFIELD COLLEGE
CYPF,2017-03-01,2139.60,BKSB LTD
PLACE,2017-03-01,1095.00,BARBER HARRISON & PLATT
POLICY PERFORMANCE AND COMMS,2017-03-01,1937.07,CREATIVE SPACE MANAGEMENT LTD
CYPF,2017-03-01,3790.00,TOUCAN COMPUTING LTD
CYPF,2017-03-01,3790.00,TOUCAN COMPUTING LTD
PLACE,2017-03-01,9116.00,HALFWAY SURFACING AND CIVIL ENGINEERING
CYPF,2017-03-01,1344.00,I A DELIVERY SERVICES
CYPF,2017-03-01,600.00,REDACTED PERSONAL DATA
CYPF,2017-03-01,600.00,FIONA WALKER
CYPF,2017-03-01,600.00,FIONA WALKER
CYPF,2017-03-01,600.00,JANE WHEATLEY
CYPF,2017-03-01,600.00,REDACTED PERSONAL DATA
CYPF,2017-03-01,600.00,REDACTED PERSONAL DATA
CYPF,2017-03-01,600.00,KATE MORLEY
CYPF,2017-03-01,600.00,HELEN DAVEY
CYPF,2017-03-01,747.85,PARSONS MARSHALL PSYCHOLOGY
CYPF,2017-03-03,400.00,REDACTED PERSONAL DATA
