Organisational Unit,Payment Date,Amount,Benificiary Name
CYPF,2015-11-02,1470.00,COLUM WALSH T/A TWIN PEAKS
CYPF,2015-11-02,630.00,PEAK DISCOVERERS
CYPF,2015-11-02,280.00,OLIVER J BARRETT
CYPF,2015-11-02,310.00,DAVID HORMIGO
CYPF,2015-11-02,410.00,REDACTED PERSONAL DATA
CYPF,2015-11-02,490.00,CATH ADAMS
CYPF,2015-11-02,490.00,CHRISTOPHER PAUL ADKIN
CYPF,2015-11-02,258.20,BRITISH GAS BUSINESS
RESOURCES,2015-11-02,1406.00,VODAFONE LTD (CORPORATE)
RESOURCES,2015-11-02,5587.00,VODAFONE LTD (CORPORATE)
COMMUNITIES,2015-11-02,2337.10,REDACTED PERSONAL DATA
COMMUNITIES,2015-11-02,2326.68,REDACTED PERSONAL DATA
COMMUNITIES,2015-11-02,1264.24,REDACTED PERSONAL DATA
COMMUNITIES,2015-11-02,10275.00,REDACTED PERSONAL DATA
COMMUNITIES,2015-11-02,320.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,320.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,320.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,480.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,320.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,480.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,320.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,320.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,480.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,320.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,480.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,480.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,320.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,480.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,480.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,320.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,320.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,480.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,640.00,ENABLE (SHEFFIELD)
COMMUNITIES,2015-11-02,286.40,SUPPORT CARE HOUSING LTD
COMMUNITIES,2015-11-02,572.80,SUPPORT CARE HOUSING LTD
COMMUNITIES,2015-11-02,716.00,SUPPORT CARE HOUSING LTD
COMMUNITIES,2015-11-02,429.60,SUPPORT CARE HOUSING LTD
COMMUNITIES,2015-11-02,501.20,SUPPORT CARE HOUSING LTD
COMMUNITIES,2015-11-02,537.00,SUPPORT CARE HOUSING LTD
COMMUNITIES,2015-11-02,429.60,SUPPORT CARE HOUSING LTD
COMMUNITIES,2015-11-02,429.60,SUPPORT CARE HOUSING LTD
COMMUNITIES,2015-11-02,859.20,SUPPORT CARE HOUSING LTD
COMMUNITIES,2015-11-02,429.60,SUPPORT CARE HOUSING LTD
COMMUNITIES,2015-11-02,286.40,SUPPORT CARE HOUSING LTD
COMMUNITIES,2015-11-02,400.00,SIGNATURE AT LOXLEY PARK (OPERATIONS) LT
COMMUNITIES,2015-11-02,2198.16,REDACTED PERSONAL DATA
COMMUNITIES,2015-11-02,1071.60,REDACTED PERSONAL DATA
COMMUNITIES,2015-11-02,735.24,REDACTED PERSONAL DATA
COMMUNITIES,2015-11-02,429.60,SUPPORT CARE HOUSING LTD
COMMUNITIES,2015-11-02,1446.08,REDACTED PERSONAL DATA
COMMUNITIES,2015-11-02,316.00,REDACTED PERSONAL DATA
COMMUNITIES,2015-11-02,1040.00,REDACTED PERSONAL DATA
COMMUNITIES,2015-11-02,399.40,REDACTED PERSONAL DATA
COMMUNITIES,2015-11-02,1399.00,REDACTED PERSONAL DATA
COMMUNITIES,2015-11-02,286.40,SUPPORT CARE HOUSING LTD
