Organisational Unit,Payment Date,Amount,Benificiary Name
CYPF,2016-12-09,341.36,REDACTED PERSONAL DATA
PLACE,2016-12-01,36000.00,COATES SOLICITORS LTD
PLACE,2016-12-01,300.00,WOSSKOW BROWN SOLICITORS
COMMUNITIES,2016-12-01,1800.00,FLORENCE ZENDA
CYPF,2016-12-01,486.00,S L WOODWIND REPAIR
RESOURCES,2016-12-01,250.00,REDACTED PERSONAL DATA
CYPF,2016-12-01,349.60,REDACTED PERSONAL DATA
COMMUNITIES,2016-12-01,392.31,JOHN AMER
CA LEP,2016-12-01,8565.00,GENECON
TRANSPORT AUTHORITY,2016-12-01,2520.00,THE MANAGEMENT CO (CASTLEGATE) LTD
CA LEP,2016-12-01,1120.00,REVIVE BUSINESS RECOVERY LIMITED
CA LEP,2016-12-01,1120.00,WARD GREEN PRE-SCHOOL LTD T/A LITTLE ACO
CA LEP,2016-12-01,1500.00,PM PROPERTY LAWYERS
CA LEP,2016-12-01,2000.00,SANDERSON GROUP PLC
CA LEP,2016-12-01,1120.00,TOP TREAD TYRES LTD
CA LEP,2016-12-01,1120.00,GUY'S BARBER SHOP
CA LEP,2016-12-01,1120.00,GUY'S BARBER SHOP
CA LEP,2016-12-01,1120.00,BASILUR TEA UK LTD
CA LEP,2016-12-01,1120.00,DRIVER HIRE SHEFFIELD
CA LEP,2016-12-01,1420.00,BUILD LITE UK LTD
CA LEP,2016-12-01,1500.00,FAIRMOUNT NURSERY LTD
CA LEP,2016-12-01,1420.00,B NEAL P&H
CA LEP,2016-12-01,1120.00,UH LTD T/A PREMIER EYECARE
CA LEP,2016-12-01,1120.00,APG WORKS/ RUPERT WOOD
CA LEP,2016-12-01,1120.00,MILLIONHAIR
CA LEP,2016-12-01,1500.00,IDENTITY BARBERS
CA LEP,2016-12-01,1120.00,N AND JOXBY LTD T/A ELITE
CA LEP,2016-12-01,1120.00,COMMUNITY TRAINING SERVICES LIMITED
CA LEP,2016-12-01,1120.00,PAC GROUNDWORKS LTD
CA LEP,2016-12-01,1120.00,CUT ABOVE
COMMUNITIES,2016-12-01,440.00,ASTOR COMMERCIAL LTD
CYPF,2016-12-01,76500.00,THE UNIVERSITY OF SALFORD
PLACE,2016-12-01,572.11,ARCO LTD
COMMUNITIES,2016-12-01,3400.00,KIER SERVICES MAINTENANCE EAST (KSME)
PLACE,2016-12-01,912.32,1 ENV SOLUTIONS LIMITED
COMMUNITIES,2016-12-01,19670.50,AGE UK
PLACE,2016-12-01,40000.00,TURNER & TOWNSEND
PLACE,2016-12-01,601.66,JOINERY AND TIMBER CREATIONS (65) LTD
CA LEP,2016-12-01,3000.00,FALCONER ASSOCIATES LIMITED
RESOURCES,2016-12-01,103150.02,PARADIGM (SHEFFIELD BSF) LIMITED
PLACE,2016-12-01,9352.23,SIG TRADING LTD
TRANSPORT AUTHORITY,2016-12-01,29656.98,ZURICH MUNICIPAL
CA LEP,2016-12-01,14303.00,WRAPT FILMS LTD
CYPF,2016-12-01,492.00,MYLNHURST SPORTS EDUCATION AND LEISURE
PLACE,2016-12-01,1696.04,SIG TRADING LTD
CYPF,2016-12-01,700.56,7 HILLS LEISURE TRUST
CYPF,2016-12-01,1801.44,7 HILLS LEISURE TRUST
CYPF,2016-12-01,1139.80,PLACES FOR PEOPLE LEISURE LTD
PLACE,2016-12-01,540.60,MHH CONTRACTING LTD
PLACE,2016-12-01,1348.30,ROWLAND BROS TRADE LTD TA FIBROUS
PLACE,2016-12-01,1774.72,SIG TRADING LTD
CYPF,2016-12-01,1601.28,7 HILLS LEISURE TRUST
COMMUNITIES,2016-12-01,1047.00,ATKIN & SON
COMMUNITIES,2016-12-01,690.00,ATKIN & SON
