Organisational Unit,Payment Date,Amount,Benificiary Name
CYPF,2015-12-15,2859.36,REDACTED PERSONAL DATA
CYPF,2015-12-15,3010.00,REDACTED PERSONAL DATA
CYPF,2015-12-15,1360.00,REDACTED PERSONAL DATA
CYPF,2015-12-15,3060.00,REDACTED PERSONAL DATA
CYPF,2015-12-15,1360.00,REDACTED PERSONAL DATA
CYPF,2015-12-09,874.02,REDACTED PERSONAL DATA
PLACE,2015-12-01,5300.00,REDACTED PERSONAL DATA
CYPF,2015-12-01,280.00,CATH ADAMS
CYPF,2015-12-01,315.00,IAN MICHAEL RENSHAW
COMMUNITIES,2015-12-01,360.00,MARTIN & CO
RESOURCES,2015-12-01,1300.00,REDACTED PERSONAL DATA
CYPF,2015-12-01,400.00,REDACTED PERSONAL DATA
CYPF,2015-12-01,400.00,REDACTED PERSONAL DATA
CYPF,2015-12-01,400.00,REDACTED PERSONAL DATA
CYPF,2015-12-01,400.00,REDACTED PERSONAL DATA
CYPF,2015-12-01,400.00,REDACTED PERSONAL DATA
CYPF,2015-12-01,400.00,REDACTED PERSONAL DATA
CYPF,2015-12-01,400.00,REDACTED PERSONAL DATA
CYPF,2015-12-01,400.00,REDACTED PERSONAL DATA
CYPF,2015-12-01,400.00,REDACTED PERSONAL DATA
CYPF,2015-12-01,400.00,REDACTED PERSONAL DATA
PLACE,2015-12-01,595.90,REDACTED PERSONAL DATA
PLACE,2015-12-01,276.90,REDACTED PERSONAL DATA
CYPF,2015-12-01,612.00,ROTHERHAM MBC
CYPF,2015-12-01,457.00,BARNSLEY MBC
COMMUNITIES,2015-12-01,394.98,LEYSAN PROPERTIES
COMMUNITIES,2015-12-01,1000.00,THE SALVATION ARMY -WOODHOUSE CORPS
COMMUNITIES,2015-12-01,1607.25,DR JAYASANKAR PALLE
RESOURCES,2015-12-01,780.50,SHEFFIELD CITY TAXIS LTD
RESOURCES,2015-12-01,588.00,VOLUNTARY ACTION SHEFFIELD
COMMUNITIES,2015-12-01,26662.98,SHEFFIELD CITIZENS ADVICE AND LAW CENTRE
RESOURCES,2015-12-01,792.50,SHEFFIELD CITY TAXIS LTD
COMMUNITIES,2015-12-01,443.56,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,457.08,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,457.08,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,280.74,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,460.16,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,457.08,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,561.48,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,460.16,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,343.80,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,457.08,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,458.40,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,460.16,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,342.81,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,457.08,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,561.48,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,453.24,REDACTED PERSONAL DATA
COMMUNITIES,2015-12-01,453.24,REDACTED PERSONAL DATA
CYPF,2015-12-01,8775.21,DONCASTER DEAF TRUST
CYPF,2015-12-01,24240.00,LEARNDIRECT LIMITED
CYPF,2015-12-01,900.00,CANNON PUBLIC RELATIONS LTD
COMMUNITIES,2015-12-01,42616.00,SHEFFIELD HEALTH & SOCIAL CARE NHS
COMMUNITIES,2015-12-01,4262.97,SHEFFIELD HEALTH & SOCIAL CARE NHS
CYPF,2015-12-01,822.00,ARUNDEL DECORATING SOLUTIONS
CYPF,2015-12-01,2129.62,ZEST
CYPF,2015-12-01,2129.62,MANOR & CASTLE DEVELOPMENT TRUST
CYPF,2015-12-01,600.00,WAKE SMITH SOLICITORS LTD
CYPF,2015-12-01,3333.00,SHEFFIELD CAB DEBT SUPPORT UNIT
PLACE,2015-12-01,41337.50,GREEN ESTATE LTD
PLACE,2015-12-01,2500.00,TGN CONSTRUCTION (YORKSHIRE) LTD
CYPF,2015-12-01,1225.00,HEELEY DEVELOPMENT TRUST
PLACE,2015-12-01,880.00,SHEFFIELD TREE CARE
PLACE,2015-12-01,640.00,SHEFFIELD TREE CARE
PLACE,2015-12-01,300.00,SHEFFIELD TREE CARE
CYPF,2015-12-01,22710.00,LEARNDIRECT LIMITED
CYPF,2015-12-01,4172.00,QUEEN ALEXANDRA COLLEGE
CYPF,2015-12-01,260.00,PROJECT BUZZ LTD
PLACE,2015-12-01,2664.49,GET CYCLING CIC
CYPF,2015-12-01,267.15,WOLSTENHOLME MACHINE KNIVES LTD
CYPF,2015-12-01,267.15,WOLSTENHOLME MACHINE KNIVES LTD
PLACE,2015-12-01,4260.00,DRONFIELD TREE SERVICES LTD
PLACE,2015-12-01,470.00,DRONFIELD TREE SERVICES LTD
PLACE,2015-12-01,300.00,DRONFIELD TREE SERVICES LTD
PLACE,2015-12-01,1620.13,WM EYRE & SONS
PLACE,2015-12-01,380.00,ANDERSON TREE CARE LTD
COMMUNITIES,2015-12-01,380.00,VIEWPOINT RESEARCH COMMUNITY INTEREST CO
PLACE,2015-12-01,921.50,VIEWPOINT RESEARCH COMMUNITY INTEREST CO
PLACE,2015-12-01,1032.00,LANTRA
PLACE,2015-12-01,3089.09,SHOWSEC INTERNATIONAL LTD
PLACE,2015-12-01,395.00,DB ENTERTAINMENT LTD
CYPF,2015-12-01,471.55,MANOR DEVELOPMENT COMPANY LIMITED
PLACE,2015-12-01,1737.77,KAYE & HODGKINSON PLANT HIRE
CYPF,2015-12-01,5700.00,CENTRE OF COACHING EXCELLENCE
CYPF,2015-12-01,374.95,CBC COMPUTER SYSTEMS LTD
COMMUNITIES,2015-12-01,820.38,PROPERTY PARTNERS
POLICY PERFORMANCE AND COMMS,2015-12-01,5000.00,NORTH LINCOLNSHIRE COUNCIL
PLACE,2015-12-01,1031.04,SORBUS INTERNATIONAL LIMITED
PLACE,2015-12-01,1080.00,FOOLS PARADISE LTD
PLACE,2015-12-01,1000.00,SEAMS LTD
COMMUNITIES,2015-12-01,753.98,JDPM LTD
PLACE,2015-12-01,350.00,YORKSHIRE AMBULANCE SERVICE NHS TRUST
PLACE,2015-12-01,6999.70,P.T.S (PLUMBING TRADE SUPPLIERS)
CYPF,2015-12-01,2097.20,SHONETTE BASON LTD
CYPF,2015-12-01,2115.46,FREEMAN COLLEGE
COMMUNITIES,2015-12-01,591.60,METER MANAGER LTD
RESOURCES,2015-12-01,20588.56,CUSHMAN & WAKEFIELD LLP
