Organisational Unit,Payment Date,Amount,Benificiary Name
CYPF,2017-01-09,3120.04,REDACTED PERSONAL DATA
PLACE,2017-01-03,85000.00,LAMBERT PUGH LLP
CYPF,2017-01-03,383.40,REDACTED PERSONAL DATA
RESOURCES,2017-01-03,50000.00,THOMPSONS CLIENT ACCOUNT
RESOURCES,2017-01-03,942.80,IRWIN MITCHELL
CYPF,2017-01-03,349.60,REDACTED PERSONAL DATA
CYPF,2017-01-03,300.00,PLACES FOR PEOPLE INDIVIDUAL SUPPORT(SP)
CYPF,2017-01-03,885.00,SYHA LTD
COMMUNITIES,2017-01-03,250.00,393 CLUB
CYPF,2017-01-03,350.00,JULIE ROBERTS -TRAINING
COMMUNITIES,2017-01-03,329.21,AMEY LG LTD
PLACE,2017-01-03,950.00,SHARPE PRITCHARD
RESOURCES,2017-01-03,265.93,POSTURITE LTD
CA LEP,2017-01-03,518.00,CLARITY TRAVEL MANAGEMENT
PLACE,2017-01-03,466.50,ARCO LTD
CYPF,2017-01-03,550.00,TEAM TEACH LTD
PLACE,2017-01-03,380.00,CVC EVENT SERVICES LTD
POLICY PERFORMANCE AND COMMS,2017-01-03,527.00,NEW LEAF SIGN & DESIGN LTD
PLACE,2017-01-03,55000.00,SITE GALLERY (MAP) LTD
CYPF,2017-01-03,18381.29,MEDINA CAPITAL DAIRY CO LTD
PLACE,2017-01-03,590.10,KELTIC LTD
CYPF,2017-01-03,1530.55,OCR
CYPF,2017-01-03,655.95,OCR
CYPF,2017-01-03,1441.55,OCR
CYPF,2017-01-03,907.00,CITY & GUILDS
COMMUNITIES,2017-01-03,816.42,COMMUNITY INTEGRATED CARE
CYPF,2017-01-03,6000.00,LEARNING POOL LIMITED
PLACE,2017-01-03,1625.00,GROUND-GAS SOLUTIONS LIMITED
POLICY PERFORMANCE AND COMMS,2017-01-03,345.00,GALT SIGNS LTD T/A FASTSIGNS
CYPF,2017-01-03,2205.41,SEVEN HILLS SCHOOL
CYPF,2017-01-03,462.00,PREMIUM KITCHEN INSTALLATIONS
CYPF,2017-01-03,428.40,ST LEONARD'S DAY NURSERY
CYPF,2017-01-03,251.60,SHEFFIELD COMMUNITY TRANSPORT (WORKSHOP)
