Organisational Unit,Payment Date,Amount,Benificiary Name
CYPF,2017-02-07,2773.12,REDACTED PERSONAL DATA
CYPF,2017-02-01,405.00,LIZ MILLION
CA LEP,2017-02-01,25204.08,W HALLAM CASTINGS LIMITED
CYPF,2017-02-01,250.00,ANDREA HURT
COMMUNITIES,2017-02-01,510.00,DR LESZEK PABJAN INDEPENDENT PSYCHIATRIS
COMMUNITIES,2017-02-01,1673.55,DR JAYASANKAR PALLE
COMMUNITIES,2017-02-01,340.80,DR T AWANI  C/O CAJUSTRAND CONSULTING
COMMUNITIES,2017-02-01,2000.00,DARNALL FORUM LTD
COMMUNITIES,2017-02-01,650.00,BROOMHALL CENTRE
PLACE,2017-02-01,3867.00,BANCROFT PLUMBING & HEATING LTD
RESOURCES,2017-02-01,468.00,EPYX LTD
CYPF,2017-02-01,1627.20,ANDREW HERBERT LTD
PLACE,2017-02-01,3942.88,CLARK & PARTNERS LTD
CYPF,2017-02-01,349.60,REDACTED PERSONAL DATA
PLACE,2017-02-01,16364.59,REDACTED PERSONAL DATA
PLACE,2017-02-01,62389.94,FOYS SOLICITORS
COMMUNITIES,2017-02-01,324672.19,SEVERN TRENT WATER LIMITED
COMMUNITIES,2017-02-01,3426484.58,YORKSHIRE WATER
CYPF,2017-02-01,165557.16,FLOORTRAIN (GB) LTD
PLACE,2017-02-01,430.84,KALON PLC
RESOURCES,2017-02-01,6025.60,G4S SECURE SOLUTIONS (UK) LTD
PLACE,2017-02-01,420.00,HILLSBOROUGH STEELSTOCK LTD
PLACE,2017-02-01,575.92,HILLSBOROUGH FENCING CO LTD
CYPF,2017-02-01,250.83,CLIMBING WORKS
COMMUNITIES,2017-02-01,1623.00,YOUR VOICE SHEFFIELD
COMMUNITIES,2017-02-01,560.00,CVC EVENT SERVICES LTD
CA LEP,2017-02-01,20000.00,STRATEGY INTERNATIONAL LIMITED
PLACE,2017-02-01,899.00,BSI
RESOURCES,2017-02-01,1701.00,G4S SECURE SOLUTIONS (UK) LTD
POLICY PERFORMANCE AND COMMS,2017-02-01,973.60,PUSHKIN SIGNS LIMITED
RESOURCES,2017-02-01,565.00,SHEFFIELD TREE CARE
CYPF,2017-02-01,1500.00,DO THE WRITE THING LTD
CYPF,2017-02-01,1875.00,DO THE WRITE THING LTD
CYPF,2017-02-01,20000.00,SHEFFIELD CHILDRENS HOSPITAL NHS  TRUST
PLACE,2017-02-01,262.35,OCS GROUP UK LTD TA CANNON HYGIENE LTD
PLACE,2017-02-01,980.30,FBCA
PLACE,2017-02-01,1147.00,IFZW MAINTENANCE LTD
CYPF,2017-02-01,411.00,EARL MARSHALL GUEST HOUSE LTD
PLACE,2017-02-01,872.28,IFZW MAINTENANCE LTD
PLACE,2017-02-01,297.50,PRECISION BLAST SYSTEMS LTD
COMMUNITIES,2017-02-01,6083.00,MAAN SOMALI MENTAL HEALTH SHEFFIELD
POLICY PERFORMANCE AND COMMS,2017-02-01,580.00,THE PRINT AND DESIGN FACTORY LTD
PLACE,2017-02-01,3672.34,MUSEUMS SHEFFIELD
