Organisational Unit,Payment Date,Amount,Benificiary Name
CYPF,2017-06-09,1046.00,REDACTED PERSONAL DATA
CYPF,2017-06-09,581.10,REDACTED PERSONAL DATA
CYPF,2017-06-23,423.00,REDACTED PERSONAL DATA
CYPF,2017-06-01,500.00,NORMAN MACKIE & ASSOC T/A WORKS 4 U
CYPF,2017-06-01,500.00,CARDINAL ALLEN CATHOLIC HIGH SCHOOL
CYPF,2017-06-01,1900.00,DONCASTER DEAF TRUST
CYPF,2017-06-01,300.00,CALDER HIGH SCHOOL
CYPF,2017-06-01,400.00,WATH VICTORIA PRIMARY SCHOOL
COMMUNITIES,2017-06-01,5000.00,BURNGREAVE TENNANTS AND RESIDENTS
PLACE,2017-06-01,3685.80,THYSSENKRUPP ENCASA
CYPF,2017-06-01,840.00,JULIE DOUBLEDAY
CYPF,2017-06-01,490.00,REDACTED PERSONAL DATA
PLACE,2017-06-01,4368.90,THYSSENKRUPP ENCASA
CYPF,2017-06-01,1444.50,ANDREW HERBERT LTD
CYPF,2017-06-01,2790.00,ANDREW HERBERT LTD
PLACE,2017-06-01,3584.83,THYSSENKRUPP ENCASA
PLACE,2017-06-01,4061.62,THYSSENKRUPP ENCASA
RESOURCES,2017-06-01,300.00,REDACTED PERSONAL DATA
CYPF,2017-06-01,400.00,REDACTED PERSONAL DATA
CYPF,2017-06-01,300.00,ALDERMAN WHITE SCHOOL
PLACE,2017-06-01,3888.37,PRISM MEDICAL UK WESTHOLME DIVISION
PLACE,2017-06-01,74985.00,ROBINSON & CO DEVELOPMENTS LTD
CYPF,2017-06-01,349.60,REDACTED PERSONAL DATA
CYPF,2017-06-01,610.00,SHEFFIELD ASSOCIATION FOR THE VOLUNTARY
CYPF,2017-06-01,495.00,BROOMHILL SURGERY
CYPF,2017-06-01,750.00,BROOMHILL SURGERY
RESOURCES,2017-06-01,421.39,QUALSURV INTERNATIONAL LTD
RESOURCES,2017-06-01,1181.39,QUALSURV INTERNATIONAL LTD
CYPF,2017-06-01,8842.00,BARNSLEY COLLEGE
RESOURCES,2017-06-01,2948.82,NORTHGATE PUBLIC SERVICES LTD
RESOURCES,2017-06-01,808.00,PREMIER GLAZING SERVICES LTD
RESOURCES,2017-06-01,260.95,LYRECO UK LTD
PLACE,2017-06-01,4620.00,NATIONAL REPATRIATION
PLACE,2017-06-01,325.91,SRCL LTD
PLACE,2017-06-01,456.00,CROMWELL POLYTHENE LTD
PLACE,2017-06-01,273.52,SIEMENS FINANCIAL SERVICES LTD
RESOURCES,2017-06-01,1882.50,PREMIER GLAZING SERVICES LTD
RESOURCES,2017-06-01,456.00,SMITH OF DERBY LTD
RESOURCES,2017-06-01,3396.00,H HARROLD & SONS LTD
RESOURCES,2017-06-01,842.78,QUALSURV INTERNATIONAL LTD
RESOURCES,2017-06-01,9000.00,CRANFIELD UNIVERSITY - SILSOE
CYPF,2017-06-01,897.60,STEELGRAM FABRICATIONS LTD
CYPF,2017-06-01,255.00,KEY2GO ESTATE AGENTS
PLACE,2017-06-01,545.00,CITY OF BATH COLLEGE
PLACE,2017-06-01,545.00,CITY OF BATH COLLEGE
PLACE,2017-06-01,545.00,CITY OF BATH COLLEGE
PLACE,2017-06-01,545.00,CITY OF BATH COLLEGE
CYPF,2017-06-01,276.25,ALPHABET SIGN MAKERS LTD
CYPF,2017-06-01,272.00,M AND S NEILL LTD
PLACE,2017-06-01,9710.00,BUILDING SOFTWARE LTD
CYPF,2017-06-01,265.65,CONCEPT PERFORMANCE LTD
CYPF,2017-06-01,272.00,THE DL COMPANY
CYPF,2017-06-01,310.13,ASSOCIATED CHEMISTS (WICKER) LTD
COMMUNITIES,2017-06-01,294.00,ATKIN & SON
CYPF,2017-06-01,257.40,G R MILLWARD LTD
CYPF,2017-06-01,262.50,MCLEN AND CO ACCOUNTANCY LTD
RESOURCES,2017-06-01,986.00,H HARROLD & SONS LTD
CYPF,2017-06-01,339.15,JENX LTD
CYPF,2017-06-01,305.96,ASSOCIATED CHEMISTS (WICKER) LTD
CYPF,2017-06-01,264.00,MMTREESCAPE TREE SERVICES LTD
COMMUNITIES,2017-06-01,549.08,INTERSERVE FS (UK) LTD
PLACE,2017-06-01,524.19,ARDEN WINCH & CO LTD
CYPF,2017-06-01,1158.00,GOODMAN SPARKS LTD
CYPF,2017-06-01,292.00,GOODMAN SPARKS LTD
COMMUNITIES,2017-06-01,14000.00,NORTHGATE PUBLIC SERVICES LTD
COMMUNITIES,2017-06-01,4635.00,SOFA-UK LTD
COMMUNITIES,2017-06-01,5796.00,SOFA-UK LTD
CYPF,2017-06-01,816.00,DHB COMPRESSORS LTD
COMMUNITIES,2017-06-01,661.20,STEARN ELECTRIC CO. LTD
RESOURCES,2017-06-01,1479.07,PPG ARCHITECTURAL COATINGS UK LTD
RESOURCES,2017-06-01,348.61,CENTRAL GLASS LTD
RESOURCES,2017-06-01,775.02,CENTRAL GLASS LTD
RESOURCES,2017-06-01,2291.30,BURNGREAVE BUILDING CO LTD
RESOURCES,2017-06-01,1684.45,BURNGREAVE BUILDING CO LTD
CYPF,2017-06-01,303.45,UPSADAISY LIMITED
CYPF,2017-06-01,265.20,UPSADAISY LIMITED
CYPF,2017-06-01,311.95,UPSADAISY LIMITED
COMMUNITIES,2017-06-01,436.20,BLU
PLACE,2017-06-01,714.00,WILDSCAPES LTD
PLACE,2017-06-01,428.40,WILDSCAPES LTD
COMMUNITIES,2017-06-01,266.83,MAXWELL AMENITY LTD
COMMUNITIES,2017-06-01,4260.00,WHITELEAF FURNITURE LTD
COMMUNITIES,2017-06-01,5000.00,WHITELEAF FURNITURE LTD
RESOURCES,2017-06-01,285.00,SHEFFIELD CENTRAL QUAKER MEETING
CYPF,2017-06-01,255.00,HALLAMSHIRE FABRICATION LTD
CYPF,2017-06-01,283.50,REACH OUT CHILD CARE SERVICES LTD
CYPF,2017-06-01,450.00,REACH OUT CHILD CARE SERVICES LTD
PLACE,2017-06-01,5000.00,SHEFFIELD WILDLIFE TRUST
COMMUNITIES,2017-06-01,3831.90,ASKEWS LIBRARY SERVICES LTD
COMMUNITIES,2017-06-01,382.39,ASKEWS LIBRARY SERVICES LTD
CYPF,2017-06-01,420.00,ROUNDABOUT CRECHE SERVICE
CYPF,2017-06-01,280.00,ROUNDABOUT CRECHE SERVICE
POLICY PERFORMANCE AND COMMS,2017-06-01,434.14,SHAW & SONS LTD
CYPF,2017-06-01,451.30,PHS GROUP PLC
CYPF,2017-06-01,265.20,M&G OLYMPIC PRODUCTS LTD
PLACE,2017-06-01,273.52,SIEMENS FINANCIAL SERVICES LTD
CYPF,2017-06-01,1662.61,ADT FIRE & SECURITY PLC
CYPF,2017-06-01,480.00,ONBOARD SHEFFIELD SKATEPARK
CYPF,2017-06-01,480.00,ONBOARD SHEFFIELD SKATEPARK
COMMUNITIES,2017-06-01,1052.00,REACH SOUTH SHEFFIELD
RESOURCES,2017-06-01,143925.70,CORDANT CLEANING LIMITED
RESOURCES,2017-06-01,487.54,AVERY WEIGH-TRONIX
PLACE,2017-06-01,435.00,AVANTI STEEL FABRICATIONS
COMMUNITIES,2017-06-01,34351.33,THE EXTRACARE CHARITABLE TRUST
RESOURCES,2017-06-01,360.00,ST MARY'S (CONFERENCE & CATERING) LTD
COMMUNITIES,2017-06-01,3849.30,ANNAGHMORE AGENCIES
CYPF,2017-06-01,2200.00,BALTIMORE CONSULTING GROUP
PLACE,2017-06-01,174999.00,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOU
PLACE,2017-06-01,28825.00,7 HILLS LEISURE TRUST
PLACE,2017-06-01,28825.00,7 HILLS LEISURE TRUST
COMMUNITIES,2017-06-01,2666.67,HEELEY DEVELOPMENT TRUST
PLACE,2017-06-01,2110.00,AGROVISTA UK LTD T/A SHERRIFF AMENITY
COMMUNITIES,2017-06-01,285.00,H F TRUST LTD
COMMUNITIES,2017-06-01,480.00,PHILS TRAVEL
COMMUNITIES,2017-06-01,294.50,H F TRUST LTD
PLACE,2017-06-01,527.12,CARLTON FUELS
RESOURCES,2017-06-01,1080.00,VODAFONE LTD (CORPORATE)
RESOURCES,2017-06-01,270.00,VODAFONE LTD (CORPORATE)
RESOURCES,2017-06-01,325.00,VODAFONE LTD (CORPORATE)
RESOURCES,2017-06-01,9000.00,VODAFONE LTD (CORPORATE)
RESOURCES,2017-06-01,7473.77,ROYAL MAIL GROUP LTD
RESOURCES,2017-06-01,35874.03,VODAFONE LTD (CORPORATE)
COMMUNITIES,2017-06-01,298.99,SEVERN TRENT WATER LTD
COMMUNITIES,2017-06-01,255.40,SEVERN TRENT WATER LTD
COMMUNITIES,2017-06-01,274.13,SEVERN TRENT WATER LTD
PLACE,2017-06-01,359.81,SCOTTISHPOWER
PLACE,2017-06-01,568.79,SCOTTISHPOWER
RESOURCES,2017-06-01,2100.00,SHEFFIELD ENGINE SERVICES LTD
COMMUNITIES,2017-06-01,1785.63,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-01,250.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-01,275.99,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-01,592.01,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-01,1338.48,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-01,2127.82,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-01,400.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-01,926.38,CUSTOM HOME CARE LTD
CYPF,2017-06-01,318.00,REDACTED PERSONAL DATA
CYPF,2017-06-01,318.00,REDACTED PERSONAL DATA
CYPF,2017-06-01,4171.43,SAFE BASE FOSTERING LTD
CYPF,2017-06-01,3360.60,REDACTED PERSONAL DATA
CYPF,2017-06-01,1963.00,ROYAL SCHOOL FOR THE DEAF DERBY
CYPF,2017-06-01,6883.60,REED MANAGED SERVICE PLC
CYPF,2017-06-01,263.10,PROGRESSIVE CARE LTD
CYPF,2017-06-01,16894.00,REDACTED PERSONAL DATA
CYPF,2017-06-01,424.00,REDACTED PERSONAL DATA
CYPF,2017-06-01,1774.71,CALDERDALE M B C
CYPF,2017-06-01,300.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-01,6080.00,ROSEBERRY CARE CENTRES GB LTD
CYPF,2017-06-02,3000.00,ASTON COMMUNITY EDUCATION TRUST
CA LEP,2017-06-02,2500000.00,SCRUDF LP
PLACE,2017-06-02,162581.70,SHEFFIELD ENVIRONMENTAL SERVICES LIMITED
RESOURCES,2017-06-02,5097.60,SLATER GORDON SOLUTIONS LEGAL (CLIENT)
PLACE,2017-06-02,4748.93,DEPARTMENT FOR COMMUNITIES & LOCAL GOVER
CYPF,2017-06-02,2762.75,A MIND APART THEATRE COMPANY LTD
CYPF,2017-06-02,3805.50,BOYS AND GIRLS CLUBS OF SOUTH YORKSHIRE
CYPF,2017-06-02,3875.13,DONCASTER ROTH & DIST (MOTOR TRADES)GTA
CYPF,2017-06-02,2487.75,SHEFFIELD INDUSTRIAL MUSEUMS TRUST LTD
CYPF,2017-06-02,2457.75,HEELEY CITY FARM
CYPF,2017-06-02,4965.50,HEELEY DEVELOPMENT TRUST
CYPF,2017-06-02,5031.00,IN2CHANGE SOUTH YORKS LTD
CYPF,2017-06-02,817.00,THE MUSICAL WORKS
CYPF,2017-06-02,1609.50,NACRO
CYPF,2017-06-02,2913.25,ONBOARD SHEFFIELD SKATEPARK
CYPF,2017-06-02,2859.50,SHARKS BASKETBALL LTD
CYPF,2017-06-02,3504.50,SHEFFIELD WEDNESDAY ACADEMY
CYPF,2017-06-02,935.25,SYREETA MAKE UP ACADEMY
CYPF,2017-06-02,1419.00,SYTG LTD
CYPF,2017-06-02,1542.75,WHIRLOW HALL FARM TRUST LTD
CYPF,2017-06-02,9705.50,Y A S Y
PLACE,2017-06-02,550.00,CHRIS WRIGHT CONSTRUCTION
PLACE,2017-06-02,2604.95,THYSSENKRUPP ENCASA
PLACE,2017-06-02,3445.04,THYSSENKRUPP ENCASA
PLACE,2017-06-02,3728.00,BANCROFT PLUMBING & HEATING LTD
PLACE,2017-06-02,7836.00,WOODSEATS PLUMBING CO LTD
PLACE,2017-06-02,1977.60,TIMBERWISE (UK) LTD
POLICY PERFORMANCE AND COMMS,2017-06-02,18113.66,SHEAF MANAGEMENT LTD
COMMUNITIES,2017-06-02,31820.40,SYHA LTD
PLACE,2017-06-02,9388.16,ROTHERHAM MBC
RESOURCES,2017-06-02,438.34,QUALSURV INTERNATIONAL LTD
RESOURCES,2017-06-02,1091.12,QUALSURV INTERNATIONAL LTD
RESOURCES,2017-06-02,1909.26,QUALSURV INTERNATIONAL LTD
CYPF,2017-06-02,2740.00,ECUS LTD
CYPF,2017-06-02,8842.00,BARNSLEY COLLEGE
CYPF,2017-06-02,362.00,FLYCHEESE PRODUCTIONS
PLACE,2017-06-02,390.60,KELTIC LTD
CYPF,2017-06-02,157569.08,SHEFFIELD LEP LTD
CYPF,2017-06-02,594.10,AIRMASTER AIR CONDITIONING LTD
CYPF,2017-06-02,2415.60,AIRMASTER AIR CONDITIONING LTD
PLACE,2017-06-02,21663.00,STEER DAVIES AND GLEAVE LTD
COMMUNITIES,2017-06-02,460.00,FLUID BRANDING LTD
COMMUNITIES,2017-06-02,11252.00,DOMESTIC APPLIANCE DISTRIBUTORS
RESOURCES,2017-06-02,6752.50,ORBIS PROTECT LIMITED
RESOURCES,2017-06-02,6040.24,ORBIS PROTECT LIMITED
RESOURCES,2017-06-02,350.37,SBP LTD - PERMADOOR
RESOURCES,2017-06-02,424.18,CENTRAL GLASS LTD
RESOURCES,2017-06-02,319.34,CENTRAL GLASS LTD
RESOURCES,2017-06-02,436.02,CENTRAL GLASS LTD
RESOURCES,2017-06-02,2824.25,JOINERY AND TIMBER CREATIONS (65) LTD
RESOURCES,2017-06-02,3366.25,JOINERY AND TIMBER CREATIONS (65) LTD
RESOURCES,2017-06-02,264.00,JOINERY AND TIMBER CREATIONS (65) LTD
RESOURCES,2017-06-02,475.50,EUROCELL
RESOURCES,2017-06-02,443.60,EUROCELL
RESOURCES,2017-06-02,331.15,EUROCELL
CYPF,2017-06-02,12300.00,SHEFFIELD YOUNG CARERS PROJECT
CYPF,2017-06-02,2430.00,SHEFFIELD INDEPENDENT FILM AND TELEVISIO
RESOURCES,2017-06-02,464.81,SBP LTD - PERMADOOR
RESOURCES,2017-06-02,392.63,SBP LTD - PERMADOOR
RESOURCES,2017-06-02,270.00,YESSS (B) ELECTRICAL LTD
RESOURCES,2017-06-02,1265.00,YESSS (B) ELECTRICAL LTD
RESOURCES,2017-06-02,1265.00,YESSS (B) ELECTRICAL LTD
RESOURCES,2017-06-02,259.20,YESSS (B) ELECTRICAL LTD
RESOURCES,2017-06-02,394.72,YESSS (B) ELECTRICAL LTD
RESOURCES,2017-06-02,283.36,YESSS (B) ELECTRICAL LTD
RESOURCES,2017-06-02,283.36,YESSS (B) ELECTRICAL LTD
RESOURCES,2017-06-02,495.00,YESSS (B) ELECTRICAL LTD
PLACE,2017-06-02,174300.00,KIER SERVICES MAINTENANCE EAST (KSME)
CYPF,2017-06-02,554.38,NHS SUPPLY CHAIN
CYPF,2017-06-02,800.45,NHS SUPPLY CHAIN
CYPF,2017-06-02,349.67,NHS SUPPLY CHAIN
CYPF,2017-06-02,629.00,NHS SUPPLY CHAIN
CYPF,2017-06-02,2492.00,TRAVELLERS TAXIS
CYPF,2017-06-02,30280.67,CGL
RESOURCES,2017-06-02,4093.00,APSE
COMMUNITIES,2017-06-02,817.56,FOREST FUELS LTD
COMMUNITIES,2017-06-02,2716.00,FOREST FUELS LTD
COMMUNITIES,2017-06-02,2352.25,FOREST FUELS LTD
COMMUNITIES,2017-06-02,2391.05,FOREST FUELS LTD
COMMUNITIES,2017-06-02,2740.25,FOREST FUELS LTD
PLACE,2017-06-02,1140.72,SWITCH2 ENERGY LIMITED
COMMUNITIES,2017-06-02,522.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,811.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,261.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,261.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,550.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,522.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,261.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,261.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,261.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,550.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,275.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,261.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,261.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,261.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,261.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,261.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,261.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,2414.30,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,300.00,PEOPLEPLUS GROUP LIMITED
CYPF,2017-06-02,498.71,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,494.00,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,1838.36,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,1053.60,REDACTED PERSONAL DATA
COMMUNITIES,2017-06-02,8020.21,COMMUNITY INTEGRATED CARE
COMMUNITIES,2017-06-02,913.68,COMMUNITY INTEGRATED CARE
CYPF,2017-06-02,2087.10,REDACTED PERSONAL DATA
CYPF,2017-06-02,4457.05,REDACTED PERSONAL DATA
CYPF,2017-06-02,3200.00,PROGRESSIVE CARE LTD
CYPF,2017-06-02,4800.00,PROGRESSIVE CARE LTD
CYPF,2017-06-02,1600.00,PROGRESSIVE CARE LTD
CYPF,2017-06-02,2065.00,PROGRESSIVE CARE LTD
CYPF,2017-06-02,341.43,PROGRESSIVE CARE LTD
CYPF,2017-06-02,341.43,PROGRESSIVE CARE LTD
CYPF,2017-06-02,15882.67,DONCASTER DEAF TRUST
CYPF,2017-06-02,500.00,STONEACRE PROPERTIES LTD
CYPF,2017-06-02,395.63,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,410.11,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,358.51,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,650.78,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,345.65,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,297.00,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,254.98,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,271.11,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,363.67,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,372.15,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,370.18,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,409.44,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,368.89,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,331.72,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,382.73,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,289.35,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,250.50,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,336.37,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,523.48,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,334.67,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,570.49,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,285.74,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,294.44,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,513.90,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,343.16,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,293.96,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,361.91,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,360.04,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,305.26,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,252.00,REDACTED PERSONAL DATA
CYPF,2017-06-02,527.62,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,313.08,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,560.00,WELCARE SECURE ESCORTS LTD
CYPF,2017-06-02,320.51,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,442.39,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,268.67,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,396.63,CREWS SUPPORT SERVICES LTD
CYPF,2017-06-02,280.50,CREWS SUPPORT SERVICES LTD
COMMUNITIES,2017-06-02,4368.00,SHIREBROOK FIELDS CARE HOME
COMMUNITIES,2017-06-02,107804.17,SHIREBROOK FIELDS CARE HOME
COMMUNITIES,2017-06-02,18688.76,SHIREBROOK FIELDS CARE HOME
COMMUNITIES,2017-06-02,1613.88,THE GRANGE & ELM COURT
COMMUNITIES,2017-06-02,4368.00,SHIREBROOK FIELDS CARE HOME
COMMUNITIES,2017-06-02,109135.96,SHIREBROOK FIELDS CARE HOME
COMMUNITIES,2017-06-02,18688.76,SHIREBROOK FIELDS CARE HOME
COMMUNITIES,2017-06-02,1613.88,THE GRANGE & ELM COURT
COMMUNITIES,2017-06-02,7315.43,COUNTRY COURT CARE HOMES LTD
COMMUNITIES,2017-06-02,18333.67,GUINNESS NORTHERN COUNTIES
CYPF,2017-06-02,1695.00,NEXT STEP CARE MANAGEMENT LTD
CYPF,2017-06-02,2395.00,NEXT STEP CARE MANAGEMENT LTD
CYPF,2017-06-02,1064.00,IMPACT PROPERTY SERVICES
CYPF,2017-06-02,376.92,REED MANAGED SERVICE PLC
CYPF,2017-06-05,450.00,ALEX BURAK
COMMUNITIES,2017-06-05,400.00,HM COURTS & TRIBUNALS SERVICE
RESOURCES,2017-06-05,12784.10,SINTONS SOLICITORS
COMMUNITIES,2017-06-05,375.00,TAPTON ESTATES PROPERTIES LTD
COMMUNITIES,2017-06-05,390.00,MU PROPERTIES
COMMUNITIES,2017-06-05,410.00,MR R L WILLEY
COMMUNITIES,2017-06-05,336.61,ARCHES HOUSING LIMITED
CYPF,2017-06-05,4865.00,DAVID ASHWORTH
CYPF,2017-06-05,500.00,PENNY REA
PLACE,2017-06-05,6550.00,RIGBY (WIREWORKS) AND CO (1982) LTD
COMMUNITIES,2017-06-05,982.00,RECYCLING REVOLUTION
CYPF,2017-06-05,31534.00,CORAM FAMILY
CYPF,2017-06-05,1206.96,CARTER BROWN
CYPF,2017-06-05,595.00,CARTER BROWN
CYPF,2017-06-05,251.80,CARTER BROWN
CYPF,2017-06-05,617.70,CARTER BROWN
CYPF,2017-06-05,309.90,CARTER BROWN
COMMUNITIES,2017-06-05,979.68,VIRIDOR WASTE MANAGEMENT
CYPF,2017-06-05,4361.49,STANLEY SECURITY SOLUTIONS LTD
PLACE,2017-06-05,3218.00,FLORIDA MARQUEES LIMITED
CYPF,2017-06-05,600.00,MR SIMON PALLO
CYPF,2017-06-05,261.10,FORENSIC TESTING SERVICE LTD
CYPF,2017-06-05,436.85,FORENSIC TESTING SERVICE LTD
CYPF,2017-06-05,331.00,FORENSIC TESTING SERVICE LTD
RESOURCES,2017-06-05,275.11,LYNX EMPLOYMENT SERVICES LTD
CYPF,2017-06-05,463.43,FORENSIC TESTING SERVICE LTD
CYPF,2017-06-05,463.43,FORENSIC TESTING SERVICE LTD
CYPF,2017-06-05,469.33,FORENSIC TESTING SERVICE LTD
PLACE,2017-06-05,420.00,TRAFFIC MANAGEMENT SERVICES (TMS) LTD
CA LEP,2017-06-05,5837.16,BLOOM PROCUREMENT SERVICES LTD
