Organisational Unit,Payment Date,Amount,Benificiary Name
CYPF,2016-02-05,312.00,REDACTED PERSONAL DATA
COMMUNITIES,2016-02-12,811.00,REDACTED PERSONAL DATA
PLACE,2016-02-01,4504.04,STANNAH LIFT SERVICES LTD
PLACE,2016-02-01,7519.00,CLARK & PARTNERS LTD
PLACE,2016-02-01,3160.22,REDACTED PERSONAL DATA
PLACE,2016-02-01,3674.00,REDACTED PERSONAL DATA
PLACE,2016-02-01,4723.00,STANNAH LIFT SERVICES LTD
PLACE,2016-02-01,10036.20,REDACTED PERSONAL DATA
PLACE,2016-02-01,8459.00,TERRY GROUP LTD
PLACE,2016-02-01,9566.50,REDACTED PERSONAL DATA
PLACE,2016-02-01,3829.00,STANNAH LIFT SERVICES LTD
PLACE,2016-02-01,3840.00,DAVID ROBINS
COMMUNITIES,2016-02-01,8583.00,SHARROW COMMUNITY FORUM
PLACE,2016-02-01,18196.01,PTS (PLUMBING TRADE SUPPLIERS)
PLACE,2016-02-01,26122.63,PTS (PLUMBING TRADE SUPPLIERS)
CYPF,2016-02-01,1144.00,SOAR
CYPF,2016-02-01,457.00,SOAR
PLACE,2016-02-01,27321.11,PTS (PLUMBING TRADE SUPPLIERS)
CYPF,2016-02-01,6400.00,SHEFFIELD LEP LTD
CYPF,2016-02-01,6370.00,SHEFFIELD LEP LTD
PLACE,2016-02-01,9472.86,PTS (PLUMBING TRADE SUPPLIERS)
PLACE,2016-02-01,34517.53,PTS (PLUMBING TRADE SUPPLIERS)
RESOURCES,2016-02-01,6179.28,THOMSON REUTERS PROFESSIONAL
RESOURCES,2016-02-01,1400.00,BRIGHT RED SALES TA PEAK DISTRICT VENTUR
POLICY PERFORMANCE AND COMMS,2016-02-01,830.00,WOODHOUSE HEALTH CENTRE
POLICY PERFORMANCE AND COMMS,2016-02-01,460.00,DOVERCOURT SURGERY
POLICY PERFORMANCE AND COMMS,2016-02-01,490.00,SHEFFIELD HEALTH & SOCIAL CARE NHS
POLICY PERFORMANCE AND COMMS,2016-02-01,930.00,ECCLESFIELD GROUP PRACTICE
POLICY PERFORMANCE AND COMMS,2016-02-01,440.00,BROOMHILL SURGERY
CYPF,2016-02-01,3500.00,FAMILY ACTION
POLICY PERFORMANCE AND COMMS,2016-02-01,470.00,PARK HEALTH CENTRE
POLICY PERFORMANCE AND COMMS,2016-02-01,295.00,HALAROSE LTD
POLICY PERFORMANCE AND COMMS,2016-02-01,715.00,ASSOCIATION OF ELECTORAL ADMINSTATORS
POLICY PERFORMANCE AND COMMS,2016-02-01,11250.00,CREATIVE SPACE MANAGEMENT LTD
POLICY PERFORMANCE AND COMMS,2016-02-01,5386.11,CREATIVE SPACE MANAGEMENT LTD
CYPF,2016-02-01,336.90,MARKOVITZ LTD
POLICY PERFORMANCE AND COMMS,2016-02-01,2410.00,WINCOBANK MEDICALCENTRE
CYPF,2016-02-01,7936.10,S1 TAXIS LTD
RESOURCES,2016-02-01,1400.00,J N BENTLEY LTD
CYPF,2016-02-01,480.00,HANDSWORTH COMMUNITY NURSERY
CYPF,2016-02-01,2200.00,FOXHILL FORUM LTD
PLACE,2016-02-01,2070.00,MARK JENKINSON & SON
CYPF,2016-02-01,336.00,ROUNDABOUT CRECHE SERVICE
CYPF,2016-02-01,420.00,ROUNDABOUT CRECHE SERVICE
CYPF,2016-02-01,336.00,ROUNDABOUT CRECHE SERVICE
CYPF,2016-02-01,420.00,ROUNDABOUT CRECHE SERVICE
CYPF,2016-02-01,33715.95,KIER SHEFFIELD LLP
PLACE,2016-02-01,24100.00,R H FULLWOOD AND COMPANY LTD
POLICY PERFORMANCE AND COMMS,2016-02-01,1550.00,MANOR PARK MEDICAL CENTRE
PLACE,2016-02-01,326.33,ARGO FEEDS LTD
RESOURCES,2016-02-01,12295.46,CUSHMAN & WAKEFIELD LLP
CYPF,2016-02-01,260.00,VISIT PEAK DISTRICT AND DERBYSHIRE
CYPF,2016-02-01,875.00,REFLOW STUDIO LTD
PLACE,2016-02-01,1800.00,DOE SPORT (NORTH) LTD
COMMUNITIES,2016-02-01,921.55,BRITISH TELECOM
COMMUNITIES,2016-02-01,1254.95,BRITISH TELECOM
COMMUNITIES,2016-02-01,1254.95,BRITISH TELECOM
COMMUNITIES,2016-02-01,300.02,REDACTED PERSONAL DATA
COMMUNITIES,2016-02-01,301.50,REDACTED PERSONAL DATA
COMMUNITIES,2016-02-01,701.50,REDACTED PERSONAL DATA
COMMUNITIES,2016-02-01,300.02,REDACTED PERSONAL DATA
