Payment Date,Amount,Benificiary Name,Organisational Unit
2017-09-06,20.52,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-09-06,270.3,LANDMARK TRADING (STAMFORD) LTD,Community
2017-09-13,240.68,BERENDSEN UK LTD,Community
2017-09-13,773.08,BERENDSEN UK LTD,Community
2017-09-06,470.4,BROOK STREET (UK) LTD,Community
2017-09-27,605.62,BROOK STREET (UK) LTD,Community
2017-09-18,2100.00,CHIPPINDALE PLANT LTD,Community
2017-09-04,370,DR CHRISTIAN LACHMANN,Community
2017-09-04,740,DR R SPENCER,Community
2017-09-04,1091.50,DR VIVIENNE JAYNE POSKITT,Community
2017-09-06,2011.74,FACULTATIEVE TECHNOLOGIES LTD,Community
2017-09-20,557.25,FACULTATIEVE TECHNOLOGIES LTD,Community
2017-09-20,506.5,FALON NAMEPLATES LTD,Community
2017-09-13,2000.00,HIGHWAY ROAD SERVICES,Community
2017-09-13,2230.80,HIGHWAY ROAD SERVICES,Community
2017-09-27,295,BULLOUGHS CLEANING SERVICES LTD,Community
2017-09-27,641.33,BULLOUGHS CLEANING SERVICES LTD,Community
2017-09-27,775.67,BULLOUGHS CLEANING SERVICES LTD,Community
2017-09-04,813.54,CORDANT PEOPLE LIMITED,Community
2017-09-13,679.45,CORDANT PEOPLE LIMITED,Community
2017-09-18,679.45,CORDANT PEOPLE LIMITED,Community
2017-09-20,362.51,CORDANT PEOPLE LIMITED,Community
2017-09-25,353.51,CORDANT PEOPLE LIMITED,Community
2017-09-27,365.7,CORDANT PEOPLE LIMITED,Community
2017-09-27,463.22,CORDANT PEOPLE LIMITED,Community
2017-09-27,293.76,NORTHGATE VEHICLE HIRE LTD,Community
2017-09-27,293.76,NORTHGATE VEHICLE HIRE LTD,Community
2017-09-27,293.76,NORTHGATE VEHICLE HIRE LTD,Community
2017-09-13,1266.38,PHS GROUP PLC,Community
2017-09-06,487.36,EDEN FARM LTD,Community
2017-09-06,723.65,EDEN FARM LTD,Community
2017-09-13,549.18,EDEN FARM LTD,Community
2017-09-20,583.25,EDEN FARM LTD,Community
2017-09-20,221.22,EDEN FARM LTD,Community
2017-09-13,683.35,EDEN FARM LTD,Community
2017-09-20,918.18,EDEN FARM LTD,Community
2017-09-20,289.92,EDEN FARM LTD,Community
2017-09-27,342.66,EDEN FARM LTD,Community
2017-09-27,393.78,EDEN FARM LTD,Community
2017-09-06,2424.83,NEWTON ELECTRICAL CONTRACTORS UK LTD,Community
2017-09-25,875.64,NEWTON ELECTRICAL CONTRACTORS UK LTD,Community
