Payment Date,Amount,Benificiary Name,Organisational Unit
2015-12-23,76.84,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2015-12-23,85.77,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2015-12-21,2943.29,BOROUGHBRIDGE TOWN COUNCIL,Community
2015-12-16,88,COLTON SIGNS,Community
2015-12-16,88,COLTON SIGNS,Community
2015-12-16,58,COLTON SIGNS,Community
2015-12-16,37,COLTON SIGNS,Community
2015-12-07,1295.00,DR K M COATS,Community
2015-12-09,125.43,COMPLETE OFFICE SOLUTIONS (UK) LTD,Community
2015-12-09,412.02,COMPLETE OFFICE SOLUTIONS (UK) LTD,Community
2015-12-14,236.5,BERENDSEN UK LTD,Community
2015-12-02,615,A A FOSTER,Community
2015-12-30,160,WETHERBY SKIP HIRE SERVICES,Community
2015-12-07,555,DR R SPENCER,Community
2015-12-07,795.5,DR VIVIENNE JAYNE POSKITT,Community
2015-12-30,411.1,RIX PETROLEUM (HULL) LIMITED,Community
2015-12-07,900,REDACTED PERSONAL DATA,Community
2015-12-21,16.5,LEANDER ARCHITECTURAL,Community
2015-12-21,300,LEANDER ARCHITECTURAL,Community
2015-12-21,43780.40,NORTH YORKSHIRE COUNTY COUNCIL,Community
2015-12-07,44269.95,NORTH YORKSHIRE COUNTY COUNCIL,Community
2015-12-30,86.35,WETHERBY SKIP HIRE SERVICES,Community
2015-12-30,86.36,WETHERBY SKIP HIRE SERVICES,Community
2015-12-30,86.35,WETHERBY SKIP HIRE SERVICES,Community
2015-12-30,86.36,WETHERBY SKIP HIRE SERVICES,Community
2015-12-30,86.35,WETHERBY SKIP HIRE SERVICES,Community
2015-12-30,86.36,WETHERBY SKIP HIRE SERVICES,Community
2015-12-30,86.35,WETHERBY SKIP HIRE SERVICES,Community
2015-12-30,86.36,WETHERBY SKIP HIRE SERVICES,Community
2015-12-30,86.35,WETHERBY SKIP HIRE SERVICES,Community
2015-12-30,86.36,WETHERBY SKIP HIRE SERVICES,Community
2015-12-02,400.02,PELICAN ROUGE COFFEE SOLUTIONS LTD,Community
2015-12-02,456,PAUL WHITAKER,Community
