Payment Date,Amount,Benificiary Name,Organisational Unit
2017-02-08,984.75,BARCHAM TREES PLC,Community
2017-02-08,3280.00,BARCHAM TREES PLC,Community
2017-02-15,195.40,FALON NAMEPLATES LTD,Community
2017-02-15,18.00,FALON NAMEPLATES LTD,Community
2017-02-22,310.00,ICCM PAYMENTS,Community
2017-02-15,327.75,BERENDSEN UK LTD,Community
2017-02-15,882.48,FACULTATIEVE TECHNOLOGIES LTD,Community
2017-02-01,200.00,WETHERBY SKIP HIRE SERVICES,Community
2017-02-06,1036.00,DR R SPENCER,Community
2017-02-06,962.00,DR VIVIENNE JAYNE POSKITT,Community
2017-02-01,475.80,RIX PETROLEUM (HULL) LIMITED,Community
2017-02-06,1036.00,DR CHRISTIAN LACHMANN,Community
2017-02-22,1048.05,PROFESSIONAL PAPER SUPPLIES LTD,Community
2017-02-20,43377.34,NORTH YORKSHIRE COUNTY COUNCIL,Community
2017-02-22,1985.50,UK CONTAINER MAINTENANCE LTD,Community
2017-02-22,368.00,BOB COWELL,Community
2017-02-22,306.04,PELSIS LIMITED,Community
2017-02-15,948.87,PELSIS LIMITED,Community
2017-02-13,109.62,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-02-13,109.62,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-02-08,465.37,PATROL,Community
2017-02-08,2629.20,PATROL,Community
2017-02-08,2629.20,PATROL,Community
2017-02-20,260.00,JAPS ENGINEERING,Community
2017-02-22,511.50,DESIGNA UK LTD,Community
2017-02-22,2020.75,DESIGNA UK LTD,Community
2017-02-08,2223.00,BEMROSE BOOTH PARAGON LTD,Community
2017-02-08,1099.20,BEMROSE BOOTH PARAGON LTD,Community
2017-02-08,592.80,BEMROSE BOOTH PARAGON LTD,Community
2017-02-08,274.80,BEMROSE BOOTH PARAGON LTD,Community
2017-02-22,288.80,BEMROSE BOOTH PARAGON LTD,Community
2017-02-08,45.00,BEMROSE BOOTH PARAGON LTD,Community
2017-02-08,592.80,BEMROSE BOOTH PARAGON LTD,Community
2017-02-22,1099.20,BEMROSE BOOTH PARAGON LTD,Community
2017-02-22,45.00,BEMROSE BOOTH PARAGON LTD,Community
2017-02-08,2268.00,BEMROSE BOOTH PARAGON LTD,Community
2017-02-20,730.00,BETTYÔS  AND TAYLORS GROUP,Community
2017-02-15,686.00,PARKEON LTD,Community
2017-02-15,85.00,ANGLESEY BOLLARD LTD,Community
2017-02-15,405.00,ANGLESEY BOLLARD LTD,Community
2017-02-13,247.05,ANDREW PAGE LTD,Community
2017-02-27,165.75,ATS EUROMASTER LTD,Community
2017-02-27,331.50,ATS EUROMASTER LTD,Community
2017-02-27,951.52,ATS EUROMASTER LTD,Community
2017-02-27,497.25,ATS EUROMASTER LTD,Community
2017-02-27,203.30,ATS EUROMASTER LTD,Community
2017-02-27,393.02,ATS EUROMASTER LTD,Community
2017-02-27,260.61,ATS EUROMASTER LTD,Community
2017-02-27,331.49,ATS EUROMASTER LTD,Community
2017-02-27,10.20,ATS EUROMASTER LTD,Community
2017-02-27,176.87,ATS EUROMASTER LTD,Community
2017-02-27,496.96,ATS EUROMASTER LTD,Community
2017-02-27,97.57,ATS EUROMASTER LTD,Community
2017-02-27,324.78,ATS EUROMASTER LTD,Community
2017-02-27,21.00,ATS EUROMASTER LTD,Community
2017-02-27,81.19,ATS EUROMASTER LTD,Community
2017-02-27,470.42,ATS EUROMASTER LTD,Community
2017-02-27,51.00,ATS EUROMASTER LTD,Community
2017-02-27,51.00,ATS EUROMASTER LTD,Community
2017-02-27,34.00,ATS EUROMASTER LTD,Community
2017-02-27,620.29,ATS EUROMASTER LTD,Community
2017-02-27,77.40,ATS EUROMASTER LTD,Community
2017-02-27,388.81,ATS EUROMASTER LTD,Community
2017-02-27,941.32,ATS EUROMASTER LTD,Community
2017-02-27,227.27,ATS EUROMASTER LTD,Community
2017-02-27,651.55,ATS EUROMASTER LTD,Community
2017-02-01,997.27,CROSSROADS TRUCK & BUS,Community
2017-02-01,119.39,CROSSROADS TRUCK & BUS,Community
2017-02-01,119.40,CROSSROADS TRUCK & BUS,Community
2017-02-01,280.37,CROSSROADS TRUCK & BUS,Community
2017-02-01,343.13,CROSSROADS TRUCK & BUS,Community
2017-02-01,423.80,CROSSROADS TRUCK & BUS,Community
2017-02-22,109.70,DENNIS EAGLE LTD,Community
2017-02-22,104.04,DENNIS EAGLE LTD,Community
2017-02-15,233.68,DENNIS EAGLE LTD,Community
2017-02-08,256.68,DENNIS EAGLE LTD,Community
2017-02-01,375.17,DENNIS EAGLE LTD,Community
2017-02-01,469.19,DENNIS EAGLE LTD,Community
2017-02-01,469.20,DENNIS EAGLE LTD,Community
2017-02-08,482.40,DENNIS EAGLE LTD,Community
2017-02-08,507.19,DENNIS EAGLE LTD,Community
2017-02-22,646.43,DENNIS EAGLE LTD,Community
2017-02-22,938.34,DENNIS EAGLE LTD,Community
2017-02-08,2367.90,DENNIS EAGLE LTD,Community
2017-02-01,212.71,DENNIS EAGLE LTD,Community
2017-02-22,212.72,DENNIS EAGLE LTD,Community
2017-02-22,212.72,DENNIS EAGLE LTD,Community
2017-02-22,294.70,FG ADAMSON & SON,Community
2017-02-01,235.00,MIKE WILSON MOTORS,Community
2017-02-15,235.00,MIKE WILSON MOTORS,Community
2017-02-01,2081.56,MIKE WILSON MOTORS,Community
2017-02-22,568.00,MITCHELL DIESEL LTD,Community
2017-02-22,178.46,PROBRUSH,Community
2017-02-22,178.46,PROBRUSH,Community
2017-02-22,178.46,PROBRUSH,Community
2017-02-22,178.47,PROBRUSH,Community
2017-02-08,279.55,SHERWOOD SERVICES (UK) LTD,Community
2017-02-15,72.29,SPALDINGS (UK) LTD,Community
2017-02-15,8.34,SPALDINGS (UK) LTD,Community
2017-02-15,203.59,SPALDINGS (UK) LTD,Community
2017-02-22,291.80,TERBERG MATEC UK,Community
2017-02-22,349.53,TERBERG MATEC UK,Community
2017-02-15,758.10,BERENDSEN UK LTD,Community
2017-02-08,481.54,EVANS HALSHAW,Community
2017-02-08,499.00,NORTHERN RADIATORS LTD,Community
2017-02-15,499.00,NORTHERN RADIATORS LTD,Community
2017-02-22,359.19,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-22,238.00,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-08,269.50,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-08,298.90,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-01,149.50,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-01,159.00,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-15,149.50,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-01,398.00,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-15,238.00,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-15,239.00,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-15,595.00,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-01,233.50,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-08,322.50,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-15,239.10,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-15,650.00,S & W SERVICES (YORKSHIRE) LTD,Community
2017-02-08,299.50,SENTINEL SYSTEMS LTD,Community
2017-02-20,300.00,EURO MUNICIPAL LTD,Community
2017-02-08,419.80,ALLIANCE ELECTRONICS LTD,Community
2017-02-01,875.92,FUCHS LUBRICANTS (UK) PLC,Community
2017-02-15,491.60,RIX PETROLEUM (HULL) LIMITED,Community
2017-02-01,7788.00,RIX PETROLEUM (HULL) LIMITED,Community
2017-02-22,8595.11,RIX PETROLEUM (HULL) LIMITED,Community
2017-02-08,9625.81,RIX PETROLEUM (HULL) LIMITED,Community
2017-02-15,10551.20,RIX PETROLEUM (HULL) LIMITED,Community
2017-02-13,349.00,CAMPDEN BRI (CHIPPING CAMPDEN) LTD,Community
2017-02-08,1050.00,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH,Community
2017-02-01,475.00,AIROUTDOOR LIMITED,Community
2017-02-08,1225.00,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH,Community
2017-02-22,390.00,GEOTECHNICAL INSTRUMENTS (UK) LTD,Community
2017-02-22,25.00,GEOTECHNICAL INSTRUMENTS (UK) LTD,Community
2017-02-20,1766.00,LEEDS CITY COUNCIL,Community
2017-02-08,1821.51,PATROL,Community
2017-02-01,617000.00,NORTH YORKSHIRE COUNTY COUNCIL,Community
2017-02-08,1673.10,BEMROSE BOOTH PARAGON LTD,Community
2017-02-08,45.00,BEMROSE BOOTH PARAGON LTD,Community
2017-02-27,1000.00,HARROGATE HOUSING ASSOCIATION,Community
2017-02-08,600.00,ELET,Community
2017-02-06,490.00,ARGYLL GUEST HOUSE,Community
2017-02-08,605.00,ARGYLL GUEST HOUSE,Community
2017-02-06,1080.00,ARGYLL GUEST HOUSE,Community
2017-02-06,3080.00,ARGYLL GUEST HOUSE,Community
2017-02-13,255.00,THE WHITE HORSE,Community
2017-02-08,325.00,THE WHITE HORSE,Community
2017-02-13,455.00,THE WHITE HORSE,Community
2017-02-01,600.00,I & A HOLDINGS,Community
2017-02-06,1205.82,ECLIPSE PROPERTIES LIMITED,Community
2017-02-06,1699.11,ECLIPSE PROPERTIES LIMITED,Community
2017-02-15,595.00,KARL HANOVER PROPERTIES LTD,Community
2017-02-15,600.00,MR DAVID WEST,Community
2017-02-13,508.47,YORKSHIRE WATER PLC,Community
2017-02-01,655.12,NPOWER LTD,Community
2017-02-01,864.13,NPOWER LTD,Community
2017-02-01,32.30,NPOWER LTD,Community
2017-02-01,42.40,NPOWER LTD,Community
2017-02-22,227.96,FURNITURE RESOURCE CENTRE LTD,Community
2017-02-13,319.02,FURNITURE RESOURCE CENTRE LTD,Community
2017-02-08,1184.96,SECTOR SECURITY SERVICE LTD,Community
2017-02-08,3263.54,HELP-LINK UK LTD,Community
2017-02-01,8703.62,HELP-LINK UK LTD,Community
2017-02-01,221.18,HELP-LINK UK LTD,Community
2017-02-01,9950.00,DUFFIELDS,Community
