Payment Date,Amount,Benificiary Name,Organisational Unit
2017-11-20,24.99,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-11-29,250,ROB PEAKER,Community
2017-11-29,615,A A FOSTER,Community
2017-11-15,331.65,BERENDSEN UK LTD,Community
2017-11-15,484.5,BROOK STREET (UK) LTD,Community
2017-11-13,605.62,BROOK STREET (UK) LTD,Community
2017-11-22,605.62,BROOK STREET (UK) LTD,Community
2017-11-29,605.62,BROOK STREET (UK) LTD,Community
2017-11-22,3050.00,CLEAR SKIES SOFTWARE LTD,Community
2017-11-01,980.5,DR CHRISTIAN LACHMANN,Community
2017-11-01,592,DR R SPENCER,Community
2017-11-01,1239.50,DR VIVIENNE JAYNE POSKITT,Community
2017-11-29,882.48,FACULTATIEVE TECHNOLOGIES LTD,Community
2017-11-15,390.8,FALON NAMEPLATES LTD,Community
2017-11-15,18,FALON NAMEPLATES LTD,Community
2017-11-15,239.8,HARROGATE TOOL & BOLT LTD,Community
2017-11-15,17.12,HARROGATE TOOL & BOLT LTD,Community
2017-11-15,5,HARROGATE TOOL & BOLT LTD,Community
2017-11-15,9037.12,MOOR & VALLEY LTD,Community
2017-11-01,342,SP DAVIS MEMORIALS LIMITED,Community
2017-11-29,261.45,STEPHENSONS MEMORIAL WORKS,Community
2017-11-08,303.6,STEPHENSONS MEMORIAL WORKS,Community
2017-11-29,295,BULLOUGHS CLEANING SERVICES LTD,Community
2017-11-29,641.33,BULLOUGHS CLEANING SERVICES LTD,Community
2017-11-29,775.67,BULLOUGHS CLEANING SERVICES LTD,Community
2017-11-13,261.39,CORDANT PEOPLE LIMITED,Community
2017-11-15,366.11,CORDANT PEOPLE LIMITED,Community
2017-11-15,392.03,CORDANT PEOPLE LIMITED,Community
2017-11-13,426.51,CORDANT PEOPLE LIMITED,Community
2017-11-01,470.37,CORDANT PEOPLE LIMITED,Community
2017-11-20,274.28,CORDANT PEOPLE LIMITED,Community
2017-11-20,500,CORDANT PEOPLE LIMITED,Community
2017-11-27,750,CORDANT PEOPLE LIMITED,Community
2017-11-29,268.21,NORTHGATE VEHICLE HIRE LTD,Community
2017-11-29,268.21,NORTHGATE VEHICLE HIRE LTD,Community
2017-11-29,268.21,NORTHGATE VEHICLE HIRE LTD,Community
2017-11-13,224.09,PHS GROUP PLC,Community
2017-11-15,230,PHS GROUP PLC,Community
2017-11-15,379.5,PHS GROUP PLC,Community
2017-11-01,214.6,PROFESSIONAL PAPER SUPPLIES LTD,Community
2017-11-08,219.5,PROFESSIONAL PAPER SUPPLIES LTD,Community
2017-11-08,1091.75,PROFESSIONAL PAPER SUPPLIES LTD,Community
2017-11-29,287,BOB COWELL,Community
2017-11-08,3973.48,CROMWELL POLYTHENE LTD,Community
2017-11-22,40551.83,NORTH YORKSHIRE COUNTY COUNCIL,Community
2017-11-29,45247.98,NORTH YORKSHIRE COUNTY COUNCIL,Community
2017-11-29,456,PAUL WHITAKER,Community
2017-11-01,684,PAUL WHITAKER,Community
2017-11-29,475,RAY SKELTON (HARROGATE) LTD,Community
2017-11-29,4815.00,TUNSTON CONSTRUCTION LTD,Community
2017-11-08,3106.48,UK CONTAINER MAINTENANCE LTD,Community
2017-11-20,117.09,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-11-20,60.24,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-11-20,117.09,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-11-20,60.24,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-11-08,45,BEMROSE BOOTH PARAGON LTD,Community
2017-11-08,1185.60,BEMROSE BOOTH PARAGON LTD,Community
2017-11-08,45,BEMROSE BOOTH PARAGON LTD,Community
2017-11-20,246.5,DESIGNA UK LTD,Community
2017-11-01,825.16,G4S CASH SOLUTIONS (UK),Community
2017-11-29,825.16,G4S CASH SOLUTIONS (UK),Community
2017-11-20,5500.00,HILL CANNON CONSULTING LLP,Community
2017-11-22,236.4,KELTIC LTD,Community
2017-11-01,331.7,KELTIC LTD,Community
2017-11-29,1035.00,LIBERTY PRINTERS (AR & RF REDDIN) LIMITED,Community
2017-11-08,625,NIDDERDALE AGRICULTURAL SOCIETY,Community
2017-11-29,287.8,NORTHGATE VEHICLE HIRE LTD,Community
2017-11-29,287.8,NORTHGATE VEHICLE HIRE LTD,Community
2017-11-29,287.8,NORTHGATE VEHICLE HIRE LTD,Community
2017-11-29,287.8,NORTHGATE VEHICLE HIRE LTD,Community
