Payment Date,Amount,Benificiary Name,Organisational Unit
2017-03-01,17.5,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-03-20,240.68,BERENDSEN UK LTD,Community
2017-03-08,866.73,DASH INFORMATION SYSTEMS LTD,Community
2017-03-06,925,DR CHRISTIAN LACHMANN,Community
2017-03-06,832.5,DR R SPENCER,Community
2017-03-06,869.5,DR VIVIENNE JAYNE POSKITT,Community
2017-03-27,586.2,FALON NAMEPLATES LTD,Community
2017-03-27,18,FALON NAMEPLATES LTD,Community
2017-03-08,260,G4S SECURE SOLUTIONS (UK) LIMITED,Community
2017-03-08,260,G4S SECURE SOLUTIONS (UK) LIMITED,Community
2017-03-08,260,G4S SECURE SOLUTIONS (UK) LIMITED,Community
2017-03-15,264.33,HILTON CABINET CO LTD,Community
2017-03-01,200,WETHERBY SKIP HIRE SERVICES,Community
2017-03-01,200,WETHERBY SKIP HIRE SERVICES,Community
2017-03-15,726,PROFESSIONAL PAPER SUPPLIES LTD,Community
2017-03-29,372,BOB COWELL,Community
2017-03-29,315,CLAAS EASTERN LTD,Community
2017-03-08,302.49,EDEN FARM LTD,Community
2017-03-29,290.83,NATIONAL PEST TECHNICIANS ASSOCIATION,Community
2017-03-15,39826.59,NORTH YORKSHIRE COUNTY COUNCIL,Community
2017-03-01,456,PAUL WHITAKER,Community
2017-03-29,456,PAUL WHITAKER,Community
2017-03-08,415.22,PELICAN ROUGE COFFEE SOLUTIONS LTD,Community
2017-03-08,275.88,PELICAN ROUGE COFFEE SOLUTIONS LTD,Community
2017-03-08,275.88,PELICAN ROUGE COFFEE SOLUTIONS LTD,Community
2017-03-01,279,ABLE-TO-ENABLE,Community
2017-03-13,530,ACORN LIGHTING SERVICES,Community
2017-03-13,650,ACORN LIGHTING SERVICES,Community
2017-03-13,54.07,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-03-13,54.07,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-03-01,56.03,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-03-01,63.36,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-03-01,56.03,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-03-01,63.36,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-03-29,56.33,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-03-29,56.33,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2017-03-22,557,ANDERSON CONSULTANCY TRAINING LTD,Community
2017-03-22,238,DESIGNA UK LTD,Community
2017-03-15,327.5,DESIGNA UK LTD,Community
2017-03-22,1250.00,LEEDS CITY COUNCIL,Community
2017-03-01,1882.00,LIBERTY PRINTERS (AR & RF REDDIN) LIMITED,Community
2017-03-27,4250.00,ODEON CINEMAS LTD,Community
2017-03-22,12500.00,PARK SQUARE PROPERTY MANAGEMENT LTD,Community
2017-03-15,686,PARKEON LTD,Community
2017-03-20,114.93,REDFERN TRAVEL LTD,Community
2017-03-20,40.94,REDFERN TRAVEL LTD,Community
2017-03-29,800,SAS LINING SERVICES LTD,Community
2017-03-29,800,SAS LINING SERVICES LTD,Community
2017-03-01,875,TUNSTON CONSTRUCTION LTD,Community
2017-03-08,213.5,ADDISON MOTOR GROUP T/A LOOKERS FORD,Community
2017-03-01,285.06,ADDISON MOTOR GROUP T/A LOOKERS FORD,Community
2017-03-01,3038.98,AEBI SCHMIDT UK LTD,Community
2017-03-29,769.38,ATS EUROMASTER LTD,Community
2017-03-29,254.33,ATS EUROMASTER LTD,Community
2017-03-29,492.98,ATS EUROMASTER LTD,Community
2017-03-29,77.4,ATS EUROMASTER LTD,Community
2017-03-29,197.02,ATS EUROMASTER LTD,Community
2017-03-29,408.89,ATS EUROMASTER LTD,Community
2017-03-29,511.07,ATS EUROMASTER LTD,Community
2017-03-29,165.75,ATS EUROMASTER LTD,Community
2017-03-29,497.24,ATS EUROMASTER LTD,Community
2017-03-29,167.54,ATS EUROMASTER LTD,Community
2017-03-29,497.24,ATS EUROMASTER LTD,Community
2017-03-29,59.62,ATS EUROMASTER LTD,Community
2017-03-29,165.75,ATS EUROMASTER LTD,Community
2017-03-29,101.87,ATS EUROMASTER LTD,Community
2017-03-29,713.43,ATS EUROMASTER LTD,Community
2017-03-29,1344.79,ATS EUROMASTER LTD,Community
2017-03-29,26.3,ATS EUROMASTER LTD,Community
2017-03-29,165.75,ATS EUROMASTER LTD,Community
2017-03-29,331.5,ATS EUROMASTER LTD,Community
2017-03-29,700.36,ATS EUROMASTER LTD,Community
2017-03-29,152.27,ATS EUROMASTER LTD,Community
2017-03-29,256.21,ATS EUROMASTER LTD,Community
2017-03-29,38.2,ATS EUROMASTER LTD,Community
2017-03-29,165.75,ATS EUROMASTER LTD,Community
2017-03-29,165.75,ATS EUROMASTER LTD,Community
2017-03-29,39.68,ATS EUROMASTER LTD,Community
2017-03-29,14.27,ATS EUROMASTER LTD,Community
2017-03-29,152.27,ATS EUROMASTER LTD,Community
2017-03-29,331.49,ATS EUROMASTER LTD,Community
2017-03-29,243.42,ATS EUROMASTER LTD,Community
