Payment Date,Amount,Benificiary Name,Organisational Unit
2018-08-08,236.1,LANDMARK TRADING (STAMFORD) LTD,Community
2018-08-06,18.24,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2018-08-15,331.65,BERENDSEN UK LTD,Community
2018-08-06,1145.00,DASH INFORMATION SYSTEMS LTD,Community
2018-08-06,740,DR CHRISTIAN LACHMANN,Community
2018-08-06,481,DR R SPENCER,Community
2018-08-06,1017.50,DR VIVIENNE JAYNE POSKITT,Community
2018-08-22,703.74,FACULTATIEVE TECHNOLOGIES LTD,Community
2018-08-15,310.65,FALON NAMEPLATES LTD,Community
2018-08-15,18,FALON NAMEPLATES LTD,Community
2018-08-22,310.65,FALON NAMEPLATES LTD,Community
2018-08-22,18,FALON NAMEPLATES LTD,Community
2018-08-08,1176.00,GARBUTT SERVICES,Community
2018-08-29,315.3,LYRECO,Community
2018-08-22,1998.75,NPS LEEDS LTD,Community
2018-08-22,595.6,RIX PETROLEUM (HULL) LIMITED,Community
2018-08-29,785,STEPHENSONS MEMORIAL WORKS,Community
2018-08-22,471.24,TRAVAIL EMPLOYMENT GROUP LTD,Community
2018-08-15,471.24,TRAVAIL EMPLOYMENT GROUP LTD,Community
2018-08-20,471.24,TRAVAIL EMPLOYMENT GROUP LTD,Community
2018-08-29,471.24,TRAVAIL EMPLOYMENT GROUP LTD,Community
2018-08-29,309.4,BULLOUGHS CLEANING SERVICES LTD,Community
2018-08-29,653.57,BULLOUGHS CLEANING SERVICES LTD,Community
2018-08-29,790.97,BULLOUGHS CLEANING SERVICES LTD,Community
2018-08-15,226.03,CORDANT PEOPLE LIMITED,Community
2018-08-08,276.3,CORDANT PEOPLE LIMITED,Community
2018-08-22,343.05,CORDANT PEOPLE LIMITED,Community
2018-08-01,354.21,CORDANT PEOPLE LIMITED,Community
2018-08-29,356.46,CORDANT PEOPLE LIMITED,Community
2018-08-22,211.1,NORTHGATE VEHICLE HIRE LTD,Community
2018-08-22,318.2,NORTHGATE VEHICLE HIRE LTD,Community
2018-08-22,338,NORTHGATE VEHICLE HIRE LTD,Community
2018-08-22,437,NORTHGATE VEHICLE HIRE LTD,Community
2018-08-22,245.2,PHS GROUP PLC,Community
2018-08-22,245.2,PHS GROUP PLC,Community
2018-08-22,245.2,PHS GROUP PLC,Community
2018-08-22,404.58,PHS GROUP PLC,Community
2018-08-22,404.58,PHS GROUP PLC,Community
2018-08-22,404.58,PHS GROUP PLC,Community
2018-08-29,404.58,PHS GROUP PLC,Community
2018-08-22,262.5,PROFESSIONAL PAPER SUPPLIES LTD,Community
2018-08-08,848.2,PROFESSIONAL PAPER SUPPLIES LTD,Community
2018-08-29,244.5,EDEN FARM LTD,Community
2018-08-08,381.54,EDEN FARM LTD,Community
2018-08-08,392.76,EDEN FARM LTD,Community
2018-08-08,437.53,EDEN FARM LTD,Community
2018-08-01,492.08,EDEN FARM LTD,Community
2018-08-29,497.28,EDEN FARM LTD,Community
2018-08-15,520.46,EDEN FARM LTD,Community
2018-08-01,551.78,EDEN FARM LTD,Community
2018-08-01,619.72,EDEN FARM LTD,Community
2018-08-15,623.46,EDEN FARM LTD,Community
2018-08-29,683.22,EDEN FARM LTD,Community
2018-08-22,800.79,EDEN FARM LTD,Community
2018-08-22,831.4,EDEN FARM LTD,Community
2018-08-22,1015.46,EDEN FARM LTD,Community
2018-08-29,215,FREIGHT TRANSPORT ASSOCIATION,Community
2018-08-29,150,FREIGHT TRANSPORT ASSOCIATION,Community
2018-08-01,200,KILLGERM CHEMICALS LTD,Community
2018-08-01,200,KILLGERM CHEMICALS LTD,Community
2018-08-08,213.1,P P SNACK FOODS LTD,Community
2018-08-29,238.5,P P SNACK FOODS LTD,Community
2018-08-22,275.71,P P SNACK FOODS LTD,Community
2018-08-22,11.98,P P SNACK FOODS LTD,Community
2018-08-22,11.98,P P SNACK FOODS LTD,Community
2018-08-15,284.5,SELECTA UK LIMITED,Community
2018-08-15,284.5,SELECTA UK LIMITED,Community
2018-08-15,458.98,SELECTA UK LIMITED,Community
2018-08-08,718.13,TRAVAIL EMPLOYMENT GROUP LTD,Community
2018-08-08,718.13,TRAVAIL EMPLOYMENT GROUP LTD,Community
2018-08-22,724.5,TRAVAIL EMPLOYMENT GROUP LTD,Community
2018-08-22,724.5,TRAVAIL EMPLOYMENT GROUP LTD,Community
