Payment Date,Amount,Benificiary Name,Organisational Unit
2016-11-28,30.68,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2016-11-30,1925.00,TRINOVA SYSTEMS LIMITED,Community
2016-11-28,84.33,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2016-11-09,32,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2016-11-21,2999.22,BOROUGHBRIDGE TOWN COUNCIL,Community
2016-11-16,3050.00,CLEAR SKIES SOFTWARE LTD,Community
2016-11-02,372.2,FALON NAMEPLATES LTD,Community
2016-11-02,18,FALON NAMEPLATES LTD,Community
2016-11-30,576.3,FALON NAMEPLATES LTD,Community
2016-11-07,744.4,FALON NAMEPLATES LTD,Community
2016-11-07,18,FALON NAMEPLATES LTD,Community
2016-11-16,950.3,TELESHORE UK LTD,Community
2016-11-02,1945.00,TELESHORE UK LTD,Community
2016-11-16,280.17,BERENDSEN UK LTD,Community
2016-11-30,615,A A FOSTER,Community
2016-11-30,187.5,WETHERBY SKIP HIRE SERVICES,Community
2016-11-30,187.5,WETHERBY SKIP HIRE SERVICES,Community
2016-11-02,592,DR R SPENCER,Community
2016-11-30,260,G4S SECURE SOLUTIONS (UK) LIMITED,Community
2016-11-02,795.5,DR VIVIENNE JAYNE POSKITT,Community
2016-11-02,684.5,DR CHRISTIAN LACHMANN,Community
2016-11-23,822.7,PROFESSIONAL PAPER SUPPLIES LTD,Community
2016-11-02,39546.20,NORTH YORKSHIRE COUNTY COUNCIL,Community
2016-11-14,40279.50,NORTH YORKSHIRE COUNTY COUNCIL,Community
2016-11-23,1045.00,UK CONTAINER MAINTENANCE LTD,Community
2016-11-30,500,RAY SKELTON (HARROGATE) LTD,Community
2016-11-30,337.5,WETHERBY SKIP HIRE SERVICES,Community
2016-11-30,337.5,WETHERBY SKIP HIRE SERVICES,Community
2016-11-21,33.17,REDFERN TRAVEL LTD,Community
2016-11-21,33.18,REDFERN TRAVEL LTD,Community
2016-11-07,10.43,REDFERN TRAVEL LTD,Community
2016-11-07,10.43,REDFERN TRAVEL LTD,Community
2016-11-07,10.44,REDFERN TRAVEL LTD,Community
2016-11-30,456,PAUL WHITAKER,Community
2016-11-02,1026.00,PAUL WHITAKER,Community
2016-11-28,58.78,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2016-11-28,53.47,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2016-11-28,58.78,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2016-11-28,53.47,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2016-11-09,55.83,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2016-11-09,51.23,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2016-11-09,55.83,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2016-11-09,51.23,ALLSTAR BUSINESS SOLUTIONS LTD,Community
2016-11-23,2365.20,PATROL,Community
2016-11-23,2365.20,PATROL,Community
2016-11-23,418.64,PATROL,Community
2016-11-16,625,NIDDERDALE AGRICULTURAL SOCIETY,Community
2016-11-30,329.68,DESIGNA UK LTD,Community
2016-11-30,363.15,KELTIC LTD,Community
2016-11-30,8.95,KELTIC LTD,Community
2016-11-16,377.2,KELTIC LTD,Community
2016-11-02,2223.00,BEMROSE BOOTH PARAGON LTD,Community
2016-11-23,1888.00,BEMROSE BOOTH PARAGON LTD,Community
2016-11-23,45,BEMROSE BOOTH PARAGON LTD,Community
2016-11-02,2268.00,BEMROSE BOOTH PARAGON LTD,Community
2016-11-21,35,REDFERN TRAVEL LTD,Community
2016-11-07,39.1,REDFERN TRAVEL LTD,Community
2016-11-07,39.1,REDFERN TRAVEL LTD,Community
2016-11-07,39.1,REDFERN TRAVEL LTD,Community
2016-11-30,686,PARKEON LTD,Community
2016-11-28,450,DAVID FERRIER T/A PARKING INFRASTRUCTURE SERVICES UK,Community
