Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2019-07-05,47367422.81,TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,,
2019-07-05,16235753.22,LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,,
2019-07-17,15966023.29,RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,,
2019-07-05,14458346.90,LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,,
2019-07-17,13957729.02,RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,,
2019-07-17,12746009.97,LONDON UNDERGROUND LTD,FERROVIAL LAING O ROURKE JV,,
2019-07-05,10642327.75,LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,,
2019-07-05,9985726.67,LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,,
2019-07-05,9740493.57,LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,,
2019-07-05,7821082.76,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-07-15,6927768.04,DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,,
2019-07-05,6424020.10,LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,,
2019-07-17,5977170.61,LUL NOMINEE SSL LIMITED,THALES RAIL SIGNALLING SOLUTIONS,,
2019-07-01,5933385.77,TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,,
2019-07-05,5883602.16,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-07-05,5776017.68,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-07-17,5767493.69,LONDON UNDERGROUND LTD,DRAGADOS S.A.,,
2019-07-05,5539511.38,LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,,
2019-07-19,5246371.20,LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,,
2019-07-17,4684455.58,RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,,
2019-07-19,4630623.56,LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,,
2019-07-17,4493228.62,TFL CORPORATE,NETWORK RAIL,,
2019-07-05,4444312.33,LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,,
2019-07-17,3780000.00,LONDON UNDERGROUND LTD,DEPT OF COMMUNITIES AND LOCAL GOVER,,
2019-07-05,3673400.18,LONDON BUS SERVICES LTD,METROBUS LIMITED,,
2019-07-10,3479874.00,DOCKLANDS LIGHT RAILWAY,CGL RAIL,,
2019-07-19,3388394.00,LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,,
2019-07-05,3281693.75,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-07-19,3277501.74,LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,,
2019-06-26,3222376.18,LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,,
2019-07-19,3166953.61,LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,,
2019-07-10,3002652.35,RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,,
2019-07-05,2881263.00,TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,,
