Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2019-04-12,46608967.67,TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,,
2019-04-24,16438303.16,RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,,
2019-04-12,16069615.32,LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,,
2019-04-24,15350912.63,LONDON UNDERGROUND LTD,FERROVIAL LAING O ROURKE JV,,
2019-04-12,14228044.07,LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,,
2019-04-24,13536296.15,LUL NOMINEE SSL LIMITED,THALES RAIL SIGNALLING SOLUTIONS,,
2019-04-24,12621173.30,RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,,
2019-04-12,10283232.26,LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,,
2019-04-12,9972718.37,LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,,
2019-04-12,9819691.00,LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,,
2019-04-12,7646423.87,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-04-17,6938433.81,DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,,
2019-04-12,6558331.69,LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,,
2019-04-03,6512195.62,SURFACE TRANSPORT CORP,ROYAL BOROUGH OF KINGSTON UPON THAMES,,
2019-04-12,6187094.64,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-04-12,5951169.24,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-04-24,5908775.45,TFL CORPORATE,NETWORK RAIL,,
2019-04-24,5908775.45,TFL CORPORATE,NETWORK RAIL,,
2019-04-10,5888381.84,TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,,
2019-04-12,5444941.55,LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,,
2019-04-26,5156094.33,LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,,
2019-04-24,5094161.99,LONDON UNDERGROUND LTD,DRAGADOS S.A.,,
2019-04-12,5061241.17,TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,,
2019-04-26,4665270.56,LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,,
2019-04-12,4549355.60,LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,,
2019-04-24,4247677.35,LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,,
2019-04-26,4063538.32,LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,,
2019-04-17,4053245.18,LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,,
2019-04-15,4011600.00,DOCKLANDS LIGHT RAILWAY,CGL RAIL,,
2019-04-17,3780000.00,LONDON UNDERGROUND LTD,DEPT OF COMMUNITIES AND LOCAL GOVER,,
2019-04-24,3656416.95,RAIL FOR LONDON LIMITED,MORGAN SINDALL VOLKERFITZPATRICK JV,,
2019-04-17,3648054.00,LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,,
2019-04-12,3426944.32,LONDON BUS SERVICES LTD,METROBUS LIMITED,,
2019-04-26,3388642.05,LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,,
2019-04-26,3265504.98,LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,,
2019-04-24,3222376.17,LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,,
2019-04-26,3215622.93,LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,,
2019-04-24,3114340.25,SURFACE TRANSPORT CORP,LONDON BOROUGH OF ENFIELD,,
2019-04-10,3035668.20,RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,,
2019-04-12,3009072.47,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-04-12,2791183.89,LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,,
2019-04-26,2651651.25,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-04-12,2555567.23,LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,,
2019-04-24,2554739.31,SURFACE TRANSPORT CORP,LONDON BOROUGH OF NEWHAM,,
2019-04-26,2500000.00,LONDON UNDERGROUND LTD,TLT CLIENT ACCOUNT,,
2019-04-24,2478697.10,LONDON UNDERGROUND LTD,GBM SERVICES LTD,,
2019-04-24,2336417.45,LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,,
2019-04-26,2104955.27,LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,,
2019-04-26,1987957.53,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-04-26,1954274.84,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-04-17,1904419.79,TFL CORPORATE,COMPUTACENTER,,
2019-04-10,1852661.06,SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,,
2019-04-12,1787215.14,LONDON BUS SERVICES LTD,CT PLUS LIMITED,,
2019-04-10,1755387.00,TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,,
2019-04-26,1696404.00,LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,,
2019-04-12,1677630.94,TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,,
2019-04-26,1668726.05,LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,,
2019-04-10,1642077.51,RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,,
2019-04-01,1503669.86,RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES LTD,,
2019-04-01,1497756.52,SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,,
2019-04-10,1486479.97,LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,,
2019-04-10,1475746.18,LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,,
2019-04-10,1468836.00,LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,,
2019-04-03,1411555.90,LUL NOMINEE SSL LIMITED,BALFOUR BEATTY RAIL LTD,,
2019-04-24,1402372.90,LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,,
2019-04-10,1393000.00,SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARKING & DAGENHAM,,
