Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2019-06-07,47293189.26,TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,,
2019-05-29,16522780.18,RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,,
2019-06-07,16044170.95,LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,,
2019-06-07,14284100.18,LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,,
2019-06-19,13973798.43,RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,,
2019-06-07,10342338.99,LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,,
2019-06-19,10126866.89,LONDON UNDERGROUND LTD,FERROVIAL LAING O ROURKE JV,,
2019-06-07,10010029.56,LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,,
2019-06-07,9687140.09,LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,,
2019-06-07,7753560.96,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-06-19,7659896.68,LUL NOMINEE SSL LIMITED,THALES RAIL SIGNALLING SOLUTIONS,,
2019-06-17,6683763.64,DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,,
2019-06-07,6406813.71,LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,,
2019-06-17,5965908.52,TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,,
2019-06-07,5953089.36,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-06-07,5759681.02,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-06-07,5512490.36,LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,,
2019-06-21,5238550.13,LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,,
2019-06-19,5166552.76,RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,,
2019-06-17,4790401.08,LONDON UNDERGROUND LTD,DRAGADOS S.A.,,
2019-06-21,4652636.98,LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,,
2019-06-12,4493228.62,TFL CORPORATE,NETWORK RAIL,,
2019-06-19,4493228.62,TFL CORPORATE,NETWORK RAIL,,
2019-06-07,4468890.36,LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,,
2019-06-12,4250062.98,LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,,
2019-06-17,3780000.00,LONDON UNDERGROUND LTD,DEPT OF COMMUNITIES AND LOCAL GOVER,,
2019-06-07,3671562.69,TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,,
2019-06-12,3635561.00,DOCKLANDS LIGHT RAILWAY,CGL RAIL,,
2019-06-07,3511600.40,LONDON BUS SERVICES LTD,METROBUS LIMITED,,
2019-06-17,3458025.00,LONDON UNDERGROUND LTD,THALES TRANSPORT & SECURITY LIMITED,,
2019-06-21,3430582.82,LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,,
2019-06-21,3276582.70,LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,,
2019-06-07,3267323.96,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-06-21,3234869.27,LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,,
2019-06-05,3090110.49,SURFACE TRANSPORT CORP,LONDON BOROUGH OF HILLINGDON,,
2019-06-07,2833407.57,LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,,
2019-05-29,2643827.46,LONDON UNDERGROUND LTD,GBM SERVICES LTD,,
2019-06-19,2635049.30,LONDON UNDERGROUND LTD,GBM SERVICES LTD,,
2019-06-21,2597160.17,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-06-07,2530030.13,LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,,
2019-06-21,2359605.48,LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,,
2019-06-21,2109766.21,LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,,
2019-06-19,2030000.00,DOCKLANDS LIGHT RAILWAY,TRUSTEES OF THE DOCKLANDS LIGHT,,
2019-06-21,1975065.48,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-06-07,1972574.09,LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,,
2019-06-21,1938589.91,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-06-19,1894458.55,SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,,
2019-05-29,1885349.90,LONDON UNDERGROUND LTD,GBM SERVICES LTD,,
2019-06-19,1885349.90,LONDON UNDERGROUND LTD,GBM SERVICES LTD,,
2019-06-21,1806558.26,LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,,
2019-06-07,1805032.83,LONDON BUS SERVICES LTD,CT PLUS LIMITED,,
2019-06-07,1654408.82,LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,,
2019-06-07,1586915.56,LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,,
2019-05-29,1560872.52,RAIL FOR LONDON LIMITED,VINCI CONSTRUCTION UK LTD,,
2019-06-21,1457792.30,LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,,
2019-06-17,1346198.98,TFL CORPORATE,TOWN LEGAL LLP,,
2019-05-29,1300252.86,SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,,
2019-06-03,1284877.01,RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,,
2019-05-29,1277870.49,RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,,
2019-06-07,1273165.46,LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,,
2019-05-29,1262535.40,RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,,
2019-06-07,1237816.69,LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,,
2019-06-19,1227500.00,SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,,
2019-06-19,1206520.37,RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES LTD,,
2019-05-29,1168773.39,RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES LTD,,
2019-06-21,1145700.84,LONDON BUS SERVICES LTD,METROBUS LIMITED,,
2019-06-12,1122941.22,LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,,
2019-06-07,1071142.55,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-05-29,1069843.81,SURFACE TRANSPORT CORP,CONWAY AECOM LTD,,
2019-06-07,1065618.04,LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,,
2019-06-17,1037352.44,LUL NOMINEE SSL LIMITED,BALFOUR BEATTY RAIL LTD,,
2019-06-07,1033035.08,LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,,
2019-06-03,1029380.38,LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,,
2019-06-21,1017489.69,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-05-29,1010174.85,LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,,
2019-06-03,994691.80,LONDON UNDERGROUND LTD,LANES GROUP PLC,,
2019-05-29,993145.54,SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,,
2019-06-12,925250.61,SURFACE TRANSPORT CORP,O2 UK LTD,,
2019-06-21,920404.84,LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,,
2019-06-10,873222.94,CYCLE HIRE SCHEME,SERCO LTD,,
2019-05-29,871233.23,SURFACE TRANSPORT CORP,CONWAY AECOM LTD,,
2019-06-19,856389.35,TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,,
2019-06-12,838436.81,CYCLE HIRE SCHEME,SERCO LTD,,
2019-06-21,828653.58,LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,,
2019-06-12,827134.20,LONDON UNDERGROUND LTD,GEOFFREY OSBORNE LIMITED,,
2019-06-12,822053.83,LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,,
2019-06-03,800391.81,SURFACE TRANSPORT CORP,LONDON COUNCILS LTD,,
2019-06-19,777045.99,SURFACE TRANSPORT CORP,SOUTHERN GAS NETWORKS PLC,,
2019-06-07,769855.00,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-06-19,764662.25,RAIL FOR LONDON LIMITED,J MURPHY & SONS LTD,,
2019-06-12,758245.76,SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,,
2019-06-12,754034.10,LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,,
2019-05-29,724517.50,TFL CORPORATE,ASHURST LLP,,
2019-06-10,703973.45,LONDON UNDERGROUND LTD,INTERSERVE,,
2019-06-17,694422.98,DOCKLANDS LIGHT RAILWAY,EDF ENERGY,,
2019-06-10,689095.45,LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,,
2019-06-07,686882.49,LONDON BUS SERVICES LTD,STAGECOACH,,
