Body,Body Name,Transaction Date,Transaction number,Supplier Name,Net Amount,Merchant Category,Merchant Category Group,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-10,72269,123 REG R/T,39.96,Continuity/Subscription Mercht,Mail Order / Direct Selling,Communities & Service Support-Museums & Arts,Miscellaneous Expenses,12414874
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-06,72123,3 TIER CAKES,5.12,Bakeries,Catering And Catering Supplies,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68L64017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-02,71961,43032170 COSTA COFFEE,5.21,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-14,72443,43032170 COSTA COFFEE,5.21,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-07,72162,43035580 COSTA COFFEE,6.15,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-06,72105,43036255 COSTA COFFEE,5.67,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-20,72641,43036255 COSTA COFFEE,7.90,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-02-10,71243,43036255 COSTA COFFEE,6.45,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Schools and Children's Services - Non-School,Services,68T44422
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-07,72137,A ONE TOOL & FIXING LT,11.09,Glass/Paint/Wallpaper Store,Building Materials,Economy and Environment-Housing Services,Equipment Furniture And Materials,52164020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-08,72185,A ONE TOOL & FIXING LT,159.00,Glass/Paint/Wallpaper Store,Building Materials,Economy and Environment-Housing Services,Equipment Furniture And Materials,52164020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-08,72220,A1 NOWAZ SUPERSTOR 82439,23.43,Grocery Stores,General Retail And Wholesale,Communities & Service Support-Community Safety & Support,Catering Clothing And Uniforms,04194216
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-04,72011,AARDVARK ARCHERY,10.42,Sporting Goods Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Miscellaneous Expenses,68774826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-02-20,71548,ADOBE SYSTEMS SOFTWARE,149.99,Computer Software Stores,Computer Equipment & Services,Communities & Service Support-Customer Services and Communications,Services,10404450
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-20,72634,ADOBE SYSTEMS SOFTWARE,149.99,Computer Software Stores,Computer Equipment & Services,Communities & Service Support-Customer Services and Communications,Services,10404450
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-20,72655,ADRENALINE INTERNA,8.33,Member Clubs/Sport/Rec/Golf,Leisure Activities,Children and Young People-Schools and Children's Services - Non-School,Miscellaneous Expenses,68764826
