Payment Date,Amount,Organisational Unit
2018-06-12,3147.55,Children and Young People (obsolete)-Childrens Care Services
2018-06-19,450.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-14,575.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-13,1160.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-13,422.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-13,870.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-13,870.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-13,30951.04,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-26,123.33,Children and Young People (obsolete)-Childrens Care Services
2018-06-26,123.33,Children and Young People (obsolete)-Childrens Care Services
2018-06-26,123.33,Children and Young People (obsolete)-Childrens Care Services
2018-06-26,123.33,Children and Young People (obsolete)-Childrens Care Services
2018-06-26,123.35,Children and Young People (obsolete)-Childrens Care Services
2018-06-26,123.33,Children and Young People (obsolete)-Childrens Care Services
2018-06-26,2331.49,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,585.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-29,475.84,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-25,642.01,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-05,635.00,Economy and Environment (obsolete)-Regeneration
2018-06-14,3000.56,Communities & Service Support (obsolete)-Service Development - Client Services
2018-06-14,150.28,Communities & Service Support (obsolete)-Service Development - Client Services
2018-06-14,3341.00,Communities & Service Support (obsolete)-Service Development - Client Services
2018-06-14,56100.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-15,510.00,Deputy Chief Executive (obsolete)-Executives Management
2018-06-26,1025.00,Deputy Chief Executive (obsolete)-Executives Management
2018-06-26,60.00,Deputy Chief Executive (obsolete)-Executives Management
2018-06-26,150.00,Deputy Chief Executive (obsolete)-Executives Management
2018-06-26,274.25,Deputy Chief Executive (obsolete)-Executives Management
2018-06-26,287.50,Deputy Chief Executive (obsolete)-Executives Management
2018-06-26,272.50,Deputy Chief Executive (obsolete)-Executives Management
2018-06-26,460.00,Deputy Chief Executive (obsolete)-Executives Management
2018-06-07,3484.80,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-12,6150.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-06-25,2274.80,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-07,1000.00,Economy and Environment (obsolete)-Regeneration
2018-06-26,3653.84,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-19,1000.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-07,1307.00,Economy and Environment (obsolete)-Regeneration
2018-06-26,30645.93,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,11577.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,123583.00,Children and Young People (obsolete)-Education
2018-06-21,630.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-20,3000.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-20,3000.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-20,3000.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-26,3000.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-04,211977.50,Children and Young People (obsolete)-Childrens Care Services
2018-06-14,612.00,Chief Executive's Office (obsolete)-Public Health
2018-06-21,500.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-28,4684.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-01,600.00,Economy and Environment (obsolete)-Transport Services
2018-06-18,600.00,Economy and Environment (obsolete)-Transport Services
2018-06-18,600.00,Economy and Environment (obsolete)-Transport Services
2018-06-18,1100.00,Economy and Environment (obsolete)-Transport Services
2018-06-26,13688.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,1764.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,51626.77,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,13003.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,7417.55,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,2423.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-06,4.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-06,1053.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-13,3300.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-05,6287.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-05,2823.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-05,6736.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-05,6287.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-05,1520.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-05,3849.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,32904.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,1111.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-11,2321.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-11,577.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,1829.01,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2438.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2438.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2438.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,580.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2438.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2438.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2438.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2438.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2438.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,384.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,5531.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,3190.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,4615.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,4431.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2290.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2438.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2321.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,6068.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2321.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,3271.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2321.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,1696.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,1206.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2152.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,4622.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,3598.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,3955.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2379.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,3836.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2914.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,3330.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2914.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2321.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,4754.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,2929.84,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,515.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,4461.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-04,2620.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-05,447.56,Economy and Environment (obsolete)-Regeneration
2018-06-01,615.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-20,115712.00,Children and Young People (obsolete)-Education
2018-06-21,1760.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-29,630.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-26,5640.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,1702.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,3637.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,2122.65,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,113443.23,Children and Young People (obsolete)-Education
2018-06-21,1260.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-06,949.53,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-20,59093.00,Children and Young People (obsolete)-Education
2018-06-29,630.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-26,2181.84,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,678.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-08,600.00,Chief Executive's Office (obsolete)-Finance Service
2018-06-19,1973.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-19,1620.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,945.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,1377.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,1755.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-26,25537.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,2621.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-08,1355.00,Chief Executive's Office (obsolete)-Public Health
2018-06-15,88.75,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-15,88.75,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-15,88.75,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-15,88.75,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-15,88.75,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-26,34989.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,10796.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,596.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,2024.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-01,560.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-20,680.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-20,800.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-28,930.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-28,640.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,192.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-06,990.00,Economy and Environment (obsolete)-Environmental Services
2018-06-06,925.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-18,3700.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-18,508.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-18,3700.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-18,868.50,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,632.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,1684.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-19,1000.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-29,350.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-29,350.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-05,80.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-05,510.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-07,1128.30,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,39.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,1128.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,31.10,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,150.42,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,114.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,110.31,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,1559.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,326.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,1520.22,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,190.05,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,684.18,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,1955.62,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,27.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,570.15,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,281.02,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,28.60,Economy and Environment (obsolete)-Housing Services
2018-06-07,445.78,Economy and Environment (obsolete)-Housing Services
2018-06-07,31.46,Economy and Environment (obsolete)-Environmental Services
2018-06-07,1315.76,Economy and Environment (obsolete)-Environmental Services
2018-06-07,948.91,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,37.96,Economy and Environment (obsolete)-Housing Services
2018-06-07,0.70,Economy and Environment (obsolete)-Housing Services
2018-06-07,348.52,Economy and Environment (obsolete)-Housing Services
2018-06-07,1112.71,Economy and Environment (obsolete)-Environmental Services
2018-06-07,215.21,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,690.75,Children and Young People (obsolete)-Childrens Care Services
2018-06-14,125.42,Economy and Environment (obsolete)-Housing Services
2018-06-14,899.69,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,49.40,Economy and Environment (obsolete)-Housing Services
2018-06-14,0.50,Economy and Environment (obsolete)-Housing Services
2018-06-14,567.35,Economy and Environment (obsolete)-Housing Services
2018-06-14,235.17,Economy and Environment (obsolete)-Housing Services
2018-06-14,390.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,506.55,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,1057.09,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,1135.90,Children and Young People (obsolete)-Childrens Care Services
2018-06-14,49.40,Children and Young People (obsolete)-Childrens Care Services
2018-06-14,26.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-14,1128.30,Children and Young People (obsolete)-Childrens Care Services
2018-06-14,150.42,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,75.59,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,1017.55,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,361.61,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,505.77,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,1112.69,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,9.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,661.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,326.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,17.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,1579.62,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,1130.43,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,899.69,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,948.91,Children and Young People (obsolete)-Childrens Care Services
2018-06-21,91.52,Children and Young People (obsolete)-Childrens Care Services
2018-06-21,1135.90,Children and Young People (obsolete)-Childrens Care Services
2018-06-21,1250.79,Economy and Environment (obsolete)-Environmental Services
2018-06-21,27.56,Economy and Environment (obsolete)-Housing Services
2018-06-21,2.00,Economy and Environment (obsolete)-Housing Services
2018-06-21,478.20,Economy and Environment (obsolete)-Housing Services
2018-06-21,2.29,Economy and Environment (obsolete)-Housing Services
2018-06-21,376.27,Economy and Environment (obsolete)-Housing Services
2018-06-21,107.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,114.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,601.73,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,18.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,891.41,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,8.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,389.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,4.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,1128.43,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,13.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,914.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,27.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,1247.35,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,2519.86,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,1955.62,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,121.95,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,1185.81,Economy and Environment (obsolete)-Environmental Services
2018-06-21,948.91,Children and Young People (obsolete)-Childrens Care Services
2018-06-21,44.20,Children and Young People (obsolete)-Childrens Care Services
2018-06-21,2.80,Children and Young People (obsolete)-Childrens Care Services
2018-06-21,1410.38,Children and Young People (obsolete)-Childrens Care Services
2018-06-21,1129.55,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,540.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,374.69,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,26.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-28,129.58,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,1410.38,Children and Young People (obsolete)-Childrens Care Services
2018-06-28,1135.90,Children and Young People (obsolete)-Childrens Care Services
2018-06-28,3.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-28,15.60,Children and Young People (obsolete)-Childrens Care Services
2018-06-28,1055.54,Children and Young People (obsolete)-Childrens Care Services
2018-06-28,1055.54,Children and Young People (obsolete)-Childrens Care Services
2018-06-28,72.86,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,150.42,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,7.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,700.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,6.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,1128.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,4.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,362.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,1637.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,159.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,1180.13,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,29.12,Economy and Environment (obsolete)-Housing Services
2018-06-28,0.50,Economy and Environment (obsolete)-Housing Services
2018-06-28,478.20,Economy and Environment (obsolete)-Housing Services
2018-06-28,2.55,Economy and Environment (obsolete)-Housing Services
2018-06-28,1.40,Economy and Environment (obsolete)-Housing Services
2018-06-28,372.34,Economy and Environment (obsolete)-Housing Services
2018-06-28,12.00,Economy and Environment (obsolete)-Environmental Services
2018-06-28,1307.63,Economy and Environment (obsolete)-Environmental Services
2018-06-28,68.64,Children and Young People (obsolete)-Childrens Care Services
2018-06-28,312.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,533.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,703.05,Children and Young People (obsolete)-Childrens Care Services
2018-06-18,9636.57,Children and Young People (obsolete)-Childrens Care Services
2018-06-20,900.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,958.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,3390.37,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,740.03,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-11,28973.90,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-11,36235.66,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,705.61,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-25,3304.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,4268.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,1192.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-25,775.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-07,219.15,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-07,558.17,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-14,633.85,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-14,588.58,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-15,706.29,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-15,452.75,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-15,144.88,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-15,615.74,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-15,579.52,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-28,612.43,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-28,541.77,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-20,36742.00,Children and Young People (obsolete)-Education
2018-06-29,8043.84,Deputy Chief Executive (obsolete)-Human Resources
2018-06-29,1539.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-29,11542.50,Deputy Chief Executive (obsolete)-Human Resources
2018-06-26,2189.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,585.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,9646.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-11,293.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-11,6959.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,6666.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,7934.84,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,16174.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,611.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,4325.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,4890.90,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,159.83,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,675.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,4000.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-13,2200.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-05,550.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-05,10601.50,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,2410.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,1880.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,652.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,87379.00,Children and Young People (obsolete)-Education
2018-06-21,2520.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-29,630.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-20,1022.45,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,1132.90,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,1132.90,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-13,244.63,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-13,244.63,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-13,244.63,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-13,244.63,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-13,244.63,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-26,7398.56,Children and Young People (obsolete)-Education - Capital
2018-06-26,7398.56,Children and Young People (obsolete)-Education - Capital
2018-06-21,1130.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-12,520.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,2109.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-04,739.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-05,570.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-05,827.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
