Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2016-12-22,45978.96,"Adults, Health and Social Care-Adult Health & Social Care",2016:10D  Dementia,,
2016-12-22,249214.49,"Adults, Health and Social Care-Adult Health & Social Care",2016:10FTIFrailty And/Or Temporary Illness,,
2016-12-22,233289.65,"Adults, Health and Social Care-Adult Health & Social Care",2016:10LD Learning Disabilities,,
2016-12-22,7998.30,"Adults, Health and Social Care-Adult Health & Social Care",2016:10MH Mental Health (Except Dementia),,
2016-12-22,46121.51,"Adults, Health and Social Care-Adult Health & Social Care",2016:10OV Other Vulnerable People,,
2016-12-22,95440.59,"Adults, Health and Social Care-Adult Health & Social Care",2016:10PD Physically Disabled,,
2016-12-22,874.96,"Adults, Health and Social Care-Adult Health & Social Care",2016:10SM Substance Misuse,,
2016-12-22,3554.32,"Adults, Health and Social Care-Adult Health & Social Care",2016:10VI Visual Impairment,,
2016-12-22,33738.60,"Adults, Health and Social Care-Adult Health & Social Care",2016:11D  Dementia,,
2016-12-22,4395.80,"Adults, Health and Social Care-Adult Health & Social Care",2016:11DSLDual Sensory Loss,,
2016-12-22,123987.90,"Adults, Health and Social Care-Adult Health & Social Care",2016:11FTIFrailty And/Or Temporary Illness,,
2016-12-22,2080.32,"Adults, Health and Social Care-Adult Health & Social Care",2016:11HI Hearing Impairment,,
2016-12-22,198153.78,"Adults, Health and Social Care-Adult Health & Social Care",2016:11LD Learning Disabilities,,
2016-12-22,21174.44,"Adults, Health and Social Care-Adult Health & Social Care",2016:11MH Mental Health (Except Dementia),,
2016-12-22,18326.00,"Adults, Health and Social Care-Adult Health & Social Care",2016:11OV Other Vulnerable People,,
2016-12-22,319836.60,"Adults, Health and Social Care-Adult Health & Social Care",2016:11PD Physically Disabled,,
2016-12-22,15527.92,"Adults, Health and Social Care-Adult Health & Social Care",2016:11VI Visual Impairment,,
2016-12-08,14832.72,Children and Young People-Childrens Services Unit,3Corners,,
2016-12-28,25000.00,Communities & Service Support-Community Safety & Support,509 Arts Ltd,,
2016-12-12,438.31,Economy and Environment-Transport Services,@first parts solutions - Brunel Ford,,
2016-12-01,682.00,Economy and Environment-Transport Services,A Ashworth & Son Landscapes Ltd,,
2016-12-12,2498.00,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
2016-12-22,598.00,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
2016-12-28,1466.00,Economy and Environment-Corporate Asset and Facilities Management,A Ashworth & Son Landscapes Ltd,,
2016-12-05,1368.26,Communities & Service Support-Museums & Arts,A C Entertainment Technologies Ltd,,
2016-12-05,1135.93,Communities & Service Support-Museums & Arts,A C Entertainment Technologies Ltd,,
2016-12-05,507.38,Communities & Service Support-Museums & Arts,A C Entertainment Technologies Ltd,,
2016-12-05,821.40,Communities & Service Support-Museums & Arts,A C Entertainment Technologies Ltd,,
2016-12-05,1271.32,Communities & Service Support-Museums & Arts,A C Entertainment Technologies Ltd,,
2016-12-30,360.00,Communities & Service Support-Museums & Arts,A C Entertainment Technologies Ltd,,
2016-12-30,330.00,Communities & Service Support-Museums & Arts,A C Entertainment Technologies Ltd,,
2016-12-21,1220.00,Chief Executive's Office-Other Services,REDACTED PERSONAL DATA,,
2016-12-13,490.80,"Adults, Health and Social Care-Adult Health & Social Care",AAA Medics Ltd Re Leylands,,
2016-12-13,1843.80,"Adults, Health and Social Care-Adult Health & Social Care",AAA Medics Ltd Re Leylands,,
2016-12-05,2160.67,Communities & Service Support-Libraries Info & Tourism,ACE Environmental Engineering Limited,,
2016-12-02,6050.00,Economy and Environment-Highways & Engineering Services - Capital,AECOM,,
2016-12-06,11096.42,Economy and Environment-Highways and Engineering Services,AECOM,,
2016-12-13,5857.50,Economy and Environment-Highways & Engineering Services - Capital,AECOM,,
2016-12-28,4849.20,Economy and Environment-Highways & Engineering Services - Capital,AECOM,,
2016-12-28,1885.80,Economy and Environment-Highways & Engineering Services - Capital,AECOM,,
2016-12-28,2245.00,Economy and Environment-Highways & Engineering Services - Capital,AECOM,,
2016-12-02,12091.59,Children and Young People-Education - Capital,AHR Architects Ltd,,
2016-12-02,12091.59,Children and Young People-Education - Capital,AHR Architects Ltd,,
2016-12-02,12638.53,Children and Young People-Education - Capital,AHR Architects Ltd,,
2016-12-02,12638.53,Children and Young People-Education - Capital,AHR Architects Ltd,,
2016-12-06,2750.00,Children and Young People-Education - Capital,AHR Architects Ltd,,
2016-12-15,4500.00,Economy and Environment-Highways & Engineering Services - Capital,AHR Architects Ltd,,
2016-12-22,14576.00,Children and Young People-Education - Capital,AHR Architects Ltd,,
2016-12-22,2346.00,Children and Young People-Education - Capital,AHR Architects Ltd,,
2016-12-23,369.34,Children and Young People-Education - Capital,AHR Architects Ltd,,
2016-12-23,529.20,Children and Young People-Education - Capital,AHR Architects Ltd,,
