Body,Body Name,Transaction Date,Transaction number,Supplier Name,Net Amount,Merchant Category,Merchant Category Group,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-28,75168,3 PEAKS CYCLES LTD,24.97,Bicycle Shops/Sales/Service,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Miscellaneous Expenses,68774826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-28,75169,3 PEAKS CYCLES LTD,4.17,Bicycle Shops/Sales/Service,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Miscellaneous Expenses,68774826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-06-29,76331,43035580 COSTA COFFEE,9.55,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-07-13,76841,43035580 COSTA COFFEE,9.80,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-07-26,77297,43036255 COSTA COFFEE,2.46,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72704821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-06-06,75497,A ONE TOOL & FIXING LT,246.67,Glass/Paint/Wallpaper Store,Building Materials,Economy and Environment-Housing Services,Equipment Furniture And Materials,52164020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-08-09,77799,A ONE TOOL & FIXING LT,29.63,Glass/Paint/Wallpaper Store,Building Materials,Communities & Service Support-Recreation & Support,Equipment Furniture And Materials,06104020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-30,75292,A and A vehicle services,15.00,Auto Service Shops/Non Dealer,Vehicles Servicing And Spares,Children and Young People-Schools and Children's Services - Non-School,Miscellaneous Expenses,68774826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-06-14,75823,A1 NOWAZ SUPERSTOR 82439,37.51,Grocery Stores,General Retail And Wholesale,Communities & Service Support-Community Safety & Support,Catering Clothing And Uniforms,04714216
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-06-15,75871,A1 NOWAZ SUPERSTOR 82439,30.00,Grocery Stores,General Retail And Wholesale,Communities & Service Support-Community Safety & Support,Catering Clothing And Uniforms,04714216
