Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2015-09-18,37.95,Children and Young People-Childrens Care Services,99P STORES,,
2015-06-24,27.18,Communities & Service Support-Sport & Leisure Management DSO,A ONE TOOL & FIXING LT,,
2015-09-10,416.67,Economy and Environment-Housing Services,A ONE TOOL & FIXING LT,,
2015-09-10,22.80,Economy and Environment-Housing Services,A ONE TOOL & FIXING LT,,
2015-08-11,87.62,Children and Young People-Childrens Care Services,AAKASH CAGTERING BRADF,,
2015-05-26,140.00,"Adults, Health and Social Care-Adult Health & Social Care",ABLE GROUP UK,,
2015-04-09,33.30,"Adults, Health and Social Care-Adult Health & Social Care",ACTIVITYTOSHARE,,
2015-09-24,8.62,Children and Young People-Childrens Care Services,ALDI,,
2015-07-31,19.75,"Adults, Health and Social Care-Adult Health & Social Care",ALDI,,
2015-07-03,12.11,"Adults, Health and Social Care-Adult Health & Social Care",ALDI,,
2015-07-09,2.94,"Adults, Health and Social Care-Adult Health & Social Care",ALDI,,
2015-07-12,6.93,"Adults, Health and Social Care-Adult Health & Social Care",ALDI,,
2015-07-23,29.26,"Adults, Health and Social Care-Adult Health & Social Care",ALDI,,
2015-09-11,110.00,Children and Young People-Childrens Care Services,ALLPAY.NET VISA AND MAST,,
2015-08-13,47.00,Children and Young People-Childrens Care Services,ALTON TOWERS,,
2015-07-29,25.00,Children and Young People-Childrens Care Services,AMF BOWLING,,
2015-07-29,5.42,Children and Young People-Childrens Care Services,AMF BOWLING,,
2015-09-03,79.17,"Adults, Health and Social Care-Adult Health & Social Care",APPLIANCE WORLD,,
2015-06-25,124.17,"Adults, Health and Social Care-Adult Health & Social Care",APPLIANCE WORLD,,
2015-04-15,166.67,"Adults, Health and Social Care-Adult Health & Social Care",APPLIANCE WORLD,,
2015-09-11,37.50,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-09-14,37.50,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-09-22,179.17,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-09-25,116.67,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
