Body,Body Name,Transaction Date,Transaction number,Supplier Name,Net Amount,Merchant Category,Merchant Category Group,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-07-02,51851,ALDI,23.90,Grocery Stores,General Retail And Wholesale,Children and Young People-Childrens Care Services,Catering Clothing And Uniforms,72244260
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-06-03,51023,AMOMA.COM,88.57,Travel Agencies,Travel,Economy and Environment-Housing Services,Expenses,52004600
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-06-29,51697,ANCESTRY.CO.UK,10.95,Continuity/Subscription Mercht,Mail Order / Direct Selling,Communities & Service Support-Customer Services and Communications,Miscellaneous Expenses,10204800
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-06-05,51050,ANDREW PAGE,51.91,Automotive Parts Stores,Vehicles Servicing And Spares,Communities & Service Support-Safer Cleaner Greener,Equipment Furniture And Materials,90274088
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-06-15,51300,AO RETAIL LIMITED,104.17,Household Appliance Stores,General Retail And Wholesale,Communities & Service Support-Customer Services and Communications,Services,10294417
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-07-01,51860,ARCO LTD,46.42,Uniforms & Commercial Clothing,Business Clothing And Footwear,Economy and Environment-Planning & Building Control,Equipment Furniture And Materials,58104020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-07-06,51910,ARGOS LTD,225.92,Discount Stores,General Retail And Wholesale,Economy and Environment-Planning & Building Control,Equipment Furniture And Materials,58104020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-07-09,52057,ARGOS LTD,15.98,Discount Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Miscellaneous Expenses,685A4826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-07-25,52572,ARGOS LTD,14.24,Discount Stores,General Retail And Wholesale,Children and Young People-Childrens Care Services,Equipment Furniture And Materials,72244000
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-06-18,51421,ARGOS LTD,67.27,Discount Stores,General Retail And Wholesale,Children and Young People-Childrens Care Services,Equipment Furniture And Materials,72204000
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-05-21,50678,ARGOS LTD,201.37,Discount Stores,General Retail And Wholesale,Children and Young People-Childrens Services Unit,Other Grants Reimbursements And Contributions,701A9120
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-05-21,50679,ARGOS LTD,82.42,Discount Stores,General Retail And Wholesale,Children and Young People-Childrens Services Unit,Other Grants Reimbursements And Contributions,701A9120
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-03-31,49287,ARGOS LTD,42.73,Discount Stores,General Retail And Wholesale,Children and Young People-Childrens Services Unit,Other Grants Reimbursements And Contributions,701A9120
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-03-31,49288,ARGOS LTD,45.00,Discount Stores,General Retail And Wholesale,Children and Young People-Childrens Services Unit,Other Grants Reimbursements And Contributions,701A9120
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-04-02,49335,ARGOS LTD,118.73,Discount Stores,General Retail And Wholesale,Children and Young People-Childrens Care Services,Services,72204422
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-04-07,49405,ARGOS LTD,39.56,Discount Stores,General Retail And Wholesale,Children and Young People-Childrens Care Services,Equipment Furniture And Materials,72204000
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-07-22,52473,ARGOS RETAIL GROUP,167.41,Discount Stores,General Retail And Wholesale,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72304858
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-04-28,49987,ARGOS RETAIL GROUP,49.94,Discount Stores,General Retail And Wholesale,Communities & Service Support-Museums & Arts,Expenses,12414679
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-03-30,49242,ARGOS RETAIL GROUP,28.94,Discount Stores,General Retail And Wholesale,Children and Young People-Childrens Services Unit,Other Grants Reimbursements And Contributions,701A9120
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-04-13,49588,ARGOS RETAIL GROUP,55.23,Discount Stores,General Retail And Wholesale,Children and Young People-Childrens Services Unit,Other Grants Reimbursements And Contributions,701A9120
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-04-13,49589,ARGOS RETAIL GROUP,330.64,Discount Stores,General Retail And Wholesale,Children and Young People-Childrens Services Unit,Other Grants Reimbursements And Contributions,701A9120
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-07-03,51874,ARMITAGE & SON,14.99,Lawn/Garden Supply/Nursery,Estate And Garden Services,Communities & Service Support-Recreation & Support,Equipment Furniture And Materials (Cont),06114110
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-07-21,52422,ASDA STORE,8.33,Grocery Stores,General Retail And Wholesale,Children and Young People-Childrens Care Services,Services,72204427
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-07-25,52571,ASDA STORE,14.85,Grocery Stores,General Retail And Wholesale,Children and Young People-Childrens Care Services,Catering Clothing And Uniforms,72244200
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-07-01,51813,ASDA STORE,18.33,Grocery Stores,General Retail And Wholesale,Children and Young People-Childrens Care Services,Services,72214427
