Payment Date,Amount,Benificiary Name,Organisational Unit
2016-07-12,5940.00,Church Lane Surgery,Chief Executive's Office-Public Health
2016-07-14,1916.20,Church Lane Surgery,Chief Executive's Office-Public Health
2016-07-14,1170.17,Church Lane Surgery,Chief Executive's Office-Public Health
2016-07-12,7906.97,Flying Entertainment Ltd,Communities & Service Support-Museums & Arts
2016-07-25,896.00,2 Works TM Ltd,Children and Young People-Education - Capital
2016-07-12,31524.96,2016:04D  Dementia,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,275291.30,2016:04FTIFrailty And/Or Temporary Illness,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,159213.98,2016:04LD Learning Disabilities,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,6243.87,2016:04MH Mental Health (Except Dementia),"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,29942.53,2016:04OV Other Vulnerable People,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,69617.72,2016:04PD Physically Disabled,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,874.96,2016:04SM Substance Misuse,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,4220.20,2016:04VI Visual Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,35276.53,2016:05D  Dementia,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,5402.20,2016:05DSLDual Sensory Loss,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,128720.28,2016:05FTIFrailty And/Or Temporary Illness,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,1420.00,2016:05HI Hearing Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,199247.20,2016:05LD Learning Disabilities,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,16332.18,2016:05MH Mental Health (Except Dementia),"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,14708.48,2016:05OV Other Vulnerable People,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,315572.29,2016:05PD Physically Disabled,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-12,14172.68,2016:05VI Visual Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-06,3000.00,8th/26th Calder Valley Scout Group,Communities & Service Support-Community Safety & Support
2016-07-21,1938.10,@first parts solutions - Brunel Ford,Economy and Environment-Transport Vehicle Maintenance Workshop
2016-07-05,2045.00,A Ashworth & Son Landscapes Ltd,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-20,3160.00,A Ashworth & Son Landscapes Ltd,Children and Young People-Schools and Children's Services - Non-School
2016-07-25,2903.00,A Ashworth & Son Landscapes Ltd,Children and Young People-Schools and Children's Services - Non-School
2016-07-25,786.00,A Ashworth & Son Landscapes Ltd,Children and Young People-Schools and Children's Services - Non-School
2016-07-25,770.46,A Ashworth & Son Landscapes Ltd,Communities & Service Support-Sport & Leisure Management DSO
2016-07-25,520.58,A Ashworth & Son Landscapes Ltd,Communities & Service Support-Sport & Leisure Management DSO
2016-07-28,818.00,A Ashworth & Son Landscapes Ltd,Communities & Service Support-Sport & Countryside
2016-07-18,2626.53,A J Rowe,Children and Young People-Schools and Children's Services - Non-School
2016-07-26,490.80,AAA Medics Ltd Re Leylands,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-26,1729.84,AAA Medics Ltd Re Leylands,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-01,531.15,ACE Environmental Engineering Limited,Communities & Service Support-Sport & Leisure Management DSO
2016-07-20,1109.46,ACE Environmental Engineering Limited,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-20,2752.17,ACE Environmental Engineering Limited,Communities & Service Support-Libraries Info & Tourism
2016-07-19,28756.00,AHR Architects Ltd,Children and Young People-Education - Capital
2016-07-01,5954.01,ALTOVA GMBH XML SPY,Deputy Chief Executive-ICT Services
2016-07-12,570.00,AMG Group Ltd,Children and Young People-Schools and Children's Services - Non-School
2016-07-12,18.80,AMG Group Ltd,Children and Young People-Schools and Children's Services - Non-School
2016-07-05,553.33,APPLIANCE WORLD,Communities & Service Support-Customer Services and Communications
2016-07-13,108.10,ATS Euromaster Ltd,Communities & Service Support-Safer Cleaner Greener
2016-07-13,606.52,ATS Euromaster Ltd,Communities & Service Support-Safer Cleaner Greener
2016-07-13,725.96,ATS Euromaster Ltd,Communities & Service Support-Safer Cleaner Greener
2016-07-13,641.68,ATS Euromaster Ltd,Communities & Service Support-Safer Cleaner Greener
2016-07-13,768.21,ATS Euromaster Ltd,Communities & Service Support-Safer Cleaner Greener
2016-07-13,89.59,ATS Euromaster Ltd,Communities & Service Support-Safer Cleaner Greener
2016-07-04,548.91,AWM Ltd,Economy and Environment-Markets
2016-07-11,91053.47,AWM Ltd,Economy and Environment-Environmental Services
2016-07-11,76064.99,AWM Ltd,Economy and Environment-Environmental Services
2016-07-11,83992.85,AWM Ltd,Economy and Environment-Environmental Services
2016-07-27,1769.30,AWM Ltd,Economy and Environment-Environmental Services
2016-07-27,650.56,AWM Ltd,Economy and Environment-Markets
2016-07-27,85382.39,AWM Ltd,Economy and Environment-Environmental Services
2016-07-27,85196.67,AWM Ltd,Economy and Environment-Environmental Services
2016-07-07,6720.00,Accora Ltd,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-07,1090.00,Accora Ltd,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-07,1090.00,Accora Ltd,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-07,1090.00,Accora Ltd,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-21,2054.00,Accora Ltd,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-21,1920.00,Accora Ltd,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-01,550.00,Ace Contract Maintenance Ltd,Communities & Service Support-Sport & Leisure Management DSO
2016-07-01,1686.45,Ace Contract Maintenance Ltd,Economy and Environment-Markets
2016-07-01,455.00,Ace Contract Maintenance Ltd,Children and Young People-Schools and Children's Services - Non-School
2016-07-20,3465.00,Acivico (Building Consultancy) Ltd,Economy and Environment-Planning & Building Control
2016-07-13,8050.00,Acorn Analytical Services Ltd,Economy and Environment-Highways & Engineering Services - Capital
2016-07-13,8000.00,Acorn Analytical Services Ltd,Economy and Environment-Highways & Engineering Services - Capital
2016-07-01,6188.00,Acorn Care & Education Sales Ledger re Belmont Sch,Children and Young People-Schools and Children's Services - Non-School
2016-07-08,2989.80,Acorn House (Fostering Services) Ltd,Children and Young People-Childrens Care Services
2016-07-14,1008.15,Active,Children and Young People-Childrens Care Services
2016-07-14,675.00,Active,Children and Young People-Childrens Care Services
2016-07-15,1497.60,Active,Children and Young People-Childrens Care Services
2016-07-15,1497.60,Active,Children and Young People-Childrens Care Services
2016-07-15,702.90,Active,Children and Young People-Childrens Care Services
2016-07-18,583.80,Active,Children and Young People-Childrens Care Services
2016-07-21,2172.38,Active,"Adults, Health and Social Care-Adult Health & Social Care"
2016-07-06,6908.51,Adare Sec Limited,Chief Executive's Office-Law & Administration Service
2016-07-06,150.00,Adare Sec Limited,Chief Executive's Office-Law & Administration Service
2016-07-06,464.00,Adare Sec Limited,Chief Executive's Office-Law & Administration Service
2016-07-06,1225.49,Adare Sec Limited,Chief Executive's Office-Law & Administration Service
2016-07-06,1400.00,Adare Sec Limited,Chief Executive's Office-Law & Administration Service
