Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2015-04-28,1.98,Communities & Service Support (obsolete)-Libraries Info & Tourism,99P STORES,,
2015-05-18,5.00,Economy and Environment (obsolete)-Housing Services,A ONE TOOL & FIXING LT,,
2015-04-29,3.39,Children and Young People's Services-Schools and Children's Services - Non-School,ALDI 773 60,,
2015-05-06,5.03,Children and Young People's Services-Schools and Children's Services - Non-School,ALDI 773 60,,
2015-05-08,32.61,Children and Young People's Services-Schools and Children's Services - Non-School,ALDI 773 60,,
2015-05-08,6.08,Children and Young People's Services-Schools and Children's Services - Non-School,ALDI 773 60,,
2015-05-17,31.37,Children and Young People's Services-Schools and Children's Services - Non-School,ALDI 773 60,,
2015-04-30,10.95,Communities & Service Support (obsolete)-Customer Services and Communications,ANCESTRY.CO.UK,,
2015-05-06,59.34,Communities & Service Support (obsolete)-Customer Services and Communications,ANTALIS UK LTD,,
2015-05-19,415.83,Deputy Chief Executive (obsolete)-ICT Services,APPLE ONLINE STORE GBP,,
2015-04-02,244.17,Communities & Service Support (obsolete)-Customer Services and Communications,APPLIANCE WORLD,,
2015-05-19,135.00,Economy and Environment (obsolete)-Housing Services,APPLIANCE WORLD,,
2015-05-11,412.77,Economy and Environment (obsolete)-Housing Services,APPLIANCE WORLD,,
2015-04-28,30.90,Economy and Environment (obsolete)-Environmental Services,ARCO LTD,,
2015-04-30,57.20,Economy and Environment (obsolete)-Environmental Services,ARCO LTD,,
2015-05-12,58.66,Economy and Environment (obsolete)-Environmental Services,ARCO LTD,,
2015-05-12,8.45,Economy and Environment (obsolete)-Environmental Services,ARCO LTD,,
2015-05-19,74.08,Economy and Environment (obsolete)-Housing Services,ARGOS DIRECT,,
2015-05-19,4.99,Economy and Environment (obsolete)-Housing Services,ARGOS DIRECT,,
2015-05-05,25.00,Children and Young People's Services-Childrens Services Unit,ARGOS LTD,,
2015-05-20,49.99,Communities & Service Support (obsolete)-Customer Services and Communications,ARGOS LTD,,
2015-05-19,142.03,Children and Young People's Services-Childrens Care Services,ARGOS LTD,,
2015-05-12,242.43,Communities & Service Support (obsolete)-Museums & Arts,ARGOS LTD,,
2015-05-15,215.62,Economy and Environment (obsolete)-Housing Services,ARGOS RETAIL GROUP,,
2015-05-18,4.98,Communities & Service Support (obsolete)-Recreation & Support,ARMITAGE & SON,,
2015-04-12,9.97,Communities & Service Support (obsolete)-Museums & Arts,ASDA STORE,,
2015-04-19,21.07,Communities & Service Support (obsolete)-Museums & Arts,ASDA STORE,,
2015-04-20,67.13,Communities & Service Support (obsolete)-Museums & Arts,ASDA STORE,,
2015-04-22,44.02,Communities & Service Support (obsolete)-Museums & Arts,ASDA STORE,,
2015-05-08,20.67,Children and Young People's Services-Childrens Care Services,ASDA STORE,,
2015-05-15,17.42,Children and Young People's Services-Childrens Care Services,ASDA STORE,,
2015-05-27,1.50,Children and Young People's Services-Childrens Care Services,ASDA STORE,,
2015-05-23,22.03,Children and Young People's Services-Childrens Care Services,ASDA STORE,,
2015-05-11,147.74,Children and Young People's Services-Childrens Care Services,ASDA STORE,,
2015-05-18,3.33,Children and Young People's Services-Childrens Care Services,ASDA STORE,,
2015-05-02,16.50,Children and Young People's Services-Childrens Care Services,ASDA STORE,,
2015-05-26,30.15,Children and Young People's Services-Children and Young People's Serv - Central Depts.,ASDA STORE,,
2015-05-19,173.79,Economy and Environment (obsolete)-Housing Services,ASDA STORE,,
2015-05-13,189.45,Economy and Environment (obsolete)-Housing Services,ASDA STORE,,
2015-05-20,14.48,Economy and Environment (obsolete)-Housing Services,ASDA STORE,,
2015-05-13,5.86,Children and Young People's Services-Schools and Children's Services - Non-School,ASDA SUPERSTORE,,
2015-04-15,86.95,Communities & Service Support (obsolete)-Museums & Arts,Amazon Svcs Europe SAR,,
2015-04-17,14.33,Communities & Service Support (obsolete)-Museums & Arts,Amazon Svcs Europe SAR,,
2015-05-06,26.42,Children and Young People's Services-Schools and Children's Services - Non-School,Amazon Svcs Europe SAR,,
2015-05-06,6.32,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-08,6.31,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-21,15.99,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-04-13,148.74,Communities & Service Support (obsolete)-Customer Services and Communications,Amazon Svcs Europe SAR,,
2015-05-10,7.48,Children and Young People's Services-Childrens Care Services,Amazon Svcs Europe SAR,,
2015-05-13,46.01,Children and Young People's Services-Childrens Care Services,Amazon Svcs Europe SAR,,
2015-05-13,4.95,Children and Young People's Services-Childrens Care Services,Amazon Svcs Europe SAR,,
2015-04-30,2.56,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Amazon Svcs Europe SAR,,
2015-05-03,23.37,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Amazon Svcs Europe SAR,,
2015-05-06,13.42,Children and Young People's Services-Childrens Services Unit,Amazon Svcs Europe SAR,,
2015-05-15,8.50,Children and Young People's Services-Childrens Services Unit,Amazon Svcs Europe SAR,,
2015-04-02,11.97,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Amazon Svcs Europe SAR,,
2015-04-02,5.54,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Amazon Svcs Europe SAR,,
2015-04-02,25.80,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Amazon Svcs Europe SAR,,
2015-04-02,14.58,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Amazon Svcs Europe SAR,,
2015-05-20,6.90,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-21,12.29,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-04-30,8.89,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-06,10.25,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-07,4.58,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-08,22.80,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-08,31.78,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-09,49.22,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-11,15.90,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-12,13.10,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-12,41.83,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-12,7.15,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-13,39.48,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-13,2.81,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-15,12.27,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-15,6.57,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-16,25.98,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-16,39.79,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-18,12.10,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-19,8.75,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon Svcs Europe SAR,,
2015-05-18,8.25,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Marketplace,,
2015-05-05,34.90,Economy and Environment (obsolete)-Corporate Asset and Facilities Management,Amazon UK Marketplace,,
2015-04-29,29.96,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Amazon UK Marketplace,,
2015-04-02,17.47,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Amazon UK Marketplace,,
2015-05-21,12.33,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Marketplace,,
2015-05-13,8.79,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Marketplace,,
2015-05-14,21.60,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Marketplace,,
2015-05-16,41.76,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Marketplace,,
2015-05-20,4.92,Communities & Service Support (obsolete)-Safer Cleaner Greener,Amazon UK Marketplace,,
2015-05-20,9.78,Economy and Environment (obsolete)-Corporate Asset and Facilities Management,Amazon UK Retail,,
2015-05-07,22.82,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-23,14.95,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-23,30.67,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-17,167.71,Communities & Service Support (obsolete)-Customer Services and Communications,Amazon UK Retail,,
2015-04-17,183.58,Communities & Service Support (obsolete)-Sport & Countryside,Amazon UK Retail,,
2015-04-09,40.59,Communities & Service Support (obsolete)-Customer Services and Communications,Amazon UK Retail,,
2015-05-02,38.12,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Amazon UK Retail,,
2015-05-03,8.32,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Amazon UK Retail,,
2015-04-01,22.37,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Amazon UK Retail,,
2015-04-01,8.79,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Amazon UK Retail,,
2015-04-09,64.21,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Amazon UK Retail,,
2015-04-28,3.01,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-04-30,12.94,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-09,10.69,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-09,20.40,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-14,22.24,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-14,10.99,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-16,13.20,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-16,33.69,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-16,12.96,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-16,20.27,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-19,3.33,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-19,11.12,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-19,20.47,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-20,13.48,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-05-20,13.99,Communities & Service Support (obsolete)-Libraries Info & Tourism,Amazon UK Retail,,
2015-04-29,317.57,Adult Services and Wellbeing-Adult Health & Social Care,Amazon UK Retail,,
2015-03-30,40.00,Adult Services and Wellbeing-Adult Health & Social Care,B & Q,,
2015-05-11,2.15,Children and Young People's Services-Childrens Care Services,B & Q PLC,,
2015-04-22,69.37,Communities & Service Support (obsolete)-Museums & Arts,B & Q PLC,,
2015-04-28,31.50,Economy and Environment (obsolete)-Housing Services,B & Q PLC,,
2015-04-16,38.77,Adult Services and Wellbeing-Adult Health & Social Care,B & Q PLC,,
2015-04-20,28.86,Adult Services and Wellbeing-Adult Health & Social Care,B & Q PLC,,
2015-04-22,25.61,Adult Services and Wellbeing-Adult Health & Social Care,B & Q PLC,,
2015-04-22,18.94,Adult Services and Wellbeing-Adult Health & Social Care,B & Q PLC,,
2015-04-23,11.20,Adult Services and Wellbeing-Adult Health & Social Care,B & Q PLC,,
2015-04-27,12.45,Adult Services and Wellbeing-Adult Health & Social Care,B & Q PLC,,
2015-05-19,91.37,Communities & Service Support (obsolete)-Sport & Countryside,B & Q PLC,,
2015-04-28,3.32,Children and Young People's Services-Childrens Care Services,B&M RETAIL LTD,,
2015-05-11,8.27,Children and Young People's Services-Childrens Care Services,B&M RETAIL LTD,,
2015-04-10,8.32,Communities & Service Support (obsolete)-Sport & Countryside,B&M RETAIL LTD,,
2015-05-20,2.98,Children and Young People's Services-Children and Young People's Serv - Central Depts.,B&M RETAIL LTD,,
2015-05-11,22.95,Economy and Environment (obsolete)-Housing Services,B&M RETAIL LTD,,
2015-05-20,40.00,Communities & Service Support (obsolete)-Libraries Info & Tourism,BAUER MEDIA,,
2015-05-20,460.01,Deputy Chief Executive (obsolete)-ICT Services,BILLETTO UK,,
2015-05-15,318.00,Communities & Service Support (obsolete)-Customer Services and Communications,BIRMINGHAMTELECOM,,
2015-05-20,6.14,Children and Young People's Services-Children and Young People's Serv - Central Depts.,BURGER KING HALIFAX,,
2015-05-21,16.67,Communities & Service Support (obsolete)-Safer Cleaner Greener,CALDER VALLEY AQUATICS,,
2015-05-20,100.00,Communities & Service Support (obsolete)-Customer Services and Communications,CARPET MILL,,
2015-04-02,100.00,Communities & Service Support (obsolete)-Customer Services and Communications,CARPET MILL,,
2015-04-02,100.00,Communities & Service Support (obsolete)-Customer Services and Communications,CARPET MILL,,
2015-04-08,100.00,Communities & Service Support (obsolete)-Customer Services and Communications,CARPET MILL,,
2015-04-28,0.01,Children and Young People's Services-Schools and Children's Services - Non-School,CMBC COUNTER&P/NET,,
2015-04-28,0.01,Children and Young People's Services-Schools and Children's Services - Non-School,CMBC COUNTER&P/NET,,
2015-05-05,411.88,Economy and Environment (obsolete)-Housing Services,COCKROFT TIMBER LTD,,
2015-05-05,79.65,Economy and Environment (obsolete)-Housing Services,COCKROFT TIMBER LTD,,
2015-05-11,115.00,Economy and Environment (obsolete)-Housing Services,COCKROFT TIMBER LTD,,
2015-05-13,1.67,Economy and Environment (obsolete)-Planning & Building Control,COLUMBUS TRAINLINE,,
2015-04-10,45.50,Communities & Service Support (obsolete)-Museums & Arts,CROSS COUNTRY CC,,
2015-04-21,52.22,Communities & Service Support (obsolete)-Sport & Countryside,CTS IRONMONGERY LTD,,
2015-04-20,126.40,Communities & Service Support (obsolete)-Museums & Arts,CURRYS,,
2015-05-12,66.66,Communities & Service Support (obsolete)-Customer Services and Communications,CURRYS ONLINE,,
2015-04-10,116.66,Communities & Service Support (obsolete)-Customer Services and Communications,CURRYS ONLINE,,
2015-05-05,216.67,Communities & Service Support (obsolete)-Customer Services and Communications,DIRECT DISCOUNTS,,
2015-04-07,470.00,Communities & Service Support (obsolete)-Customer Services and Communications,DIRECT DISCOUNTS,,
2015-05-01,3.49,Deputy Chief Executive (obsolete)-ICT Services,DNH*GODADDY.COM EUROPE,,
2015-05-19,1698.50,Children and Young People's Services-Childrens Care Services,DRAYTON MANOR PARK,,
2015-03-30,21.34,Adult Services and Wellbeing-Adult Health & Social Care,DULUX DECORATOR CENTRE,,
2015-05-01,3.80,Children and Young People's Services-Schools and Children's Services - Non-School,E H BOOTH & CO,,
2015-05-04,7.88,Children and Young People's Services-Schools and Children's Services - Non-School,E H BOOTH & CO,,
2015-05-21,56.22,Communities & Service Support (obsolete)-Safer Cleaner Greener,EDMUNDSON ELECTRICAL,,
2015-05-16,6.10,Children and Young People's Services-Childrens Care Services,ELECTRIC BOWL,,
2015-05-16,21.90,Children and Young People's Services-Childrens Care Services,ELECTRIC BOWL,,
2015-04-01,7.01,Adult Services and Wellbeing-Adult Health & Social Care,EUROCELL BUILDING,,
2015-04-04,23.78,Communities & Service Support (obsolete)-Customer Services and Communications,FACEBK *5V97Q7WSS2,,
2015-04-16,14.00,Communities & Service Support (obsolete)-Museums & Arts,FACEBK *7XNSS725X2,,
2015-04-22,14.00,Communities & Service Support (obsolete)-Museums & Arts,FACEBK *9H7WT7N4X2,,
2015-04-07,22.87,Communities & Service Support (obsolete)-Customer Services and Communications,FACEBK *E6PTV76TS2,,
2015-03-30,36.75,Communities & Service Support (obsolete)-Customer Services and Communications,FACEBK *GC2GA82TS2,,
2015-04-01,27.09,Communities & Service Support (obsolete)-Customer Services and Communications,FACEBK *GWYSP7WSS2,,
2015-03-27,38.72,Communities & Service Support (obsolete)-Customer Services and Communications,FACEBK *HADV982TS2,,
2015-04-08,14.00,Communities & Service Support (obsolete)-Museums & Arts,FACEBK *HNTKQ7J4X2,,
