Payment Date,Amount,Benificiary Name,Organisational Unit
2016-01-22,5450.00,Church Lane Surgery,Chief Executive's Office-Public Health
2016-01-22,1219.40,Church Lane Surgery,Chief Executive's Office-Public Health
2016-01-22,1458.63,Church Lane Surgery,Chief Executive's Office-Public Health
2016-01-26,25120.55,2015:11D  Dementia,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,234263.89,2015:11FTIFrailty And/Or Temporary Illness,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,162072.19,2015:11LD Learning Disabilities,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,14468.67,2015:11MH Mental Health (Except Dementia),"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,28840.32,2015:11OV Other Vulnerable People,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,54758.56,2015:11PD Physically Disabled,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,833.28,2015:11SM Substance Misuse,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,3919.95,2015:11VI Visual Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,32842.82,2015:12D  Dementia,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,5402.20,2015:12DSLDual Sensory Loss,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,145169.97,2015:12FTIFrailty And/Or Temporary Illness,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,645.00,2015:12HI Hearing Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,192097.24,2015:12LD Learning Disabilities,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,14690.28,2015:12MH Mental Health (Except Dementia),"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,11276.32,2015:12OV Other Vulnerable People,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,299684.85,2015:12PD Physically Disabled,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,1488.00,2015:12SM Substance Misuse,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,14980.00,2015:12VI Visual Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-15,12465.90,3Corners,Children and Young People-Childrens Services Unit
2016-01-27,568.75,@first parts solutions - Brunel Ford,Economy and Environment-Transport Vehicle Maintenance Workshop
2016-01-07,798.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Housing Services
2016-01-13,768.00,A Ashworth & Son Landscapes Ltd,Deputy Chief Executive-ICT Services
2016-01-18,578.00,A Ashworth & Son Landscapes Ltd,Communities & Service Support-Museums & Arts
2016-01-26,497.31,A Ashworth & Son Landscapes Ltd,Communities & Service Support-Museums & Arts
2016-01-29,2274.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Corporate Asset and Facilities Management
2016-01-07,19500.00,A J Rowe,Children and Young People-Schools and Children's Services - Non-School
