Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2012-11-08,9130.66,Communities-Museums & Arts,Flying Entertainment Ltd,,
2012-11-14,3031.18,Communities-Museums & Arts,Flying Entertainment Ltd,,
2012-11-06,29178.53,"Adults, Health and Social Care-Adult Health & Social Care",2012:09D  Dementia,,
2012-11-06,1056.00,"Adults, Health and Social Care-Adult Health & Social Care",2012:09DSLDual Sensory Loss,,
2012-11-06,135920.21,"Adults, Health and Social Care-Adult Health & Social Care",2012:09FTIFrailty And/Or Temporary Illness,,
2012-11-06,1248.00,"Adults, Health and Social Care-Adult Health & Social Care",2012:09HI Hearing Impairment,,
2012-11-06,99888.86,"Adults, Health and Social Care-Adult Health & Social Care",2012:09LD Learning Disabilities,,
2012-11-06,5050.45,"Adults, Health and Social Care-Adult Health & Social Care",2012:09MH Mental Health (Except Dementia),,
2012-11-06,546.00,"Adults, Health and Social Care-Adult Health & Social Care",2012:09OV Other Vulnerable People,,
2012-11-06,5317.71,"Adults, Health and Social Care-Adult Health & Social Care",2012:09OV Other Vulnerable People,,
2012-11-06,272779.57,"Adults, Health and Social Care-Adult Health & Social Care",2012:09PD Physically Disabled,,
2012-11-06,12396.00,"Adults, Health and Social Care-Adult Health & Social Care",2012:09VI Visual Impairment,,
2012-11-02,629.63,Children and Young People-Childrens Services Unit,3Corners,,
2012-11-15,595.00,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2012-11-19,1045.13,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2012-11-22,58.10,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2012-11-22,398.65,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2012-11-22,529.53,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2012-11-22,8.00,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2012-11-26,438.38,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2012-11-08,55.48,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2012-11-08,75.32,Economy and Environment-Other Catering DSO,A & M,,
2012-11-08,1799.02,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2012-11-29,109.45,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2012-11-29,191.09,Economy and Environment-Other Catering DSO,A & M,,
2012-11-29,1275.95,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2012-11-29,70.84,Economy and Environment-Other Catering DSO,A & M,,
2012-11-29,1179.46,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2012-11-29,85.15,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2012-11-05,600.00,Economy and Environment-Housing Services,A Ali & A Akbar,,
2012-11-05,4177.00,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
2012-11-05,740.00,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
2012-11-15,3151.00,Communities-Safer Cleaner Greener,A Ashworth & Son Landscapes Ltd,,
2012-11-19,450.00,Communities-Libraries Info & Tourism,A Ashworth & Son Landscapes Ltd,,
2012-11-22,152.00,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
2012-11-22,528.00,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
2012-11-22,379.00,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
2012-11-22,122.92,Economy and Environment-Housing Services,A Ashworth & Son Landscapes Ltd,,
2012-11-22,61.46,Economy and Environment-Housing Services,A Ashworth & Son Landscapes Ltd,,
2012-11-22,283.15,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
2012-11-22,61.46,Economy and Environment-Housing Services,A Ashworth & Son Landscapes Ltd,,
2012-11-26,1341.60,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
