Payment Date,Benificiary Name,Amount,Organisational Unit
2016-01-28,43036255 COSTA COFFEE,4.91,Children and Young People-Childrens Care Services
2016-02-23,43036255 COSTA COFFEE,5.42,Children and Young People-Childrens Care Services
2016-02-01,43036255 COSTA COFFEE,4.24,Children and Young People-Childrens Care Services
2016-02-08,43036255 COSTA COFFEE,5.10,Children and Young People-Childrens Care Services
2016-02-29,43036255 COSTA COFFEE,3.46,Children and Young People-Childrens Care Services
2016-01-28,A ONE TOOL & FIXING LT,62.01,Economy and Environment-Housing Services
2016-02-02,ABS INDEPENDENT COPIER,18.68,Children and Young People-Schools and Children's Services - Non-School
2016-03-02,ABS INDEPENDENT COPIER,16.61,Children and Young People-Schools and Children's Services - Non-School
2015-12-29,ACE DOMESTICS LTD,17.90,Children and Young People-Childrens Care Services
2016-02-11,ACTIVITYTOSHARE,318.54,"Adults, Health and Social Care-Adult Health & Social Care"
2016-02-21,ADAMS MARK,100.00,Deputy Chief Executive-Human Resources
2016-01-27,ADAPT2DIGITAL.COM,118.80,Deputy Chief Executive-Human Resources
2016-01-27,ADAPT2DIGITAL.COM,118.80,Deputy Chief Executive-Human Resources
2016-01-31,AIRKIX MK LIMITED,49.97,Children and Young People-Childrens Care Services
2016-02-15,ALDI,2.84,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-04,ALDI,5.70,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-05,ALDI,10.90,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-14,ALDI,63.40,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-18,ALDI,15.89,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-22,ALDI,23.39,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-26,ALDI,9.69,"Adults, Health and Social Care-Adult Health & Social Care"
2015-11-30,ALDI,39.63,"Adults, Health and Social Care-Adult Health & Social Care"
2015-12-02,ALDI,12.35,"Adults, Health and Social Care-Adult Health & Social Care"
2015-12-07,ALDI,70.23,"Adults, Health and Social Care-Adult Health & Social Care"
2015-12-08,ALDI,10.38,"Adults, Health and Social Care-Adult Health & Social Care"
2015-12-09,ALDI,63.99,"Adults, Health and Social Care-Adult Health & Social Care"
2015-12-16,ALDI,9.47,"Adults, Health and Social Care-Adult Health & Social Care"
2015-12-22,ALDI,8.13,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-02,ALDI,8.28,Communities & Service Support-Museums & Arts
2016-01-02,ALDI,9.28,Communities & Service Support-Museums & Arts
2016-02-01,ALDI,4.71,Children and Young People-Schools and Children's Services - Non-School
2016-02-01,ALDI,5.12,Children and Young People-Schools and Children's Services - Non-School
2016-02-21,ALDI,21.08,Children and Young People-Schools and Children's Services - Non-School
2016-02-08,ALDI,33.32,Communities & Service Support-Sport & Countryside
2016-02-05,ALTHAMS TRAVEL,167.79,"Adults, Health and Social Care-Adult Health & Social Care"
2016-01-30,ANCESTRY.CO.UK,10.95,Communities & Service Support-Customer Services and Communications
2016-01-06,ANDREW PAGE,45.41,Communities & Service Support-Safer Cleaner Greener
2016-01-21,ANDREW PAGE,45.57,Communities & Service Support-Safer Cleaner Greener
2016-02-05,APPLE ONLINE STORE GBP,349.17,Deputy Chief Executive-ICT Services
2016-02-09,APPLIANCE WORLD,125.00,"Adults, Health and Social Care-Adult Health & Social Care"
2016-02-05,APPLIANCE WORLD,197.50,Communities & Service Support-Customer Services and Communications
2016-02-18,APPLIANCE WORLD,241.67,Communities & Service Support-Customer Services and Communications
2016-01-13,APPLIANCE WORLD,455.00,Economy and Environment-Housing Services
2016-01-20,APPLIANCE WORLD,266.67,Economy and Environment-Housing Services
2016-01-21,APPLIANCE WORLD,112.50,Economy and Environment-Housing Services
2016-02-22,APPLIANCE WORLD,133.33,"Adults, Health and Social Care-Adult Health & Social Care"
2016-02-23,APPLIANCE WORLD,83.33,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-01,APPLIANCE WORLD,240.83,Communities & Service Support-Customer Services and Communications
2016-03-02,APPLIANCE WORLD,190.00,Communities & Service Support-Customer Services and Communications
2016-03-02,APPLIANCE WORLD,324.17,Communities & Service Support-Customer Services and Communications
2016-03-04,APPLIANCE WORLD,266.67,Communities & Service Support-Customer Services and Communications
2016-03-07,APPLIANCE WORLD,220.83,Communities & Service Support-Customer Services and Communications
2016-03-21,APPLIANCE WORLD,240.83,Communities & Service Support-Customer Services and Communications
