Body,Body Name,Transaction Date,Transaction number,Supplier Name,Net Amount,Merchant Category,Merchant Category Group,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-01-28,58089,43036255 COSTA COFFEE,4.91,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-02-23,58968,43036255 COSTA COFFEE,5.42,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-02-01,58217,43036255 COSTA COFFEE,4.24,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-02-08,58475,43036255 COSTA COFFEE,5.10,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-02-29,59165,43036255 COSTA COFFEE,3.46,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Services,72244421
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-01-28,58087,A ONE TOOL & FIXING LT,62.01,Glass/Paint/Wallpaper Store,Building Materials,Economy and Environment-Housing Services,Equipment Furniture And Materials,52164020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-02-02,58264,ABS INDEPENDENT COPIER,18.68,Office/Photo Equipment,Office Stationery Equipment And Supplies,Children and Young People-Schools and Children's Services - Non-School,Miscellaneous Expenses,686C4826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-03-02,59254,ABS INDEPENDENT COPIER,16.61,Office/Photo Equipment,Office Stationery Equipment And Supplies,Children and Young People-Schools and Children's Services - Non-School,Miscellaneous Expenses,686C4826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-12-29,57222,ACE DOMESTICS LTD,17.90,Household Appliance Stores,General Retail And Wholesale,Children and Young People-Childrens Care Services,Equipment Furniture And Materials,72214000
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-02-11,58589,ACTIVITYTOSHARE,318.54,Lab/Med/Hospital Equipment,Medical Supplies And Services,"Adults, Health and Social Care-Adult Health & Social Care",Equipment Furniture And Materials,46034043
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-02-21,58868,ADAMS MARK,100.00,Adams Mark,Hotels And Accommodation,Deputy Chief Executive-Human Resources,Expenses,86351601
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-01-27,58036,ADAPT2DIGITAL.COM,118.80,Computer Program/Sys Design,Computer Equipment & Services,Deputy Chief Executive-Human Resources,Expenses,86351601
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-01-27,58037,ADAPT2DIGITAL.COM,118.80,Computer Program/Sys Design,Computer Equipment & Services,Deputy Chief Executive-Human Resources,Expenses,86351601
