Body,Organistion Name,Transaction Date,Transaction number,Supplier Name,Net Amount,Merchant Category,Merchant Category Group,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-31,88378,1STLOCATE T/A LCS,88.34,Misc Personal Serv - Def,Professional Services,Communities & Service Support (obsolete)-Museums & Arts,Energy Costs,12172202
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-09,87629,ABERDEENSHIRE COUNCIL,25.00,Gov't Serv - Default,Statutory Bodies,Children and Young People (obsolete)-Childrens Care Services,Miscellaneous Expenses,72324850
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-06-22,89201,AFT LTD,190.00,Charitable/Soc Service Orgs,Clubs/Associations/Organisations,Children and Young People (obsolete)-Childrens Care Services,Expenses,72721601
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-02-20,84732,AFZAL FOOD STORE,147.29,Grocery Stores,General Retail And Wholesale,Economy and Environment (obsolete)-Housing Services,Miscellaneous Expenses,52SY4806
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-01-18,83528,AFZAL FOOD STORE,176.75,Grocery Stores,General Retail And Wholesale,Economy and Environment (obsolete)-Housing Services,Direct Transport Costs,52SY3099
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-12-18,82608,AFZAL FOOD STORE,144.79,Grocery Stores,General Retail And Wholesale,Economy and Environment (obsolete)-Housing Services,Miscellaneous Expenses,52SY4806
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-11-16,81372,AFZAL FOOD STORE,173.75,Grocery Stores,General Retail And Wholesale,Economy and Environment (obsolete)-Housing Services,Miscellaneous Expenses,52SY4804
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-10-16,80223,AFZAL FOOD STORE,144.79,Grocery Stores,General Retail And Wholesale,Economy and Environment (obsolete)-Housing Services,Miscellaneous Expenses,52SY4806
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-09-14,79049,AFZAL FOOD STORE,144.79,Grocery Stores,General Retail And Wholesale,Economy and Environment (obsolete)-Housing Services,Miscellaneous Expenses,52SY4806
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-07-10,76730,AFZAL FOOD STORE,144.79,Grocery Stores,General Retail And Wholesale,Economy and Environment (obsolete)-Housing Services,Miscellaneous Expenses,52SY4806
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-09,74508,AFZAL FOOD STORE,197.80,Grocery Stores,General Retail And Wholesale,Economy and Environment (obsolete)-Housing Services,Equipment Furniture And Materials,52SY4010
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-04-24,87127,AGGREGATE,1254.23,Construction Materials - Def,Building Materials,Communities & Service Support (obsolete)-Safer Cleaner Greener,Equipment Furniture And Materials (Cont),90554155
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-03,87484,ALDI 15 779,6.59,Grocery Stores,General Retail And Wholesale,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.,Miscellaneous Expenses,60G44826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-10,87692,ALDI 15 779,9.08,Grocery Stores,General Retail And Wholesale,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.,Miscellaneous Expenses,60G44826
