Payment Date,Amount,Benificiary Name,Organisational Unit
2017-08-23,1800.00,2 Works TM Ltd,Communities & Service Support-Safer Cleaner Greener
2017-08-08,54751.90,2017:05D  Dementia,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,317176.50,2017:05FTIFrailty And/Or Temporary Illness,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,328585.82,2017:05LD Learning Disabilities,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,7533.73,2017:05MH Mental Health (Except Dementia),"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,47437.38,2017:05OV Other Vulnerable People,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,130192.27,2017:05PD Physically Disabled,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,2374.28,2017:05SM Substance Misuse,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,4191.90,2017:05VI Visual Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,46301.19,2017:06D  Dementia,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,5001.80,2017:06DSLDual Sensory Loss,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,122777.80,2017:06FTIFrailty And/Or Temporary Illness,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,2080.32,2017:06HI Hearing Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,234693.92,2017:06LD Learning Disabilities,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,21434.16,2017:06MH Mental Health (Except Dementia),"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,25069.38,2017:06OV Other Vulnerable People,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,310642.44,2017:06PD Physically Disabled,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,15528.40,2017:06VI Visual Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-04,8470.98,3Corners,Children and Young People-Childrens Services Unit
2017-08-03,577.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Housing Services - Capital
2017-08-03,1440.00,A Ashworth & Son Landscapes Ltd,Communities & Service Support-Sport & Countryside
2017-08-15,2827.45,A Ashworth & Son Landscapes Ltd,Economy and Environment-Housing Services - Capital
2017-08-15,4796.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Housing Services - Capital
2017-08-31,2705.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Housing Services - Capital
2017-08-16,24.44,A C Entertainment Technologies Ltd,Communities & Service Support-Museums & Arts
2017-08-16,28.08,A C Entertainment Technologies Ltd,Communities & Service Support-Museums & Arts
2017-08-16,19.00,A C Entertainment Technologies Ltd,Communities & Service Support-Museums & Arts
2017-08-16,24.44,A C Entertainment Technologies Ltd,Communities & Service Support-Museums & Arts
2017-08-16,24.44,A C Entertainment Technologies Ltd,Communities & Service Support-Museums & Arts
2017-08-16,58.66,A C Entertainment Technologies Ltd,Communities & Service Support-Museums & Arts
2017-08-16,58.66,A C Entertainment Technologies Ltd,Communities & Service Support-Museums & Arts
2017-08-16,43.52,A C Entertainment Technologies Ltd,Communities & Service Support-Museums & Arts
2017-08-16,136.00,A C Entertainment Technologies Ltd,Communities & Service Support-Museums & Arts
2017-08-15,702.00,REDACTED PERSONAL DATA,Chief Executive's Office-Other Services
2017-08-22,505.80,AAA Medics Ltd Re Leylands,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-22,1843.80,AAA Medics Ltd Re Leylands,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-09,3794.00,AECOM,Economy and Environment-Highways & Engineering Services - Capital
2017-08-09,96118.00,AECOM,Economy and Environment-Highways & Engineering Services - Capital
2017-08-16,15000.00,AES Digital Solutions Ltd,Deputy Chief Executive-Human Resources
2017-08-16,540.00,AES Digital Solutions Ltd,Deputy Chief Executive-Human Resources
2017-08-16,1935.20,AES Digital Solutions Ltd,Deputy Chief Executive-Human Resources
2017-08-16,2400.00,AES Digital Solutions Ltd,Deputy Chief Executive-Human Resources
2017-08-16,6250.00,AES Digital Solutions Ltd,Deputy Chief Executive-Human Resources
2017-08-14,3609.59,AHR Architects Ltd,Children and Young People-Education - Capital
2017-08-14,3609.59,AHR Architects Ltd,Children and Young People-Education - Capital
2017-08-21,12091.59,AHR Architects Ltd,Children and Young People-Education - Capital
2017-08-21,12638.53,AHR Architects Ltd,Children and Young People-Education - Capital
2017-08-10,5500.00,AHR Building Consultancy Limited,Economy and Environment-Regeneration - Capital
2017-08-08,2359.67,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-08,1154.88,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-31,504.17,APPLIANCE WORLD,Communities & Service Support-Customer Services and Communications
2017-08-31,504.17,APPLIANCE WORLD,Communities & Service Support-Customer Services and Communications
2017-08-01,505.00,APSE,Economy and Environment-Planning & Building Control
2017-08-11,3758.00,APSE,Communities & Service Support-Recreation & Support
2017-08-16,429.24,ATS Euromaster Ltd,Communities & Service Support-Safer Cleaner Greener
2017-08-16,110.65,ATS Euromaster Ltd,Communities & Service Support-Safer Cleaner Greener
2017-08-16,161.52,ATS Euromaster Ltd,Communities & Service Support-Safer Cleaner Greener
2017-08-16,676.18,ATS Euromaster Ltd,Communities & Service Support-Safer Cleaner Greener
2017-08-16,643.56,ATS Euromaster Ltd,Communities & Service Support-Safer Cleaner Greener
2017-08-11,86460.38,AWM Ltd,Economy and Environment-Environmental Services
2017-08-11,84070.21,AWM Ltd,Economy and Environment-Environmental Services
2017-08-11,83615.53,AWM Ltd,Economy and Environment-Environmental Services
2017-08-21,83802.16,AWM Ltd,Economy and Environment-Environmental Services
2017-08-21,84294.14,AWM Ltd,Economy and Environment-Environmental Services
2017-08-21,82188.89,AWM Ltd,Economy and Environment-Environmental Services
2017-08-04,15687.00,Abbey Park Primary Academy,Children and Young People-Childrens Services Unit
2017-08-18,1718.00,Accora Ltd,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-18,1049.00,Accora Ltd,"Adults, Health and Social Care-Adult Health & Social Care"
