Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2014-04-10,4780.00,Chief Executive's Office-Public Health,Church Lane Surgery,,
2014-04-28,1806.96,Chief Executive's Office-Public Health,Church Lane Surgery,,
2014-04-28,1785.55,Chief Executive's Office-Public Health,Church Lane Surgery,,
2014-04-24,1376.35,Children and Young People-Childrens Care Services,Julie Ann Elliott,,
2014-04-15,575.00,Communities-Libraries Info & Tourism,Office of the Immigration Services Commissioner,,
2014-04-09,6160.70,"Adults, Health and Social Care-Adult Health & Social Care",2014:01MH Mental Health (Except Dementia),,
2014-04-22,50505.96,"Adults, Health and Social Care-Adult Health & Social Care",2014:02D  Dementia,,
2014-04-22,4621.92,"Adults, Health and Social Care-Adult Health & Social Care",2014:02DSLDual Sensory Loss,,
2014-04-22,139490.21,"Adults, Health and Social Care-Adult Health & Social Care",2014:02FTIFrailty And/Or Temporary Illness,,
2014-04-25,5897.64,"Adults, Health and Social Care-Adult Health & Social Care",2014:02FTIFrailty And/Or Temporary Illness,,
2014-04-22,115949.20,"Adults, Health and Social Care-Adult Health & Social Care",2014:02LD Learning Disabilities,,
2014-04-25,9677.32,"Adults, Health and Social Care-Adult Health & Social Care",2014:02LD Learning Disabilities,,
2014-04-22,16930.28,"Adults, Health and Social Care-Adult Health & Social Care",2014:02MH Mental Health (Except Dementia),,
2014-04-22,6826.64,"Adults, Health and Social Care-Adult Health & Social Care",2014:02OV Other Vulnerable People,,
2014-04-22,253328.26,"Adults, Health and Social Care-Adult Health & Social Care",2014:02PD Physically Disabled,,
2014-04-25,2340.48,"Adults, Health and Social Care-Adult Health & Social Care",2014:02PD Physically Disabled,,
2014-04-22,17179.16,"Adults, Health and Social Care-Adult Health & Social Care",2014:02VI Visual Impairment,,
2014-04-03,1250.00,Deputy Chief Executive-Human Resources,3Corners,,
2014-04-10,953.28,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2014-04-10,178.13,Economy and Environment-Other Catering DSO,A & M,,
2014-04-10,86.49,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2014-04-10,77.10,Economy and Environment-Other Catering DSO,A & M,,
2014-04-10,162.35,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2014-04-10,1201.36,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2014-04-10,123.81,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2014-04-10,1112.99,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2014-04-10,85.60,Economy and Environment-Other Catering DSO,A & M,,
2014-04-10,24.77,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2014-04-10,1141.18,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2014-04-10,87.91,Economy and Environment-Other Catering DSO,A & M,,
2014-04-10,85.15,Economy and Environment-Other Catering DSO,A & M,,
2014-04-10,70.71,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2014-04-10,845.74,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2014-04-10,500.00,"Adults, Health and Social Care-Adult Health & Social Care",A Ashworth & Son Landscapes Ltd,,
2014-04-10,474.12,"Adults, Health and Social Care-Adult Health & Social Care",A Ashworth & Son Landscapes Ltd,,
2014-04-10,2913.00,Communities-Sport & Countryside,A Ashworth & Son Landscapes Ltd,,
2014-04-22,445.50,Communities-Sport & Countryside,A Ashworth & Son Landscapes Ltd,,
2014-04-24,1143.00,Communities-Sport & Countryside,A Ashworth & Son Landscapes Ltd,,
2014-04-24,700.13,Communities-Sport & Countryside,A Ashworth & Son Landscapes Ltd,,
2014-04-28,3961.00,Economy and Environment-Environmental Services,A Ashworth & Son Landscapes Ltd,,
2014-04-11,10395.00,Deputy Chief Executive-Human Resources,A J Training,,
2014-04-11,600.00,Economy and Environment-Transport Services,A1 Streetcars,,
2014-04-17,1120.00,Communities-Customer Services and Communications,ABN AMRO Commercial Finance PLC,,
2014-04-07,1039.36,Communities-Museums & Arts,ADT Fire&Security,,
2014-04-10,2575.92,"Adults, Health and Social Care-Adult Health & Social Care",ALS Support,,
2014-04-10,1538.76,"Adults, Health and Social Care-Adult Health & Social Care",ALS Support,,
2014-04-11,300.00,Children and Young People-Schools and Children's Services - Non-School,AMG Group Ltd,,
2014-04-11,300.00,Children and Young People-Schools and Children's Services - Non-School,AMG Group Ltd,,
2014-04-22,3524.00,Communities-Recreation & Support,APSE,,
2014-04-07,743.66,Communities-Customer Services and Communications,ARGOS RETAIL GROUP,,
2014-04-10,113.03,Communities-Safer Cleaner Greener,ATS Euromaster Ltd,,
2014-04-10,196.88,Communities-Safer Cleaner Greener,ATS Euromaster Ltd,,
2014-04-10,340.08,Communities-Safer Cleaner Greener,ATS Euromaster Ltd,,
2014-04-03,77695.99,Economy and Environment-Environmental Services,AWM Ltd,,
2014-04-07,239.40,Economy and Environment-Markets,AWM Ltd,,
2014-04-07,239.40,Economy and Environment-Markets,AWM Ltd,,
2014-04-10,78.96,Economy and Environment-School & Welfare Catering DSO - South,AWM Ltd,,
2014-04-10,69.09,Economy and Environment-School & Welfare Catering DSO - South,AWM Ltd,,
2014-04-10,75.18,Economy and Environment-School & Welfare Catering DSO - South,AWM Ltd,,
2014-04-10,78.96,Economy and Environment-School & Welfare Catering DSO - South,AWM Ltd,,
2014-04-10,69.09,Economy and Environment-School & Welfare Catering DSO - South,AWM Ltd,,
2014-04-10,69.09,Economy and Environment-School & Welfare Catering DSO - South,AWM Ltd,,
2014-04-10,78.96,Economy and Environment-School & Welfare Catering DSO - South,AWM Ltd,,
2014-04-10,78.96,Economy and Environment-School & Welfare Catering DSO - South,AWM Ltd,,
2014-04-10,69.09,Economy and Environment-School & Welfare Catering DSO - South,AWM Ltd,,
2014-04-10,69.09,Economy and Environment-School & Welfare Catering DSO - South,AWM Ltd,,
2014-04-11,502.74,Economy and Environment-Markets,AWM Ltd,,
2014-04-11,478.80,Economy and Environment-Markets,AWM Ltd,,
2014-04-11,311.22,Economy and Environment-Markets,AWM Ltd,,
2014-04-11,335.16,Economy and Environment-Markets,AWM Ltd,,
2014-04-11,335.16,Economy and Environment-Markets,AWM Ltd,,
2014-04-11,311.22,Economy and Environment-Markets,AWM Ltd,,
2014-04-17,70949.06,Economy and Environment-Environmental Services,AWM Ltd,,
2014-04-17,70706.30,Economy and Environment-Environmental Services,AWM Ltd,,
