Body,Organistion Name,Transaction Date,Transaction number,Supplier Name,Net Amount,Merchant Category,Merchant Category Group,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-04-12,86651,A ONE TOOL & FIXING LT,201.75,Glass/Paint/Wallpaper Store,Building Materials,Economy and Environment (obsolete)-Housing Services,Equipment Furniture And Materials,52164020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-04-19,86920,A ONE TOOL & FIXING LT,55.30,Glass/Paint/Wallpaper Store,Building Materials,Economy and Environment (obsolete)-Housing Services,Equipment Furniture And Materials,52164020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-04-18,86874,AAKASH CAGTERING BRADF,52.37,Restaurants,Restaurants And Bars,Children and Young People (obsolete)-Childrens Care Services,Services,72204421
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-04-12,86664,ABSOLUTEPRODUCT.CO,98.50,Commercial Furniture,Office Stationery Equipment And Supplies,Communities & Service Support (obsolete)-Museums & Arts,Equipment Furniture And Materials,12324020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-04-08,86484,ADRENALINE INTERNA,16.67,Member Clubs/Sport/Rec/Golf,Leisure Activities,Children and Young People (obsolete)-Childrens Care Services,Services,72244421
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-02,87397,AGE CO IADVISORS,47.97,Misc Speciality Retail,General Retail And Wholesale,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",Equipment Furniture And Materials,46284020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-03-28,86143,AINLEY TOP,25.37,Restaurants,Restaurants And Bars,Children and Young People (obsolete)-Childrens Care Services,Services,72244421
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-04-14,86743,ALDI 15 779,29.76,Grocery Stores,General Retail And Wholesale,Children and Young People (obsolete)-Childrens Care Services,Catering Clothing And Uniforms,72244200
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-04-11,86691,ALDI 15 779,40.97,Grocery Stores,General Retail And Wholesale,Children and Young People (obsolete)-Childrens Care Services,Catering Clothing And Uniforms,72244200
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-04-13,86730,ALDI 60 779,14.23,Grocery Stores,General Retail And Wholesale,Children and Young People (obsolete)-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
