Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2018-06-20,54.74,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",A ONE TOOL & FIXING LT,,
2018-06-21,30.98,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",A ONE TOOL & FIXING LT,,
2018-05-02,272.46,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",A ONE TOOL & FIXING LT,,
2018-05-02,247.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",A ONE TOOL & FIXING LT,,
2018-05-02,111.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",A ONE TOOL & FIXING LT,,
2018-07-09,27.41,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",A ONE TOOL & FIXING LT,,
2018-06-07,58.58,Communities & Service Support (obsolete)-Community Safety & Support,A1 NOWAZ SUPERSTOR 82439,,
2018-06-07,12.00,Communities & Service Support (obsolete)-Community Safety & Support,A1 NOWAZ SUPERSTOR 82439,,
2018-06-27,6.45,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.,ALDI 15 779,,
2018-07-31,8.71,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",ALDI 15 779,,
2018-07-31,44.54,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",ALDI 15 779,,
2018-08-03,20.53,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",ALDI 15 779,,
2018-08-03,1.93,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",ALDI 15 779,,
2018-08-03,20.53,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",ALDI 15 779,,
2018-08-07,40.66,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",ALDI 15 779,,
2018-08-08,14.65,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",ALDI 15 779,,
2018-08-15,29.61,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",ALDI 15 779,,
2018-08-16,4.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",ALDI 15 779,,
2018-05-22,268.11,Chief Executive's Office (obsolete)-Law & Administration Service,ALTHAMS TRAVEL HALIFAX,,
2018-05-22,1.50,Chief Executive's Office (obsolete)-Law & Administration Service,ALTHAMS TRAVEL HALIFAX,,
2018-07-02,23.00,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-07-04,500.00,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-07-04,176.50,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-07-04,72.00,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-07-23,119.10,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-07-23,55.00,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-07-23,39.00,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-05-30,38.40,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-05-30,23.00,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-06-04,51.80,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-06-04,37.60,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-06-04,35.10,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-06-04,28.60,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-06-11,191.70,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-06-11,73.10,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-06-11,35.60,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-06-11,68.40,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-06-25,38.40,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-07-15,13.87,Communities & Service Support (obsolete)-Museums & Arts,AMAZON EU AMAZON.CO.UK,,
2018-07-15,13.87,Communities & Service Support (obsolete)-Museums & Arts,AMAZON EU AMAZON.CO.UK,,
2018-07-15,13.87,Communities & Service Support (obsolete)-Museums & Arts,AMAZON EU AMAZON.CO.UK,,
2018-07-20,27.49,Deputy Chief Executive (obsolete)-Executives Management,AMAZON EU AMAZON.CO.UK,,
2018-07-20,27.49,Deputy Chief Executive (obsolete)-Executives Management,AMAZON EU AMAZON.CO.UK,,
