Payment Date,Amount,Benificiary Name,Organisational Unit
2018-01-25,1712.71,Flying Entertainment Ltd,Communities & Service Support-Museums & Arts
2018-01-24,59655.91,2017:11D  Dementia,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,312049.92,2017:11FTIFrailty And/Or Temporary Illness,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,1779.88,2017:11HI Hearing Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,348251.62,2017:11LD Learning Disabilities,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,7055.44,2017:11MH Mental Health (Except Dementia),"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,60051.63,2017:11OV Other Vulnerable People,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,137100.70,2017:11PD Physically Disabled,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,514.19,2017:11SM Substance Misuse,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,2805.02,2017:11VI Visual Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,29886.60,2017:12D  Dementia,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,4886.40,2017:12DSLDual Sensory Loss,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,129708.34,2017:12FTIFrailty And/Or Temporary Illness,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,2080.32,2017:12HI Hearing Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,218241.68,2017:12LD Learning Disabilities,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,19424.68,2017:12MH Mental Health (Except Dementia),"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,40978.12,2017:12OV Other Vulnerable People,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,293457.73,2017:12PD Physically Disabled,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-24,13590.60,2017:12VI Visual Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-31,33.85,4Imprint Direct Limited,Chief Executive's Office-Law & Administration Service
2018-01-31,550.00,4Imprint Direct Limited,Chief Executive's Office-Law & Administration Service
2018-01-16,3044.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Housing Services - Capital
2018-01-17,557.00,A Ashworth & Son Landscapes Ltd,Communities & Service Support-Recreation & Support
2018-01-17,293.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Housing Services - Capital
