Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2018-08-08,36.14,Children and Young People (obsolete)-Childrens Care Services,AIRBNB,,
2018-08-15,5.05,Children and Young People (obsolete)-Childrens Care Services,ALDI 106 773,,
2018-08-23,3.75,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-07-30,40.60,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-08-13,59.02,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-08-13,77.18,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-08-16,90.93,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-08-09,85.84,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-07-09,50.67,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-07-12,47.52,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-06-28,40.40,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-07-16,69.01,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-07-19,41.27,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-07-23,74.18,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-07-05,37.32,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-07-05,4.75,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-04-27,11.16,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-05-09,22.44,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-05-09,3.64,Children and Young People (obsolete)-Childrens Care Services,ALDI 15 779,,
2018-07-31,6.08,Children and Young People (obsolete)-Schools and Children's Services - Non-School,ALDI 15 779,,
2018-08-07,5.31,Children and Young People (obsolete)-Schools and Children's Services - Non-School,ALDI 15 779,,
2018-08-13,23.53,Children and Young People (obsolete)-Schools and Children's Services - Non-School,ALDI 15 779,,
2018-06-28,10.33,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.,ALDI 15 779,,
2018-07-02,6.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",ALDI 15 779,,
2018-07-02,61.21,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",ALDI 15 779,,
2018-07-03,7.25,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",ALDI 15 779,,
2018-08-06,58.30,Children and Young People (obsolete)-Childrens Care Services,ALDI 60 779,,
2018-08-23,45.34,Children and Young People (obsolete)-Childrens Care Services,ALDI 60 779,,
2018-07-26,2.37,Children and Young People (obsolete)-Childrens Care Services,ALDI 89 779,,
2018-08-21,300.00,Children and Young People (obsolete)-Childrens Services Unit,ALLPAY *TOGETHER HOUSING,,
2018-05-07,62.50,Children and Young People (obsolete)-Childrens Care Services,ALPAMARE UK,,
2018-05-07,9.42,Children and Young People (obsolete)-Childrens Care Services,ALPAMARE UK,,
2018-05-07,15.17,Children and Young People (obsolete)-Childrens Care Services,ALPAMARE UK,,
2018-07-30,10.10,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-08-01,286.00,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-08-01,38.40,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-08-06,143.00,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-08-06,136.45,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-08-06,119.10,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-08-06,35.60,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-08-06,31.40,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-08-06,68.40,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-08-20,73.10,Children and Young People (obsolete)-Childrens Care Services,ALTHAMS TRAVEL HEAD OF,,
2018-07-22,19.98,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON EU AMAZON.CO.UK,,
2018-07-28,18.88,Children and Young People (obsolete)-Schools and Children's Services - Non-School,AMAZON EU AMAZON.CO.UK,,
2018-07-10,21.85,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON MKTPLACE PMTS,,
2018-07-27,10.78,Children and Young People (obsolete)-Childrens Care Services,AMAZON SVCS EU-UK AMAZON.,,
2018-07-27,12.43,Children and Young People (obsolete)-Childrens Care Services,AMAZON SVCS EU-UK AMAZON.,,
2018-07-26,26.99,Children and Young People (obsolete)-Childrens Care Services,AMAZON SVCS EU-UK AMAZON.,,
2018-04-04,6.35,Children and Young People (obsolete)-Childrens Care Services,AMAZON SVCS EU-UK AMAZON.,,
2018-04-21,13.99,Children and Young People (obsolete)-Childrens Care Services,AMAZON SVCS EU-UK AMAZON.,,
2018-04-23,10.95,Children and Young People (obsolete)-Childrens Care Services,AMAZON SVCS EU-UK AMAZON.,,
2018-04-23,13.50,Children and Young People (obsolete)-Childrens Care Services,AMAZON SVCS EU-UK AMAZON.,,
2018-06-28,24.96,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON SVCS EU-UK AMAZON.,,
2018-08-13,20.80,Communities & Service Support (obsolete)-Sport & Leisure Management DSO,AMAZON.CO.UK AMAZON.CO.UK,,
2018-08-06,8.32,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK AMAZON.CO.UK,,
2018-08-06,44.62,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK AMAZON.CO.UK,,
2018-08-07,8.32,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK AMAZON.CO.UK,,
2018-08-19,22.39,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK AMAZON.CO.UK,,
2018-08-19,17.01,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK AMAZON.CO.UK,,
2018-08-20,0.04,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK AMAZON.CO.UK,,
2018-08-27,10.82,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK AMAZON.CO.UK,,
2018-08-07,9.91,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMZ*Party Delights L,,
2018-08-23,66.66,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN MKTP UK AMAZON.CO.UK,,
2018-08-02,10.37,Communities & Service Support (obsolete)-Sport & Leisure Management DSO,AMZN MKTP UK AMAZON.CO.UK,,
2018-08-19,11.71,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMZN MKTP UK AMAZON.CO.UK,,
2018-08-02,151.66,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-02,124.99,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-02,153.33,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-05,56.24,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-05,101.23,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-05,33.15,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-06,49.73,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-06,59.57,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-06,118.75,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-06,66.66,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-18,58.32,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-20,41.66,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-20,112.33,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-24,83.29,Communities & Service Support (obsolete)-Customer Services and Communications,AMZN Mktp UK,,
2018-08-16,14.46,Children and Young People (obsolete)-Childrens Care Services,AMZN Mktp UK,,
2018-08-16,6.99,Children and Young People (obsolete)-Childrens Care Services,AMZN Mktp UK,,
2018-07-31,12.49,Chief Executive's Office (obsolete)-Finance Service,AMZN Mktp UK,,
2018-08-01,54.47,Chief Executive's Office (obsolete)-Finance Service,AMZN Mktp UK,,
2018-08-01,4.99,Chief Executive's Office (obsolete)-Finance Service,AMZN Mktp UK,,
2018-08-14,100.00,Children and Young People (obsolete)-Childrens Care Services,AMZN Mktp UK,,
2018-08-14,26.66,Children and Young People (obsolete)-Childrens Care Services,AMZN Mktp UK,,
2018-08-15,14.58,Children and Young People (obsolete)-Childrens Care Services,AMZN Mktp UK,,
2018-08-15,14.48,Children and Young People (obsolete)-Childrens Care Services,AMZN Mktp UK,,
2018-08-23,53.97,Communities & Service Support (obsolete)-Safer Cleaner Greener,AMZN Mktp UK,,
2018-08-17,12.32,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMZN Mktp UK,,
2018-08-03,9.14,Communities & Service Support (obsolete)-Sport & Leisure Management DSO,AMZN Mktp UK,,
2018-08-11,8.73,Communities & Service Support (obsolete)-Museums & Arts,AMZN Mktp UK,,
2018-08-16,19.83,Children and Young People (obsolete)-Schools and Children's Services - Non-School,AMZN Mktp UK,,
2018-08-22,37.49,Children and Young People (obsolete)-Schools and Children's Services - Non-School,AMZN Mktp UK,,
2018-08-22,19.12,Children and Young People (obsolete)-Schools and Children's Services - Non-School,AMZN Mktp UK,,
2018-08-03,11.22,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMZN Mktp UK,,
2018-08-07,13.99,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMZN Mktp UK,,
2018-08-08,17.98,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMZN Mktp UK,,
2018-08-08,4.13,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMZN Mktp UK,,
2018-08-09,6.93,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMZN Mktp UK,,
2018-08-09,32.00,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMZN Mktp UK,,
2018-08-13,18.83,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMZN Mktp UK,,
2018-08-23,5.86,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMZN Mktp UK,,
2018-08-24,5.87,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMZN Mktp UK,,
2018-08-06,3.32,Communities & Service Support (obsolete)-Sport & Leisure Management DSO,AMZN Mktp UK,,
2018-08-22,36.05,Communities & Service Support (obsolete)-Sport & Leisure Management DSO,AMZN Mktp UK,,
2018-08-07,29.25,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMZN Mktp UK,,
