Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2014-08-05,1050.43,Chief Executive's Office-Public Health,Church Lane Surgery,,
2014-08-05,1045.20,Chief Executive's Office-Public Health,Church Lane Surgery,,
2014-08-07,3164.70,Chief Executive's Office-Public Health,Church Lane Surgery,,
2014-08-12,1623.48,,2014:05D  Dementia,,
2014-08-12,29472.00,,2014:05FTIFrailty And/Or Temporary Illness,,
2014-08-12,1464.40,,2014:05OV Other Vulnerable People,,
2014-08-12,8105.48,,2014:05PD Physically Disabled,,
2014-08-12,824.80,,2014:05VI Visual Impairment,,
2014-08-12,61526.57,"Adults, Health and Social Care-Adult Health & Social Care",2014:06D  Dementia,,
2014-08-12,7563.62,"Adults, Health and Social Care-Adult Health & Social Care",2014:06DSLDual Sensory Loss,,
2014-08-12,165130.54,"Adults, Health and Social Care-Adult Health & Social Care",2014:06FTIFrailty And/Or Temporary Illness,,
2014-08-12,144642.80,"Adults, Health and Social Care-Adult Health & Social Care",2014:06LD Learning Disabilities,,
2014-08-12,13683.77,"Adults, Health and Social Care-Adult Health & Social Care",2014:06MH Mental Health (Except Dementia),,
2014-08-12,10574.93,"Adults, Health and Social Care-Adult Health & Social Care",2014:06OV Other Vulnerable People,,
2014-08-12,266777.10,"Adults, Health and Social Care-Adult Health & Social Care",2014:06PD Physically Disabled,,
2014-08-12,17179.16,"Adults, Health and Social Care-Adult Health & Social Care",2014:06VI Visual Impairment,,
2014-08-04,696.15,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2014-08-04,150.00,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2014-08-04,13.61,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2014-08-21,462.61,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2014-08-14,1100.00,Communities & Business Change-Safer Cleaner Greener,A & R Sheetmetal Ltd,,
2014-08-08,2480.00,Communities & Business Change-Safer Cleaner Greener,A Ashworth & Son Landscapes Ltd,,
2014-08-14,370.30,Communities & Business Change-Museums & Arts,A C Entertainment Technologies Ltd,,
2014-08-14,309.56,Communities & Business Change-Museums & Arts,A C Entertainment Technologies Ltd,,
2014-08-14,27.30,Communities & Business Change-Museums & Arts,A C Entertainment Technologies Ltd,,
2014-08-06,2244.97,Children and Young People-Schools and Children's Services - Non-School,A J Rowe,,
2014-08-15,660.00,Economy and Environment-Transport Services,A1 Streetcars,,
2014-08-28,1120.00,Communities & Business Change-Customer Services and Communications,ABN AMRO Commercial Finance PLC,,
2014-08-07,1661.00,"Adults, Health and Social Care-Adult Health & Social Care",ADASS,,
2014-08-14,450.00,Chief Executive's Office-Other Services,ADASS,,
2014-08-14,450.00,Chief Executive's Office-Other Services,ADASS,,
2014-08-14,450.00,Chief Executive's Office-Other Services,ADASS,,
2014-08-14,450.00,Chief Executive's Office-Other Services,ADASS,,
2014-08-14,450.00,Chief Executive's Office-Other Services,ADASS,,
2014-08-14,450.00,Chief Executive's Office-Other Services,ADASS,,
2014-08-06,497.82,Communities & Business Change-Museums & Arts,ADT Fire&Security,,
2014-08-06,496.90,Economy and Environment-Markets,ADT Fire&Security,,
2014-08-06,1836.61,Communities & Business Change-Museums & Arts,ADT Fire&Security,,
2014-08-06,2036.84,Economy and Environment-Markets,ADT Fire&Security,,
2014-08-06,1758.43,Economy and Environment-Highways and Engineering Services,ADT Fire&Security,,
2014-08-06,1206.08,Economy and Environment-Corporate Asset and Facilities Management,ADT Fire&Security,,
2014-08-06,1110.16,Communities & Business Change-Libraries Info & Tourism,ADT Fire&Security,,
2014-08-06,3591.67,Communities & Business Change-Museums & Arts,ADT Fire&Security,,
2014-08-06,460.39,Communities & Business Change-Libraries Info & Tourism,ADT Fire&Security,,
2014-08-15,40964.40,Children and Young People-Education - Capital,AHR Architects Ltd,,
2014-08-15,3200.00,Children and Young People-Education - Capital,AHR Architects Ltd,,
2014-08-15,3640.00,Children and Young People-Education - Capital,AHR Architects Ltd,,
2014-08-15,67.00,Children and Young People-Education - Capital,AHR Architects Ltd,,
2014-08-15,2400.00,Children and Young People-Education - Capital,AHR Architects Ltd,,
2014-08-15,1881.00,Children and Young People-Education - Capital,AHR Architects Ltd,,
2014-08-15,950.00,Children and Young People-Education - Capital,AHR Building Consultancy Limited,,
2014-08-15,2350.00,Children and Young People-Education - Capital,AHR Building Consultancy Limited,,
2014-08-13,2591.75,"Adults, Health and Social Care-Adult Health & Social Care",ALS Support,,
2014-08-13,1629.65,"Adults, Health and Social Care-Adult Health & Social Care",ALS Support,,
2014-08-06,1211.10,Communities & Business Change-Sport & Leisure Management DSO,ASA Awards Scheme,,
2014-08-22,16207.00,Economy and Environment-Highways & Engineering Services - Capital,ATG Access Ltd,,
2014-08-08,708.79,Communities & Business Change-Safer Cleaner Greener,ATS Euromaster Ltd,,
2014-08-08,515.62,Communities & Business Change-Safer Cleaner Greener,ATS Euromaster Ltd,,
2014-08-08,165.81,Communities & Business Change-Recreation & Support,ATS Euromaster Ltd,,
2014-08-08,580.21,Communities & Business Change-Safer Cleaner Greener,ATS Euromaster Ltd,,
2014-08-08,336.30,Communities & Business Change-Safer Cleaner Greener,ATS Euromaster Ltd,,
2014-08-04,73105.65,Economy and Environment-Environmental Services,AWM Ltd,,
2014-08-11,60508.13,Economy and Environment-Environmental Services,AWM Ltd,,
2014-08-28,1010.00,"Adults, Health and Social Care-Adult Health & Social Care",Accora Ltd,,
2014-08-15,10658.00,Children and Young People-Schools and Children's Services - Non-School,Acorn Care & Education Sales Ledger re Belmont Sch,,
2014-08-15,10658.00,Children and Young People-Schools and Children's Services - Non-School,Acorn Care & Education Sales Ledger re Belmont Sch,,
2014-08-15,10658.00,Children and Young People-Schools and Children's Services - Non-School,Acorn Care & Education Sales Ledger re Belmont Sch,,
2014-08-19,14583.33,Children and Young People-Childrens Care Services,Acorn Care & Education Sales Ledger re Belmont Sch,,
2014-08-19,2919.89,Children and Young People-Childrens Care Services,Action for Children,,
2014-08-19,3141.23,Children and Young People-Childrens Care Services,Action for Children,,
2014-08-19,4026.90,Children and Young People-Childrens Care Services,Action for Children,,
2014-08-04,274.95,Children and Young People-Childrens Care Services,Active,,
2014-08-04,274.95,Children and Young People-Childrens Care Services,Active,,
2014-08-04,573.75,Children and Young People-Childrens Care Services,Active,,
2014-08-07,451.20,Children and Young People-Childrens Care Services,Active,,
2014-08-07,451.20,Children and Young People-Childrens Care Services,Active,,
2014-08-07,787.78,Children and Young People-Childrens Care Services,Active,,
2014-08-07,77.22,Children and Young People-Childrens Care Services,Active,,
2014-08-07,454.73,Children and Young People-Childrens Care Services,Active,,
2014-08-07,454.73,Children and Young People-Childrens Care Services,Active,,
2014-08-08,544.62,"Adults, Health and Social Care-Adult Health & Social Care",Active,,
2014-08-08,869.99,"Adults, Health and Social Care-Adult Health & Social Care",Active,,
2014-08-20,535.80,Children and Young People-Childrens Care Services,Active,,
2014-08-20,930.60,Children and Young People-Childrens Care Services,Active,,
2014-08-20,891.00,Children and Young People-Childrens Care Services,Active,,
2014-08-20,355.58,Children and Young People-Childrens Care Services,Active,,
2014-08-20,355.46,Children and Young People-Childrens Care Services,Active,,
2014-08-20,355.46,Children and Young People-Childrens Care Services,Active,,
2014-08-20,888.30,Children and Young People-Childrens Care Services,Active,,
2014-08-21,776.25,Children and Young People-Childrens Care Services,Active,,
2014-08-12,5248.80,Communities & Business Change-Community Safety & Support,Advance Security (UK) Ltd,,
2014-08-07,525.00,Children and Young People-Education - Capital,Aedas Architects Ltd,,
2014-08-14,2028.00,"Adults, Health and Social Care-Adult Health & Social Care",Age Uk Calderdale & Kirklees,,
2014-08-14,832.00,"Adults, Health and Social Care-Adult Health & Social Care",Age Uk Calderdale & Kirklees,,
2014-08-08,477.50,"Adults, Health and Social Care-Adult Health & Social Care",Aidservice Ltd,,
2014-08-14,1057.95,"Adults, Health and Social Care-Adult Health & Social Care",Aidservice Ltd,,
2014-08-14,35.00,"Adults, Health and Social Care-Adult Health & Social Care",Aidservice Ltd,,
2014-08-28,1191.60,"Adults, Health and Social Care-Adult Health & Social Care",Aidservice Ltd,,
2014-08-28,35.00,"Adults, Health and Social Care-Adult Health & Social Care",Aidservice Ltd,,
2014-08-06,240.00,Communities & Business Change-Sport & Leisure Management DSO,Aldermore Invoice Finance re Bonasystems Europe,,
2014-08-06,291.00,Communities & Business Change-Sport & Leisure Management DSO,Aldermore Invoice Finance re Bonasystems Europe,,
2014-08-20,1028.00,Communities & Business Change-Sport & Leisure Management DSO,Aldermore Invoice Finance re Bonasystems Europe,,
2014-08-18,2117.62,Economy and Environment-Markets,Aldermore Invoice Finance re Key Security UK Ltd,,
2014-08-18,1815.44,Economy and Environment-Corporate Asset and Facilities Management,Aldermore Invoice Finance re Key Security UK Ltd,,
2014-08-18,2220.69,Economy and Environment-Markets,Aldermore Invoice Finance re Key Security UK Ltd,,
2014-08-18,1960.67,Economy and Environment-Corporate Asset and Facilities Management,Aldermore Invoice Finance re Key Security UK Ltd,,
2014-08-07,487.69,Communities & Business Change-Sport & Leisure Management DSO,Alfred Bottomley Ltd,,
2014-08-15,81.26,Communities & Business Change-Libraries Info & Tourism,Alfred Bottomley Ltd,,
2014-08-15,589.00,Communities & Business Change-Libraries Info & Tourism,Alfred Bottomley Ltd,,
2014-08-18,493.84,Communities & Business Change-Service Development - Client Services,Alfred Bottomley Ltd,,
2014-08-20,61253.00,Children and Young People-Education,All Saints CE(VA) J&I School,,
2014-08-29,672.84,Children and Young People-Childrens Services Unit,All Saints Pre-School,,
2014-08-18,5840.60,"Adults, Health and Social Care-Adult Health & Social Care",Allied Healthcare Group Ltd,,
2014-08-18,648.95,"Adults, Health and Social Care-Adult Health & Social Care",Allied Healthcare Group Ltd,,
2014-08-21,776.69,Children and Young People-Childrens Care Services,Allied Healthcare Group Ltd,,
2014-08-21,76346.49,"Adults, Health and Social Care-Adult Health & Social Care",Allied Healthcare Group Ltd,,
2014-08-08,424.44,Communities & Business Change-Safer Cleaner Greener,Allstar Business Solutions Ltd,,
2014-08-08,2032.99,Communities & Business Change-Safer Cleaner Greener,Allstar Business Solutions Ltd,,
2014-08-20,1819.37,Communities & Business Change-Safer Cleaner Greener,Allstar Business Solutions Ltd,,
2014-08-18,4500.00,Economy and Environment-Regeneration - Capital,Alpine Roofing & Maintenance Ltd,,
2014-08-07,974.40,Children and Young People-Childrens Care Services,REDACTED PERSONAL DATA,,
2014-08-07,285.00,Children and Young People-Childrens Care Services,REDACTED PERSONAL DATA,,
2014-08-07,99.00,Children and Young People-Childrens Care Services,REDACTED PERSONAL DATA,,
2014-08-04,244461.33,Economy and Environment-Highways and Engineering Services,Amey LG Limited,,
2014-08-26,642.86,"Adults, Health and Social Care-Adult Health & Social Care",Anchor Trust,,
2014-08-26,1614.60,"Adults, Health and Social Care-Adult Health & Social Care",Anchor Trust,,
2014-08-26,8534.64,"Adults, Health and Social Care-Adult Health & Social Care",Anchor Trust,,
2014-08-26,9845.70,"Adults, Health and Social Care-Adult Health & Social Care",Anchor Trust,,
2014-08-26,5688.64,"Adults, Health and Social Care-Adult Health & Social Care",Anchor Trust,,
2014-08-26,16662.68,"Adults, Health and Social Care-Adult Health & Social Care",Anchor Trust,,
2014-08-26,2328.16,"Adults, Health and Social Care-Adult Health & Social Care",Ancyra Health Ltd re Longwood Grange,,
2014-08-26,1730.44,"Adults, Health and Social Care-Adult Health & Social Care",Ancyra Health Ltd re Longwood Grange,,
2014-08-05,760.00,Children and Young People-Children and Young People's Serv - Central Depts.,REDACTED PERSONAL DATA,,
2014-08-08,1287.99,Communities & Business Change-Museums & Arts,Andrew Greenwood Electrical Serv,,
2014-08-08,865.00,Communities & Business Change-Museums & Arts,Andrew Greenwood Electrical Serv,,
2014-08-19,1099.00,Children and Young People-Education - Capital,Andrew Greenwood Electrical Serv,,
2014-08-29,448.50,Communities & Business Change-Sport & Leisure Management DSO,Andrew Greenwood Electrical Serv,,
2014-08-04,696.00,Children and Young People-Childrens Care Services,REDACTED PERSONAL DATA,,
2014-08-04,626.40,Children and Young People-Childrens Care Services,REDACTED PERSONAL DATA,,
2014-08-04,332.88,"Adults, Health and Social Care-Adult Health & Social Care",Angelcare Uk Ltd,,
2014-08-04,332.88,"Adults, Health and Social Care-Adult Health & Social Care",Angelcare Uk Ltd,,
2014-08-21,24657.46,"Adults, Health and Social Care-Adult Health & Social Care",Angelcare Uk Ltd,,
2014-08-21,694.58,"Adults, Health and Social Care-Adult Health & Social Care",Angelcare Uk Ltd,,
2014-08-21,9376.78,"Adults, Health and Social Care-Adult Health & Social Care",Angelcare Uk Ltd,,
2014-08-08,570.00,Children and Young People-Schools and Children's Services - Non-School,Anthony Keegan,,
2014-08-18,560.00,Economy and Environment-Housing Services,Anthony Oldman & Son,,
2014-08-18,500.00,Economy and Environment-Housing Services,Anthony Oldman & Son,,
2014-08-14,3892.50,Children and Young People-Childrens Services Unit,Apple Tree Day Nursery (Yorks) Ltd,,
2014-08-28,468.00,Children and Young People-Childrens Care Services,Apple Tree Day Nursery (Yorks) Ltd,,
2014-08-28,468.00,Children and Young People-Childrens Care Services,Apple Tree Day Nursery (Yorks) Ltd,,
2014-08-29,1499.00,Children and Young People-Education - Capital,Apple Tree Day Nursery (Yorks) Ltd,,
2014-08-08,15.00,"Adults, Health and Social Care-Adult Health & Social Care",Aquajoy Bathlifts Ltd,,
2014-08-08,600.00,"Adults, Health and Social Care-Adult Health & Social Care",Aquajoy Bathlifts Ltd,,
2014-08-29,1839.10,Children and Young People-Childrens Services Unit,Ardmore Angels,,
2014-08-26,940.51,"Adults, Health and Social Care-Adult Health & Social Care",Argos Business Solutions,,
2014-08-08,2970.00,"Adults, Health and Social Care-Adult Health & Social Care",ArjoHuntleigh,,
2014-08-08,15.00,"Adults, Health and Social Care-Adult Health & Social Care",ArjoHuntleigh,,
2014-08-04,514.23,"Adults, Health and Social Care-Adult Health & Social Care",Ark Home Healthcare Ltd,,
2014-08-04,47308.54,"Adults, Health and Social Care-Adult Health & Social Care",Ark Home Healthcare Ltd,,
2014-08-04,3599.56,"Adults, Health and Social Care-Adult Health & Social Care",Ark Home Healthcare Ltd,,
2014-08-21,523.42,"Adults, Health and Social Care-Adult Health & Social Care",Ark Home Healthcare Ltd,,
2014-08-21,48154.27,"Adults, Health and Social Care-Adult Health & Social Care",Ark Home Healthcare Ltd,,
