Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2015-09-28,6.75,Children and Young People-Childrens Care Services,43036255 COSTA COFFEE,,
2015-09-07,4.25,Children and Young People-Childrens Care Services,43036255 COSTA COFFEE,,
2015-09-14,4.67,Children and Young People-Childrens Care Services,43036255 COSTA COFFEE,,
2015-10-06,52.25,Economy and Environment-Housing Services,A ONE TOOL & FIXING LT,,
2015-10-20,15.00,Economy and Environment-Housing Services,A ONE TOOL & FIXING LT,,
2015-10-23,195.70,Communities & Service Support-Customer Services and Communications,ACTION ON HEARING LOSS,,
2015-09-02,94.70,Children and Young People-Childrens Care Services,AHA PARENTING,,
2015-09-16,13.99,Children and Young People-Childrens Care Services,ALDI,,
2015-09-23,7.15,Children and Young People-Childrens Care Services,ALDI,,
2015-08-21,4.97,Children and Young People-Schools and Children's Services - Non-School,ALDI,,
2015-08-21,1.66,Children and Young People-Schools and Children's Services - Non-School,ALDI,,
2015-09-28,4.42,Children and Young People-Childrens Care Services,ALDI,,
2015-10-14,10.13,Children and Young People-Childrens Care Services,ALDI,,
2015-10-21,6.94,Children and Young People-Childrens Care Services,ALDI,,
2015-10-27,4.98,Communities & Service Support-Safer Cleaner Greener,ALDI,,
2015-11-03,15.78,Children and Young People-Childrens Care Services,ALDI,,
2015-10-23,7.35,Children and Young People-Childrens Care Services,AMF BOWLING,,
2015-10-23,4.65,Children and Young People-Childrens Care Services,AMF BOWLING,,
2015-10-15,5.77,Communities & Service Support-Safer Cleaner Greener,ANDREW PAGE,,
2015-09-17,31.71,Communities & Service Support-Safer Cleaner Greener,ANDREW PAGE,,
2015-09-24,43.73,Communities & Service Support-Safer Cleaner Greener,ANDREW PAGE,,
2015-09-11,165.00,Children and Young People-Schools and Children's Services - Non-School,ANDREWS OFFICE EQP,,
2015-07-17,74.17,Communities & Service Support-Sport & Leisure Management DSO,AO RETAIL LIMITED,,
2015-10-27,375.00,Chief Executive's Office-Other Services,AOU PAYMENT,,
2015-10-21,197.50,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-10-02,37.50,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-10-09,224.17,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-10-09,224.17,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-10-15,211.67,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-10-15,104.17,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-10-15,45.83,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-10-15,45.83,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-10-19,232.50,"Adults, Health and Social Care-Adult Health & Social Care",APPLIANCE WORLD,,
2015-09-22,54.94,Communities & Service Support-Museums & Arts,ARCO LTD,,
2015-10-23,109.58,Economy and Environment-Environmental Services,ARCO LTD,,
2015-11-04,53.59,Economy and Environment-Environmental Services,ARCO LTD,,
2015-10-21,315.81,Children and Young People-Childrens Services Unit,ARGOS LTD,,
2015-09-01,138.27,Children and Young People-Childrens Services Unit,ARGOS LTD,,
2015-09-03,197.07,Children and Young People-Childrens Services Unit,ARGOS LTD,,
2015-08-04,40.36,Children and Young People-Childrens Services Unit,ARGOS LTD,,
2015-08-07,12.66,Children and Young People-Childrens Services Unit,ARGOS LTD,,
2015-07-02,24.52,Children and Young People-Childrens Services Unit,ARGOS LTD,,
2015-07-17,124.62,Children and Young People-Childrens Services Unit,ARGOS LTD,,
2015-05-12,75.97,Communities & Service Support-Recreation & Support,ARGOS LTD,,
2015-10-05,134.45,Communities & Service Support-Sport & Countryside,ARGOS LTD,,
2015-10-15,25.00,Children and Young People-Childrens Services Unit,ARGOS LTD,,
2015-10-06,66.65,"Adults, Health and Social Care-Adult Health & Social Care",ARGOS LTD,,
2015-09-12,29.98,Children and Young People-Schools and Children's Services - Non-School,ARGOS LTD,,
2015-11-20,41.66,Children and Young People-Childrens Care Services,ARGOS LTD,,
2015-11-11,21.65,Communities & Service Support-Sport & Leisure Management DSO,ARGOS LTD,,
2015-11-11,5.82,Communities & Service Support-Sport & Leisure Management DSO,ARGOS LTD,,
2015-06-26,21.64,Children and Young People-Childrens Care Services,ARGOS LTD,,
2015-07-01,54.14,Children and Young People-Childrens Care Services,ARGOS LTD,,
2015-09-30,2129.90,Children and Young People-Schools and Children's Services - Non-School,ARGOS RETAIL GROUP,,
2015-08-19,44.95,Children and Young People-Schools and Children's Services - Non-School,ARGOS RETAIL GROUP,,
2015-11-04,61.62,Children and Young People-Childrens Care Services,ARGOS RETAIL GROUP,,
2015-10-07,83.50,"Adults, Health and Social Care-Adult Health & Social Care",ARROW COACH TRAVEL,,
2015-10-07,13.29,Communities & Service Support-Customer Services and Communications,ASDA 4387,,
2015-08-04,35.79,Children and Young People-Schools and Children's Services - Non-School,ASDA 4387,,
2015-08-10,35.79,Children and Young People-Schools and Children's Services - Non-School,ASDA 4387,,
2015-08-12,19.12,Children and Young People-Schools and Children's Services - Non-School,ASDA 4387,,
2015-08-14,10.79,Children and Young People-Schools and Children's Services - Non-School,ASDA 4387,,
2015-10-21,223.52,Children and Young People-Childrens Care Services,ASDA HOME SHOPPING,,
2015-10-21,1.97,Children and Young People-Childrens Care Services,ASDA HOME SHOPPING,,
2015-10-16,9.71,Children and Young People-Childrens Care Services,ASDA STORE,,
2015-10-23,29.59,Children and Young People-Childrens Care Services,ASDA STORE,,
2015-10-13,24.92,Children and Young People-Childrens Services Unit,ASDA STORE,,
