"Body","Organisation Name","Date","Internal Ref Number","Invoice Number","Net Amount","Irrecoverable VAT","Supplier(Beneficiary) Name","Supplier Registered Company Number","Supplier Registered Charity Number","Supplier ID","VAT Registration Number","Expense Area","Procurement Classification: Council's Procurement Category Name","Expense Code","BVACOP","Proclass","Extended Description","Source","Subsource","Definition","Purpose of Spend (Summary)"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24886178","2015:04D  Demen","30287.26","N/A","2015:04D  Dementia","","","Personal Budgets","","Adult Services and Wellbeing-Adult Health & Social Care","Transfer Payments - School Children And Students","884A6001","","","","CQ","PB","Personal Budgets","Direct payments to service users assessed as needing service provision"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24886180","2015:04DSLDual","5279.80","N/A","2015:04DSLDual Sensory Loss","","","Personal Budgets","","Adult Services and Wellbeing-Adult Health & Social Care","Transfer Payments - School Children And Students","884A6002","","","","CQ","PB","Personal Budgets","Direct payments to service users assessed as needing service provision"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24886182","2015:04FTIFrail","159018.16","N/A","2015:04FTIFrailty And/Or Temporary Illness","","","Personal Budgets","","Adult Services and Wellbeing-Adult Health & Social Care","Transfer Payments - School Children And Students","884A6001","","","","CQ","PB","Personal Budgets","Direct payments to service users assessed as needing service provision"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24886184","2015:04LD Learn","239805.49","N/A","2015:04LD Learning Disabilities","","","Personal Budgets","","Adult Services and Wellbeing-Adult Health & Social Care","Transfer Payments - School Children And Students","884B6003","","","","CQ","PB","Personal Budgets","Direct payments to service users assessed as needing service provision"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24886186","2015:04MH Menta","15838.71","N/A","2015:04MH Mental Health (Except Dementia)","","","Personal Budgets","","Adult Services and Wellbeing-Adult Health & Social Care","Transfer Payments - School Children And Students","884C6004","","","","CQ","PB","Personal Budgets","Direct payments to service users assessed as needing service provision"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24886188","2015:04OV Other","21311.92","N/A","2015:04OV Other Vulnerable People","","","Personal Budgets","","Adult Services and Wellbeing-Adult Health & Social Care","Transfer Payments - School Children And Students","884D6005","","","","CQ","PB","Personal Budgets","Direct payments to service users assessed as needing service provision"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24886190","2015:04PD Physi","288665.72","N/A","2015:04PD Physically Disabled","","","Personal Budgets","","Adult Services and Wellbeing-Adult Health & Social Care","Transfer Payments - School Children And Students","884A6002","","","","CQ","PB","Personal Budgets","Direct payments to service users assessed as needing service provision"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24886192","2015:04SM Subst","1240.00","N/A","2015:04SM Substance Misuse","","","Personal Budgets","","Adult Services and Wellbeing-Adult Health & Social Care","Transfer Payments - School Children And Students","884D6005","","","","CQ","PB","Personal Budgets","Direct payments to service users assessed as needing service provision"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24886193","2015:04VI Visua","15509.04","N/A","2015:04VI Visual Impairment","","","Personal Budgets","","Adult Services and Wellbeing-Adult Health & Social Care","Transfer Payments - School Children And Students","884A6002","","","","CQ","PB","Personal Budgets","Direct payments to service users assessed as needing service provision"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","09/06/2015","24839510","22.05.15","500.00","N/A","33rd Foot","","","S152922","","Communities & Service Support (obsolete)-Museums & Arts","Equipment Furniture And Materials (Cont)","12704179","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","02/06/2015","24830159","TP178752","2392.03","N/A","3Corners","","","S16230","","Children and Young People's Services-Childrens Services Unit","Other Committees Of The Council","70545016","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24885314","52294367","421.04","N/A","@first parts solutions - Brunel Ford","","","S119515","","Economy and Environment (obsolete)-Transport Vehicle Maintenance Workshop","Direct Transport Costs","76033064","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","04/06/2015","24833602","8682","3543.00","N/A","A Ashworth & Son Landscapes Ltd","01203270","","S202","","Communities & Service Support (obsolete)-Service Development - Client Services","Construction & Conversion","03020520","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","04/06/2015","24833604","8687","2634.00","N/A","A Ashworth & Son Landscapes Ltd","01203270","","S202","","Economy and Environment (obsolete)-Corporate Asset and Facilities Management","Repairs Alterations And Maintenance Of Buildings Fixed Plant And Grounds","543420P0","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","24/06/2015","24932989","8697","688.00","N/A","A Ashworth & Son Landscapes Ltd","01203270","","S202","","Economy and Environment (obsolete)-Markets","Repairs Alterations And Maintenance Of Buildings Fixed Plant And Grounds","140420P0","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","30/06/2015","24947768","8698","1038.69","N/A","A Ashworth & Son Landscapes Ltd","01203270","","S202","","Communities & Service Support (obsolete)-Libraries Info & Tourism","Repairs Alterations And Maintenance Of Buildings Fixed Plant And Grounds","082420R0","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","15/06/2015","24882597","14137","692.00","N/A","A Cumberlidge (Tilers) Ltd","1182158","","S10623","","Communities & Service Support (obsolete)-Sport & Leisure Management DSO","Repairs Alterations And Maintenance Of Buildings Fixed Plant And Grounds","925120P0","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","05/06/2015","24835255","00127","19500.00","N/A","A J Rowe","","","S195184","","Children and Young People's Services-Schools and Children's Services - Non-School","Rent And Rates","68T42300","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","17/06/2015","24888189","00128","2542.58","N/A","A J Rowe","","","S195184","","Children and Young People's Services-Schools and Children's Services - Non-School","Premises Insurance","68T42800","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","19/06/2015","24926556","T002492","1440.00","N/A","A W Jenkinson Transport Limited","","","S282278","","Communities & Service Support (obsolete)-Safer Cleaner Greener","Services","90314454","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","02/06/2015","24830504","25MAY-21JUN","1720.32","N/A","AAA Medics Ltd Re Leylands","","","S280965","","Adult Services and Wellbeing-Adult Health & Social Care","Independent Sector Homes","88735899","","","","CQ","RC","Residential Care","Payments to homes for people assessed as needing residential/nursing care"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","25/06/2015","24935688","22JUN-19JUL","1720.32","N/A","AAA Medics Ltd Re Leylands","","","S280965","","Adult Services and Wellbeing-Adult Health & Social Care","Independent Sector Homes","88735899","","","","CQ","RC","Residential Care","Payments to homes for people assessed as needing residential/nursing care"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","25/06/2015","24934998","4032/4033","150.00","N/A","ADCS Ltd","","","S28643","","Children and Young People's Services-Children and Young People's Serv - Central Depts.","Expenses","60004611","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","25/06/2015","24934997","4032/4033","516.00","N/A","ADCS Ltd","","","S28643","","Children and Young People's Services-Children and Young People's Serv - Central Depts.","Expenses","60004611","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","03/06/2015","24832053","72684","5642.73","N/A","AHR Architects Ltd","","","S108214","","Children and Young People's Services-Education - Capital","Architects fees","23BN0760","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","30/06/2015","24947513","000204","5175.00","N/A","AJWM Ltd","","","S281987","","Children and Young People's Services-Children and Young People's Serv - Central Depts.","Agency Costs","60380562","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","30/06/2015","24947515","000204","12.70","N/A","AJWM Ltd","","","S281987","","Children and Young People's Services-Children and Young People's Serv - Central Depts.","Agency Costs","60380562","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","30/06/2015","24947514","000204","90.45","N/A","AJWM Ltd","","","S281987","","Children and Young People's Services-Children and Young People's Serv - Central Depts.","Agency Costs","60380562","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","05/06/2015","24835412","2042","2463.37","N/A","ALS Support","","","S91184","","Adult Services and Wellbeing-Adult Health & Social Care","Voluntary Associations","46445400","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","05/06/2015","24835411","2043","1575.96","N/A","ALS Support","","","S91184","","Adult Services and Wellbeing-Adult Health & Social Care","Private Contractors","88745500","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","08/06/2015","24836741","A9980108125","279.99","N/A","ATS Euromaster Ltd","","","S24165","","Communities & Service Support (obsolete)-Safer Cleaner Greener","Direct Transport Costs","90243024","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","08/06/2015","24836740","A9980108125","107.97","N/A","ATS Euromaster Ltd","","","S24165","","Communities & Service Support (obsolete)-Safer Cleaner Greener","Direct Transport Costs","90263024","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","08/06/2015","24836739","A9980108125","347.51","N/A","ATS Euromaster Ltd","","","S24165","","Communities & Service Support (obsolete)-Safer Cleaner Greener","Direct Transport Costs","90233024","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","08/06/2015","24836738","A9980108125","222.38","N/A","ATS Euromaster Ltd","","","S24165","","Communities & Service Support (obsolete)-Safer Cleaner Greener","Services","90314458","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","08/06/2015","24836742","A9980108125","24.70","N/A","ATS Euromaster Ltd","","","S24165","","Communities & Service Support (obsolete)-Safer Cleaner Greener","Direct Transport Costs","90253024","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","03/06/2015","24832000","496089","75490.85","N/A","AWM Ltd","","","S183100","","Economy and Environment (obsolete)-Environmental Services","Private Contractors","E2355564","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24885721","499369","73046.09","N/A","AWM Ltd","","","S183100","","Economy and Environment (obsolete)-Environmental Services","Private Contractors","E2355564","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","18/06/2015","24924486","497066","61745.28","N/A","AWM Ltd","","","S183100","","Economy and Environment (obsolete)-Environmental Services","Private Contractors","E2355564","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","26/06/2015","24940165","500402","71102.16","N/A","AWM Ltd","","","S183100","","Economy and Environment (obsolete)-Environmental Services","Private Contractors","E2355564","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","17/06/2015","24888053","TP179350","3567.24","N/A","Abbey Park Primary Academy","","","S10649","","Children and Young People's Services-Childrens Services Unit","Other Committees Of The Council","70545016","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","19/06/2015","24926508","682","3950.00","N/A","Aberration Films Limited","","","S267478","","Communities & Service Support (obsolete)-Museums & Arts","Equipment Furniture And Materials","12374020","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","29/06/2015","24945338","3349","2842.83","N/A","Action for Children","","","S8028","","Children and Young People's Services-Childrens Care Services","Private Contractors","72465550","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","29/06/2015","24945335","R31INV/00015449","3656.10","N/A","Action for Children","","","S8028","","Children and Young People's Services-Childrens Care Services","Private Contractors","72465550","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","29/06/2015","24945337","R31INV/00015450","4997.10","N/A","Action for Children","","","S8028","","Children and Young People's Services-Childrens Care Services","Private Contractors","72465550","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","29/06/2015","24945336","R31INV/00015451","2811.90","N/A","Action for Children","","","S8028","","Children and Young People's Services-Childrens Care Services","Private Contractors","72465550","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","02/06/2015","24830025","REDACTED PERSONAL DATA","504.30","N/A","Active","","","S50143","","Children and Young People's Services-Childrens Care Services","Private Contractors","72385511","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","04/06/2015","24833513","CAL47 GROUP 1","2083.50","N/A","Active","","","S50143","","Children and Young People's Services-Childrens Care Services","Other Agency And Contracted Services","72395715","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","04/06/2015","24833514","CAL48 GROUP 2","1441.80","N/A","Active","","","S50143","","Children and Young People's Services-Childrens Care Services","Other Agency And Contracted Services","72395715","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","09/06/2015","24839580","77702","1121.64","N/A","Active","","","S50143","","Adult Services and Wellbeing-Adult Health & Social Care","Voluntary Associations","46445400","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","24/06/2015","24932835","REDACTED PERSONAL DATA","623.93","N/A","Active","","","S50143","","Children and Young People's Services-Childrens Care Services","Private Contractors","72385511","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","24/06/2015","24932782","REDACTED PERSONAL DATA","985.50","N/A","Active","","","S50143","","Children and Young People's Services-Childrens Care Services","Private Contractors","72385511","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","24/06/2015","24932792","REDACTED PERSONAL DATA","747.30","N/A","Active","","","S50143","","Children and Young People's Services-Childrens Care Services","Private Contractors","72385510","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","24/06/2015","24932831","REDACTED PERSONAL DATA","23.62","N/A","Active","","","S50143","","Children and Young People's Services-Childrens Care Services","Private Contractors","72385511","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","24/06/2015","24932830","REDACTED PERSONAL DATA","516.38","N/A","Active","","","S50143","","Children and Young People's Services-Childrens Care Services","Private Contractors","72385511","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","29/06/2015","24945212","REDACTED PERSONAL DATA","145.13","N/A","Active","","","S50143","","Children and Young People's Services-Childrens Care Services","Private Contractors","72385511","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","29/06/2015","24945213","REDACTED PERSONAL DATA","651.37","N/A","Active","","","S50143","","Children and Young People's Services-Childrens Care Services","Private Contractors","72385511","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","11/06/2015","24879155","REDACTED PERSONAL DATA","486.00","N/A","Advanced Child Care Assessments Ltd","","","S158064","","Children and Young People's Services-Childrens Care Services","Miscellaneous Expenses","72294884","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24885456","87605","1120.64","N/A","Aidservice Ltd","","","S88640","","Adult Services and Wellbeing-Adult Health & Social Care","Equipment Furniture And Materials","88314051","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","19/06/2015","24926265","87673","15.00","N/A","Aidservice Ltd","","","S88640","","Adult Services and Wellbeing-Adult Health & Social Care","Communications And Computers","88414500","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","19/06/2015","24926264","87673","541.50","N/A","Aidservice Ltd","","","S88640","","Adult Services and Wellbeing-Adult Health & Social Care","Equipment Furniture And Materials","88414080","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24885946","12230","1780.30","N/A","Aldermore Invoice Finance re Key Security UK Ltd","","","S172864","","Economy and Environment (obsolete)-Corporate Asset and Facilities Management","Services","54104471","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","16/06/2015","24885945","12230","1742.82","N/A","Aldermore Invoice Finance re Key Security UK Ltd","","","S172864","","Economy and Environment (obsolete)-Markets","Services","14024471","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","22/06/2015","24928628","11774","130.00","N/A","Aldermore Invoice Finance re Key Security UK Ltd","","","S172864","","Economy and Environment (obsolete)-Housing Services","Agency Costs","52380500","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","22/06/2015","24928627","11774","120.00","N/A","Aldermore Invoice Finance re Key Security UK Ltd","","","S172864","","Economy and Environment (obsolete)-Housing Services","Agency Costs","52380500","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","22/06/2015","24928626","11774","165.00","N/A","Aldermore Invoice Finance re Key Security UK Ltd","","","S172864","","Economy and Environment (obsolete)-Housing Services","Agency Costs","52380500","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","22/06/2015","24928629","11774","130.00","N/A","Aldermore Invoice Finance re Key Security UK Ltd","","","S172864","","Economy and Environment (obsolete)-Housing Services","Agency Costs","52380500","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","22/06/2015","24928619","12278","120.00","N/A","Aldermore Invoice Finance re Key Security UK Ltd","","","S172864","","Economy and Environment (obsolete)-Housing Services","Agency Costs","52380500","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","22/06/2015","24928614","12278","120.00","N/A","Aldermore Invoice Finance re Key Security UK Ltd","","","S172864","","Economy and Environment (obsolete)-Housing Services","Agency Costs","52380500","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","22/06/2015","24928615","12278","120.00","N/A","Aldermore Invoice Finance re Key Security UK Ltd","","","S172864","","Economy and Environment (obsolete)-Housing Services","Agency Costs","52380500","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","22/06/2015","24928616","12278","17.50","N/A","Aldermore Invoice Finance re Key Security UK Ltd","","","S172864","","Economy and Environment (obsolete)-Housing Services","Agency Costs","52380500","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","22/06/2015","24928617","12278","170.00","N/A","Aldermore Invoice Finance re Key Security UK Ltd","","","S172864","","Economy and Environment (obsolete)-Housing Services","Agency Costs","52380500","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","22/06/2015","24928618","12278","70.00","N/A","Aldermore Invoice Finance re Key Security UK Ltd","","","S172864","","Economy and Environment (obsolete)-Housing Services","Agency Costs","52380500","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","19/06/2015","24926074","SBS 23Jun15","62724.00","N/A","All Saints CE(VA) J&I School","","","S10402","","Children and Young People's Services-Education","Contributions To Funds And Provisions","22124951","","","","CQ","SBS","Schools Budget Share","Monthly payment of school budgets to schools"
"http://statistics.data.gov.uk/doc/local-authority-district/00CY","The Borough of Calderdale","02/06/2015","24830057","TP178754","1134.00","N/A","All Saints Pre-School","","","S16201","","Children and Young People's Services-Childrens Services Unit","Other Committees Of The Council","70545016","","","","IV","AP","Accounts Payable Invoices","Payment of accounts payable invoices"
