Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2017-05-28,24.97,Children and Young People-Schools and Children's Services - Non-School,3 PEAKS CYCLES LTD,,
2017-05-28,4.17,Children and Young People-Schools and Children's Services - Non-School,3 PEAKS CYCLES LTD,,
2017-06-29,9.55,Children and Young People-Childrens Care Services,43035580 COSTA COFFEE,,
2017-07-13,9.80,Children and Young People-Childrens Care Services,43035580 COSTA COFFEE,,
2017-07-26,2.46,Children and Young People-Childrens Care Services,43036255 COSTA COFFEE,,
2017-06-06,246.67,Economy and Environment-Housing Services,A ONE TOOL & FIXING LT,,
2017-08-09,29.63,Communities & Service Support-Recreation & Support,A ONE TOOL & FIXING LT,,
2017-05-30,15.00,Children and Young People-Schools and Children's Services - Non-School,A and A vehicle services,,
2017-06-14,37.51,Communities & Service Support-Community Safety & Support,A1 NOWAZ SUPERSTOR 82439,,
2017-06-15,30.00,Communities & Service Support-Community Safety & Support,A1 NOWAZ SUPERSTOR 82439,,
2017-08-10,16.67,"Adults, Health and Social Care-Adult Health & Social Care",ACE ENERGY,,
2017-06-15,75.00,Children and Young People-Childrens Care Services,ACT*TCP on behalf of N,,
2017-07-27,382.50,Children and Young People-Schools and Children's Services - Non-School,ACTIVITYBOOKERCOM,,
2017-07-27,34.42,Children and Young People-Childrens Care Services,ALDI,,
2017-07-04,24.69,Children and Young People-Childrens Care Services,ALDI,,
2017-06-28,26.24,Children and Young People-Schools and Children's Services - Non-School,ALDI,,
2017-07-03,5.65,Children and Young People-Schools and Children's Services - Non-School,ALDI,,
2017-07-17,20.29,Children and Young People-Schools and Children's Services - Non-School,ALDI,,
2017-07-18,3.31,Children and Young People-Schools and Children's Services - Non-School,ALDI,,
2017-07-23,5.10,Children and Young People-Schools and Children's Services - Non-School,ALDI,,
2017-06-29,7.99,Communities & Service Support-Libraries Info & Tourism,AMAZON UK PRIME AMZN.CO.U,,
2017-07-01,20.64,Deputy Chief Executive-ICT Services,AMAZON UK RETAIL AMAZON.C,,
