Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2013-05-09,2995.00,Chief Executive's Office-Public Health,Church Lane Surgery,,
2013-05-21,33733.06,"Adults, Health and Social Care-Adult Health & Social Care",2013:03D  Dementia,,
2013-05-21,1264.00,"Adults, Health and Social Care-Adult Health & Social Care",2013:03DSLDual Sensory Loss,,
2013-05-21,127576.02,"Adults, Health and Social Care-Adult Health & Social Care",2013:03FTIFrailty And/Or Temporary Illness,,
2013-05-21,163471.02,"Adults, Health and Social Care-Adult Health & Social Care",2013:03LD Learning Disabilities,,
2013-05-21,4668.89,"Adults, Health and Social Care-Adult Health & Social Care",2013:03MH Mental Health (Except Dementia),,
2013-05-21,1032.00,"Adults, Health and Social Care-Adult Health & Social Care",2013:03OV Other Vulnerable People,,
2013-05-21,248524.94,"Adults, Health and Social Care-Adult Health & Social Care",2013:03PD Physically Disabled,,
2013-05-21,14437.68,"Adults, Health and Social Care-Adult Health & Social Care",2013:03VI Visual Impairment,,
2013-05-02,595.00,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2013-05-02,510.45,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2013-05-16,50.00,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2013-05-16,401.61,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2013-05-28,426.48,Economy and Environment-Transport Vehicle Maintenance Workshop,@first parts solutions - Brunel Ford,,
2013-05-16,116.54,Economy and Environment-Other Catering DSO,A & M,,
2013-05-16,103.59,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2013-05-16,1386.40,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2013-05-16,55.14,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2013-05-16,1480.10,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2013-05-16,90.51,Economy and Environment-Other Catering DSO,A & M,,
2013-05-16,97.08,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2013-05-16,153.51,Economy and Environment-Other Catering DSO,A & M,,
2013-05-16,1237.90,Economy and Environment-School & Welfare Catering DSO - South,A & M,,
2013-05-09,444.91,Communities-Sport & Countryside,A Ashworth & Son Landscapes Ltd,,
2013-05-16,891.12,Communities-Recreation & Support,A Ashworth & Son Landscapes Ltd,,
2013-05-28,1920.00,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
2013-05-30,298.00,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
2013-05-30,319.00,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
2013-05-30,124.00,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
