Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2014-09-25,3663,422.42
Children's Services,2014-09-17,LEWIS HARVEY LTD,374.28
Children's Services,2014-09-18,LEWIS HARVEY LTD,297.63
Environment & Regeneration,2014-09-04,THOMPSONS OF PRUDHOE LTD,294.40
Environment & Regeneration,2014-09-05,THOMPSONS OF PRUDHOE LTD,783.60
Environment & Regeneration,2014-09-04,THOMPSONS OF PRUDHOE LTD,290.58
Environment & Regeneration,2014-09-05,THOMPSONS OF PRUDHOE LTD,415.80
Environment & Regeneration,2014-09-12,THOMPSONS OF PRUDHOE LTD,844.62
Environment & Regeneration,2014-09-26,THOMPSONS OF PRUDHOE LTD,5500.00
Environment & Regeneration,2014-09-29,THOMPSONS OF PRUDHOE LTD,2043.35
Environment & Regeneration,2014-09-02,THOMPSONS OF PRUDHOE LTD,427.50
Children's Services,2014-09-22,WHITEHOUSE FARM CENTRE,1206.00
Adult and Culture,2014-09-23,14 EIGHTH ROW,9800.00
Adult and Culture,2014-09-23,18 SEA VIEW VILLAS,1540.00
Adult and Culture,2014-09-23,220 SOFT LIMITED,2250.00
Children's Services,2014-09-26,2SIMPLE SOFTWARE LTD,500.00
Children's Services,2014-09-12,2SIMPLE SOFTWARE LTD,600.00
Children's Services,2014-09-10,2SIMPLE SOFTWARE LTD,1000.00
Children's Services,2014-09-19,2SIMPLE SOFTWARE LTD,750.00
Children's Services,2014-09-24,3P LEARNING LTD,805.00
Children's Services,2014-09-08,4CHILDREN,260.00
Adult and Culture,2014-09-23,93 WINGROVE ROAD,1540.00
Environment & Regeneration,2014-09-30,A E G LIVE UK LTD,31799.23
Children's Services,2014-09-22,A MCGANN BUILDING CONTRACTORS LTD,1653.20
Children's Services,2014-09-16,A S MECHANICAL BUILDING SERVICES LTD,1496.66
Environment & Regeneration,2014-09-01,A&J KEITH LTD,3760.00
Environment & Regeneration,2014-09-02,A&J KEITH LTD,509.80
Environment & Regeneration,2014-09-05,A&J KEITH LTD,4298.37
Environment & Regeneration,2014-09-22,A&J KEITH LTD,2775.00
