Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2010-05-26,ADT FIRE & SECURITY,545.26
Adult and Culture,2010-05-20,HANDS-FREE COMPUTING,707.00
Adult and Culture,2010-05-05,IN-TRAC,1737.95
Adult and Culture,2010-05-06,IN-TRAC,1940.95
Adult and Culture,2010-05-18,ADDACTION,114466.00
Adult and Culture,2010-05-17,I TO I TRAINING,9600.00
Adult and Culture,2010-05-17,I TO I TRAINING,1100.00
Adult and Culture,2010-05-12,N POWER NORTHERN LTD,2168.70
Adult and Culture,2010-05-17,TYNESIDE CYRENIANS DAYCENTRE,14240.60
Adult and Culture,2010-05-20,SOLK FURNITURE LTD,624.00
Adult and Culture,2010-05-10,CLAVERING STATIONERS,1253.00
Adult and Culture,2010-05-13,HEATON CATERING EQUIPMENT LTD,516.08
Adult and Culture,2010-05-19,JOHN LEWIS PARTNERSHIP,3664.71
Adult and Culture,2010-05-03,N POWER NORTHERN LTD,988.42
Adult and Culture,2010-05-12,CARE QUALITY COMMISSION,990.00
Adult and Culture,2010-05-03,CHEVIOT HOUSING ASS. LTD.,18250.14
Adult and Culture,2010-05-03,INSTITUTE OF PUBLIC CARE,3000.00
Adult and Culture,2010-05-17,JOHN MONK & CO,805.66
Adult and Culture,2010-05-05,N POWER NORTHERN LTD,1647.38
Adult and Culture,2010-05-12,N POWER NORTHERN LTD,558.96
Adult and Culture,2010-05-18,N POWER NORTHERN LTD,761.03
Adult and Culture,2010-05-18,N POWER NORTHERN LTD,958.42
Adult and Culture,2010-05-18,N POWER NORTHERN LTD,773.14
Adult and Culture,2010-05-13,NEWCASTLE GATESHEAD INITIATIVE,1300.00
Adult and Culture,2010-05-03,NEWCASTLE PCT,23400.45
Adult and Culture,2010-05-18,NEWCASTLE PROPS,28747.50
Adult and Culture,2010-05-05,NORTHEAST SPECIAL NEEDS NETWORK,13795.00
Adult and Culture,2010-05-13,OXFORD BROOKES ENT LTD,3000.00
Adult and Culture,2010-05-12,REGIONAL PUBLICATIONS LTD,585.00
Adult and Culture,2010-05-18,UNIVERSITY OF SUNDERLAND ENTERPRISES LTD,5000.00
Adult and Culture,2010-05-19,JESMOND SWIMMING PROJECT,1449.00
Adult and Culture,2010-05-23,JET,3172.35
Adult and Culture,2010-05-16,THOMAS OWEN & SONS LTD,569.94
Adult and Culture,2010-05-04,LA TAXIS,979.20
Adult and Culture,2010-05-20,LA TAXIS,1254.80
Adult and Culture,2010-05-20,LA TAXIS,1254.80
Adult and Culture,2010-05-04,NODA TAXIS LTD,750.80
Adult and Culture,2010-05-04,NODA TAXIS LTD,686.00
Adult and Culture,2010-05-05,NODA TAXIS LTD,823.70
Adult and Culture,2010-05-20,NODA TAXIS LTD,916.80
Adult and Culture,2010-05-20,NODA TAXIS LTD,908.00
Adult and Culture,2010-05-05,DISABLED LIVING FOUNDATION,705.00
Adult and Culture,2010-05-06,EASIBATHE,575.55
Adult and Culture,2010-05-05,NORTH YORKSHIRE MOBILITYB & SAFETY,1477.50
Adult and Culture,2010-05-04,NEWCASTLE AMBULANCE SERVICE,1474.00
Adult and Culture,2010-05-04,NEWCASTLE AMBULANCE SERVICE,1145.00
Adult and Culture,2010-05-04,NEWCASTLE AMBULANCE SERVICE,1474.00
Adult and Culture,2010-05-13,NEWCASTLE AMBULANCE SERVICE,1474.00
Adult and Culture,2010-05-20,NEWCASTLE AMBULANCE SERVICE,1474.00
Adult and Culture,2010-05-03,CONNEVANS LTD,721.25
Adult and Culture,2010-05-20,CONNEVANS LTD,893.40
Adult and Culture,2010-05-23,CONNEVANS LTD,716.07
Adult and Culture,2010-05-23,CONNEVANS LTD,589.90
Adult and Culture,2010-05-06,RNID SOUND ADVANTAGE,4635.73
Adult and Culture,2010-05-12,THE HUMAN OFFICE LTD,725.78
Adult and Culture,2010-05-03,ASKEWS LIBRARY SERVICES LTD,560.23
Adult and Culture,2010-05-17,ASKEWS LIBRARY SERVICES LTD,641.26
Adult and Culture,2010-05-03,BBC AUDIO BOOKS LTD,1216.95
Adult and Culture,2010-05-03,BBC AUDIO BOOKS LTD,580.48
Adult and Culture,2010-05-19,BBC AUDIO BOOKS LTD,658.97
Adult and Culture,2010-05-03,BERTRAM LIBRARY SERVICES,569.75
Adult and Culture,2010-05-10,BERTRAM LIBRARY SERVICES,746.30
Adult and Culture,2010-05-03,CAROLINE REDMOND MANAGEMENT LTD,600.00
Adult and Culture,2010-05-23,CITIZENS ADVICE NOTES SERVICE TRUST,2426.39
Adult and Culture,2010-05-09,MINESOFT LTD,3075.00
Adult and Culture,2010-05-11,N POWER NORTHERN LTD,502.41
Adult and Culture,2010-05-11,N POWER NORTHERN LTD,586.80
Adult and Culture,2010-05-10,OCLC PICA LTD,2267.61
Adult and Culture,2010-05-11,Redacted Personal Data,591.46
Adult and Culture,2010-05-11,ST ANDREWS NEWSAGENCY,598.47
Adult and Culture,2010-05-03,SWETS INFORMATION SERVICES LTD,4886.12
Adult and Culture,2010-05-17,ULVERSCROFT LARGE PRINT BOOKS LTD,713.06
Adult and Culture,2010-05-19,ULVERSCROFT LARGE PRINT BOOKS LTD,701.16
Adult and Culture,2010-05-03,WF HOWES LTD,504.00
Adult and Culture,2010-05-03,WOLTERS KLUWER (UK) LTD,649.95
Adult and Culture,2010-05-03,WOLTERS KLUWER (UK) LTD,559.95
Adult and Culture,2010-05-27,EAGLE LABS LTD,519.50
Adult and Culture,2010-05-09,FAWDON COMMUNITY CENTRE,6000.00
Adult and Culture,2010-05-27,HEPSCOTT WATER SYSTEMS,832.00
Adult and Culture,2010-05-05,KAJIMA NEWCASTLE LIBRARIES LTD,273030.75
Adult and Culture,2010-05-13,MISCO,2104.90
Adult and Culture,2010-05-06,NAVIGATOR SIGNING SOLUTIONS LTD,1218.00
Adult and Culture,2010-05-17,NEOPOST-CREDIFON ACCOUNTS,2000.00
Adult and Culture,2010-05-27,Redacted Personal Data,1806.61
Adult and Culture,2010-05-26,SGS UNITED KINGDOM LTD,1353.20
Adult and Culture,2010-05-06,VOCERA COMMUNICATION INC,2850.00
Adult and Culture,2010-05-12,DARLINGTON BOROUGH COUNCIL,36786.12
Adult and Culture,2010-05-12,GATESHEAD MBC,95965.88
Adult and Culture,2010-05-12,MIDDLESBROUGH BOROUGH COUNCIL,65691.84
Adult and Culture,2010-05-12,STOCKTON BOROUGH COUNCIL,60823.25
Adult and Culture,2010-05-12,SUNDERLAND CITY COUNCIL,89488.31
Adult and Culture,2010-05-10,CLASSIC COACHES,7950.00
Adult and Culture,2010-05-12,CLASSIC COACHES,7950.00
Adult and Culture,2010-05-23,CLASSIC COACHES,4817.00
Adult and Culture,2010-05-27,ASCENTIS,660.00
Adult and Culture,2010-05-17,UCLES,2509.50
Adult and Culture,2010-05-26,AT HOME IN THE COMMUNITY LTD,1789.92
Adult and Culture,2010-05-12,BLUE SKY TRUST,4500.00
Adult and Culture,2010-05-12,BRADFORD DISTRICT CARE TRUST,1900.00
Adult and Culture,2010-05-06,BUSINESS & DECISION LTD,6427.20
Adult and Culture,2010-05-12,BYKER BRIDGE HOUSING ASSOCIATION,1056.09
Adult and Culture,2010-05-10,CAPABILITIES/ECBO TEAM,923.15
Adult and Culture,2010-05-03,CAPABILITYS,962.82
Adult and Culture,2010-05-16,CAPABILITYS,1376.68
Adult and Culture,2010-05-11,CAPABILITYS SERVICE USERS PROFIT SHARING,11994.43
Adult and Culture,2010-05-24,CENTRE FOR THE CHILDRENS BOOK,25000.00
Adult and Culture,2010-05-12,CHILDREN-NORTH EAST,1285.25
Adult and Culture,2010-05-03,CHIRTON HOUSE,541.57
Adult and Culture,2010-05-06,COMENSURA LTD,20873.68
Adult and Culture,2010-05-06,COMENSURA LTD,17539.01
Adult and Culture,2010-05-06,COMENSURA LTD,10798.91
Adult and Culture,2010-05-18,COMENSURA LTD,8973.90
Adult and Culture,2010-05-18,COMENSURA LTD,15862.84
Adult and Culture,2010-05-25,CONNAUGHT COLLECTIONS,5000.00
Adult and Culture,2010-05-06,COQUET TRUST,2503.96
Adult and Culture,2010-05-13,DANCE NORTH LTD,30000.00
Adult and Culture,2010-05-11,DEMENTIA CARE PARTNERSHIP,1868.02
Adult and Culture,2010-05-24,DFS,600.00
Adult and Culture,2010-05-09,DISABILITY NORTH DIRECT PAYMENTS,1017.93
Adult and Culture,2010-05-16,FOSTER A FUTURE,800.00
Adult and Culture,2010-05-12,GARDINER AND THEOBALD,3000.00
Adult and Culture,2010-05-12,GUARDIAN HOMECARE & NURSING (NCLE) LTD,1864.84
Adult and Culture,2010-05-26,GUARDIAN HOMECARE & NURSING (NCLE) LTD,675.00
Adult and Culture,2010-05-06,Redacted Personal Data,2825.00
Adult and Culture,2010-05-25,JAMES MILNE ASSOCIATES,800.00
Adult and Culture,2010-05-12,JPM CONSULTANTS,7465.36
Adult and Culture,2010-05-06,LIFELINE PROJECT LTD,1408.80
Adult and Culture,2010-05-03,LTC HEALTHCARE,720.00
Adult and Culture,2010-05-25,LTC HEALTHCARE,720.00
Adult and Culture,2010-05-25,MENTAL HEALTH MATTERS,17536.00
