Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2010-06-08,CHILD POVERTY ACTION GROUP,1119.70
Adult and Culture,2010-06-14,CHILD POVERTY ACTION GROUP,1484.19
Adult and Culture,2010-06-14,LISSON GROVE BENEFITS PROGRAM,2778.00
Adult and Culture,2010-06-14,Redacted Personal Data,3250.00
Adult and Culture,2010-06-29,CITY & GUILDS OF LONDON INSTITUTE,560.00
Adult and Culture,2010-06-28,OPEN UNIVERSITY,995.00
Adult and Culture,2010-06-29,OPEN UNIVERSITY,4680.00
Adult and Culture,2010-06-15,Redacted Personal Data,3000.00
Adult and Culture,2010-06-28,TEAM-TEACH LTD,1245.00
Adult and Culture,2010-06-21,THE ASSOCIATION FOR CHILD AND ADOLESCENT,600.00
Adult and Culture,2010-06-21,UNIVERSITY OF NORTHUMBRIA,3225.00
Adult and Culture,2010-06-21,UNIVERSITY OF NORTHUMBRIA,3225.00
Adult and Culture,2010-06-21,AD MERCHANDISE LTD,566.00
Adult and Culture,2010-06-08,N POWER NORTHERN LTD,1588.58
Adult and Culture,2010-06-29,N POWER NORTHERN LTD,1803.76
Adult and Culture,2010-06-29,N POWER NORTHERN LTD,1588.58
Adult and Culture,2010-06-16,NALESTAR LTD,923.50
Adult and Culture,2010-06-14,TYNESIDE CYRENIANS DAYCENTRE,2697.26
Adult and Culture,2010-06-14,CARE QUALITY COMMISSION,2475.00
Adult and Culture,2010-06-14,N POWER NORTHERN LTD,781.42
Adult and Culture,2010-06-27,N POWER NORTHERN LTD,1026.41
Adult and Culture,2010-06-29,N POWER NORTHERN LTD,826.05
Adult and Culture,2010-06-01,CLAVERING STATIONERS,918.00
Adult and Culture,2010-06-21,HASTIE D BURTON LTD,8554.99
Adult and Culture,2010-06-08,OFFICE PERFECTION LTD,7371.00
Adult and Culture,2010-06-24,OFFICE PERFECTION LTD,7371.00
Adult and Culture,2010-06-07,N POWER NORTHERN LTD,667.63
Adult and Culture,2010-06-13,ALBANY OFFICE FURNITURE SOLUTIONS,635.00
Adult and Culture,2010-06-08,CARE QUALITY COMMISSION,994.00
Adult and Culture,2010-06-08,CARE QUALITY COMMISSION,2376.00
Adult and Culture,2010-06-08,FUJITSU SERVICES,21466.45
Adult and Culture,2010-06-08,GS TRANSPORT,1280.00
Adult and Culture,2010-06-06,KWANGO,995.00
Adult and Culture,2010-06-08,N POWER NORTHERN LTD,762.32
Adult and Culture,2010-06-13,N POWER NORTHERN LTD,1137.19
Adult and Culture,2010-06-29,N POWER NORTHERN LTD,701.13
Adult and Culture,2010-06-29,N POWER NORTHERN LTD,652.85
Adult and Culture,2010-06-07,NEWCASTLE PCT,662.38
Adult and Culture,2010-06-08,NEWCASTLE PCT,2980.56
Adult and Culture,2010-06-08,NEWCASTLE PCT,1060.38
Adult and Culture,2010-06-08,NEWCASTLE PCT,3102.94
Adult and Culture,2010-06-08,NEWCASTLE PCT,3109.34
Adult and Culture,2010-06-08,THE ASSEMBLY ROOMS (NEWCASTLE) LTD,1467.30
Adult and Culture,2010-06-08,TYNESIDE TIMBER AND HARDWARE LTD,922.65
Adult and Culture,2010-06-24,BUILDING FUTURES EAST,19378.12
Adult and Culture,2010-06-03,CRISIS UK,4143.85
Adult and Culture,2010-06-07,CSV,745.51
Adult and Culture,2010-06-03,NCVS,1229.22
Adult and Culture,2010-06-28,NCVS,745.51
Adult and Culture,2010-06-03,NEWBURN LEISURE CENTRE,696.00
Adult and Culture,2010-06-03,NEWBURN RIVERSIDE RECREATION ASSOCIATION,870.00
Adult and Culture,2010-06-03,NEWBURN RIVERSIDE RECREATION ASSOCIATION,1087.32
Adult and Culture,2010-06-13,NEWBURN RIVERSIDE RECREATION ASSOCIATION,696.00
Adult and Culture,2010-06-13,NEWBURN RIVERSIDE RECREATION ASSOCIATION,599.32
Adult and Culture,2010-06-07,NEWCASTLE FUTURES (CENTRAL FUND),724.50
Adult and Culture,2010-06-24,NEWCASTLE SOCIETY FOR BLIND PEOPLE,846.80
Adult and Culture,2010-05-31,NEWCASTLE SPORTS FOR YOUTH ACADEMY,1237.14
Adult and Culture,2010-06-20,NEWCASTLE UNITED FOUNDATION,1966.35
Adult and Culture,2010-06-03,NORTHERN LEARNING TRUST,5214.45
Adult and Culture,2010-06-01,RECYKE Y'BIKE,1426.00
Adult and Culture,2010-06-21,SCOTSWOOD NATURAL COMMUNITY GARDEN,1913.64
Adult and Culture,2010-06-28,YOUR HOMES NEWCASTLE,4181.83
Adult and Culture,2010-06-21,LA TAXIS,1304.80
Adult and Culture,2010-06-21,LA TAXIS,1091.20
Adult and Culture,2010-06-21,LA TAXIS,1304.80
Adult and Culture,2010-06-20,NODA TAXIS LTD,874.00
Adult and Culture,2010-06-20,NODA TAXIS LTD,900.20
Adult and Culture,2010-06-28,NODA TAXIS LTD,601.80
Adult and Culture,2010-06-28,NODA TAXIS LTD,970.40
Adult and Culture,2010-06-28,NODA TAXIS LTD,780.00
Adult and Culture,2010-06-17,EASIBATHE,727.98
Adult and Culture,2010-06-16,LIVEASY LTD,900.00
Adult and Culture,2010-06-08,NEWCASTLE AMBULANCE SERVICE,1474.00
Adult and Culture,2010-06-15,NEWCASTLE AMBULANCE SERVICE,1474.00
Adult and Culture,2010-06-15,NEWCASTLE AMBULANCE SERVICE,1474.00
Adult and Culture,2010-06-23,NEWCASTLE AMBULANCE SERVICE,1180.00
Adult and Culture,2010-06-28,NEWCASTLE AMBULANCE SERVICE,1474.00
Adult and Culture,2010-06-10,HEARING PRODUCTS INTERNATIONAL,1166.00
Adult and Culture,2010-06-17,RNIB,795.20
Adult and Culture,2010-06-10,RNID SOUND ADVANTAGE,563.03
Adult and Culture,2010-06-07,N POWER NORTHERN LTD,770.76
Adult and Culture,2010-06-28,N POWER NORTHERN LTD,770.77
Adult and Culture,2010-06-28,N POWER NORTHERN LTD,900.91
Adult and Culture,2010-06-07,NEWBURN LEISURE CENTRE,560.00
Adult and Culture,2010-06-27,HAWDON CONTRACT SERVICES LTD,632.50
Adult and Culture,2010-06-17,STONHAM,1000.00
Adult and Culture,2010-06-27,DBC FOODSERVICE,759.19
Adult and Culture,2010-06-02,ASKEWS LIBRARY SERVICES LTD,616.37
Adult and Culture,2010-06-21,ASKEWS LIBRARY SERVICES LTD,824.85
Adult and Culture,2010-06-29,ASKEWS LIBRARY SERVICES LTD,651.46
Adult and Culture,2010-06-29,ASKEWS LIBRARY SERVICES LTD,635.52
Adult and Culture,2010-06-29,ASKEWS LIBRARY SERVICES LTD,849.91
Adult and Culture,2010-06-13,BBC AUDIO BOOKS LTD,623.33
Adult and Culture,2010-06-08,BERTRAM LIBRARY SERVICES,698.00
Adult and Culture,2010-06-09,BERTRAM LIBRARY SERVICES,576.98
Adult and Culture,2010-06-15,BERTRAM LIBRARY SERVICES,576.80
Adult and Culture,2010-05-31,PROQUEST INFORMATION & LEARNING LTD,8025.78
Adult and Culture,2010-05-31,PROQUEST INFORMATION & LEARNING LTD,2675.26
Adult and Culture,2010-05-31,PROQUEST INFORMATION & LEARNING LTD,5485.00
Adult and Culture,2010-06-08,RILEY DUNN & WILSON,761.52
Adult and Culture,2010-06-06,SWETS INFORMATION SERVICES LTD,2733.34
Adult and Culture,2010-06-22,SWETS INFORMATION SERVICES LTD,943.41
Adult and Culture,2010-06-13,ULVERSCROFT LARGE PRINT BOOKS LTD,739.50
Adult and Culture,2010-06-21,WF HOWES LTD,512.80
Adult and Culture,2010-06-15,AXIELL LTD,14209.50
Adult and Culture,2010-06-10,BPH DATA LTD,762.50
Adult and Culture,2010-06-07,CIPFA BUSINESS LTD,825.00
Adult and Culture,2010-06-24,ELECTRONIC READING SYSTEMS LTD,10200.00
Adult and Culture,2010-06-07,INFO TECHNOLOGY SUPPLY LTD,816.00
Adult and Culture,2010-06-09,KAJIMA NEWCASTLE LIBRARIES LTD,273030.75
Adult and Culture,2010-06-21,NEOPOST-CREDIFON ACCOUNTS,2000.00
Adult and Culture,2010-06-15,PHS GROUP LTD,1525.00
Adult and Culture,2010-06-02,RADFORD HMY GROUP,6518.11
Adult and Culture,2010-06-21,THAT POETRY BLOKE,700.00
Adult and Culture,2010-06-16,THE BIGGER SCENE,2182.12
Adult and Culture,2010-06-03,THOMAS OWEN & SONS LTD,1521.27
Adult and Culture,2010-06-07,ELANDERS HINDSON LTD,2970.00
Adult and Culture,2010-06-24,DARLINGTON BOROUGH COUNCIL,34932.18
Adult and Culture,2010-06-24,GATESHEAD MBC,89749.46
Adult and Culture,2010-06-24,MIDDLESBROUGH BOROUGH COUNCIL,66736.46
Adult and Culture,2010-06-24,STOCKTON BOROUGH COUNCIL,58678.38
Adult and Culture,2010-06-24,SUNDERLAND CITY COUNCIL,87029.66
Adult and Culture,2010-06-28,CLASSIC COACHES,7926.00
Adult and Culture,2010-06-28,CLASSIC COACHES,1090.00
Adult and Culture,2010-06-21,AFS,720.96
Adult and Culture,2010-06-09,AT HOME IN THE COMMUNITY LTD,1789.92
Adult and Culture,2010-06-01,BIRCH & CO SOLICITORS,505.40
Adult and Culture,2010-06-23,CAPABILITYS SERVICE USER PROFIT SHARING,2727.01
Adult and Culture,2010-06-28,CBIT,3750.00
Adult and Culture,2010-06-15,CK EDRUPT & C0,748.19
Adult and Culture,2010-06-06,COMENSURA LTD,13196.74
Adult and Culture,2010-06-20,COMENSURA LTD,13175.71
Adult and Culture,2010-06-23,COMENSURA LTD,17963.86
Adult and Culture,2010-06-21,COQUET TRUST,2534.32
Adult and Culture,2010-06-21,COQUET TRUST,2534.32
Adult and Culture,2010-06-21,COQUET TRUST,1067.44
Adult and Culture,2010-06-21,COQUET TRUST,1067.44
Adult and Culture,2010-06-21,COQUET TRUST,749.24
Adult and Culture,2010-06-21,COQUET TRUST,749.24
Adult and Culture,2010-06-01,DEMENTIA CARE PARTNERSHIP,782.05
Adult and Culture,2010-06-16,DEMENTIA CARE PARTNERSHIP,786.52
Adult and Culture,2010-06-20,DEMENTIA CARE PARTNERSHIP,1804.12
Adult and Culture,2010-06-23,DEMENTIA CARE PARTNERSHIP,1322.62
Adult and Culture,2010-06-24,EAST END & OUSEBURN COMM ASS,5000.00
Adult and Culture,2010-06-13,GATESHEAD COUNCIL,1000.00
Adult and Culture,2010-06-28,GLOBE GALLERY,5000.00
Adult and Culture,2010-06-14,GO AS YOU PLEASE,891.00
Adult and Culture,2010-06-16,GUARDIAN HOMECARE & NURSING (NCLE) LTD,1887.80
Adult and Culture,2010-06-21,GUARDIAN HOMECARE & NURSING (NCLE) LTD,540.00
Adult and Culture,2010-06-28,GUARDIAN HOMECARE & NURSING (NCLE) LTD,1887.80
Adult and Culture,2010-06-06,HAWKSIDE MANAGEMENT SERVICES LTD,570.00
Adult and Culture,2010-06-06,HAWKSIDE MANAGEMENT SERVICES LTD,520.00
Adult and Culture,2010-06-28,HAWKSIDE MANAGEMENT SERVICES LTD,520.00
Adult and Culture,2010-06-28,HAWKSIDE MANAGEMENT SERVICES LTD,570.00
Adult and Culture,2010-06-24,HEARTBREAK LTD,1500.00
Adult and Culture,2010-05-31,HODGE JONES & ALLEN SOLICITORS,717.16
Adult and Culture,2010-06-28,ISIS ARTS,5000.00
Adult and Culture,2010-06-15,JB DEBT RECOVERY,536.63
Adult and Culture,2010-06-22,JOHN LEWIS PLC,3118.90
Adult and Culture,2010-06-01,JPM CONSULTANTS,5757.11
Adult and Culture,2010-06-23,JPM CONSULTANTS,5723.91
Adult and Culture,2010-05-31,LIVABILITY HOUSING,512.00
Adult and Culture,2010-06-28,LODESTONE,1500.00
Adult and Culture,2010-06-16,LTC HEALTHCARE,720.00
Adult and Culture,2010-06-21,MIDDLESBROUGH COUNCIL,4205.72
Adult and Culture,2010-06-10,MILLHOME PROPERTIES,1689.99
Adult and Culture,2010-06-27,MILLHOME PROPERTIES,1689.99
Adult and Culture,2010-06-28,NEW BEGINNINGS (N.E.) LTD,972.00
Adult and Culture,2010-06-28,NEW BEGINNINGS (N.E.) LTD,10129.24
Adult and Culture,2010-06-24,NEWCASTLE COMMUNITY GREEN FESTIVAL,10000.00
Adult and Culture,2010-06-09,NEWCASTLE RCO FUND,2305.00
Adult and Culture,2010-06-17,NEWCASTLE UPON TYNE HOSPITALS,760.91
Adult and Culture,2010-06-09,NORTH TYNESIDE PRIMARY CARE TRUST,660.00
Adult and Culture,2010-06-24,NORTHERN PRIDE,15000.00
Adult and Culture,2010-06-24,NORTHERN ROOTS,10000.00
Adult and Culture,2010-05-31,PHILIPSON STREET,730.71
Adult and Culture,2010-05-31,PJ CONTRACT CARPETS LTD,890.00
Adult and Culture,2010-06-09,PONDS & STREAMS,700.00
Adult and Culture,2010-06-01,R W BARRETT & SON,636.00
Adult and Culture,2010-06-23,R W BARRETT & SON,636.00
Adult and Culture,2010-06-28,R W BARRETT & SON,1769.69
Adult and Culture,2010-06-09,Redacted Personal Data,2900.00
Adult and Culture,2010-06-17,Redacted Personal Data,648.73
Adult and Culture,2010-06-28,Redacted Personal Data,1050.00
Adult and Culture,2010-06-09,Redacted Personal Data,2400.00
Adult and Culture,2010-06-02,Redacted Personal Data,911.06
Adult and Culture,2010-06-01,Redacted Personal Data,10021.70
Adult and Culture,2010-06-13,Redacted Personal Data,1167.53
Adult and Culture,2010-06-28,Redacted Personal Data,4524.41
Adult and Culture,2010-06-28,SIDE GALLERY,5000.00
Adult and Culture,2010-05-31,ST CHRISTOPHER'S (GLOSSOP) LTD,695.00
Adult and Culture,2010-06-28,STAR & SHADOW CINEMA,2500.00
Adult and Culture,2010-06-21,STUDIO,1306.21
Adult and Culture,2010-06-02,THE CYRENIANS,25000.00
Adult and Culture,2010-06-03,THE CYRENIANS,362334.00
Adult and Culture,2010-06-10,THE CYRENIANS,78403.25
Adult and Culture,2010-06-16,THE EDWARD LLOYD TRUST,642.96
Adult and Culture,2010-06-10,THE NORTH EAST CIRCUSDEVELOPMENT TRUST,4000.00
Adult and Culture,2010-06-28,THEM WIFIES,3750.00
Adult and Culture,2010-06-01,TWO CASTLES HOUSING ASSOCIATION,1272.30
Adult and Culture,2010-06-28,TYNESIDE CINEMA,18750.00
Adult and Culture,2010-06-24,UNFOLDING THEATRE,4850.00
Adult and Culture,2010-06-24,WABEHIA LTD,5000.00
Adult and Culture,2010-06-23,WAYGOOD GALLERY,20000.00
Adult and Culture,2010-06-10,YOUR HOMES NEWCASTLE,1920.88
Adult and Culture,2010-06-24,ZENDEH,1000.00
Adult and Culture,2010-06-10,A WILDERNESS WAY,4650.00
Adult and Culture,2010-06-10,A WILDERNESS WAY,3321.42
Adult and Culture,2010-06-15,A WILDERNESS WAY,4650.00
Adult and Culture,2010-06-15,A WILDERNESS WAY,4650.00
Adult and Culture,2010-06-17,A WILDERNESS WAY,4650.00
Adult and Culture,2010-06-22,A WILDERNESS WAY,4650.00
Adult and Culture,2010-06-29,A WILDERNESS WAY,3500.00
Adult and Culture,2010-06-16,AGE CONCERN NEWCASTLE,7500.00
Adult and Culture,2010-06-16,AGE CONCERN NEWCASTLE,17531.79
Adult and Culture,2010-06-16,AGE CONCERN NEWCASTLE,17531.79
Adult and Culture,2010-06-23,AGE CONCERN NEWCASTLE,17531.79
Adult and Culture,2010-06-28,AGE CONCERN NEWCASTLE,775.88
Adult and Culture,2010-06-28,AGE CONCERN NEWCASTLE,1038.31
Adult and Culture,2010-06-28,AGE CONCERN NEWCASTLE,3491.46
Adult and Culture,2010-06-28,AGE CONCERN NEWCASTLE,2315.62
Adult and Culture,2010-06-28,AGE CONCERN NEWCASTLE,536.27
Adult and Culture,2010-06-28,AGE CONCERN NEWCASTLE,1842.75
Adult and Culture,2010-06-28,AGE CONCERN NEWCASTLE,524.86
Adult and Culture,2010-06-28,AGE CONCERN NEWCASTLE,7119.84
Adult and Culture,2010-06-28,AGE CONCERN NEWCASTLE,6560.77
Adult and Culture,2010-06-28,AGE CONCERN NEWCASTLE,1141.00
Adult and Culture,2010-06-28,AGE CONCERN NEWCASTLE,1842.75
Adult and Culture,2010-06-28,AGE CONCERN NEWCASTLE,1437.66
Adult and Culture,2010-06-10,AK CARE,14420.00
Adult and Culture,2010-06-10,AK CARE,14420.00
Adult and Culture,2010-06-02,ALLIED HEALTHCARE GROUP LTD,5788.01
Adult and Culture,2010-06-24,ALLIED HEALTHCARE GROUP LTD,5964.31
Adult and Culture,2010-06-09,ALMA CARE NEWCASTLE LTD,2398.84
Adult and Culture,2010-06-09,ALMA CARE NEWCASTLE LTD,2398.84
Adult and Culture,2010-06-16,ALMA CARE NEWCASTLE LTD,2398.84
Adult and Culture,2010-06-13,ARTEMIS SUPPORT LTD,14000.00
Adult and Culture,2010-06-06,AT HOME IN THE COMMUNITY LTD,955.20
Adult and Culture,2010-06-09,AT HOME IN THE COMMUNITY LTD,4218.20
