Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2014-03-21,3663,434.32
Environment & Regeneration,2014-03-28,3663,441.30
Environment & Regeneration,2014-03-11,3663,267.40
Adult and Culture,2014-03-27,REHABILITATION FOR ADDICTED PRISONER,2008.80
Adult and Culture,2014-03-18,REHABILITATION FOR ADDICTED PRISONER,2224.02
Adult and Culture,2014-03-28,THOMPSONS OF PRUDHOE LTD,329.92
Environment & Regeneration,2014-03-07,THOMPSONS OF PRUDHOE LTD,1191.60
Environment & Regeneration,2014-03-24,THOMPSONS OF PRUDHOE LTD,19905.00
Adult and Culture,2014-03-11,13 FERGUSONS LANE,1540.00
Adult and Culture,2014-03-11,14 EIGHTH ROW,9800.00
Adult and Culture,2014-03-11,18 SEA VIEW VILLAS,1540.00
Environment & Regeneration,2014-03-27,A&B INDUSTRIAL SERVICES N.E. LTD,3697.00
Environment & Regeneration,2014-03-12,A&J KEITH LTD,390673.24
Environment & Regeneration,2014-03-28,A&S LOCKSMITHS,1161.90
Environment & Regeneration,2014-03-14,A&S LOCKSMITHS,395.88
Environment & Regeneration,2014-03-05,A&S LOCKSMITHS,585.50
Adult and Culture,2014-03-25,ABBEYFIELD CASTLE FARM,-249.90
Adult and Culture,2014-03-25,ABBEYFIELD CASTLE FARM,1480.74
Adult and Culture,2014-03-25,ABBEYFIELD THE GROVE,-2080.48
Adult and Culture,2014-03-25,ABBEYFIELD THE GROVE,3785.60
Adult and Culture,2014-03-25,ABBEYMOOR,-315.20
Adult and Culture,2014-03-25,ABBEYMOOR,3462.52
Adult and Culture,2014-03-25,ABBEYMOOR,2010.56
Adult and Culture,2014-03-25,ABBEYMOOR,4000.00
Adult and Culture,2014-03-31,ABC AWARDS,323.00
Adult and Culture,2014-03-31,ABC AWARDS,374.00
Environment & Regeneration,2014-03-20,ABEL ALARM COMPANY LTD,902.00
Environment & Regeneration,2014-03-20,ABEL ALARM COMPANY LTD,408.00
Adult and Culture,2014-03-25,ABIGAIL HOUSE,-7820.05
Adult and Culture,2014-03-25,ABIGAIL HOUSE,32690.58
Adult and Culture,2014-03-20,ABOUT TURN VETERANS SUPPORT SERVICE,2289.51
Adult and Culture,2014-03-18,ACCEPT CARE,-290.96
Adult and Culture,2014-03-18,ACCEPT CARE,1817.20
Adult and Culture,2014-03-18,ACCEPT CARE,4906.44
Environment & Regeneration,2014-03-27,ACCESS INDEPENDENT,1919.50
Environment & Regeneration,2014-03-20,ACME,363.92
Environment & Regeneration,2014-03-25,ACP,1400.00
Environment & Regeneration,2014-03-07,ACP,3555.00
Environment & Regeneration,2014-03-03,ACP,3315.00
Environment & Regeneration,2014-03-20,ACROL AIR CONDITIONING CO LTD,271.80
Environment & Regeneration,2014-03-10,ACROL AIR CONDITIONING CO LTD,1492.00
Environment & Regeneration,2014-03-05,ACROL AIR CONDITIONING CO LTD,3440.00
Adult and Culture,2014-03-20,ACTION FOR CHILDREN,6707.38
Children's Services,2014-03-11,ACTION FOR CHILDREN,14456.00
Children's Services,2014-03-03,ACTION FOR CHILDREN,25000.00
Children's Services,2014-03-03,ACTION FOR CHILDREN,60000.00
Children's Services,2014-03-13,ACTION FOR CHILDREN,5187.50
Adult and Culture,2014-03-25,ACTION ON HEARING LOSS,1186.25
Adult and Culture,2014-03-04,ACTION ON HEARING LOSS,446.11
Adult and Culture,2014-03-04,ACTION ON HEARING LOSS,1627.41
Adult and Culture,2014-03-20,ACTION ON HEARING LOSS,134.37
Adult and Culture,2014-03-20,ACTION ON HEARING LOSS,370.57
Adult and Culture,2014-03-11,ACTIVE HORIZONS LTD,-486.00
Adult and Culture,2014-03-11,ACTIVE HORIZONS LTD,1648.00
Children's Services,2014-03-06,ACTIVE TRAVEL,1425.00
Children's Services,2014-03-06,ACTIVE TRAVEL,1530.00
Environment & Regeneration,2014-03-03,AD MERCHANDISE LTD,590.00
Environment & Regeneration,2014-03-28,ADAPTIVE MODULES LTD,6768.30
Environment & Regeneration,2014-03-25,ADC ELECTRICAL CO LTD(F),434.29
Environment & Regeneration,2014-03-20,ADC ELECTRICAL CO LTD(F),461.68
Environment & Regeneration,2014-03-11,ADC ELECTRICAL CO LTD(F),326.00
Children's Services,2014-03-25,ADOPTION UK,1202.00
Children's Services,2014-03-17,ADOPTION UK,538.88
Chief Executive's,2014-03-25,ADT FIRE & SECURITY,964.34
Environment & Regeneration,2014-03-20,ADT FIRE & SECURITY,428.40
Environment & Regeneration,2014-03-20,ADT FIRE & SECURITY,854.16
Environment & Regeneration,2014-03-20,ADT FIRE & SECURITY,335.95
Environment & Regeneration,2014-03-20,ADT FIRE & SECURITY,435.62
Environment & Regeneration,2014-03-20,ADT FIRE & SECURITY,824.34
Environment & Regeneration,2014-03-20,ADT FIRE & SECURITY,543.43
Environment & Regeneration,2014-03-17,ADVANCE MOULDINGS LTD,3650.00
Environment & Regeneration,2014-03-07,ADVANCE MOULDINGS LTD,2268.75
Children's Services,2014-03-11,ADVANCED CHILDCARE GROUP,12540.00
Children's Services,2014-03-11,ADVANCED CHILDCARE GROUP,12540.00
Children's Services,2014-03-11,ADVANCED CHILDCARE GROUP,12540.00
Children's Services,2014-03-11,ADVANCED CHILDCARE GROUP,33842.86
HRA,2014-03-24,ADVANCED CLEANING & MAINTENANCE LTD,1015.00
Chief Executive's,2014-03-11,ADVANCED LEGAL LTD,1050.00
Chief Executive's,2014-03-10,ADVANCED LEGAL LTD,1050.00
Environment & Regeneration,2014-03-28,ADVANCED WATER TECHNOLOGIES,1365.00
Environment & Regeneration,2014-03-21,AEBI SCHMIDT UK LTD,690.22
Environment & Regeneration,2014-03-25,AEBI SCHMIDT UK LTD,221.06
Environment & Regeneration,2014-03-25,AEBI SCHMIDT UK LTD,155.43
Environment & Regeneration,2014-03-27,AEBI SCHMIDT UK LTD,914.30
Environment & Regeneration,2014-03-27,AEBI SCHMIDT UK LTD,141.19
Environment & Regeneration,2014-03-20,AEBI SCHMIDT UK LTD,409.04
Environment & Regeneration,2014-03-05,AEBI SCHMIDT UK LTD,236.00
Environment & Regeneration,2014-03-17,AEBI SCHMIDT UK LTD,60.55
Environment & Regeneration,2014-03-13,AEBI SCHMIDT UK LTD,176.32
Environment & Regeneration,2014-03-05,AEBI SCHMIDT UK LTD,53.48
Environment & Regeneration,2014-03-17,AEBI SCHMIDT UK LTD,230.79
Environment & Regeneration,2014-03-13,AEBI SCHMIDT UK LTD,342.60
Environment & Regeneration,2014-03-20,AECOM,11094.00
Environment & Regeneration,2014-03-20,AECOM,4920.00
Environment & Regeneration,2014-03-20,AECOM,5752.00
HRA,2014-03-12,AEROVISION LTD,425.00
Environment & Regeneration,2014-03-27,AGD SYSTEMS LTD,5805.00
Environment & Regeneration,2014-03-27,AGD SYSTEMS LTD,16330.00
Environment & Regeneration,2014-03-27,AGD SYSTEMS LTD,50.00
Environment & Regeneration,2014-03-27,AGD SYSTEMS LTD,17480.00
Environment & Regeneration,2014-03-27,AGD SYSTEMS LTD,160.00
Environment & Regeneration,2014-03-27,AGD SYSTEMS LTD,72510.00
Environment & Regeneration,2014-03-20,AGD SYSTEMS LTD,15.00
Environment & Regeneration,2014-03-20,AGD SYSTEMS LTD,3920.00
Environment & Regeneration,2014-03-20,AGD SYSTEMS LTD,15.00
Environment & Regeneration,2014-03-20,AGD SYSTEMS LTD,3680.00
Environment & Regeneration,2014-03-20,AGD SYSTEMS LTD,75.00
Environment & Regeneration,2014-03-20,AGD SYSTEMS LTD,5025.00
Environment & Regeneration,2014-03-17,AGD SYSTEMS LTD,3130.00
Environment & Regeneration,2014-03-17,AGD SYSTEMS LTD,16510.00
Environment & Regeneration,2014-03-14,AGD SYSTEMS LTD,30.00
Environment & Regeneration,2014-03-14,AGD SYSTEMS LTD,7840.00
Environment & Regeneration,2014-03-14,AGD SYSTEMS LTD,1520.00
Environment & Regeneration,2014-03-17,AGD SYSTEMS LTD,1980.00
Environment & Regeneration,2014-03-17,AGD SYSTEMS LTD,11900.00
Environment & Regeneration,2014-03-14,AGD SYSTEMS LTD,15.00
Adult and Culture,2014-03-21,AGE UK NEWCASTLE,1665.88
Adult and Culture,2014-03-21,AGE UK NEWCASTLE,6278.36
Adult and Culture,2014-03-21,AGE UK NEWCASTLE,1369.20
Adult and Culture,2014-03-21,AGE UK NEWCASTLE,1780.00
Adult and Culture,2014-03-21,AGE UK NEWCASTLE,6846.00
Adult and Culture,2014-03-21,AGE UK NEWCASTLE,1460.48
Adult and Culture,2014-03-06,AGE UK NEWCASTLE,1842.75
Adult and Culture,2014-03-05,AGE UK NEWCASTLE,1528.94
Adult and Culture,2014-03-05,AGE UK NEWCASTLE,7256.76
Adult and Culture,2014-03-05,AGE UK NEWCASTLE,661.79
Adult and Culture,2014-03-05,AGE UK NEWCASTLE,6784.17
Adult and Culture,2014-03-27,AGE UK NEWCASTLE,23635.50
Adult and Culture,2014-03-20,AGE UK NEWCASTLE,6494.37
Adult and Culture,2014-03-20,AGE UK NEWCASTLE,10408.96
Adult and Culture,2014-03-20,AGE UK NEWCASTLE,1538.50
Adult and Culture,2014-03-20,AGE UK NEWCASTLE,5025.50
Adult and Culture,2014-03-18,AGE UK NEWCASTLE,1923.40
Adult and Culture,2014-03-18,AGE UK NEWCASTLE,10856.00
Adult and Culture,2014-03-18,AGE UK NEWCASTLE,224.20
Adult and Culture,2014-03-18,AGE UK NEWCASTLE,54691.62
Adult and Culture,2014-03-18,AGE UK NEWCASTLE,4975.22
Adult and Culture,2014-03-18,AGE UK NEWCASTLE,401.50
Adult and Culture,2014-03-18,AGE UK NEWCASTLE,1314.50
Adult and Culture,2014-03-18,AGE UK NEWCASTLE,1281.68
Environment & Regeneration,2014-03-28,AIR TECHNIQUE,1090.00
Environment & Regeneration,2014-03-10,AIR TECHNIQUE,675.00
Environment & Regeneration,2014-03-25,AIR TECHNIQUE,2390.00
Children's Services,2014-03-11,AK CHILDCARE LTD,11200.00
Environment & Regeneration,2014-03-03,AKW MEDI-CARE LTD,8.04
Environment & Regeneration,2014-03-03,AKW MEDI-CARE LTD,543.18
Environment & Regeneration,2014-03-03,AKW MEDI-CARE LTD,531.03
Environment & Regeneration,2014-03-25,AKW MEDI-CARE LTD,369.95
Environment & Regeneration,2014-03-27,AKW MEDI-CARE LTD,521.60
Environment & Regeneration,2014-03-28,AKW MEDI-CARE LTD,663.89
Environment & Regeneration,2014-03-07,AKW MEDI-CARE LTD,321.29
Environment & Regeneration,2014-03-07,AKW MEDI-CARE LTD,321.29
Environment & Regeneration,2014-03-11,AKW MEDI-CARE LTD,321.29
Environment & Regeneration,2014-03-10,AKW MEDI-CARE LTD,557.92
Environment & Regeneration,2014-03-10,AKW MEDI-CARE LTD,333.35
Environment & Regeneration,2014-03-05,AKW MEDI-CARE LTD,484.17
Environment & Regeneration,2014-03-12,AKW MEDI-CARE LTD,539.07
Environment & Regeneration,2014-03-26,AKW MEDI-CARE LTD,355.21
Environment & Regeneration,2014-03-13,AKW MEDI-CARE LTD,452.66
Environment & Regeneration,2014-03-05,AKW MEDI-CARE LTD,8.04
Environment & Regeneration,2014-03-06,AKW MEDI-CARE LTD,369.95
Environment & Regeneration,2014-03-07,AKW MEDI-CARE LTD,321.29
Environment & Regeneration,2014-03-07,AKW MEDI-CARE LTD,300.64
Environment & Regeneration,2014-03-07,AKW MEDI-CARE LTD,355.21
Environment & Regeneration,2014-03-11,ALAN WILLIAMS ARCHAEOLOGY,3000.00
Adult and Culture,2014-03-25,ALBANY HOUSE  (WHITLEY BAY),4793.36
Adult and Culture,2014-03-04,ALBANY OFFICE FURNITURE SOLUTIONS,279.00
Adult and Culture,2014-03-28,ALBANY OFFICE FURNITURE SOLUTIONS,935.00
Adult and Culture,2014-03-31,ALBANY OFFICE FURNITURE SOLUTIONS,630.00
Adult and Culture,2014-03-21,ALBANY OFFICE FURNITURE SOLUTIONS,715.00
Adult and Culture,2014-03-11,ALBANY OFFICE FURNITURE SOLUTIONS,288.00
Chief Executive's,2014-03-28,ALBANY OFFICE FURNITURE SOLUTIONS,415.00
Chief Executive's,2014-03-19,ALBANY OFFICE FURNITURE SOLUTIONS,9210.00
Children's Services,2014-03-03,ALBANY OFFICE FURNITURE SOLUTIONS,460.00
Children's Services,2014-03-06,ALBANY OFFICE FURNITURE SOLUTIONS,460.00
Adult and Culture,2014-03-20,ALBERT KENNEDY TRUST OUTPOST,3432.90
Adult and Culture,2014-03-20,ALBERT KENNEDY TRUST OUTPOST,2592.07
Children's Services,2014-03-28,ALD HAIRDRESSING TRAINING ACADEMY,486.00
Children's Services,2014-03-11,ALD HAIRDRESSING TRAINING ACADEMY,459.00
Children's Services,2014-03-17,ALD HAIRDRESSING TRAINING ACADEMY,486.00
Environment & Regeneration,2014-03-27,ALEXANDER DENNIS LTD,375.00
Environment & Regeneration,2014-03-31,ALEXANDER DENNIS LTD,364.32
Environment & Regeneration,2014-03-31,ALEXANDER DENNIS LTD,271.65
Adult and Culture,2014-03-25,ALLAN COURT RESIDENTIAL HOME,-12272.99
Adult and Culture,2014-03-25,ALLAN COURT RESIDENTIAL HOME,-2704.40
Adult and Culture,2014-03-25,ALLAN COURT RESIDENTIAL HOME,-1599.96
Adult and Culture,2014-03-25,ALLAN COURT RESIDENTIAL HOME,-486.00
Adult and Culture,2014-03-25,ALLAN COURT RESIDENTIAL HOME,49468.85
Adult and Culture,2014-03-25,ALLAN COURT RESIDENTIAL HOME,9759.34
Adult and Culture,2014-03-25,ALLAN COURT RESIDENTIAL HOME,1952.00
Adult and Culture,2014-03-25,ALLAN COURT RESIDENTIAL HOME,56982.64
Adult and Culture,2014-03-25,ALLAN COURT RESIDENTIAL HOME,4429.31
Adult and Culture,2014-03-26,ALLAN COURT RESIDENTIAL HOME,439.16
Adult and Culture,2014-03-27,ALLIED HEALTHCARE GROUP,1085.28
Adult and Culture,2014-03-14,ALLIED HEALTHCARE GROUP,949.62
Adult and Culture,2014-03-18,ALLIED HEALTHCARE GROUP,25464.63
Adult and Culture,2014-03-18,ALLIED HEALTHCARE GROUP,310.08
Adult and Culture,2014-03-18,ALLIED HEALTHCARE GROUP,3736.86
Adult and Culture,2014-03-18,ALLIED HEALTHCARE GROUP,38.76
Adult and Culture,2014-03-18,ALLIED HEALTHCARE GROUP,1166.00
Adult and Culture,2014-03-18,ALLIED HEALTHCARE GROUP,1925.00
Adult and Culture,2014-03-18,ALLIED HEALTHCARE GROUP,39503.38
Adult and Culture,2014-03-18,ALLIED HEALTHCARE GROUP,755.82
Adult and Culture,2014-03-18,ALLIED HEALTHCARE GROUP,7009.88
Adult and Culture,2014-03-18,ALLIED HEALTHCARE GROUP,319.77
Adult and Culture,2014-03-18,ALLIED HEALTHCARE GROUP,1201.01
Adult and Culture,2014-03-18,ALLIED HEALTHCARE GROUP,894.60
Adult and Culture,2014-03-18,ALLIED HEALTHCARE GROUP,271.32
HRA,2014-03-13,ALLPAY.NET LIMITED,67.55
HRA,2014-03-13,ALLPAY.NET LIMITED,220.26
HRA,2014-03-13,ALLPAY.NET LIMITED,13.68
HRA,2014-03-13,ALLPAY.NET LIMITED,2098.87
HRA,2014-03-13,ALLPAY.NET LIMITED,296.97
Adult and Culture,2014-03-20,ALZHEIMERS SOCIETY,7751.32
Adult and Culture,2014-03-10,ALZHEIMERS SOCIETY,13964.16
Environment & Regeneration,2014-03-06,AMARI PLASTICS PLC,336.00
Environment & Regeneration,2014-03-06,AMARI PLASTICS PLC,336.00
Environment & Regeneration,2014-03-05,AMARI PLASTICS PLC,500.00
Adult and Culture,2014-03-11,AMBER HOUSE RESIDENTIAL HOME,-1462.88
Adult and Culture,2014-03-11,AMBER HOUSE RESIDENTIAL HOME,4964.00
Adult and Culture,2014-03-11,AMBER HOUSE RESIDENTIAL HOME,352.48
Children's Services,2014-03-21,AMCO ENGINEERING,3751.51
Adult and Culture,2014-03-20,ANCHOR TRUST,409.20
Adult and Culture,2014-03-20,ANCHOR TRUST,440.38
Children's Services,2014-03-24,ANDRELL EDUCATION LTD,4400.00
Environment & Regeneration,2014-03-13,ANDREW SYKES HIRE LIMITED,63.00
Environment & Regeneration,2014-03-13,ANDREW SYKES HIRE LIMITED,216.00
Environment & Regeneration,2014-03-25,ANDTECH SYSTEMS,597.00
Environment & Regeneration,2014-03-13,ANGLO TRADING NORTHERN,345.00
Chief Executive's,2014-03-25,ANTALIS MCNAUGHTON LTD,273.00
Chief Executive's,2014-03-25,ANTALIS MCNAUGHTON LTD,364.00
Chief Executive's,2014-03-25,ANTALIS MCNAUGHTON LTD,763.00
Chief Executive's,2014-03-25,ANTALIS MCNAUGHTON LTD,287.35
Chief Executive's,2014-03-27,ANTALIS MCNAUGHTON LTD,2583.00
Chief Executive's,2014-03-13,ANTALIS MCNAUGHTON LTD,1857.00
Environment & Regeneration,2014-03-20,APEX CABLES LTD,1250.00
Adult and Culture,2014-03-03,APOGEE CORPORATION,536.04
Environment & Regeneration,2014-03-27,AR TWIGG & SONS LTD,2750.00
Environment & Regeneration,2014-03-25,ARCO LTD,343.56
Adult and Culture,2014-03-21,AREEEBA DISTRIBUTION,300.00
Chief Executive's,2014-03-14,AREEEBA DISTRIBUTION,300.00
