Payment Date,Benificiary Name,Amount
2013-06-07,3663,672.61
2013-06-28,BRITANNIA GEORGE BERNARD SHAW,280.75
2013-06-06,DAYBREAK CENTRES,260.96
2013-06-24,DAYBREAK CENTRES,326.20
2013-06-26,THOMPSONS OF PRUDHOE LTD,3383.00
2013-06-24,THOMPSONS OF PRUDHOE LTD,694.80
2013-06-19,THOMPSONS OF PRUDHOE LTD,1350.14
2013-06-21,THOMPSONS OF PRUDHOE LTD,8068.00
2013-06-06,13 FERGUSONS LANE,1540.00
2013-06-06,18 SEA VIEW VILLAS,1540.00
2013-06-08,20-20 VISION SYSTEMS LTD,463.88
2013-06-26,A LIVING TRADITION,2157.80
2013-06-03,A SIGNIFICANT OTHER LTD,8600.00
2013-06-03,A WILDERNESS WAY,14000.00
2013-06-12,A WILDERNESS WAY,3500.00
2013-06-14,A WILDERNESS WAY,3500.00
2013-06-22,A WILDERNESS WAY,3500.00
2013-06-19,A&J KEITH LTD,84101.29
2013-06-20,ABBEYFIELD CASTLE FARM,-1121.81
2013-06-18,ABBEYFIELD CASTLE FARM,3488.00
2013-06-13,ABBEYFIELD SHELTERED HOUSING,842.07
2013-06-20,ABBEYFIELD THE GROVE,-2931.24
2013-06-18,ABBEYFIELD THE GROVE,6976.00
2013-06-18,ABBEYMOOR,-725.47
2013-06-18,ABBEYMOOR,-315.20
2013-06-20,ABBEYMOOR,3462.52
2013-06-20,ABBEYMOOR,2010.56
2013-06-20,ABBEYWELL COURT CARE HOMES,2300.00
2013-06-07,ABC DOES LTD,398.00
2013-06-17,ABEL ALARM COMPANY LTD,428.00
2013-06-19,ABEL ALARM COMPANY LTD,574.00
2013-06-17,ABEL ALARM COMPANY LTD,488.00
2013-06-17,ABEL ALARM COMPANY LTD,488.00
2013-06-17,ABEL ALARM COMPANY LTD,569.00
2013-06-17,ABEL ALARM COMPANY LTD,304.00
2013-06-19,ABEL ALARM COMPANY LTD,261.00
2013-06-17,ABEL ALARM COMPANY LTD,399.00
2013-06-19,ABEL ALARM COMPANY LTD,256.00
2013-06-19,ABEL ALARM COMPANY LTD,309.00
2013-06-19,ABEL ALARM COMPANY LTD,461.00
2013-06-19,ABEL ALARM COMPANY LTD,428.00
2013-06-17,ABEL ALARM COMPANY LTD,605.00
2013-06-19,ABEL ALARM COMPANY LTD,399.00
2013-06-19,ABEL ALARM COMPANY LTD,439.00
2013-06-19,ABEL ALARM COMPANY LTD,1082.00
2013-06-20,ABIGAIL HOUSE,-13105.40
2013-06-18,ABIGAIL HOUSE,42216.24
2013-06-11,ACCEPT CARE,-290.96
2013-06-11,ACCEPT CARE,1817.20
2013-06-11,ACCEPT CARE,4906.44
2013-06-24,ACME,1381.19
2013-06-03,ACORN CURTAINS AND BLINDS,488.18
2013-06-03,ACORN TREATMENT AND HOUSING,1980.00
2013-06-25,ACORN TREATMENT AND HOUSING,1485.00
2013-06-27,ACORN TREATMENT AND HOUSING,1980.00
2013-06-27,ACORN TREATMENT AND HOUSING,1485.00
2013-06-16,ACP,1396.12
2013-06-12,ACP,2690.00
2013-06-21,ACP,3705.00
2013-06-14,ACP,401.06
2013-06-07,ACROL AIR CONDITIONING CO LTD,3150.00
2013-06-21,ACROL AIR CONDITIONING CO LTD,9023.00
2013-06-21,ACROL AIR CONDITIONING CO LTD,408.00
2013-06-12,ACS LTD,1050.00
2013-06-16,ACTION BUILDING MAINTENANCE LTD,910.50
2013-06-14,ACTION FOR CHILDREN,19253.49
2013-06-05,ACTION FOR CHILDREN,6560.00
2013-06-15,ACTION FOR CHILDREN,3722.60
2013-06-15,ACTION FOR CHILDREN,5187.50
2013-06-15,ACTION FOR CHILDREN,1655.08
2013-06-15,ACTION FOR CHILDREN,5992.44
2013-06-15,ACTION FOR CHILDREN,1233.45
2013-06-15,ACTION FOR CHILDREN,1374.00
2013-06-26,ACTIVE,924.50
2013-06-06,ACTIVE HORIZONS LTD,-486.00
2013-06-06,ACTIVE HORIZONS LTD,1648.00
2013-06-20,ADARE LTD,2649.87
2013-06-12,ADASS TREASURY,450.00
2013-06-30,ADASS TREASURY,1582.00
2013-06-28,ADC ELECTRICAL CO LTD(F),2600.00
2013-06-14,ADDISON MOTORS LTD,636.64
2013-06-24,ADOPTION UK,445.00
2013-06-24,ADOPTION UK,550.00
2013-06-24,ADOPTION UK,445.00
2013-06-24,ADOPTION UK,445.00
2013-06-24,ADOPTION UK,550.00
2013-06-24,ADOPTION UK,595.00
2013-06-24,ADOPTION UK,595.00
2013-06-24,ADOPTION UK,418.50
2013-06-24,ADT FIRE & SECURITY,652.69
2013-06-10,ADT FIRE & SECURITY,1488.56
2013-06-12,ADT FIRE & SECURITY,1301.74
2013-06-12,ADT FIRE & SECURITY,1425.64
2013-06-12,ADT FIRE & SECURITY,989.14
2013-06-12,ADT FIRE & SECURITY,645.26
2013-06-12,ADT FIRE & SECURITY,1369.88
2013-06-12,ADT FIRE & SECURITY,2285.40
2013-06-12,ADT FIRE & SECURITY,487.99
2013-06-12,ADT FIRE & SECURITY,868.71
2013-06-10,ADT FIRE & SECURITY,2329.85
2013-06-12,ADT FIRE & SECURITY,502.64
2013-06-12,ADT FIRE & SECURITY,807.83
2013-06-10,ADT FIRE & SECURITY,638.13
2013-06-12,ADT FIRE & SECURITY,881.13
2013-06-12,ADT FIRE & SECURITY,942.01
2013-06-12,ADT FIRE & SECURITY,1099.99
2013-06-12,ADT FIRE & SECURITY,1060.37
2013-06-12,ADT FIRE & SECURITY,1726.18
2013-06-10,ADT FIRE & SECURITY,617.36
2013-06-10,ADT FIRE & SECURITY,987.36
2013-06-10,ADT FIRE & SECURITY,1070.13
2013-06-12,ADT FIRE & SECURITY,1180.63
2013-06-12,ADT FIRE & SECURITY,609.90
2013-06-12,ADT FIRE & SECURITY,1164.16
2013-06-12,ADT FIRE & SECURITY,396.88
2013-06-12,ADT FIRE & SECURITY,897.75
2013-06-12,ADT FIRE & SECURITY,2571.45
2013-06-12,ADT FIRE & SECURITY,1059.02
2013-06-12,ADT FIRE & SECURITY,1051.23
2013-06-10,ADT FIRE & SECURITY,730.89
2013-06-12,ADT FIRE & SECURITY,1161.38
2013-06-12,ADT FIRE & SECURITY,358.16
2013-06-12,ADT FIRE & SECURITY,1082.63
2013-06-12,ADT FIRE & SECURITY,708.22
2013-06-12,ADT FIRE & SECURITY,255.94
2013-06-12,ADT FIRE & SECURITY,1467.89
2013-06-10,ADT FIRE & SECURITY,1489.22
2013-06-10,ADT FIRE & SECURITY,1815.06
2013-06-12,ADT FIRE & SECURITY,1367.31
2013-06-24,ADT FIRE & SECURITY,1274.15
2013-06-26,ADT FIRE & SECURITY,274.84
2013-06-24,ADT FIRE & SECURITY,318.20
2013-06-24,ADT FIRE & SECURITY,434.90
2013-06-24,ADT FIRE & SECURITY,1012.62
2013-06-24,ADT FIRE & SECURITY,710.00
2013-06-24,ADT FIRE & SECURITY,1352.13
2013-06-24,ADT FIRE & SECURITY,377.77
2013-06-24,ADT FIRE & SECURITY,1474.73
2013-06-24,ADT FIRE & SECURITY,1217.12
2013-06-24,ADT FIRE & SECURITY,1110.64
2013-06-26,ADT FIRE & SECURITY,603.57
2013-06-26,ADT FIRE & SECURITY,1086.65
2013-06-24,ADT FIRE & SECURITY,521.74
2013-06-24,ADT FIRE & SECURITY,354.04
2013-06-26,ADT FIRE & SECURITY,281.40
2013-06-24,ADT FIRE & SECURITY,1516.36
2013-06-24,ADT FIRE & SECURITY,291.30
2013-06-24,ADT FIRE & SECURITY,1297.37
2013-06-26,ADT FIRE & SECURITY,401.54
2013-06-26,ADT FIRE & SECURITY,1352.99
2013-06-24,ADT FIRE & SECURITY,1786.20
2013-06-26,ADT FIRE & SECURITY,299.01
2013-06-26,ADT FIRE & SECURITY,306.99
2013-06-26,ADT FIRE & SECURITY,578.59
2013-06-26,ADT FIRE & SECURITY,486.07
2013-06-24,ADT FIRE & SECURITY,825.35
2013-06-24,ADT FIRE & SECURITY,454.65
2013-06-24,ADT FIRE & SECURITY,1183.18
2013-06-24,ADT FIRE & SECURITY,716.37
2013-06-24,ADT FIRE & SECURITY,532.00
2013-06-10,ADVANCE INSTALLATIONS LTD,785.67
2013-06-10,ADVANCE INSTALLATIONS LTD,1759.00
2013-06-10,ADVANCE INSTALLATIONS LTD,973.00
2013-06-11,ADVANCE INSTALLATIONS LTD,2958.00
2013-06-13,ADVANCE INSTALLATIONS LTD,3256.00
2013-06-26,ADVANCE INSTALLATIONS LTD,999.33
2013-06-26,ADVANCE INSTALLATIONS LTD,854.33
2013-06-26,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,100000.00
2013-06-05,ADVANCED CLEANING & MAINTENANCE LTD,435.00
2013-06-15,AEBI SCHMIDT UK LTD,583.44
2013-06-30,AEBI SCHMIDT UK LTD,850.61
2013-06-08,AFRICAN COMMUNITY ADVICE NORTH EAST,300.00
2013-06-09,AGD SYSTEMS LTD,14080.00
2013-06-09,AGD SYSTEMS LTD,75.00
2013-06-09,AGD SYSTEMS LTD,1405.00
2013-06-17,AGE UK NEWCASTLE,10992.25
2013-06-22,AGE UK NEWCASTLE,33818.33
2013-06-20,AGE UK NEWCASTLE,9999.99
2013-06-22,AGE UK NEWCASTLE,2500.00
2013-06-13,AGE UK NEWCASTLE,57343.82
2013-06-11,AGE UK NEWCASTLE,5687.00
2013-06-11,AGE UK NEWCASTLE,407.00
2013-06-11,AGE UK NEWCASTLE,995.50
2013-06-13,AGE UK NEWCASTLE,618.75
2013-06-13,AGE UK NEWCASTLE,1923.40
2013-06-11,AGE UK NEWCASTLE,10620.00
2013-06-11,AGE UK NEWCASTLE,259.60
2013-06-20,AGE UK NEWCASTLE,32657.17
2013-06-10,AIR TECHNIQUE,3150.00
2013-06-26,AIR TECHNIQUE,2850.00
2013-06-26,AIR TECHNIQUE,2650.00
2013-06-26,AIR TECHNIQUE,1765.00
2013-06-26,AIR TECHNIQUE,2650.00
2013-06-17,AKW MEDI-CARE LTD,481.87
2013-06-11,AKW MEDI-CARE LTD,519.57
2013-06-13,AKW MEDI-CARE LTD,439.48
2013-06-11,AKW MEDI-CARE LTD,439.48
2013-06-11,AKW MEDI-CARE LTD,427.38
2013-06-15,AKW MEDI-CARE LTD,481.87
2013-06-21,AKW MEDI-CARE LTD,325.64
2013-06-20,ALBANY HOUSE  (WHITLEY BAY),4670.72
2013-06-18,ALEXANDER DENNIS LTD,608.09
2013-06-20,ALEXANDRA PARK,13321.80
2013-06-20,ALEXANDRA PARK,8262.96
2013-06-18,ALLAN COURT RESIDENTIAL HOME,302.56
2013-06-20,ALLAN COURT RESIDENTIAL HOME,-4525.60
2013-06-18,ALLAN COURT RESIDENTIAL HOME,-4222.86
2013-06-18,ALLAN COURT RESIDENTIAL HOME,19508.00
2013-06-20,ALLAN COURT RESIDENTIAL HOME,878.32
