Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2016-04-05,14 EIGHTH ROW,9800.00
Adult and Culture,2016-04-05,18 SEA VIEW VILLAS,1540.00
Adult and Culture,2016-04-11,220 SOFT LIMITED,600.00
Adult and Culture,2016-04-11,220 SOFT LIMITED,0.00
Children's Services,2016-04-07,A FIFIELD SERVICES,416.00
Children's Services,2016-04-07,A FIFIELD SERVICES,1900.00
Chief Executive's,2016-04-07,A L BURKE & S CHARKER,1407.75
Environment & Regeneration,2016-04-07,A PLANT ACROW,620.00
Environment & Regeneration,2016-04-14,A S PNEUMATICS,805.25
Environment & Regeneration,2016-04-21,A&J KEITH LTD,46316.74
Environment & Regeneration,2016-04-14,A&J KEITH LTD,3130.00
Environment & Regeneration,2016-04-15,A&J KEITH LTD,343337.03
Environment & Regeneration,2016-04-15,A&S LOCKSMITHS,278.53
Environment & Regeneration,2016-04-15,A&S LOCKSMITHS,397.45
Environment & Regeneration,2016-04-15,A&S LOCKSMITHS,492.61
Environment & Regeneration,2016-04-11,A&S LOCKSMITHS,1199.00
Environment & Regeneration,2016-04-13,A&S LOCKSMITHS,283.32
Chief Executive's,2016-04-11,AA GLOBAL LANGUAGES SERVICES LTD,2515.00
Environment & Regeneration,2016-04-07,AAA CHEMICALS LTD,376.20
Adult and Culture,2016-04-19,ABBEYFIELD CASTLE FARM,3730.31
Adult and Culture,2016-04-19,ABBEYFIELD CASTLE FARM,-1021.00
Adult and Culture,2016-04-19,ABBEYFIELD THE GROVE,4342.33
Adult and Culture,2016-04-19,ABBEYFIELD THE GROVE,-1039.36
Adult and Culture,2016-04-19,ABBEYMOOR,2034.29
Adult and Culture,2016-04-19,ABBEYMOOR,4000.00
Adult and Culture,2016-04-19,ABBEYMOOR,-802.17
Adult and Culture,2016-04-18,ABC AWARDS,266.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,503.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,278.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,324.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,587.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,455.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,624.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,424.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,467.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,329.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,490.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,455.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,592.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,503.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,424.00
Environment & Regeneration,2016-04-21,ABEL ALARM COMPANY LTD,272.00
Environment & Regeneration,2016-04-28,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,743.40
Adult and Culture,2016-04-12,ABSOLUTE QUALITY CARE,15817.12
Adult and Culture,2016-04-12,ABSOLUTE QUALITY CARE,6716.44
