Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2012-01-10,3663,539.95
Adult and Culture,2012-01-17,ORCHARD CARE HOME .COM (3)LTD,-545.92
Adult and Culture,2012-01-17,ORCHARD CARE HOME .COM (3)LTD,1754.52
Adult and Culture,2012-01-17,13 FERGUSONS LANE,1928.57
Adult and Culture,2012-01-17,18 SEA VIEW VILLAS,1136.00
Chief Executive's,2012-01-27,2510 AIR CADETS (WEST DENTON) SQUADRON,525.00
Children's Services,2012-01-25,A WILDERNESS WAY,3500.00
Children's Services,2012-01-25,A WILDERNESS WAY,3500.00
Environment & Regeneration,2012-01-13,A&J KEITH LTD,68232.25
Environment & Regeneration,2012-01-23,A&J KEITH LTD,71550.00
Environment & Regeneration,2012-01-23,A&J KEITH LTD,23850.00
Environment & Regeneration,2012-01-04,A&J KEITH LTD,14159.30
Environment & Regeneration,2012-01-04,A&J KEITH LTD,14585.86
Environment & Regeneration,2012-01-04,A&J KEITH LTD,14606.00
Environment & Regeneration,2012-01-04,A&J KEITH LTD,15398.44
Environment & Regeneration,2012-01-20,A&S LOCKSMITHS,585.20
Adult and Culture,2012-01-31,ABBEYFIELD CASTLE FARM,-1682.68
Adult and Culture,2012-01-31,ABBEYFIELD CASTLE FARM,5232.00
Adult and Culture,2012-01-31,ABBEYFIELD THE GROVE,-4379.86
Adult and Culture,2012-01-31,ABBEYFIELD THE GROVE,8159.42
Environment & Regeneration,2012-01-11,ABG LTD,1107.00
Adult and Culture,2012-01-31,ABIGAIL HOUSE,-5468.00
Adult and Culture,2012-01-31,ABIGAIL HOUSE,14710.72
Adult and Culture,2012-01-20,ACCEPT CARE,6488.64
Environment & Regeneration,2012-01-25,ACCESS CONSTRUCTION,4236.00
Environment & Regeneration,2012-01-25,ACCESS CONSTRUCTION,3785.00
Environment & Regeneration,2012-01-25,ACCESS CONSTRUCTION,3176.00
Environment & Regeneration,2012-01-04,ACM WASTE MANAGEMENT,772.54
Environment & Regeneration,2012-01-27,ACORN CURTAINS AND BLINDS,556.80
Environment & Regeneration,2012-01-17,ACORN CURTAINS AND BLINDS,556.80
Environment & Regeneration,2012-01-10,ACORN DAIRY,620.40
Environment & Regeneration,2012-01-20,ACP,588.70
Environment & Regeneration,2012-01-25,ACT TRAVELWISE,1500.00
