Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2015-03-25,3663,312.00
Environment & Regeneration,2015-03-26,3663,361.17
Adult and Culture,2015-03-26,CARNEIGE BUILDING NEWCASTLE,600.00
Adult and Culture,2015-03-18,THOMPSONS OF PRUDHOE LTD,392.40
Environment & Regeneration,2015-03-18,THOMPSONS OF PRUDHOE LTD,287.97
Environment & Regeneration,2015-03-20,THOMPSONS OF PRUDHOE LTD,1532.00
Environment & Regeneration,2015-03-27,THOMPSONS OF PRUDHOE LTD,3270.08
Environment & Regeneration,2015-03-31,THOMPSONS OF PRUDHOE LTD,3246.60
Environment & Regeneration,2015-03-31,THOMPSONS OF PRUDHOE LTD,3603.24
Environment & Regeneration,2015-03-31,THOMPSONS OF PRUDHOE LTD,2619.92
Environment & Regeneration,2015-03-31,THOMPSONS OF PRUDHOE LTD,951.99
Environment & Regeneration,2015-03-31,THOMPSONS OF PRUDHOE LTD,538.48
Environment & Regeneration,2015-03-31,THOMPSONS OF PRUDHOE LTD,2134.64
Environment & Regeneration,2015-03-02,THOMPSONS OF PRUDHOE LTD,409.08
Environment & Regeneration,2015-03-04,THOMPSONS OF PRUDHOE LTD,269.41
Environment & Regeneration,2015-03-04,THOMPSONS OF PRUDHOE LTD,281.59
Adult and Culture,2015-03-10,14 EIGHTH ROW,9800.00
Adult and Culture,2015-03-10,18 SEA VIEW VILLAS,1540.00
Chief Executive's,2015-03-18,1KBW,625.00
Chief Executive's,2015-03-02,4 CORNERS MUSIC NETWORK,1000.00
Chief Executive's,2015-03-11,4 CORNERS MUSIC NETWORK,1000.00
Chief Executive's,2015-03-11,4 CORNERS MUSIC NETWORK,1000.00
Environment & Regeneration,2015-03-26,A & C WEBER UK,9477.00
Environment & Regeneration,2015-03-31,A PLANT ACROW,347.76
Environment & Regeneration,2015-03-06,A&J KEITH LTD,415.00
Environment & Regeneration,2015-03-27,A&J KEITH LTD,415.00
Environment & Regeneration,2015-03-10,A&J KEITH LTD,285.00
Environment & Regeneration,2015-03-30,A&J KEITH LTD,415.00
Environment & Regeneration,2015-03-05,A&J KEITH LTD,375.00
Environment & Regeneration,2015-03-10,A&J KEITH LTD,226532.89
Environment & Regeneration,2015-03-04,A&J KEITH LTD,1990.00
Environment & Regeneration,2015-03-05,A&S LOCKSMITHS,311.10
Environment & Regeneration,2015-03-05,A&S LOCKSMITHS,431.00
Chief Executive's,2015-03-25,AA GLOBAL LANGUAGES SERVICES LTD,2706.00
Adult and Culture,2015-03-25,ABBEYFIELD CASTLE FARM,-3280.62
Adult and Culture,2015-03-25,ABBEYFIELD CASTLE FARM,9354.08
Adult and Culture,2015-03-25,ABBEYFIELD THE GROVE,-1481.68
Adult and Culture,2015-03-25,ABBEYFIELD THE GROVE,1969.28
Adult and Culture,2015-03-25,ABBEYMOOR,-397.20
Adult and Culture,2015-03-25,ABBEYMOOR,2010.56
Adult and Culture,2015-03-25,ABBEYMOOR,4000.00
Environment & Regeneration,2015-03-26,ABEL ALARM COMPANY LTD,930.00
Environment & Regeneration,2015-03-26,ABEL ALARM COMPANY LTD,421.00
Environment & Regeneration,2015-03-31,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,454.50
Environment & Regeneration,2015-03-04,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,691.10
Adult and Culture,2015-03-18,ABSOLUTE QUALITY CARE,300.06
Adult and Culture,2015-03-18,ABSOLUTE QUALITY CARE,1284.36
Adult and Culture,2015-03-18,ABSOLUTE QUALITY CARE,408.66
Adult and Culture,2015-03-18,ABSOLUTE QUALITY CARE,400.32
Adult and Culture,2015-03-18,ABSOLUTE QUALITY CARE,744.20
Adult and Culture,2015-03-18,ABSOLUTE QUALITY CARE,414.80
Environment & Regeneration,2015-03-31,ACP,1400.00
Environment & Regeneration,2015-03-19,ACP,3312.00
Environment & Regeneration,2015-03-26,ACP,2736.00
Environment & Regeneration,2015-03-17,ACP,4032.00
Environment & Regeneration,2015-03-18,ACP,3623.55
Environment & Regeneration,2015-03-18,ACP,1309.30
Environment & Regeneration,2015-03-27,ACP,3810.30
Environment & Regeneration,2015-03-27,ACP,1382.80
Environment & Regeneration,2015-03-27,ACP,3690.30
Environment & Regeneration,2015-03-27,ACP,1441.60
Adult and Culture,2015-03-19,ACTION FOR CHILDREN,6459.02
Children's Services,2015-03-10,ACTION FOR CHILDREN,11176.00
Adult and Culture,2015-03-27,ACTION ON HEARING LOSS,479.44
Adult and Culture,2015-03-27,ACTION ON HEARING LOSS,581.31
Adult and Culture,2015-03-10,ACTIVE HORIZONS LTD,-495.80
Adult and Culture,2015-03-10,ACTIVE HORIZONS LTD,1724.00
Adult and Culture,2015-03-10,ACTIVE HORIZONS LTD,4176.43
Environment & Regeneration,2015-03-18,AD MERCHANDISE LTD,415.00
Chief Executive's,2015-03-20,ADARE LTD,1020.94
Chief Executive's,2015-03-27,ADARE LTD,1344.81
Chief Executive's,2015-03-17,ADARE LTD,559.58
Environment & Regeneration,2015-03-23,ADC ELECTRICAL CO LTD(F),398.00
Environment & Regeneration,2015-03-20,ADC ELECTRICAL CO LTD(F),275.60
Environment & Regeneration,2015-03-20,ADC ELECTRICAL CO LTD(F),395.17
Children's Services,2015-03-02,ADOPTION UK,1250.00
Environment & Regeneration,2015-03-06,ADT FIRE & SECURITY,1819.00
Environment & Regeneration,2015-03-31,ADT FIRE & SECURITY,997.00
Environment & Regeneration,2015-03-09,ADT FIRE & SECURITY,1819.00
Environment & Regeneration,2015-03-02,ADT FIRE & SECURITY,416.91
Environment & Regeneration,2015-03-02,ADT FIRE & SECURITY,416.91
Environment & Regeneration,2015-03-09,ADT FIRE & SECURITY,832.00
Chief Executive's,2015-03-19,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,4000.00
Chief Executive's,2015-03-26,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,70550.00
Environment & Regeneration,2015-03-04,ADVANCED CALIBRATIONS LTD,310.00
Children's Services,2015-03-10,ADVANCED CHILDCARE GROUP,12540.00
Children's Services,2015-03-10,ADVANCED CHILDCARE GROUP,12540.00
Children's Services,2015-03-10,ADVANCED CHILDCARE GROUP,12000.00
Children's Services,2015-03-10,ADVANCED CHILDCARE GROUP,12540.00
HRA,2015-03-12,ADVANCED CLEANING & MAINTENANCE LTD,437.00
HRA,2015-03-20,ADVANCED CLEANING & MAINTENANCE LTD,865.00
HRA,2015-03-27,ADVANCED CLEANING & MAINTENANCE LTD,2544.50
Chief Executive's,2015-03-18,ADVANTEX NETWORK SOLUTIONS LTD,1997.00
Chief Executive's,2015-03-30,ADVANTEX NETWORK SOLUTIONS LTD,22848.00
Environment & Regeneration,2015-03-12,AEBI SCHMIDT UK LTD,1181.49
Environment & Regeneration,2015-03-19,AEBI SCHMIDT UK LTD,281.89
Environment & Regeneration,2015-03-25,AEBI SCHMIDT UK LTD,595.37
Environment & Regeneration,2015-03-30,AEBI SCHMIDT UK LTD,610.32
Environment & Regeneration,2015-03-09,AEBI SCHMIDT UK LTD,595.37
Environment & Regeneration,2015-03-17,AEBI SCHMIDT UK LTD,754.04
Environment & Regeneration,2015-03-12,AECOM,9838.00
Environment & Regeneration,2015-03-30,AECOM,10152.49
Environment & Regeneration,2015-03-23,AECOM,4560.00
Adult and Culture,2015-03-30,AFTER ADOPTION,12357.00
Environment & Regeneration,2015-03-31,AGD SYSTEMS LTD,30.00
Environment & Regeneration,2015-03-31,AGD SYSTEMS LTD,7360.00
Environment & Regeneration,2015-03-10,AGD SYSTEMS LTD,250.00
Environment & Regeneration,2015-03-10,AGD SYSTEMS LTD,38590.00
Chief Executive's,2015-03-10,AGE CONCERN,40000.00
Adult and Culture,2015-03-23,AGE UK NEWCASTLE,22467.90
Adult and Culture,2015-03-19,AGE UK NEWCASTLE,5015.52
Adult and Culture,2015-03-19,AGE UK NEWCASTLE,11895.52
Adult and Culture,2015-03-18,AGE UK NEWCASTLE,1126.90
Adult and Culture,2015-03-18,AGE UK NEWCASTLE,7882.40
Adult and Culture,2015-03-18,AGE UK NEWCASTLE,273.84
Adult and Culture,2015-03-18,AGE UK NEWCASTLE,1369.20
Adult and Culture,2015-03-18,AGE UK NEWCASTLE,1665.88
Adult and Culture,2015-03-18,AGE UK NEWCASTLE,6937.28
Adult and Culture,2015-03-18,AGE UK NEWCASTLE,1780.08
Adult and Culture,2015-03-18,AGE UK NEWCASTLE,6321.16
Adult and Culture,2015-03-18,AGE UK NEWCASTLE,57004.77
Adult and Culture,2015-03-18,AGE UK NEWCASTLE,4349.88
Adult and Culture,2015-03-18,AGE UK NEWCASTLE,875.70
Adult and Culture,2015-03-18,AGE UK NEWCASTLE,1216.60
Adult and Culture,2015-03-26,AGE UK NEWCASTLE,1734.35
Environment & Regeneration,2015-03-03,AHA DISTRIBUTION,700.00
Environment & Regeneration,2015-03-23,AIMRANGE (N.E.) LTD,490.00
Environment & Regeneration,2015-03-20,AIR TECHNIQUE,429.00
Environment & Regeneration,2015-03-09,AIR TECHNIQUE,500.00
Environment & Regeneration,2015-03-13,AKW MEDI-CARE LTD,302.11
Environment & Regeneration,2015-03-18,AKW MEDI-CARE LTD,1052.00
Environment & Regeneration,2015-03-31,AKW MEDI-CARE LTD,877.90
Environment & Regeneration,2015-03-09,AKW MEDI-CARE LTD,330.93
Environment & Regeneration,2015-03-09,AKW MEDI-CARE LTD,309.66
Environment & Regeneration,2015-03-04,AKW MEDI-CARE LTD,559.48
Environment & Regeneration,2015-03-23,AKW MEDI-CARE LTD,277.37
Children's Services,2015-03-30,ALARM&COMMUNICATION SYSTEMS LTD,353.00
Adult and Culture,2015-03-25,ALBANY HOUSE  (WHITLEY BAY),4855.80
Environment & Regeneration,2015-03-30,ALBANY MOTORS,252.70
Adult and Culture,2015-03-09,ALBANY OFFICE FURNITURE SOLUTIONS,415.00
Chief Executive's,2015-03-18,ALBANY OFFICE FURNITURE SOLUTIONS,339.00
Chief Executive's,2015-03-31,ALBANY OFFICE FURNITURE SOLUTIONS,7851.00
Chief Executive's,2015-03-31,ALBANY OFFICE FURNITURE SOLUTIONS,5997.50
Children's Services,2015-03-25,ALBANY OFFICE FURNITURE SOLUTIONS,2960.00
Environment & Regeneration,2015-03-05,ALBANY OFFICE FURNITURE SOLUTIONS,259.00
HRA,2015-03-05,ALBANY OFFICE FURNITURE SOLUTIONS,399.00
Adult and Culture,2015-03-19,ALBERT KENNEDY TRUST OUTPOST,2509.12
Chief Executive's,2015-03-20,ALDERSON VAN,600.00
Adult and Culture,2015-03-10,ALEXANDRA HOUSE,-991.60
Adult and Culture,2015-03-10,ALEXANDRA HOUSE,3760.00
Chief Executive's,2015-03-16,ALL SAINTS CHURCH HALL,580.27
Chief Executive's,2015-03-16,ALL SAINTS CHURCH HALL,986.46
Adult and Culture,2015-03-25,ALLAN COURT RESIDENTIAL HOME,-3657.85
Adult and Culture,2015-03-25,ALLAN COURT RESIDENTIAL HOME,-2633.92
Adult and Culture,2015-03-25,ALLAN COURT RESIDENTIAL HOME,-652.54
Adult and Culture,2015-03-25,ALLAN COURT RESIDENTIAL HOME,41264.62
Adult and Culture,2015-03-25,ALLAN COURT RESIDENTIAL HOME,11816.08
Adult and Culture,2015-03-25,ALLAN COURT RESIDENTIAL HOME,4928.57
Adult and Culture,2015-03-25,ALLAN COURT RESIDENTIAL HOME,5726.08
Adult and Culture,2015-03-25,ALLAN COURT RESIDENTIAL HOME,443.56
Adult and Culture,2015-03-05,ALLIED HEALTHCARE GROUP,843.03
Adult and Culture,2015-03-18,ALLIED HEALTHCARE GROUP,55136.01
Adult and Culture,2015-03-18,ALLIED HEALTHCARE GROUP,12056.23
Adult and Culture,2015-03-18,ALLIED HEALTHCARE GROUP,3632.24
Adult and Culture,2015-03-18,ALLIED HEALTHCARE GROUP,705.32
Environment & Regeneration,2015-03-12,ALLOTMENTS WORKING GROUP,294.50
Environment & Regeneration,2015-03-13,ALLOTMENTS WORKING GROUP,294.50
HRA,2015-03-27,ALLPAY.NET LIMITED,92.99
HRA,2015-03-27,ALLPAY.NET LIMITED,26.30
HRA,2015-03-27,ALLPAY.NET LIMITED,536.89
HRA,2015-03-27,ALLPAY.NET LIMITED,313.50
HRA,2015-03-27,ALLPAY.NET LIMITED,339.41
HRA,2015-03-27,ALLPAY.NET LIMITED,2714.14
Environment & Regeneration,2015-03-26,ALPHA RECOVERY LTD,400.00
Adult and Culture,2015-03-19,ALZHEIMERS SOCIETY,7773.92
Adult and Culture,2015-03-04,ALZHEIMERS SOCIETY,10473.12
Adult and Culture,2015-03-16,ALZHEIMERS SOCIETY,10805.60
Environment & Regeneration,2015-03-25,AMARI PLASTICS PLC,568.00
Environment & Regeneration,2015-03-26,AMCO ENGINEERING,716.56
Environment & Regeneration,2015-03-23,AMCO ENGINEERING,716.56
Adult and Culture,2015-03-19,ANCHOR TRUST,845.68
Chief Executive's,2015-03-02,ANTALIS MCNAUGHTON LTD,284.25
Adult and Culture,2015-03-19,AQA EDUCATION,278.10
Environment & Regeneration,2015-03-10,ARCO LTD,399.49
Environment & Regeneration,2015-03-09,ARCO LTD,253.11
Environment & Regeneration,2015-03-16,ARCO LTD,302.06
Chief Executive's,2015-03-30,AREEEBA DISTRIBUTION,300.00
Chief Executive's,2015-03-30,AREEEBA DISTRIBUTION,300.00
HRA,2015-03-13,ARGUS ECOLOGICAL SERVICES LTD,2328.05
Chief Executive's,2015-03-13,ARGUS SOFTWARE LIMITED,1000.00
Chief Executive's,2015-03-18,ARLINGCLOSE LTD,13500.00
Environment & Regeneration,2015-03-17,ARMCON LTD,2507.33
Environment & Regeneration,2015-03-31,ARMITAGE VENESTA,510.00
Environment & Regeneration,2015-03-13,ARNOLD CLARK,364.00
Environment & Regeneration,2015-03-27,ARNOLD CLARK,364.00
Environment & Regeneration,2015-03-30,ARRIVA NORTH EAST,2526.00
Children's Services,2015-03-10,ARTEMIS SUPPORT,11600.00
Adult and Culture,2015-03-18,ARTEMIS SUPPORT LTD,10412.50
Adult and Culture,2015-03-18,ARTEMIS SUPPORT LTD,1601.84
Adult and Culture,2015-03-18,ARTEMIS SUPPORT LTD,94.96
Environment & Regeneration,2015-03-27,ARTIS CONSULTING LTD,4050.00
Chief Executive's,2015-03-12,ASDA BUSINESS AWARDS,12350.00
Chief Executive's,2015-03-11,ASDA BUSINESS AWARDS,28500.00
Chief Executive's,2015-03-31,ASH INFORMATION SYSTEMS LTD,1245.30
Environment & Regeneration,2015-03-31,ASH SITE EQUIPMENT LTD,763.00
Adult and Culture,2015-03-25,ASHFIELD COURT,-680.98
Adult and Culture,2015-03-25,ASHFIELD COURT,5717.31
Chief Executive's,2015-03-16,ASHTEAD PLANT HIRE CO LTD,520.00
Environment & Regeneration,2015-03-19,ASHTEAD PLANT HIRE CO LTD,310.00
Environment & Regeneration,2015-03-20,ASHTEAD PLANT HIRE CO LTD,777.00
Environment & Regeneration,2015-03-20,ASHTEAD PLANT HIRE CO LTD,281.50
Environment & Regeneration,2015-03-30,ASHTEAD PLANT HIRE CO LTD,616.00
Environment & Regeneration,2015-03-13,ASHTEAD PLANT HIRE CO LTD,748.00
Adult and Culture,2015-03-12,ASKEWS LIBRARY SERVICES LTD,348.36
Adult and Culture,2015-03-27,ASKEWS LIBRARY SERVICES LTD,742.14
Adult and Culture,2015-03-27,ASKEWS LIBRARY SERVICES LTD,374.82
Adult and Culture,2015-03-10,ASKEWS LIBRARY SERVICES LTD,389.18
Adult and Culture,2015-03-04,ASKEWS LIBRARY SERVICES LTD,1131.55
Adult and Culture,2015-03-04,ASKEWS LIBRARY SERVICES LTD,406.48
Adult and Culture,2015-03-03,ASKEWS LIBRARY SERVICES LTD,369.66
Adult and Culture,2015-03-11,ASKEWS LIBRARY SERVICES LTD,1320.94
Environment & Regeneration,2015-03-25,ASKEWS LIBRARY SERVICES LTD,450.00
Adult and Culture,2015-03-10,ASPINDEN WOOD CENTRE,-495.80
Adult and Culture,2015-03-10,ASPINDEN WOOD CENTRE,2760.00
Adult and Culture,2015-03-18,ASPIRATIONS CARE LTD,16313.08
Adult and Culture,2015-03-18,ASPIRATIONS CARE LTD,2501.32
Adult and Culture,2015-03-18,ASPIRATIONS CARE LTD,9952.12
Environment & Regeneration,2015-03-30,ASSOCIATION FOR ORGANICS RECYCLING,480.00
Adult and Culture,2015-03-13,AT HOME IN THE COMMUNITY LTD,-111.36
Adult and Culture,2015-03-19,AT HOME IN THE COMMUNITY LTD,-111.36
Adult and Culture,2015-03-30,AT HOME IN THE COMMUNITY LTD,-17.75
Adult and Culture,2015-03-05,AT HOME IN THE COMMUNITY LTD,-349.72
Adult and Culture,2015-03-13,AT HOME IN THE COMMUNITY LTD,2127.01
Adult and Culture,2015-03-13,AT HOME IN THE COMMUNITY LTD,1054.55
Adult and Culture,2015-03-13,AT HOME IN THE COMMUNITY LTD,1514.24
Adult and Culture,2015-03-19,AT HOME IN THE COMMUNITY LTD,2112.09
Adult and Culture,2015-03-19,AT HOME IN THE COMMUNITY LTD,1054.55
Adult and Culture,2015-03-19,AT HOME IN THE COMMUNITY LTD,1514.24
Adult and Culture,2015-03-30,AT HOME IN THE COMMUNITY LTD,702.32
Adult and Culture,2015-03-05,AT HOME IN THE COMMUNITY LTD,4548.76
Adult and Culture,2015-03-05,AT HOME IN THE COMMUNITY LTD,1054.55
Adult and Culture,2015-03-05,AT HOME IN THE COMMUNITY LTD,1514.24
HRA,2015-03-13,ATKINS LTD,500.00
Children's Services,2015-03-26,AURA (NEWCASTLE) PROJECT COMPANY LTD,74635.34
Children's Services,2015-03-18,AURA (NEWCASTLE) PROJECT COMPANY LTD,21748.79
Children's Services,2015-03-26,AURA (NEWCASTLE) PROJECT COMPANY LTD,1040134.62
Children's Services,2015-03-26,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,40582.99
Children's Services,2015-03-26,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,780275.58
Chief Executive's,2015-03-20,AURA NEWCASTLE LTD,213500.00
Chief Executive's,2015-03-23,AURA NEWCASTLE LTD,193500.00
Adult and Culture,2015-03-10,AUTISM INITIATIVES,-315.20
Adult and Culture,2015-03-18,AUTISM INITIATIVES,18077.36
Adult and Culture,2015-03-10,AUTISM INITIATIVES,6107.52
Adult and Culture,2015-03-10,AUTISM NORTH - EASTCLIFFE,3811.28
Adult and Culture,2015-03-10,AUTISM NORTH - EASTCLIFFE,5716.92
Environment & Regeneration,2015-03-31,AUTO ELECTRICAL SOLUTIONS LTD,736.52
Environment & Regeneration,2015-03-30,AUTODIESEL (NEWCASTLE),340.00
Environment & Regeneration,2015-03-13,AUTOMATICA LTD,1000.00
Adult and Culture,2015-03-25,AVENUE COMMUNITY NH LTD,2071.28
Chief Executive's,2015-03-11,AYRES WATERS FAMILY LAWYERS,355.14
Adult and Culture,2015-03-18,AZURE,-3045.64
Adult and Culture,2015-03-18,AZURE,49082.28
Adult and Culture,2015-03-18,AZURE,480.00
Adult and Culture,2015-03-18,AZURE,384.00
Adult and Culture,2015-03-18,AZURE,1584.00
Adult and Culture,2015-03-18,AZURE,4704.00
Adult and Culture,2015-03-18,AZURE,1008.00
Adult and Culture,2015-03-18,AZURE,288.00
Adult and Culture,2015-03-18,AZURE,429.54
Adult and Culture,2015-03-18,AZURE,769.92
Adult and Culture,2015-03-18,AZURE,336.00
Adult and Culture,2015-03-18,AZURE,384.00
Adult and Culture,2015-03-18,AZURE,480.00
Adult and Culture,2015-03-18,AZURE,720.00
Adult and Culture,2015-03-18,AZURE,576.00
Adult and Culture,2015-03-18,AZURE,1248.00
Adult and Culture,2015-03-18,AZURE,480.00
Adult and Culture,2015-03-18,AZURE,384.00
Adult and Culture,2015-03-18,AZURE,480.00
Adult and Culture,2015-03-18,AZURE,300.00
Adult and Culture,2015-03-18,AZURE,576.00
Adult and Culture,2015-03-18,AZURE,384.00
Adult and Culture,2015-03-18,AZURE,984.00
Adult and Culture,2015-03-18,AZURE,600.00
Adult and Culture,2015-03-18,AZURE,252.00
Adult and Culture,2015-03-18,AZURE,1224.00
Adult and Culture,2015-03-18,AZURE,768.00
Adult and Culture,2015-03-18,AZURE,336.00
Adult and Culture,2015-03-18,AZURE,432.00
Adult and Culture,2015-03-18,AZURE,480.00
Adult and Culture,2015-03-18,AZURE,384.00
Adult and Culture,2015-03-18,AZURE,336.00
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,24.66
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,15.67
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,195.99
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,81.21
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,73.76
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,49.58
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,98.69
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,281.08
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,23.58
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,37.91
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,23.58
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,16.37
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,23.58
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,52.85
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,106.80
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,23.58
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,19.35
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,35.37
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,107.89
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,47.16
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,125.66
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,64.35
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,127.80
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,47.16
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,61.12
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,39.25
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,25.31
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,47.16
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,350.76
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,18.51
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,81.61
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,25.18
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,23.58
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,174.75
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,46.64
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,47.26
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,12.23
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,21.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,23.58
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,585.21
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,22.92
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,71.85
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,121.86
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,58.95
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,23.58
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,23.58
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,511.62
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,16.54
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,12.64
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,23.58
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.85
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,28.44
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,47.16
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,23.58
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,19.33
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,15.67
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,18.03
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,15.67
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,55.42
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,16.53
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,13.28
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,11.79
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,28.91
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,16.68
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,23.58
Chief Executive's,2015-03-02,AZZURRI COMMUNICATIONS LTD,23.58
