Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2012-05-23,ADT FIRE & SECURITY,591.98
Adult and Culture,2012-05-08,CHILD POVERTY ACTION GROUP,1285.20
Adult and Culture,2012-05-31,CITIZENS ADVICE,1449.00
Adult and Culture,2012-05-16,INSTITUTE OF MONEY ADVISERS,571.20
Adult and Culture,2012-05-10,BUNZL CLEANING & HYGIENE SUPPLIES,654.80
Adult and Culture,2012-05-03,N POWER NORTHERN LTD,508.95
Adult and Culture,2012-05-11,N POWER NORTHERN LTD,1727.63
Adult and Culture,2012-05-16,PREMIER HEALTHCARE & HYGIENE,501.40
Adult and Culture,2012-05-15,N POWER NORTHERN LTD,1106.30
Adult and Culture,2012-05-15,N POWER NORTHERN LTD,1120.44
Adult and Culture,2012-05-25,OCN,555.00
Adult and Culture,2012-05-10,JPM CONSULTANTS,2658.60
Adult and Culture,2012-05-15,JPM CONSULTANTS,1769.00
Adult and Culture,2012-05-31,AGE UK NEWCASTLE,6868.83
Adult and Culture,2012-05-31,AGE UK NEWCASTLE,7496.37
Adult and Culture,2012-05-03,AGE UK NEWCASTLE,6846.00
Adult and Culture,2012-05-03,AGE UK NEWCASTLE,6358.23
Adult and Culture,2012-05-04,AGE UK NEWCASTLE,513.45
Adult and Culture,2012-05-04,AGE UK NEWCASTLE,1780.00
Adult and Culture,2012-05-04,AGE UK NEWCASTLE,502.04
Adult and Culture,2012-05-04,AGE UK NEWCASTLE,1095.36
Adult and Culture,2012-05-16,ALLIED HEALTHCARE GROUP LTD,2441.94
Adult and Culture,2012-05-16,ALLIED HEALTHCARE GROUP LTD,1778.00
Adult and Culture,2012-05-16,ALLIED HEALTHCARE GROUP LTD,3066.65
Adult and Culture,2012-05-21,ALLIED HEALTHCARE GROUP LTD,2589.92
Adult and Culture,2012-05-14,ALLIED HEALTHCARE GROUP LTD,2482.56
Adult and Culture,2012-05-21,ARK HOUSE TREATMENT CENTRE,661.59
Adult and Culture,2012-05-31,ARK HOUSE TREATMENT CENTRE,745.89
Adult and Culture,2012-05-31,ARK HOUSE TREATMENT CENTRE,2811.43
Adult and Culture,2012-05-14,ARK HOUSE TREATMENT CENTRE,2591.76
Adult and Culture,2012-05-31,ASPIRATIONS CARE LTD,10781.46
Adult and Culture,2012-05-31,ASPIRATIONS CARE LTD,10781.46
Adult and Culture,2012-05-31,ASPIRATIONS CARE LTD,624.33
Adult and Culture,2012-05-31,ASPIRATIONS CARE LTD,624.33
Adult and Culture,2012-05-16,AZURE,1227.06
Adult and Culture,2012-05-16,AZURE,1130.82
Adult and Culture,2012-05-16,AZURE,601.50
Adult and Culture,2012-05-16,AZURE,1443.60
Adult and Culture,2012-05-16,AZURE,577.44
Adult and Culture,2012-05-16,AZURE,529.32
Adult and Culture,2012-05-16,AZURE,818.04
Adult and Culture,2012-05-16,AZURE,1270.88
Adult and Culture,2012-05-16,AZURE,793.98
Adult and Culture,2012-05-16,AZURE,625.56
Adult and Culture,2012-05-16,AZURE,625.56
Adult and Culture,2012-05-16,AZURE,962.40
Adult and Culture,2012-05-16,AZURE,625.56
Adult and Culture,2012-05-16,AZURE,625.56
Adult and Culture,2012-05-16,AZURE,866.16
Adult and Culture,2012-05-16,AZURE,769.92
Adult and Culture,2012-05-10,AZURE,4509.96
Adult and Culture,2012-05-31,AZURE,1587.96
Adult and Culture,2012-05-31,AZURE,4509.96
Adult and Culture,2012-05-03,AZURE,1227.06
Adult and Culture,2012-05-04,AZURE,986.40
Adult and Culture,2012-05-04,AZURE,1443.60
Adult and Culture,2012-05-04,AZURE,577.44
Adult and Culture,2012-05-04,AZURE,577.44
Adult and Culture,2012-05-04,AZURE,1108.89
Adult and Culture,2012-05-04,AZURE,1130.82
Adult and Culture,2012-05-04,AZURE,1587.96
Adult and Culture,2012-05-04,AZURE,1251.12
Adult and Culture,2012-05-14,AZURE,577.44
Adult and Culture,2012-05-14,CAMPHILL VILLAGE TRUST,1410.76
Adult and Culture,2012-05-16,CARE UK LEARNING DISABILITIES SERVICES,2132.80
Adult and Culture,2012-05-21,CARE UK LEARNING DISABILITIES SERVICES,5636.58
Adult and Culture,2012-05-22,CARE UK LEARNING DISABILITIES SERVICES,1914.00
Adult and Culture,2012-05-22,CARE UK LEARNING DISABILITIES SERVICES,1556.24
Adult and Culture,2012-05-22,CARE UK LEARNING DISABILITIES SERVICES,1556.24
Adult and Culture,2012-05-31,CARE UK LEARNING DISABILITIES SERVICES,1556.24
Adult and Culture,2012-05-17,CARE UK LEARNING DISABILITIES SERVICES,1556.24
Adult and Culture,2012-05-14,CARE UK LEARNING DISABILITIES SERVICES,1190.40
Adult and Culture,2012-05-14,CARE UK LEARNING DISABILITIES SERVICES,2322.32
Adult and Culture,2012-05-14,CARE UK LEARNING DISABILITIES SERVICES,1556.24
Adult and Culture,2012-05-14,CARE UK LEARNING DISABILITIES SERVICES,533.20
Adult and Culture,2012-05-14,CARE UK LEARNING DISABILITIES SERVICES,1457.80
Adult and Culture,2012-05-14,CARE UK LEARNING DISABILITIES SERVICES,1556.24
Adult and Culture,2012-05-14,CARE UK LEARNING DISABILITIES SERVICES,2132.80
Adult and Culture,2012-05-14,CARE UK LEARNING DISABILITIES SERVICES,1122.88
Adult and Culture,2012-05-14,CARE UK LEARNING DISABILITIES SERVICES,2132.80
Adult and Culture,2012-05-31,CARELINE HOMECARE LTD,651.84
Adult and Culture,2012-05-24,CARELINE HOMECARE LTD,2398.84
Adult and Culture,2012-05-31,CAR-ES (UK) LTD,1403.63
