Payment Date,Benificiary Name,Amount
2013-05-20,3663,261.31
2013-05-07,13 FERGUSONS LANE,1540.00
2013-05-07,18 SEA VIEW VILLAS,1540.00
2013-05-16,1ST LEMINGTON BROWNIES,370.00
2013-05-14,25TH BROWNIE PACK,1110.69
2013-05-09,2SIMPLE SOFTWARE LTD,1500.00
2013-05-14,A WILDERNESS WAY,3500.00
2013-05-17,A WILDERNESS WAY,3500.00
2013-05-02,A WILDERNESS WAY,3500.00
2013-05-10,A&J KEITH LTD,90216.29
2013-05-07,A&S LOCKSMITHS,364.24
2013-05-20,A&S LOCKSMITHS,523.62
2013-05-30,A&S LOCKSMITHS,1943.47
2013-05-21,ABBEYFIELD CASTLE FARM,-803.92
2013-05-21,ABBEYFIELD CASTLE FARM,3488.00
2013-05-21,ABBEYFIELD THE GROVE,-4265.99
2013-05-21,ABBEYFIELD THE GROVE,7100.57
2013-05-21,ABBEYMOOR,-486.00
2013-05-21,ABBEYMOOR,-318.05
2013-05-21,ABBEYMOOR,3462.52
2013-05-21,ABBEYMOOR,2010.56
2013-05-21,ABBEYWELL COURT CARE HOMES,2300.00
2013-05-13,ABEL ALARM COMPANY LTD,902.00
2013-05-21,ABIGAIL HOUSE,-7628.47
2013-05-21,ABIGAIL HOUSE,25172.39
2013-05-10,ABLE CONSTRUCTION (NORTHERN) LTD,6661.61
2013-05-14,ACCEPT CARE,-285.96
2013-05-14,ACCEPT CARE,1817.20
2013-05-14,ACCEPT CARE,4906.44
2013-05-09,ACCESS INDEPENDENT,4730.22
2013-05-28,ACCIDENT EXCHANGE LTD,1034.40
2013-05-28,ACORN TREATMENT AND HOUSING,1485.00
2013-05-03,ACORN TREATMENT AND HOUSING,1980.00
2013-05-13,ACORN TREATMENT AND HOUSING,495.00
2013-05-13,ACORN TREATMENT AND HOUSING,495.00
2013-05-20,ACP,393.62
2013-05-10,ACROL AIR CONDITIONING CO LTD,542.00
2013-05-28,ACTION BUILDING MAINTENANCE LTD,731.70
2013-05-07,ACTION BUILDING MAINTENANCE LTD,1229.64
2013-05-07,ACTION BUILDING MAINTENANCE LTD,1366.50
2013-05-13,ACTION BUILDING MAINTENANCE LTD,413.97
2013-05-07,ACTION FOR CHILDREN,6560.00
2013-05-24,ACTION FOR CHILDREN,8239.00
2013-05-24,ACTION FOR CHILDREN,4870.50
2013-05-24,ACTION FOR CHILDREN,4870.50
2013-05-17,ACTION FOR CHILDREN,1194.00
2013-05-03,ACTION FOR CHILDREN,750.00
2013-05-03,ACTION FOR CHILDREN,1194.00
2013-05-03,ACTION FOR CHILDREN,822.58
