Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2014-11-07,3663,551.13
Adult and Culture,2014-11-18,14 EIGHTH ROW,9800.00
Adult and Culture,2014-11-18,18 SEA VIEW VILLAS,1540.00
Chief Executive's,2014-11-17,2SIMPLE SOFTWARE LTD,299.00
Children's Services,2014-11-10,2SIMPLE SOFTWARE LTD,750.00
Children's Services,2014-11-18,2SIMPLE SOFTWARE LTD,600.00
Environment & Regeneration,2014-11-18,A T NERAC LTD,670.50
Chief Executive's,2014-11-03,A W T LTD,324.74
Environment & Regeneration,2014-11-07,A&J KEITH LTD,255.00
Environment & Regeneration,2014-11-10,A&J KEITH LTD,490.00
Environment & Regeneration,2014-11-12,A&J KEITH LTD,1148.65
Environment & Regeneration,2014-11-12,A&J KEITH LTD,1433.37
Environment & Regeneration,2014-11-12,A&J KEITH LTD,305.00
Environment & Regeneration,2014-11-12,A&J KEITH LTD,324.10
Environment & Regeneration,2014-11-12,A&J KEITH LTD,1554.08
Environment & Regeneration,2014-11-12,A&J KEITH LTD,1368.27
Environment & Regeneration,2014-11-12,A&J KEITH LTD,715.16
Environment & Regeneration,2014-11-12,A&J KEITH LTD,1052.11
Environment & Regeneration,2014-11-12,A&J KEITH LTD,1328.59
Environment & Regeneration,2014-11-12,A&J KEITH LTD,305.00
Environment & Regeneration,2014-11-13,A&J KEITH LTD,1026.34
Environment & Regeneration,2014-11-13,A&J KEITH LTD,1099.51
Environment & Regeneration,2014-11-13,A&J KEITH LTD,980.00
Environment & Regeneration,2014-11-13,A&J KEITH LTD,1100.00
Environment & Regeneration,2014-11-13,A&J KEITH LTD,960.00
Environment & Regeneration,2014-11-13,A&J KEITH LTD,1920.00
Environment & Regeneration,2014-11-13,A&J KEITH LTD,2020.00
Environment & Regeneration,2014-11-13,A&J KEITH LTD,1920.00
Environment & Regeneration,2014-11-13,A&J KEITH LTD,1920.00
Environment & Regeneration,2014-11-13,A&J KEITH LTD,1400.00
Environment & Regeneration,2014-11-13,A&J KEITH LTD,3425.00
Environment & Regeneration,2014-11-13,A&J KEITH LTD,1776.25
Environment & Regeneration,2014-11-13,A&J KEITH LTD,846.00
Environment & Regeneration,2014-11-18,A&J KEITH LTD,295.00
Environment & Regeneration,2014-11-18,A&J KEITH LTD,580.00
Environment & Regeneration,2014-11-27,A&J KEITH LTD,450.00
Environment & Regeneration,2014-11-13,A&J KEITH LTD,120199.96
Chief Executive's,2014-11-12,AA GLOBAL LANGUAGES SERVICES LTD,1235.00
Environment & Regeneration,2014-11-04,AAA CHEMICALS LTD,484.00
Adult and Culture,2014-11-04,ABBEYFIELD CASTLE FARM,-495.80
Adult and Culture,2014-11-04,ABBEYFIELD CASTLE FARM,1969.28
Adult and Culture,2014-11-04,ABBEYFIELD THE GROVE,-1481.68
Adult and Culture,2014-11-04,ABBEYFIELD THE GROVE,1969.28
Adult and Culture,2014-11-04,ABBEYMOOR,-397.20
Adult and Culture,2014-11-04,ABBEYMOOR,2010.56
Adult and Culture,2014-11-04,ABBEYMOOR,4000.00
Adult and Culture,2014-11-04,ABIGAIL HOUSE,-14952.41
Adult and Culture,2014-11-04,ABIGAIL HOUSE,55195.36
Environment & Regeneration,2014-11-28,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,1030.40
Children's Services,2014-11-11,ACADEMICS,421.50
Children's Services,2014-11-18,ACADEMICS,360.00
Children's Services,2014-11-25,ACADEMICS,572.30
Children's Services,2014-11-04,ACADEMICS,811.92
Children's Services,2014-11-04,ACADEMICS,480.00
Children's Services,2014-11-04,ACADEMICS,620.10
Children's Services,2014-11-04,ACADEMICS,800.00
Children's Services,2014-11-11,ACADEMICS,632.41
Children's Services,2014-11-11,ACADEMICS,800.00
Children's Services,2014-11-11,ACADEMICS,800.00
Children's Services,2014-11-11,ACADEMICS,800.00
Children's Services,2014-11-27,ACADEMICS,1874.90
Children's Services,2014-11-27,ACADEMICS,1921.90
Children's Services,2014-11-27,ACADEMICS,2106.90
Children's Services,2014-11-27,ACADEMICS,2171.90
Children's Services,2014-11-27,ACADEMICS,532.89
Children's Services,2014-11-27,ACADEMICS,811.26
Children's Services,2014-11-27,ACADEMICS,800.00
Children's Services,2014-11-28,ACADEMICS,800.00
Children's Services,2014-11-28,ACADEMICS,800.00
Children's Services,2014-11-28,ACADEMICS,495.00
Children's Services,2014-11-28,ACADEMICS,800.00
Children's Services,2014-11-28,ACADEMICS,800.00
Children's Services,2014-11-28,ACADEMICS,775.00
Children's Services,2014-11-28,ACADEMICS,795.00
Children's Services,2014-11-10,ACCESS COACHING,270.00
Adult and Culture,2014-11-04,ACCOUNTABILITY,2782.00
Environment & Regeneration,2014-11-25,ACM WASTE MANAGEMENT,420.00
Environment & Regeneration,2014-11-19,ACME,340.32
Environment & Regeneration,2014-11-20,ACME,340.32
Environment & Regeneration,2014-11-12,ACP,4784.80
Environment & Regeneration,2014-11-07,ACROL AIR CONDITIONING CO LTD,4430.00
Environment & Regeneration,2014-11-17,ACROL AIR CONDITIONING CO LTD,350.00
Environment & Regeneration,2014-11-24,ACROL AIR CONDITIONING CO LTD,4892.00
Environment & Regeneration,2014-11-24,ACROL AIR CONDITIONING CO LTD,4950.00
Environment & Regeneration,2014-11-25,ACROL AIR CONDITIONING CO LTD,457.00
Environment & Regeneration,2014-11-28,ACROL AIR CONDITIONING CO LTD,1449.00
Environment & Regeneration,2014-11-28,ACROL AIR CONDITIONING CO LTD,2921.00
Environment & Regeneration,2014-11-12,ACROL AIR CONDITIONING CO LTD,2500.00
Chief Executive's,2014-11-28,ACS LTD,1390.00
Children's Services,2014-11-26,ACS LTD,377.24
Children's Services,2014-11-18,ACTION FOR CHILDREN,11527.42
Children's Services,2014-11-18,ACTION FOR CHILDREN,3162.86
Children's Services,2014-11-06,ACTION FOR CHILDREN,5187.50
Children's Services,2014-11-06,ACTION FOR CHILDREN,3098.30
Children's Services,2014-11-14,ACTION FOR CHILDREN,2787.09
Children's Services,2014-11-14,ACTION FOR CHILDREN,4505.62
Children's Services,2014-11-14,ACTION FOR CHILDREN,674.87
Children's Services,2014-11-27,ACTION FOR CHILDREN,10000.00
Children's Services,2014-11-27,ACTION FOR CHILDREN,26964.00
Adult and Culture,2014-11-25,ACTION ON HEARING LOSS,374.94
Adult and Culture,2014-11-18,ACTIVE HORIZONS LTD,-495.80
Adult and Culture,2014-11-18,ACTIVE HORIZONS LTD,1648.00
Chief Executive's,2014-11-27,ACTIVE INFORMATICS,9000.00
Adult and Culture,2014-11-28,ACTIVE TRAVEL,1900.00
Adult and Culture,2014-11-28,ACTIVE TRAVEL,2040.00
Environment & Regeneration,2014-11-20,AD MERCHANDISE LTD,885.50
Chief Executive's,2014-11-27,ADARE LTD,821.60
Chief Executive's,2014-11-27,ADARE LTD,1658.54
Chief Executive's,2014-11-27,ADARE LTD,259.80
Children's Services,2014-11-26,ADLER MANUFACTURING LTD,661.24
Chief Executive's,2014-11-28,ADT FIRE & SECURITY,2691.46
Chief Executive's,2014-11-28,ADT FIRE & SECURITY,262.44
Environment & Regeneration,2014-11-03,ADT FIRE & SECURITY,595.00
Environment & Regeneration,2014-11-07,ADT FIRE & SECURITY,832.87
Environment & Regeneration,2014-11-12,ADT FIRE & SECURITY,360.58
Environment & Regeneration,2014-11-18,ADT FIRE & SECURITY,1646.00
Environment & Regeneration,2014-11-26,ADT FIRE & SECURITY,1000.00
Environment & Regeneration,2014-11-27,ADT FIRE & SECURITY,1075.00
Environment & Regeneration,2014-11-27,ADT FIRE & SECURITY,300.00
Environment & Regeneration,2014-11-28,ADT FIRE & SECURITY,425.00
Environment & Regeneration,2014-11-25,ADT FIRE & SECURITY,672.92
Environment & Regeneration,2014-11-25,ADT FIRE & SECURITY,269.18
Environment & Regeneration,2014-11-27,ADT FIRE & SECURITY,1250.25
Environment & Regeneration,2014-11-28,ADT FIRE & SECURITY,1579.41
Environment & Regeneration,2014-11-28,ADT FIRE & SECURITY,1894.05
Environment & Regeneration,2014-11-28,ADT FIRE & SECURITY,662.40
Environment & Regeneration,2014-11-28,ADT FIRE & SECURITY,1651.86
Children's Services,2014-11-18,ADVANCED CHILDCARE GROUP,12540.00
Children's Services,2014-11-18,ADVANCED CHILDCARE GROUP,5520.00
Children's Services,2014-11-18,ADVANCED CHILDCARE GROUP,12540.00
Children's Services,2014-11-18,ADVANCED CHILDCARE GROUP,12000.00
Children's Services,2014-11-18,ADVANCED CHILDCARE GROUP,12540.00
Adult and Culture,2014-11-20,ADVANCED CLEANING & MAINTENANCE LTD,259.00
Chief Executive's,2014-11-04,ADVANCED LEGAL LTD,1050.00
Chief Executive's,2014-11-25,ADVANCED LEGAL LTD,1050.00
Environment & Regeneration,2014-11-28,ADVANCED WATER TECHNOLOGIES,1365.00
Children's Services,2014-11-13,ADVENTURE TRAINING NORTH EAST,400.00
Environment & Regeneration,2014-11-12,AEBI SCHMIDT UK LTD,251.87
Environment & Regeneration,2014-11-17,AEBI SCHMIDT UK LTD,858.98
Environment & Regeneration,2014-11-20,AEBI SCHMIDT UK LTD,560.47
Environment & Regeneration,2014-11-28,AEBI SCHMIDT UK LTD,259.88
Environment & Regeneration,2014-11-03,AGD SYSTEMS LTD,60.00
Environment & Regeneration,2014-11-03,AGD SYSTEMS LTD,9760.00
Environment & Regeneration,2014-11-28,AGD SYSTEMS LTD,1200.00
Environment & Regeneration,2014-11-28,AGD SYSTEMS LTD,3040.00
Environment & Regeneration,2014-11-28,AGD SYSTEMS LTD,3920.00
Adult and Culture,2014-11-06,AGE UK NEWCASTLE,5202.96
Adult and Culture,2014-11-06,AGE UK NEWCASTLE,802.27
Adult and Culture,2014-11-06,AGE UK NEWCASTLE,2620.03
Adult and Culture,2014-11-06,AGE UK NEWCASTLE,15608.88
Adult and Culture,2014-11-06,AGE UK NEWCASTLE,2406.81
Adult and Culture,2014-11-06,AGE UK NEWCASTLE,7860.09
Adult and Culture,2014-11-27,AGE UK NEWCASTLE,20811.84
Adult and Culture,2014-11-27,AGE UK NEWCASTLE,3209.08
Adult and Culture,2014-11-27,AGE UK NEWCASTLE,10480.12
Adult and Culture,2014-11-26,AGE UK NEWCASTLE,55267.70
Adult and Culture,2014-11-26,AGE UK NEWCASTLE,4953.56
Adult and Culture,2014-11-26,AGE UK NEWCASTLE,706.12
Adult and Culture,2014-11-26,AGE UK NEWCASTLE,1469.76
Adult and Culture,2014-11-26,AGE UK NEWCASTLE,6321.14
Adult and Culture,2014-11-26,AGE UK NEWCASTLE,273.84
Adult and Culture,2014-11-26,AGE UK NEWCASTLE,1369.20
Adult and Culture,2014-11-26,AGE UK NEWCASTLE,1665.88
Adult and Culture,2014-11-26,AGE UK NEWCASTLE,6937.28
Adult and Culture,2014-11-26,AGE UK NEWCASTLE,1780.08
Adult and Culture,2014-11-26,AGE UK NEWCASTLE,1239.00
Adult and Culture,2014-11-26,AGE UK NEWCASTLE,7799.80
Children's Services,2014-11-18,AGE UK NEWCASTLE,20968.50
Environment & Regeneration,2014-11-12,AIKEN FLOORING CONTRACTS LTD,3447.18
Environment & Regeneration,2014-11-27,AIKEN FLOORING CONTRACTS LTD,715.32
Children's Services,2014-11-18,AK CHILDCARE LTD,11200.00
Environment & Regeneration,2014-11-05,AKW MEDI-CARE LTD,559.48
Environment & Regeneration,2014-11-14,AKW MEDI-CARE LTD,551.20
Environment & Regeneration,2014-11-14,AKW MEDI-CARE LTD,537.20
Environment & Regeneration,2014-11-21,AKW MEDI-CARE LTD,654.00
Environment & Regeneration,2014-11-25,AKW MEDI-CARE LTD,466.24
Children's Services,2014-11-24,ALARM&COMMUNICATION SYSTEMS LTD,465.00
Environment & Regeneration,2014-11-07,ALARM&COMMUNICATION SYSTEMS LTD,395.00
Children's Services,2014-11-24,ALBA POOLS LTD,610.00
Adult and Culture,2014-11-04,ALBANY HOUSE  (WHITLEY BAY),4855.80
Environment & Regeneration,2014-11-04,ALBANY MOTORS,540.00
Environment & Regeneration,2014-11-24,ALBANY OFFICE FURNITURE SOLUTIONS,278.00
Children's Services,2014-11-14,ALD HAIRDRESSING TRAINING ACADEMY,2159.37
Environment & Regeneration,2014-11-17,ALDRIDGE TRAFFIC SYSTEMS LTD,14400.00
Adult and Culture,2014-11-18,ALEXANDRA HOUSE,-991.60
Adult and Culture,2014-11-18,ALEXANDRA HOUSE,3760.00
Adult and Culture,2014-11-04,ALEXANDRA PARK,8262.96
Adult and Culture,2014-11-04,ALLAN COURT RESIDENTIAL HOME,-4339.40
Adult and Culture,2014-11-04,ALLAN COURT RESIDENTIAL HOME,-2633.92
Adult and Culture,2014-11-04,ALLAN COURT RESIDENTIAL HOME,973.89
Adult and Culture,2014-11-04,ALLAN COURT RESIDENTIAL HOME,40746.28
Adult and Culture,2014-11-04,ALLAN COURT RESIDENTIAL HOME,11816.08
Adult and Culture,2014-11-04,ALLAN COURT RESIDENTIAL HOME,3839.04
Adult and Culture,2014-11-04,ALLAN COURT RESIDENTIAL HOME,443.56
Adult and Culture,2014-11-13,ALLIED HEALTHCARE GROUP,920.55
Adult and Culture,2014-11-26,ALLIED HEALTHCARE GROUP,62679.93
Adult and Culture,2014-11-26,ALLIED HEALTHCARE GROUP,12175.49
Adult and Culture,2014-11-26,ALLIED HEALTHCARE GROUP,3482.12
Adult and Culture,2014-11-26,ALLIED HEALTHCARE GROUP,2274.35
HRA,2014-11-10,ALLPAY.NET LIMITED,466.89
HRA,2014-11-10,ALLPAY.NET LIMITED,69.39
HRA,2014-11-10,ALLPAY.NET LIMITED,18.76
HRA,2014-11-10,ALLPAY.NET LIMITED,2844.77
HRA,2014-11-10,ALLPAY.NET LIMITED,279.85
HRA,2014-11-10,ALLPAY.NET LIMITED,364.42
Environment & Regeneration,2014-11-11,ALPHA LIGHTING,1950.00
Environment & Regeneration,2014-11-11,ALPHA LIGHTING,4800.00
Environment & Regeneration,2014-11-12,ALPHA LIGHTING,1950.00
Environment & Regeneration,2014-11-12,ALPHA LIGHTING,4800.00
Environment & Regeneration,2014-11-10,ALTONAIDS MOBILITY,3580.00
Environment & Regeneration,2014-11-24,ALTONAIDS MOBILITY,1710.00
Adult and Culture,2014-11-25,ALZHEIMERS SOCIETY,12177.08
Environment & Regeneration,2014-11-27,AMCO ENGINEERING,9326.83
Adult and Culture,2014-11-06,ANCHOR TRUST,634.26
Adult and Culture,2014-11-27,ANCHOR TRUST,815.48
Children's Services,2014-11-28,ANDERTON TIGER LLP,350.00
Environment & Regeneration,2014-11-10,ANDTECH SYSTEMS,625.00
Environment & Regeneration,2014-11-05,ANGUS AIR LTD,989.10
Environment & Regeneration,2014-11-05,ANGUS AIR LTD,2235.18
Chief Executive's,2014-11-07,ANTALIS MCNAUGHTON LTD,1925.00
Chief Executive's,2014-11-07,ANTALIS MCNAUGHTON LTD,3790.00
Chief Executive's,2014-11-07,ANTALIS MCNAUGHTON LTD,1516.00
Chief Executive's,2014-11-07,ANTALIS MCNAUGHTON LTD,476.25
Chief Executive's,2014-11-07,ANTALIS MCNAUGHTON LTD,403.50
Chief Executive's,2014-11-07,ANTALIS MCNAUGHTON LTD,2257.10
Chief Executive's,2014-11-07,ANTALIS MCNAUGHTON LTD,1585.70
Chief Executive's,2014-11-20,ANTALIS MCNAUGHTON LTD,409.00
Chief Executive's,2014-11-26,ANTALIS MCNAUGHTON LTD,284.25
Chief Executive's,2014-11-26,ANTALIS MCNAUGHTON LTD,290.85
Children's Services,2014-11-20,AON HEWITT LIMITED,1480.00
Children's Services,2014-11-28,APPLE RETAIL UK LIMITED,1500.00
Adult and Culture,2014-11-18,APPLEBY CARE HOME,-688.32
Adult and Culture,2014-11-18,APPLEBY CARE HOME,1722.88
Adult and Culture,2014-11-05,AQA EDUCATION,281.70
Children's Services,2014-11-06,AQA EDUCATION,745.00
Children's Services,2014-11-05,ARCANE INDUSTRIES LTD,4000.00
Chief Executive's,2014-11-05,AREEEBA DISTRIBUTION,360.00
Chief Executive's,2014-11-05,AREEEBA DISTRIBUTION,186.00
Chief Executive's,2014-11-05,AREEEBA DISTRIBUTION,186.00
Chief Executive's,2014-11-24,AREEEBA DISTRIBUTION,252.00
Chief Executive's,2014-11-24,AREEEBA DISTRIBUTION,282.00
Chief Executive's,2014-11-24,AREEEBA DISTRIBUTION,276.00
Children's Services,2014-11-14,ARGOS BUSINESS SOLUTIONS,555.31
Environment & Regeneration,2014-11-07,ARMITAGE VENESTA,328.16
Environment & Regeneration,2014-11-05,ARNOLD CLARK,260.82
Environment & Regeneration,2014-11-05,ARNOLD CLARK,395.01
Environment & Regeneration,2014-11-07,ARNOLD CLARK,364.00
Environment & Regeneration,2014-11-13,ARNOLD CLARK,400.45
Environment & Regeneration,2014-11-21,ARNOLD CLARK,364.00
Environment & Regeneration,2014-11-28,ARQIVA LTD,10677.00
Environment & Regeneration,2014-11-21,ARRIVA NORTH EAST,2465.00
Children's Services,2014-11-18,ARTEMIS SUPPORT,11600.00
Adult and Culture,2014-11-26,ARTEMIS SUPPORT LTD,7667.24
Adult and Culture,2014-11-26,ARTEMIS SUPPORT LTD,2064.82
Environment & Regeneration,2014-11-06,ASA AWARD SCHEME,303.80
Adult and Culture,2014-11-24,ASCEL,365.00
Adult and Culture,2014-11-24,ASDA PHARMACY,105.00
Adult and Culture,2014-11-24,ASDA PHARMACY,1166.20
Adult and Culture,2014-11-24,ASDA STORES LIMITED,155.00
Adult and Culture,2014-11-24,ASDA STORES LIMITED,277.54
Adult and Culture,2014-11-24,ASDA STORES LIMITED,476.05
Chief Executive's,2014-11-25,ASH INFORMATION SYSTEMS LTD,14000.00
Adult and Culture,2014-11-04,ASHFIELD COURT,-2432.72
Adult and Culture,2014-11-04,ASHFIELD COURT,10812.76
Adult and Culture,2014-11-14,ASHMOLE MINICOACHES,2005.00
Chief Executive's,2014-11-28,ASHTEAD PLANT HIRE CO LTD,1560.00
Environment & Regeneration,2014-11-14,ASHTEAD PLANT HIRE CO LTD,588.00
Environment & Regeneration,2014-11-14,ASHTEAD PLANT HIRE CO LTD,588.00
Environment & Regeneration,2014-11-14,ASHTEAD PLANT HIRE CO LTD,644.00
Environment & Regeneration,2014-11-14,ASHTEAD PLANT HIRE CO LTD,644.00
Environment & Regeneration,2014-11-14,ASHTEAD PLANT HIRE CO LTD,644.00
Environment & Regeneration,2014-11-17,ASHTEAD PLANT HIRE CO LTD,1146.00
Environment & Regeneration,2014-11-18,ASHTEAD PLANT HIRE CO LTD,560.00
Environment & Regeneration,2014-11-18,ASHTEAD PLANT HIRE CO LTD,2480.00
Environment & Regeneration,2014-11-19,ASHTEAD PLANT HIRE CO LTD,616.00
Environment & Regeneration,2014-11-19,ASHTEAD PLANT HIRE CO LTD,616.00
Environment & Regeneration,2014-11-19,ASHTEAD PLANT HIRE CO LTD,616.00
Environment & Regeneration,2014-11-19,ASHTEAD PLANT HIRE CO LTD,261.90
Environment & Regeneration,2014-11-19,ASHTEAD PLANT HIRE CO LTD,588.00
Environment & Regeneration,2014-11-19,ASHTEAD PLANT HIRE CO LTD,732.00
