Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2016-05-03,14 EIGHTH ROW,9800.00
Adult and Culture,2016-05-31,14 EIGHTH ROW,9800.00
Adult and Culture,2016-05-03,18 SEA VIEW VILLAS,1540.00
Adult and Culture,2016-05-31,18 SEA VIEW VILLAS,1540.00
Environment & Regeneration,2016-05-10,3663,475.09
Environment & Regeneration,2016-05-13,3664,549.02
Environment & Regeneration,2016-05-16,A&J KEITH LTD,297896.31
Environment & Regeneration,2016-05-11,A&J KEITH LTD,145489.81
Environment & Regeneration,2016-05-11,A&J KEITH LTD,76193.76
Environment & Regeneration,2016-05-19,A&S LOCKSMITHS,294.02
Environment & Regeneration,2016-05-09,A&S LOCKSMITHS,278.25
Adult and Culture,2016-05-26,A1 DECORATORS,3130.00
Chief Executive's,2016-05-25,AA GLOBAL LANGUAGES SERVICES LTD,1502.00
Chief Executive's,2016-05-23,AA GLOBAL LANGUAGES SERVICES LTD,691.00
Environment & Regeneration,2016-05-25,AAA CHEMICALS LTD,484.00
Environment & Regeneration,2016-05-04,AAA CHEMICALS LTD,484.00
Adult and Culture,2016-05-17,ABBEYFIELD CASTLE FARM,3632.56
Adult and Culture,2016-05-17,ABBEYFIELD CASTLE FARM,-1021.00
Adult and Culture,2016-05-17,ABBEYFIELD THE GROVE,9019.86
Adult and Culture,2016-05-17,ABBEYFIELD THE GROVE,-3697.24
Adult and Culture,2016-05-17,ABBEYMOOR,10765.15
Adult and Culture,2016-05-17,ABBEYMOOR,4000.00
Adult and Culture,2016-05-17,ABBEYMOOR,-840.86
Chief Executive's,2016-05-17,ABCA SYSTEMS,397.75
Environment & Regeneration,2016-05-31,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,542.50
Adult and Culture,2016-05-10,ABSOLUTE QUALITY CARE,18113.85
Adult and Culture,2016-05-10,ABSOLUTE QUALITY CARE,6614.99
Adult and Culture,2016-05-10,ABSOLUTE QUALITY CARE,1767.30
Chief Executive's,2016-05-12,ACAS,835.00
Adult and Culture,2016-05-17,ACCOUNTABILITY,2782.00
Children's Services,2016-05-05,ACORN HOUSE,2920.00
Environment & Regeneration,2016-05-27,ACP,1192.53
Environment & Regeneration,2016-05-20,ACP,4074.70
Environment & Regeneration,2016-05-20,ACP,1644.60
Environment & Regeneration,2016-05-10,ACTAVO (UK) LTD,2518.00
Environment & Regeneration,2016-05-12,ACTAVO (UK) LTD,420.90
Environment & Regeneration,2016-05-17,ACTAVO (UK) LTD,1749.25
Environment & Regeneration,2016-05-11,ACTAVO (UK) LTD,1749.25
Children's Services,2016-05-05,ACTION FOR CHILDREN,7896.00
Children's Services,2016-05-25,ACTION FOR CHILDREN,27733.25
