Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2015-05-05,BIN MASTERS LTD,900.00
Environment & Regeneration,2015-05-20,CORE CATERING MAINTENANCE CONTRACTS LTD,703.85
Adult and Culture,2015-05-05,ORCHARD CARE HOME .COM (3)LTD,2172.78
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,696.96
Environment & Regeneration,2015-05-08,THOMPSONS OF PRUDHOE LTD,816.02
Environment & Regeneration,2015-05-08,THOMPSONS OF PRUDHOE LTD,3862.72
Environment & Regeneration,2015-05-08,THOMPSONS OF PRUDHOE LTD,2870.60
Environment & Regeneration,2015-05-15,THOMPSONS OF PRUDHOE LTD,574.44
Environment & Regeneration,2015-05-15,THOMPSONS OF PRUDHOE LTD,3518.56
Environment & Regeneration,2015-05-15,THOMPSONS OF PRUDHOE LTD,1404.00
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,390.00
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,638.84
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,316.03
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,3009.78
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,1073.80
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,860.47
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,2501.46
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,959.32
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,280.80
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,1209.92
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,2858.58
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,3356.24
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,3279.04
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,1584.08
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,1049.04
Environment & Regeneration,2015-05-01,THOMPSONS OF PRUDHOE LTD,5999.44
Environment & Regeneration,2015-05-07,THOMPSONS OF PRUDHOE LTD,45000.00
Environment & Regeneration,2015-05-13,THOMPSONS OF PRUDHOE LTD,2856.60
Environment & Regeneration,2015-05-13,THOMPSONS OF PRUDHOE LTD,3495.00
Adult and Culture,2015-05-26,LUCIE HENDERSON,600.00
Adult and Culture,2015-05-05,14 EIGHTH ROW,9800.00
Adult and Culture,2015-05-05,18 SEA VIEW VILLAS,1540.00
Adult and Culture,2015-05-27,3M UNITED KINGDOM PLC,20069.55
Adult and Culture,2015-05-26,4 IMPRINT,778.80
Environment & Regeneration,2015-05-05,A FIFIELD SERVICES,370.00
Environment & Regeneration,2015-05-21,A&J KEITH LTD,21118.75
Environment & Regeneration,2015-05-29,A&J KEITH LTD,470.00
Environment & Regeneration,2015-05-11,A&J KEITH LTD,185536.26
Environment & Regeneration,2015-05-20,A&S LOCKSMITHS,620.89
Environment & Regeneration,2015-05-20,A&S LOCKSMITHS,263.00
Environment & Regeneration,2015-05-20,A&S LOCKSMITHS,1232.06
Chief Executive's,2015-05-08,AA GLOBAL LANGUAGES SERVICES LTD,1362.00
Chief Executive's,2015-05-22,AA GLOBAL LANGUAGES SERVICES LTD,280.00
Environment & Regeneration,2015-05-19,AAA CHEMICALS LTD,363.00
Adult and Culture,2015-05-19,ABBEYFIELD CASTLE FARM,-2252.32
Adult and Culture,2015-05-19,ABBEYFIELD CASTLE FARM,8299.11
Adult and Culture,2015-05-19,ABBEYFIELD THE GROVE,-1481.68
Adult and Culture,2015-05-19,ABBEYFIELD THE GROVE,1969.28
Adult and Culture,2015-05-19,ABBEYMOOR,-397.20
Adult and Culture,2015-05-19,ABBEYMOOR,2010.56
Adult and Culture,2015-05-19,ABBEYMOOR,4000.00
Adult and Culture,2015-05-05,ABC AWARDS,304.00
