Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2015-01-13,14 EIGHTH ROW,9800.00
Adult and Culture,2015-01-13,18 SEA VIEW VILLAS,1540.00
Chief Executive's,2015-01-26,1ST TYNE SEA SCOUTS,348.19
Environment & Regeneration,2015-01-28,20-20 VISION SYSTEMS LTD,281.00
Children's Services,2015-01-16,2SIMPLE SOFTWARE LTD,720.00
Children's Services,2015-01-08,2SIMPLE SOFTWARE LTD,1150.00
Children's Services,2015-01-08,3P LEARNING LTD,3739.50
Chief Executive's,2015-01-26,4 CORNERS MUSIC NETWORK,1000.00
Environment & Regeneration,2015-01-08,A&J KEITH LTD,7134.50
Environment & Regeneration,2015-01-14,A&J KEITH LTD,341.88
Environment & Regeneration,2015-01-14,A&J KEITH LTD,384.87
Environment & Regeneration,2015-01-14,A&J KEITH LTD,1918.66
Environment & Regeneration,2015-01-14,A&J KEITH LTD,3161.39
Environment & Regeneration,2015-01-14,A&J KEITH LTD,1829.22
Environment & Regeneration,2015-01-14,A&J KEITH LTD,1068.20
Environment & Regeneration,2015-01-14,A&J KEITH LTD,990.00
Environment & Regeneration,2015-01-26,A&J KEITH LTD,450.00
Environment & Regeneration,2015-01-12,A&J KEITH LTD,1300.00
Environment & Regeneration,2015-01-15,A&J KEITH LTD,94490.65
Environment & Regeneration,2015-01-26,A&S LOCKSMITHS,599.50
Environment & Regeneration,2015-01-08,AAA CHEMICALS LTD,523.50
Environment & Regeneration,2015-01-09,AAA CHEMICALS LTD,484.00
Environment & Regeneration,2015-01-12,AAA CHEMICALS LTD,451.00
HRA,2015-01-13,AARAN BUILDERS (NE) LTD,4892.00
Environment & Regeneration,2015-01-23,AAT (GB) LTD,330.00
Adult and Culture,2015-01-27,ABBEYFIELD CASTLE FARM,-495.80
Adult and Culture,2015-01-27,ABBEYFIELD CASTLE FARM,1969.28
Adult and Culture,2015-01-27,ABBEYFIELD THE GROVE,-1481.68
Adult and Culture,2015-01-27,ABBEYFIELD THE GROVE,1969.28
Adult and Culture,2015-01-27,ABBEYMOOR,-397.20
Adult and Culture,2015-01-27,ABBEYMOOR,2010.56
Adult and Culture,2015-01-27,ABBEYMOOR,4000.00
Adult and Culture,2015-01-14,ABC AWARDS,266.00
