Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2012-04-16,BIN MASTERS LTD,3027.80
Environment & Regeneration,2012-04-30,THOMPSONS OF PRUDHOE LTD,459.54
Environment & Regeneration,2012-04-30,THOMPSONS OF PRUDHOE LTD,1377.24
Environment & Regeneration,2012-04-30,THOMPSONS OF PRUDHOE LTD,1756.44
Environment & Regeneration,2012-04-24,THOMPSONS OF PRUDHOE LTD,1193.70
Environment & Regeneration,2012-04-12,THOMPSONS OF PRUDHOE LTD,3650.00
Adult and Culture,2012-04-10,13 FERGUSONS LANE,1800.00
Adult and Culture,2012-04-10,18 SEA VIEW VILLAS,1136.00
Environment & Regeneration,2012-04-12,3A ENTERTAINMENT,17653.67
Environment & Regeneration,2012-04-10,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-10,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-10,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-11,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-11,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-04,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-04,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-04,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-04,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-12,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-05,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-05,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-05,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-03,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-11,A&J KEITH LTD,79423.50
Environment & Regeneration,2012-04-05,A&J KEITH LTD,4000.00
Environment & Regeneration,2012-04-05,A&J KEITH LTD,2172.00
Environment & Regeneration,2012-04-02,A&J KEITH LTD,4000.00
Chief Executive's,2012-04-26,AA GLOBAL LANGUAGES SERVICES LTD,550.00
Environment & Regeneration,2012-04-04,ABB LTD,26516.00
Adult and Culture,2012-04-23,ABBEYFIELD CASTLE FARM,-1696.03
Adult and Culture,2012-04-23,ABBEYFIELD CASTLE FARM,5232.00
Adult and Culture,2012-04-23,ABBEYFIELD THE GROVE,-3709.84
Adult and Culture,2012-04-23,ABBEYFIELD THE GROVE,6976.00
Adult and Culture,2012-04-23,ABBEYMOOR,-472.35
Adult and Culture,2012-04-23,ABBEYMOOR,-304.70
Adult and Culture,2012-04-23,ABBEYMOOR,3462.52
Adult and Culture,2012-04-23,ABBEYMOOR,2010.56
Environment & Regeneration,2012-04-20,ABEL ALARM COMPANY LTD,875.00
Environment & Regeneration,2012-04-26,ABEL ALARM COMPANY LTD,1115.00
Adult and Culture,2012-04-23,ABIGAIL HOUSE,-9898.11
Adult and Culture,2012-04-23,ABIGAIL HOUSE,33726.85
Environment & Regeneration,2012-04-23,ABLE 2,2230.00
Adult and Culture,2012-04-17,ACCEPT CARE,8110.80
Environment & Regeneration,2012-04-11,ACCESS CONSTRUCTION,3430.00
