Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2010-07-19,IMAGE VISUAL COMMUNICATIONS,745.00
Adult and Culture,2010-06-30,DURHAM UNIVERSITY,3390.00
Adult and Culture,2010-07-21,GED LAING PERSONAL SAFETY TRAINING,1279.20
Adult and Culture,2010-07-20,OPEN UNIVERSITY,2785.00
Adult and Culture,2010-07-05,OPEN UNIVERSITY,580.00
Adult and Culture,2010-07-06,ALBANY OFFICE FURNITURE SOLUTIONS,1963.50
Adult and Culture,2010-07-13,ALBANY OFFICE FURNITURE SOLUTIONS,4376.50
Adult and Culture,2010-07-22,PASANTE LTD,934.00
Adult and Culture,2010-07-06,Redacted Personal Data,1990.00
Adult and Culture,2010-07-01,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,548.00
Adult and Culture,2010-07-12,CLAVERING STATIONERS,521.00
Adult and Culture,2010-07-01,OFFICE PERFECTION LTD,3534.00
Adult and Culture,2010-07-29,RENTOKIL INITIAL,1203.82
Adult and Culture,2010-07-18,YELL,785.00
Adult and Culture,2010-07-01,N POWER NORTHERN LTD,826.85
Adult and Culture,2010-07-01,N POWER NORTHERN LTD,705.43
Adult and Culture,2010-07-26,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,1000.00
Adult and Culture,2010-07-01,BEAVER BUSINESS GIFTS,662.28
Adult and Culture,2010-07-14,CIPFA,620.00
Adult and Culture,2010-07-20,DATASTOR,1101.42
Adult and Culture,2010-07-20,DATASTOR,1228.57
Adult and Culture,2010-07-04,IN CONTROL PARTNERSHIPS,6500.00
Adult and Culture,2010-07-07,JOHN MONK & CO,3950.00
Adult and Culture,2010-07-20,N POWER NORTHERN LTD,643.95
Adult and Culture,2010-07-28,N POWER NORTHERN LTD,816.95
Adult and Culture,2010-07-26,N POWER NORTHERN LTD,1200.68
Adult and Culture,2010-07-26,N POWER NORTHERN LTD,1422.48
Adult and Culture,2010-07-20,NEWCASTLE PCT,998.12
Adult and Culture,2010-06-30,NEWCASTLE PCT,1032.17
Adult and Culture,2010-07-28,NEWCASTLE PCT,762.25
Adult and Culture,2010-07-28,NEWCASTLE PCT,1015.15
Adult and Culture,2010-07-20,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,2183.43
Adult and Culture,2010-07-04,NORTHUMBERLAND TYNE & WEAR NHS TRUST,6786.93
Adult and Culture,2010-07-04,NORTHUMBERLAND TYNE & WEAR NHS TRUST,5782.81
Adult and Culture,2010-07-08,UNIVERSITY OF NORTHUMBRIA,1500.00
Adult and Culture,2010-07-21,UNIVERSITY OF NORTHUMBRIA,840.00
Adult and Culture,2010-07-21,UNIVERSITY OF NORTHUMBRIA,12250.00
Adult and Culture,2010-07-04,UNIVERSITY OF NORTHUMBRIA,2216.00
Adult and Culture,2010-07-04,UNIVERSITY OF NORTHUMBRIA,2216.00
Adult and Culture,2010-07-04,UNIVERSITY OF NORTHUMBRIA,2216.00
Adult and Culture,2010-07-04,UNIVERSITY OF NORTHUMBRIA,2500.00
Adult and Culture,2010-07-22,BUILDING FUTURES EAST,15423.87
Adult and Culture,2010-07-04,BUILDING FUTURES EAST,14799.94
Adult and Culture,2010-07-27,CRISIS UK,2494.40
Adult and Culture,2010-07-15,DWP JOB CENTRE PLUS NO1A/C,10815.00
Adult and Culture,2010-07-04,FAWDON COMMUNITY ASSOC.,4396.90
Adult and Culture,2010-07-21,JET,3018.56
Adult and Culture,2010-07-04,JET,2518.56
Adult and Culture,2010-07-22,LEMINGTON CENTRE,509.59
Adult and Culture,2010-07-08,NEWBURN LEISURE CENTRE,749.15
Adult and Culture,2010-07-08,NEWBURN LEISURE CENTRE,870.00
Adult and Culture,2010-06-30,NEWCASTLE SPORTS FOR YOUTH ACADEMY,746.87
Adult and Culture,2010-07-07,NEWCASTLE UPON TYNE YMCA,4135.22
Adult and Culture,2010-07-07,NORTHERN ARCHITECTURE,912.96
Adult and Culture,2010-07-07,NORTHERN ARCHITECTURE,912.96
Adult and Culture,2010-07-21,NORTHERN ARCHITECTURE,912.96
Adult and Culture,2010-07-22,NORTHERN LEARNING TRUST,3256.00
Adult and Culture,2010-07-20,NORTHUMBERLAND COUNTY SCOUT COUNCIL,836.34
Adult and Culture,2010-07-21,NORTHUMBERLAND COUNTY SCOUT COUNCIL,836.34
Adult and Culture,2010-07-22,THE ANGELOU CENTRE,706.08
Adult and Culture,2010-07-22,THE ANGELOU CENTRE,561.24
Adult and Culture,2010-07-07,N POWER NORTHERN LTD,546.38
Adult and Culture,2010-07-07,N POWER NORTHERN LTD,687.27
Adult and Culture,2010-07-29,N POWER NORTHERN LTD,665.01
Adult and Culture,2010-07-07,LA TAXIS,1300.80
Adult and Culture,2010-07-07,LA TAXIS,1309.80
Adult and Culture,2010-07-21,LA TAXIS,1274.80
Adult and Culture,2010-07-07,NODA TAXIS LTD,700.60
Adult and Culture,2010-07-07,NODA TAXIS LTD,735.40
Adult and Culture,2010-07-21,NODA TAXIS LTD,791.90
Adult and Culture,2010-07-21,N POWER NORTHERN LTD,1178.89
Adult and Culture,2010-07-21,N POWER NORTHERN LTD,1399.73
Adult and Culture,2010-07-21,N POWER NORTHERN LTD,993.94
Adult and Culture,2010-07-21,N POWER NORTHERN LTD,1050.28
Adult and Culture,2010-07-21,N POWER NORTHERN LTD,1290.06
Adult and Culture,2010-07-01,EASIBATHE,531.47
Adult and Culture,2010-07-18,COMPLETE SOURCE LTD,538.00
Adult and Culture,2010-07-20,NEWCASTLE AMBULANCE SERVICE,1474.00
Adult and Culture,2010-07-07,NEWCASTLE AMBULANCE SERVICE,1474.00
Adult and Culture,2010-07-07,NEWCASTLE AMBULANCE SERVICE,1474.00
Adult and Culture,2010-07-07,RNID SOUND ADVANTAGE,1084.52
