Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2011-04-01,BAAF,1504.48
Adult and Culture,2011-04-01,BAAF,3008.96
Adult and Culture,2011-04-26,Redacted Personal Data,3000.00
Adult and Culture,2011-04-06,Redacted Personal Data,2700.00
Adult and Culture,2011-04-15,REED BUSINESS INFORMATION,598.00
Adult and Culture,2011-04-08,SODEXO PRESTIGE,1247.00
Adult and Culture,2011-04-08,THE OPEN UNIVERSITY,4426.00
Adult and Culture,2011-04-21,ALBANY OFFICE FURNITURE SOLUTIONS,2953.00
Adult and Culture,2011-04-05,LA TAXIS,684.00
Adult and Culture,2011-04-06,N POWER NORTHERN LTD,1814.72
Adult and Culture,2011-04-12,N POWER NORTHERN LTD,1001.56
Adult and Culture,2011-04-06,ON-PROPERTY,5750.00
Adult and Culture,2011-04-12,N POWER NORTHERN LTD,810.91
Adult and Culture,2011-04-08,NEW PROSPECTS ASSOCIATION LTD,2620.80
Adult and Culture,2011-04-12,NEW PROSPECTS ASSOCIATION LTD,698.88
Adult and Culture,2011-04-12,NEW PROSPECTS ASSOCIATION LTD,1123.20
Adult and Culture,2011-04-12,NEW PROSPECTS ASSOCIATION LTD,673.92
Adult and Culture,2011-04-12,NEW PROSPECTS ASSOCIATION LTD,798.72
Adult and Culture,2011-04-12,NEW PROSPECTS ASSOCIATION LTD,886.08
Adult and Culture,2011-04-12,NEW PROSPECTS ASSOCIATION LTD,1023.36
Adult and Culture,2011-04-12,NEW PROSPECTS ASSOCIATION LTD,599.04
Adult and Culture,2011-04-12,NEW PROSPECTS ASSOCIATION LTD,599.04
Adult and Culture,2011-04-14,NEW PROSPECTS ASSOCIATION LTD,549.12
Adult and Culture,2011-04-21,NEW PROSPECTS ASSOCIATION LTD,686.40
Adult and Culture,2011-04-21,NEW PROSPECTS ASSOCIATION LTD,1223.04
Adult and Culture,2011-04-21,NEW PROSPECTS ASSOCIATION LTD,611.52
Adult and Culture,2011-04-21,NEW PROSPECTS ASSOCIATION LTD,786.24
Adult and Culture,2011-04-21,NEW PROSPECTS ASSOCIATION LTD,798.72
Adult and Culture,2011-04-21,NEW PROSPECTS ASSOCIATION LTD,1073.28
Adult and Culture,2011-04-21,NEW PROSPECTS ASSOCIATION LTD,1281.60
Adult and Culture,2011-04-21,NEW PROSPECTS ASSOCIATION LTD,561.60
Adult and Culture,2011-04-08,NORTH TYNESIDE PCT,1268.50
Adult and Culture,2011-04-08,NORTH TYNESIDE PCT,24834.00
Adult and Culture,2011-04-08,NORTHUMBERLAND TYNE & WEAR NHS TRUST,3464.00
Adult and Culture,2011-04-05,AGE UK NEWCASTLE,1780.00
Adult and Culture,2011-04-05,AGE UK NEWCASTLE,1049.72
Adult and Culture,2011-04-28,ALBANY OFFICE FURNITURE SOLUTIONS,10525.00
Adult and Culture,2011-04-04,ALLIED HEALTHCARE GROUP LTD,4378.56
Adult and Culture,2011-04-04,ALLIED HEALTHCARE GROUP LTD,2939.64
Adult and Culture,2011-04-06,ALLIED HEALTHCARE GROUP LTD,2232.16
Adult and Culture,2011-04-06,ALLIED HEALTHCARE GROUP LTD,5348.00
Adult and Culture,2011-04-06,ALLIED HEALTHCARE GROUP LTD,1230.56
Adult and Culture,2011-04-13,ANCHOR HOUSING TRUST,16051.20
Adult and Culture,2011-04-04,LIFEWAYS COMMUNITY CARE,12138.84
Adult and Culture,2011-04-04,LIFEWAYS COMMUNITY CARE,505.13
Adult and Culture,2011-04-04,LIFEWAYS COMMUNITY CARE,6481.44
Adult and Culture,2011-04-04,LIFEWAYS COMMUNITY CARE,7235.76
Adult and Culture,2011-04-04,LIFEWAYS COMMUNITY CARE,6858.60
Adult and Culture,2011-04-04,LIFEWAYS COMMUNITY CARE,1003.52
Adult and Culture,2011-04-04,LIFEWAYS COMMUNITY CARE,1097.81
Adult and Culture,2011-04-04,LS CARE LTD,2534.23
Adult and Culture,2011-04-04,LS CARE LTD,603.23
Adult and Culture,2011-04-04,LS CARE LTD,603.23
Adult and Culture,2011-04-04,LS CARE LTD,2534.23
Adult and Culture,2011-04-04,LS CARE LTD,651.35
Adult and Culture,2011-04-15,Redacted Personal Data,700.00
Adult and Culture,2011-04-01,ARABELLA HEALTH STAFFING,507.76
Adult and Culture,2011-04-01,ARABELLA HEALTH STAFFING,645.80
Adult and Culture,2011-04-01,ARABELLA HEALTH STAFFING,655.12
Adult and Culture,2011-04-01,ARABELLA HEALTH STAFFING,553.83
Adult and Culture,2011-04-11,ARABELLA HEALTH STAFFING,717.96
Adult and Culture,2011-04-11,ARABELLA HEALTH STAFFING,644.30
Adult and Culture,2011-04-11,ARABELLA HEALTH STAFFING,608.00
Adult and Culture,2011-04-11,ARABELLA HEALTH STAFFING,557.57
Adult and Culture,2011-04-15,ARABELLA HEALTH STAFFING,642.07
Adult and Culture,2011-04-15,ARABELLA HEALTH STAFFING,587.99
Adult and Culture,2011-04-15,ARABELLA HEALTH STAFFING,598.67
Adult and Culture,2011-04-15,ARABELLA HEALTH STAFFING,535.92
Adult and Culture,2011-04-15,ARABELLA HEALTH STAFFING,505.87
Adult and Culture,2011-04-28,ARABELLA HEALTH STAFFING,517.41
Adult and Culture,2011-04-28,ARABELLA HEALTH STAFFING,583.52
Adult and Culture,2011-04-28,AT HOME IN THE COMMUNITY LTD,3955.52
Adult and Culture,2011-04-20,AT HOME IN THE COMMUNITY LTD,955.20
Adult and Culture,2011-04-20,AT HOME IN THE COMMUNITY LTD,4218.20
Adult and Culture,2011-04-20,AT HOME IN THE COMMUNITY LTD,6056.96
Adult and Culture,2011-04-27,AT HOME IN THE COMMUNITY LTD,7307.28
Adult and Culture,2011-04-27,AT HOME IN THE COMMUNITY LTD,620.88
Adult and Culture,2011-04-06,AZURE,1443.60
Adult and Culture,2011-04-06,AZURE,1130.80
Adult and Culture,2011-04-06,AZURE,1227.04
Adult and Culture,2011-04-06,AZURE,1207.62
Adult and Culture,2011-04-06,AZURE,1315.37
Adult and Culture,2011-04-06,AZURE,818.04
Adult and Culture,2011-04-06,AZURE,601.50
Adult and Culture,2011-04-06,AZURE,721.80
Adult and Culture,2011-04-06,AZURE,986.40
Adult and Culture,2011-04-07,AZURE,866.16
Adult and Culture,2011-04-14,BEAMISH HALL COUNTRY HOUSE HOTEL,500.00
Adult and Culture,2011-04-13,CARE QUALITY COMMISSION,2970.00
Adult and Culture,2011-04-13,CARE UK HOMECARE,3430.26
Adult and Culture,2011-04-13,CAREWATCH (NEWCASTLE UPON TYNE),1406.88
Adult and Culture,2011-04-13,CAREWATCH (NEWCASTLE UPON TYNE),1698.36
Adult and Culture,2011-04-13,CAREWATCH (NEWCASTLE UPON TYNE),2546.88
Adult and Culture,2011-04-13,ESPA LTD - EUROPEAN SERVICES FOR,29166.66
Adult and Culture,2011-04-13,ESPA LTD - EUROPEAN SERVICES FOR,1073.04
Adult and Culture,2011-04-07,FLEX-E-VOUCHERS RE ELDON SQUARE,600.00
