Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2015-12-07,ANNE FRANKS TRUST,2500
Chief Executive's,2015-12-14,CARNEIGE BUILDING NEWCASTLE,448
Children's Services,2015-12-10,CORE CATERING MAINTENANCE CONTRACTS LTD,293.11
Environment & Regeneration,2015-12-02,THOMPSONS OF PRUDHOE LTD,773.22
Environment & Regeneration,2015-12-11,THOMPSONS OF PRUDHOE LTD,710.16
Environment & Regeneration,2015-12-15,THOMPSONS OF PRUDHOE LTD,2087.8
Environment & Regeneration,2015-12-15,THOMPSONS OF PRUDHOE LTD,544.32
Environment & Regeneration,2015-12-17,THOMPSONS OF PRUDHOE LTD,6376.18
Environment & Regeneration,2015-12-24,THOMPSONS OF PRUDHOE LTD,414.92
Environment & Regeneration,2015-12-24,THOMPSONS OF PRUDHOE LTD,2400
Environment & Regeneration,2015-12-04,THOMPSONS OF PRUDHOE LTD,555.93
Environment & Regeneration,2015-12-04,THOMPSONS OF PRUDHOE LTD,634.88
Environment & Regeneration,2015-12-04,THOMPSONS OF PRUDHOE LTD,2171.44
Environment & Regeneration,2015-12-04,THOMPSONS OF PRUDHOE LTD,859.7
Environment & Regeneration,2015-12-16,THOMPSONS OF PRUDHOE LTD,304.96
Environment & Regeneration,2015-12-26,THOMPSONS OF PRUDHOE LTD,1350
Adult and Culture,2015-12-15,14 EIGHTH ROW,9800
Adult and Culture,2015-12-15,18 SEA VIEW VILLAS,1540
Chief Executive's,2015-12-04,93RD NEWCASTLE SCOUTS GROUP,1188
Environment & Regeneration,2015-12-07,A&J KEITH LTD,470
Environment & Regeneration,2015-12-07,A&J KEITH LTD,470
Environment & Regeneration,2015-12-07,A&J KEITH LTD,540
Environment & Regeneration,2015-12-24,A&J KEITH LTD,2100
Environment & Regeneration,2015-12-03,A&J KEITH LTD,50887.9
Environment & Regeneration,2015-12-18,A&J KEITH LTD,1997.46
Environment & Regeneration,2015-12-16,A&J KEITH LTD,174199.05
Environment & Regeneration,2015-12-08,A&J KEITH LTD,441134.27
Environment & Regeneration,2015-12-20,A&J KEITH LTD,10285.38
Environment & Regeneration,2015-12-20,A&J KEITH LTD,15529.53
Environment & Regeneration,2015-12-07,A&S LOCKSMITHS,944.48
