Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2016-08-04,14 EIGHTH ROW,9800.00
Adult and Culture,2016-08-23,14 EIGHTH ROW,9800.00
Adult and Culture,2016-08-23,18 SEA VIEW VILLAS,1540.00
Adult and Culture,2016-08-10,8500 VIRGIN CARE SERVICES LTD,262.00
Adult and Culture,2016-08-15,A LIVING TRADITION CIC,955.00
Environment & Regeneration,2016-08-25,A S PNEUMATICS,320.00
Children's Services,2016-08-03,A SIGNIFICANT OTHER LTD,24548.57
Children's Services,2016-08-22,A SIGNIFICANT OTHER LTD,14320.00
Environment & Regeneration,2016-08-08,A&J KEITH LTD,36691.10
Environment & Regeneration,2016-08-10,A&J KEITH LTD,52905.40
Environment & Regeneration,2016-08-10,A&J KEITH LTD,71020.49
Environment & Regeneration,2016-08-11,A&J KEITH LTD,13524.10
Children's Services,2016-08-11,A&S LOCKSMITHS,0.00
Environment & Regeneration,2016-08-11,A&S LOCKSMITHS,362.09
Environment & Regeneration,2016-08-01,A&S LOCKSMITHS,253.26
Environment & Regeneration,2016-08-01,A&S LOCKSMITHS,0.00
Environment & Regeneration,2016-08-01,A&S LOCKSMITHS,324.17
Environment & Regeneration,2016-08-12,A&S LOCKSMITHS,527.44
Chief Executive's,2016-08-12,AA GLOBAL LANGUAGES SERVICES LTD,2208.00
Environment & Regeneration,2016-08-04,AAA CHEMICALS LTD,355.00
Environment & Regeneration,2016-08-04,AAA CHEMICALS LTD,58.00
Environment & Regeneration,2016-08-23,AAA CHEMICALS LTD,605.00
Adult and Culture,2016-08-19,AAETO,820.00
Adult and Culture,2016-08-09,ABBEYFIELD CASTLE FARM,1391.57
Adult and Culture,2016-08-09,ABBEYFIELD CASTLE FARM,3713.68
Adult and Culture,2016-08-09,ABBEYFIELD CASTLE FARM,-997.34
Adult and Culture,2016-08-09,ABBEYFIELD THE GROVE,1670.35
Adult and Culture,2016-08-09,ABBEYFIELD THE GROVE,-765.89
Adult and Culture,2016-08-09,ABBEYMOOR,6848.00
Adult and Culture,2016-08-09,ABBEYMOOR,2848.00
Adult and Culture,2016-08-09,ABBEYMOOR,-793.84
Adult and Culture,2016-08-24,ABC AWARDS,288.00
Environment & Regeneration,2016-08-26,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,475.60
Adult and Culture,2016-08-02,ABSOLUTE QUALITY CARE,613.48
Adult and Culture,2016-08-02,ABSOLUTE QUALITY CARE,30652.33
Adult and Culture,2016-08-02,ABSOLUTE QUALITY CARE,10734.96
