Organisational Unit,Payment Date,Benificiary Name,Amount
Environment & Regeneration,2014-04-07,3663,536.50
Environment & Regeneration,2014-04-11,3663,406.58
Environment & Regeneration,2014-04-17,3663,254.23
Children's Services,2014-04-07,NATIONAL DEAF CHILDRENS SOCIETY,422.50
Adult and Culture,2014-04-08,13 FERGUSONS LANE,1540.00
Adult and Culture,2014-04-08,14 EIGHTH ROW,9800.00
Adult and Culture,2014-04-08,18 SEA VIEW VILLAS,1540.00
Chief Executive's,2014-04-07,1ST TRANSNATIONAL TRANSLATIONS,299.75
Environment & Regeneration,2014-04-04,A S PNEUMATICS,416.00
Environment & Regeneration,2014-04-02,A S PNEUMATICS,416.00
Environment & Regeneration,2014-04-02,A S PNEUMATICS,416.00
Environment & Regeneration,2014-04-07,A&J KEITH LTD,4700.00
Environment & Regeneration,2014-04-11,A&J KEITH LTD,336069.72
Adult and Culture,2014-04-22,ABBEYFIELD CASTLE FARM,-486.00
Adult and Culture,2014-04-22,ABBEYFIELD CASTLE FARM,1892.80
Adult and Culture,2014-04-22,ABBEYFIELD THE GROVE,-2080.48
Adult and Culture,2014-04-22,ABBEYFIELD THE GROVE,3785.60
Adult and Culture,2014-04-22,ABBEYMOOR,-315.20
Adult and Culture,2014-04-22,ABBEYMOOR,3462.52
Adult and Culture,2014-04-22,ABBEYMOOR,2010.56
Adult and Culture,2014-04-22,ABBEYMOOR,4000.00
Adult and Culture,2014-04-08,ABC AWARDS,272.00
Adult and Culture,2014-04-08,ABC AWARDS,265.50
Adult and Culture,2014-04-22,ABIGAIL HOUSE,-11083.10
Adult and Culture,2014-04-22,ABIGAIL HOUSE,40661.30
Adult and Culture,2014-04-15,ACCEPT CARE,-290.96
Adult and Culture,2014-04-15,ACCEPT CARE,1817.20
Adult and Culture,2014-04-15,ACCEPT CARE,4906.44
Environment & Regeneration,2014-04-25,ACCESS INDEPENDENT,1080.50
Environment & Regeneration,2014-04-15,ACP,3949.00
Environment & Regeneration,2014-04-15,ACP,2630.00
Environment & Regeneration,2014-04-15,ACP,1176.50
Environment & Regeneration,2014-04-24,ACP,1193.39
Environment & Regeneration,2014-04-14,ACROL AIR CONDITIONING CO LTD,2775.64
Environment & Regeneration,2014-04-03,ACROL AIR CONDITIONING CO LTD,1383.00
Environment & Regeneration,2014-04-15,ACROL AIR CONDITIONING CO LTD,329.00
Environment & Regeneration,2014-04-15,ACROL AIR CONDITIONING CO LTD,2162.71
Environment & Regeneration,2014-04-15,ACROL AIR CONDITIONING CO LTD,402.60
Chief Executive's,2014-04-10,ACS LTD,1050.00
Environment & Regeneration,2014-04-25,ACTION BUILDING MAINTENANCE LTD,638.60
Environment & Regeneration,2014-04-04,ACTION BUILDING MAINTENANCE LTD,994.84
Children's Services,2014-04-07,ACTION FOR CHILDREN,7896.00
Children's Services,2014-04-07,ACTION FOR CHILDREN,6560.00
Children's Services,2014-04-29,ACTION FOR CHILDREN,10000.00
Children's Services,2014-04-15,ACTION FOR CHILDREN,2222.19
Children's Services,2014-04-04,ACTION FOR CHILDREN,1194.00
Children's Services,2014-04-14,ACTION FOR CHILDREN,352.09
Children's Services,2014-04-10,ACTION ON HEARING LOSS,510.57
Adult and Culture,2014-04-08,ACTIVE HORIZONS LTD,-488.45
Adult and Culture,2014-04-08,ACTIVE HORIZONS LTD,1648.00
Children's Services,2014-04-28,ACTIVE TRAVEL,1900.00
Children's Services,2014-04-28,ACTIVE TRAVEL,2040.00
Chief Executive's,2014-04-30,ADARE LTD,47375.25
Environment & Regeneration,2014-04-08,ADC ELECTRICAL CO LTD(F),293.66
Environment & Regeneration,2014-04-10,ADC ELECTRICAL CO LTD(F),263.54
Environment & Regeneration,2014-04-10,ADC ELECTRICAL CO LTD(F),434.29
Children's Services,2014-04-17,ADOPTION UK,527.75
Children's Services,2014-04-17,ADOPTION UK,550.00
Children's Services,2014-04-17,ADOPTION UK,435.00
Children's Services,2014-04-17,ADOPTION UK,435.00
Children's Services,2014-04-29,ADT FIRE & SECURITY,258.00
Environment & Regeneration,2014-04-08,ADT FIRE & SECURITY,277.00
Environment & Regeneration,2014-04-10,ADT FIRE & SECURITY,517.72
Environment & Regeneration,2014-04-17,ADVANCED CALIBRATIONS LTD,342.00
Children's Services,2014-04-07,ADVANCED CHILDCARE GROUP,12540.00
Children's Services,2014-04-07,ADVANCED CHILDCARE GROUP,12000.00
Children's Services,2014-04-07,ADVANCED CHILDCARE GROUP,12540.00
Environment & Regeneration,2014-04-09,ADVANCED CLEANING & MAINTENANCE LTD,1547.00
Environment & Regeneration,2014-04-04,ADVANCED CLEANING & MAINTENANCE LTD,700.00
Environment & Regeneration,2014-04-29,ADVANCED WATER TECHNOLOGIES,1365.00
Environment & Regeneration,2014-04-15,ADVANCED WATER TECHNOLOGIES,3261.12
Environment & Regeneration,2014-04-28,AEBI SCHMIDT UK LTD,165.30
Environment & Regeneration,2014-04-28,AEBI SCHMIDT UK LTD,256.08
Environment & Regeneration,2014-04-28,AEBI SCHMIDT UK LTD,575.35
Environment & Regeneration,2014-04-28,AEBI SCHMIDT UK LTD,510.60
Environment & Regeneration,2014-04-09,AEBI SCHMIDT UK LTD,692.01
Environment & Regeneration,2014-04-11,AEBI SCHMIDT UK LTD,14.93
Environment & Regeneration,2014-04-11,AEBI SCHMIDT UK LTD,335.84
Environment & Regeneration,2014-04-01,AEBI SCHMIDT UK LTD,283.94
Environment & Regeneration,2014-04-28,AEBI SCHMIDT UK LTD,94.98
Environment & Regeneration,2014-04-28,AEBI SCHMIDT UK LTD,149.80
Environment & Regeneration,2014-04-28,AEBI SCHMIDT UK LTD,32.33
Environment & Regeneration,2014-04-15,AECOM,6090.00
Environment & Regeneration,2014-04-30,AECOM,21951.00
Environment & Regeneration,2014-04-24,AGD SYSTEMS LTD,30.00
Environment & Regeneration,2014-04-24,AGD SYSTEMS LTD,7840.00
Environment & Regeneration,2014-04-16,AGD SYSTEMS LTD,135.00
Environment & Regeneration,2014-04-16,AGD SYSTEMS LTD,10615.00
Environment & Regeneration,2014-04-16,AGD SYSTEMS LTD,30.00
Environment & Regeneration,2014-04-16,AGD SYSTEMS LTD,7360.00
Environment & Regeneration,2014-04-16,AGD SYSTEMS LTD,30.00
Environment & Regeneration,2014-04-16,AGD SYSTEMS LTD,3040.00
Environment & Regeneration,2014-04-16,AGD SYSTEMS LTD,75.00
Environment & Regeneration,2014-04-16,AGD SYSTEMS LTD,6375.00
Environment & Regeneration,2014-04-16,AGD SYSTEMS LTD,45.00
Environment & Regeneration,2014-04-16,AGD SYSTEMS LTD,11040.00
Adult and Culture,2014-04-03,AGE UK NEWCASTLE,661.78
Adult and Culture,2014-04-23,AGE UK NEWCASTLE,6562.46
Adult and Culture,2014-04-23,AGE UK NEWCASTLE,1711.62
Adult and Culture,2014-04-23,AGE UK NEWCASTLE,1369.20
Adult and Culture,2014-04-23,AGE UK NEWCASTLE,5273.33
Adult and Culture,2014-04-23,AGE UK NEWCASTLE,1665.88
Adult and Culture,2014-04-23,AGE UK NEWCASTLE,273.84
Adult and Culture,2014-04-23,AGE UK NEWCASTLE,1460.48
Adult and Culture,2014-04-23,AGE UK NEWCASTLE,20682.38
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,1150.76
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,1489.93
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,8459.10
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,4865.77
Adult and Culture,2014-04-17,AGE UK NEWCASTLE,20698.16
Adult and Culture,2014-04-17,AGE UK NEWCASTLE,3209.08
Adult and Culture,2014-04-17,AGE UK NEWCASTLE,10480.12
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,10852.17
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,275.71
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,66.00
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,49.50
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,42831.51
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,4600.51
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,352.00
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,1149.50
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,994.26
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,1498.60
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,10667.20
Adult and Culture,2014-04-15,AGE UK NEWCASTLE,212.40
Environment & Regeneration,2014-04-16,AIR TECHNIQUE,296.00
Environment & Regeneration,2014-04-09,AIRBORNE ENVIRONMENTAL CONSULTANTS,592.50
Children's Services,2014-04-07,AK CHILDCARE LTD,11200.00
Environment & Regeneration,2014-04-15,AKW MEDI-CARE LTD,547.20
Environment & Regeneration,2014-04-09,AKW MEDI-CARE LTD,402.00
Environment & Regeneration,2014-04-22,AKW MEDI-CARE LTD,452.66
