Organisational Unit,Payment Date,Benificiary Name,Amount
Adult and Culture,2011-08-15,CITIZENS ADVICE,1449.00
Adult and Culture,2011-08-04,PURCHASE POWER,519.70
Adult and Culture,2011-08-19,BUNZL CLEANING & HYGIENE SUPPLIES,574.90
Adult and Culture,2011-08-10,LEWIS'S MEDICAL SUPPLIES,796.00
Adult and Culture,2011-08-15,N POWER NORTHERN LTD,1694.78
Adult and Culture,2011-08-17,NTE LTD,474.65
Adult and Culture,2011-08-25,N POWER NORTHERN LTD,1027.45
Adult and Culture,2011-08-30,BRITISH GAS BUSINESS,815.58
Adult and Culture,2011-08-30,BRITISH GAS BUSINESS,479.71
Adult and Culture,2011-08-30,BRITISH GAS BUSINESS,496.57
Adult and Culture,2011-08-01,N POWER NORTHERN LTD,936.50
Adult and Culture,2011-08-01,ADASS TREASURY,1036.00
Adult and Culture,2011-08-01,AGE UK NEWCASTLE,1049.72
Adult and Culture,2011-08-01,AGE UK NEWCASTLE,1842.75
Adult and Culture,2011-08-01,AGE UK NEWCASTLE,6272.65
Adult and Culture,2011-08-01,AGE UK NEWCASTLE,1021.22
Adult and Culture,2011-08-01,AGE UK NEWCASTLE,1460.48
Adult and Culture,2011-08-01,AGE UK NEWCASTLE,7119.84
Adult and Culture,2011-08-01,ALLIED HEALTHCARE GROUP LTD,2352.00
Adult and Culture,2011-08-01,AT HOME IN THE COMMUNITY LTD,477.60
Adult and Culture,2011-08-01,AT HOME IN THE COMMUNITY LTD,477.60
Adult and Culture,2011-08-01,AT HOME IN THE COMMUNITY LTD,4218.20
Adult and Culture,2011-08-01,AT HOME IN THE COMMUNITY LTD,620.88
Adult and Culture,2011-08-01,AT HOME IN THE COMMUNITY LTD,3955.52
Adult and Culture,2011-08-01,AT HOME IN THE COMMUNITY LTD,668.64
Adult and Culture,2011-08-01,AT HOME IN THE COMMUNITY LTD,6056.96
Adult and Culture,2011-08-01,AZURE,625.56
Adult and Culture,2011-08-01,AZURE,625.56
Adult and Culture,2011-08-01,AZURE,649.62
Adult and Culture,2011-08-01,AZURE,577.44
Adult and Culture,2011-08-01,AZURE,926.31
Adult and Culture,2011-08-01,AZURE,938.28
Adult and Culture,2011-08-01,AZURE,769.92
Adult and Culture,2011-08-01,AZURE,1395.48
Adult and Culture,2011-08-01,AZURE,1123.31
Adult and Culture,2011-08-01,AZURE,613.52
Adult and Culture,2011-08-01,AZURE,625.56
Adult and Culture,2011-08-01,AZURE,601.50
Adult and Culture,2011-08-01,AZURE,1130.80
Adult and Culture,2011-08-15,AZURE,866.16
Adult and Culture,2011-08-01,CARELINE HOMECARE LTD,1963.12
Adult and Culture,2011-08-01,CARELINE HOMECARE LTD,1293.84
Adult and Culture,2011-08-23,CAREWATCH (NEWCASTLE UPON TYNE),2136.65
Adult and Culture,2011-08-23,CAREWATCH (NEWCASTLE UPON TYNE),1727.87
Adult and Culture,2011-08-15,CAREWATCH (NEWCASTLE UPON TYNE),2457.04
Adult and Culture,2011-08-15,CAREWATCH (NEWCASTLE UPON TYNE),1727.87
Adult and Culture,2011-08-01,COQUET TRUST,896.24
Adult and Culture,2011-08-01,COQUET TRUST,2694.72
Adult and Culture,2011-08-01,COQUET TRUST,529.32
Adult and Culture,2011-08-01,COQUET TRUST,1407.51
Adult and Culture,2011-08-01,COQUET TRUST,4952.07
Adult and Culture,2011-08-01,COQUET TRUST,1984.95
Adult and Culture,2011-08-01,COQUET TRUST,535.34
Adult and Culture,2011-08-01,COQUET TRUST,673.68
Adult and Culture,2011-08-01,DEMENTIA CARE PARTNERSHIP,2446.32
Adult and Culture,2011-08-01,DIMENSIONS (UK) LTD,1391.00
Adult and Culture,2011-08-15,GS TRANSPORT,1800.00
Adult and Culture,2011-08-01,GUARDIAN HOMECARE & NURSING (NCLE) LTD,7888.08
Adult and Culture,2011-08-15,GUARDIAN HOMECARE & NURSING (NCLE) LTD,1163.64
Adult and Culture,2011-08-01,ID SUPPORT LTD,532.60
Adult and Culture,2011-08-01,JB SKILLCARE LTD,4020.00
Adult and Culture,2011-08-15,LIFEWAYS COMMUNITY CARE,11543.00
Adult and Culture,2011-08-15,LIFEWAYS COMMUNITY CARE,854.25
Adult and Culture,2011-08-15,LIFEWAYS COMMUNITY CARE,1000.88
Adult and Culture,2011-08-15,LIFEWAYS COMMUNITY CARE,714.00
Adult and Culture,2011-08-15,LIFEWAYS COMMUNITY CARE,2856.00
Adult and Culture,2011-08-15,LIFEWAYS COMMUNITY CARE,816.00
Adult and Culture,2011-08-15,LIFEWAYS COMMUNITY CARE,867.00
Adult and Culture,2011-08-15,LIFEWAYS COMMUNITY CARE,6545.00
Adult and Culture,2011-08-01,LS CARE LTD,690.09
Adult and Culture,2011-08-01,LS CARE LTD,2534.23
Adult and Culture,2011-08-01,LS CARE LTD,690.09
Adult and Culture,2011-08-01,LS CARE LTD,2534.23
Adult and Culture,2011-08-01,LS CARE LTD,2534.23
Adult and Culture,2011-08-01,LS CARE LTD,607.92
Adult and Culture,2011-08-15,LS CARE LTD,678.06
Adult and Culture,2011-08-15,LS CARE LTD,2534.23
Adult and Culture,2011-08-09,MERIT HOME CARE SERVICES,1031.36
Adult and Culture,2011-08-15,MOMENTUM,508.75
Adult and Culture,2011-08-15,N POWER NORTHERN LTD,1390.21
Adult and Culture,2011-08-17,NEW PROSPECTS ASSOCIATION LTD,1247.00
Adult and Culture,2011-08-17,NEW PROSPECTS ASSOCIATION LTD,922.78
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,598.56
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,598.56
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,748.20
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,798.08
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,648.44
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,598.56
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,598.56
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,1396.64
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,598.56
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,2229.01
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,2618.70
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,997.60
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,598.56
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,1222.06
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,698.32
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,1184.65
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,947.72
Adult and Culture,2011-08-15,NEW PROSPECTS ASSOCIATION LTD,635.97
Adult and Culture,2011-08-17,NEWCASTLE UPON TYNE HOSPITALS,1029.56
Adult and Culture,2011-08-01,NORTHUMBERLAND TYNE & WEAR NHS TRUST,6851.75
Adult and Culture,2011-08-01,NORTHUMBERLAND TYNE & WEAR NHS TRUST,6704.90
Adult and Culture,2011-08-15,PETER FLETCHER ASSOCIATES,4800.00
Adult and Culture,2011-08-25,PHOENIX HOUSE,538.57
Adult and Culture,2011-08-15,PHOENIX HOUSE,2032.09
Adult and Culture,2011-08-15,PHOENIX HOUSE,557.14
Adult and Culture,2011-08-15,PHOENIX HOUSE,2266.56
Adult and Culture,2011-08-15,PHOENIX HOUSE,2344.71
Adult and Culture,2011-08-01,POSITIVE LIFE CHOICES(F),1066.18
Adult and Culture,2011-08-01,POSITIVE LIFE CHOICES(F),1216.43
Adult and Culture,2011-08-16,POSITIVE LIFE CHOICES(F),501.30
Adult and Culture,2011-08-16,POSITIVE LIFE CHOICES(F),1249.58
Adult and Culture,2011-08-03,POSITIVE LIFE CHOICES(F),501.30
Adult and Culture,2011-08-03,POSITIVE LIFE CHOICES(F),1056.10
Adult and Culture,2011-08-10,POSITIVE LIFE CHOICES(F),1206.35
Adult and Culture,2011-08-10,POSITIVE LIFE CHOICES(F),501.30
Adult and Culture,2011-08-05,PRACTIVE,862.80
Adult and Culture,2011-08-01,REAL LIFE OPTIONS,3558.24
Adult and Culture,2011-08-01,SELF UNLIMITED,2597.87
Adult and Culture,2011-08-01,SKILLS FOR PEOPLE,3900.00
Adult and Culture,2011-08-01,SKILLS FOR PEOPLE,8400.00
Adult and Culture,2011-08-01,THE PIERPOINT GROUP,1198.20
Adult and Culture,2011-08-16,THE PIERPOINT GROUP,736.00
Adult and Culture,2011-08-16,THE PIERPOINT GROUP,1198.20
Adult and Culture,2011-08-16,THE PIERPOINT GROUP,1287.03
Adult and Culture,2011-08-16,THE PIERPOINT GROUP,1198.20
Adult and Culture,2011-08-16,THE PIERPOINT GROUP,552.00
Adult and Culture,2011-08-16,THE PIERPOINT GROUP,1199.45
Adult and Culture,2011-08-24,THE PIERPOINT GROUP,1198.20
Adult and Culture,2011-08-24,THE PIERPOINT GROUP,1198.20
Adult and Culture,2011-08-26,THE PIERPOINT GROUP,1198.20
Adult and Culture,2011-08-26,THE PIERPOINT GROUP,1200.20
Adult and Culture,2011-08-22,UNITED RESPONSE,728.00
Adult and Culture,2011-08-25,UNITED RESPONSE,1320.50
Adult and Culture,2011-08-11,BUILDING FUTURES EAST,1426.80
Adult and Culture,2011-08-22,CATHEDRAL CH OF ST NICHOLAS,930.76
Adult and Culture,2011-08-22,CONTACT CENTRE PROFESSIONAL LTD,25242.87
Adult and Culture,2011-08-12,F ROBSON & CO,829.66
Adult and Culture,2011-08-11,MEARS HOME IMPROVEMENTS LTD,736.03
Adult and Culture,2011-08-01,MILLIN CENTRE,929.49
Adult and Culture,2011-08-11,MILLIN CENTRE,705.90
Adult and Culture,2011-08-08,NOSTALGIA FIREPLACES LTD,590.40
